id,start_time,end_time,duration_bars,quality,compression,upper_r2,lower_r2,containment,pivots_high,pivots_low,breakout_dir,breakout_price,bars_to_breakout
215,2024-06-18 10:05:00,2024-06-18 11:20:00,16,0.816,0.545,1.0,1.0,1.0,2,2,down,23539.3,5
216,2024-06-21 14:50:00,2024-06-24 11:45:00,39,0.765,0.623,1.0,0.973,0.974,2,3,up,23545.1,8
217,2024-06-27 12:45:00,2024-06-27 14:00:00,16,0.653,0.748,0.614,1.0,0.875,3,2,up,23981.3,8
218,2024-06-27 14:25:00,2024-06-28 10:30:00,29,0.738,0.698,1.0,1.0,0.931,2,2,down,24130.65,3
219,2024-06-28 14:55:00,2024-07-01 10:30:00,23,0.714,0.616,1.0,1.0,0.87,2,2,down,24083.15,3
220,2024-07-02 12:45:00,2024-07-02 13:55:00,15,0.765,0.668,1.0,1.0,1.0,2,2,up,24140.3,8
221,2024-07-03 09:45:00,2024-07-03 11:00:00,16,0.792,0.625,0.995,1.0,0.875,3,2,down,24254.5,4
222,2024-07-04 10:20:00,2024-07-04 11:50:00,19,0.844,0.403,1.0,1.0,1.0,2,2,down,24327.9,2
223,2024-07-16 10:25:00,2024-07-16 11:35:00,15,0.767,0.704,1.0,1.0,1.0,2,2,down,24634.7,3
224,2024-07-18 14:50:00,2024-07-19 11:50:00,40,0.817,0.612,0.896,0.978,0.85,5,5,up,24651.05,2
225,2024-07-24 09:30:00,2024-07-24 10:50:00,17,0.636,0.583,0.44,1.0,0.882,3,2,down,24408.3,7
226,2024-07-29 09:20:00,2024-07-29 10:40:00,17,0.756,0.677,1.0,0.903,0.882,2,3,up,24895.6,2
227,2024-07-29 12:15:00,2024-07-29 13:45:00,19,0.851,0.356,0.999,1.0,0.895,3,2,down,24825.75,2
228,2024-08-01 09:15:00,2024-08-01 11:00:00,22,0.798,0.546,1.0,1.0,0.909,2,2,up,25033.45,2
229,2024-08-01 12:25:00,2024-08-01 14:05:00,21,0.776,0.652,1.0,1.0,0.905,2,2,down,24973.05,4
230,2024-08-02 11:05:00,2024-08-02 13:00:00,24,0.766,0.795,1.0,1.0,1.0,2,2,up,24775.5,5
231,2024-08-06 10:25:00,2024-08-06 12:05:00,21,0.843,0.408,1.0,1.0,1.0,2,2,down,24223.75,2
232,2024-08-07 10:25:00,2024-08-07 11:55:00,19,0.807,0.592,1.0,1.0,1.0,2,2,up,24247.9,4
233,2024-08-09 09:15:00,2024-08-09 11:15:00,25,0.82,0.484,1.0,1.0,0.96,2,2,up,24351.1,3
234,2024-08-14 09:20:00,2024-08-14 10:30:00,15,0.761,0.769,1.0,0.992,0.867,2,3,down,24133.3,5
235,2024-08-19 13:15:00,2024-08-19 14:55:00,21,0.754,0.758,1.0,1.0,0.905,2,2,down,24574.95,1
236,2024-08-20 09:35:00,2024-08-20 11:35:00,25,0.791,0.588,1.0,1.0,0.92,2,2,up,24713.4,2
237,2024-08-22 09:25:00,2024-08-22 11:00:00,20,0.803,0.559,1.0,1.0,0.95,2,2,down,24821.0,6
238,2024-08-28 11:30:00,2024-08-28 12:50:00,17,0.822,0.455,1.0,1.0,0.941,2,2,up,25109.0,6
239,2024-09-02 15:00:00,2024-09-03 11:35:00,35,0.743,0.592,0.822,0.766,0.857,4,4,up,25250.0,4
240,2024-09-04 09:15:00,2024-09-04 11:40:00,30,0.729,0.529,0.602,0.912,0.867,3,4,up,25139.2,7
241,2024-09-05 09:55:00,2024-09-05 11:25:00,19,0.754,0.738,1.0,1.0,1.0,2,2,down,25176.5,4
242,2024-09-06 09:15:00,2024-09-06 10:35:00,17,0.77,0.718,1.0,1.0,0.941,2,2,up,24919.15,1
243,2024-09-06 10:45:00,2024-09-06 12:00:00,16,0.814,0.491,1.0,1.0,0.938,2,2,up,24934.05,1
244,2024-09-06 12:55:00,2024-09-06 14:05:00,15,0.761,0.755,1.0,1.0,0.933,2,2,down,24818.3,10
245,2024-09-13 10:50:00,2024-09-13 12:00:00,15,0.679,0.771,1.0,1.0,0.867,2,2,up,25367.95,1
246,2024-09-16 09:15:00,2024-09-16 11:45:00,31,0.729,0.689,1.0,1.0,0.871,2,2,up,25366.1,10
247,2024-09-18 10:40:00,2024-09-18 11:50:00,15,0.813,0.495,1.0,1.0,0.933,2,2,up,25474.35,7
248,2024-09-19 09:40:00,2024-09-19 10:50:00,15,0.794,0.653,1.0,1.0,1.0,2,2,down,25440.05,7
249,2024-09-19 11:50:00,2024-09-19 13:25:00,20,0.69,0.715,0.732,1.0,0.85,3,2,down,25378.7,4
250,2024-09-23 09:35:00,2024-09-23 11:50:00,28,0.79,0.61,1.0,0.966,0.893,2,3,up,25879.95,1
251,2024-09-23 11:30:00,2024-09-23 12:40:00,15,0.709,0.716,1.0,1.0,1.0,2,2,up,25881.75,4
252,2024-09-27 10:55:00,2024-09-27 12:25:00,19,0.789,0.574,1.0,1.0,1.0,2,2,down,26196.15,5
253,2024-09-30 09:45:00,2024-09-30 12:05:00,29,0.823,0.51,1.0,1.0,1.0,2,2,up,25907.6,3
254,2024-10-03 13:45:00,2024-10-03 14:55:00,15,0.781,0.569,0.924,1.0,0.867,3,2,up,25266.0,6
255,2024-10-04 12:25:00,2024-10-04 13:50:00,18,0.837,0.382,1.0,1.0,0.944,2,2,up,25035.95,3
256,2024-10-07 11:00:00,2024-10-07 12:20:00,17,0.799,0.573,1.0,1.0,0.941,2,2,down,24896.05,2
257,2024-10-10 10:55:00,2024-10-10 12:25:00,19,0.795,0.649,1.0,1.0,1.0,2,2,down,25031.5,2
258,2024-10-15 10:10:00,2024-10-15 12:45:00,32,0.825,0.478,0.944,1.0,0.875,3,3,down,25058.8,2
259,2024-10-15 13:00:00,2024-10-15 14:30:00,19,0.79,0.677,1.0,1.0,1.0,2,2,down,25035.95,2
260,2024-10-17 09:40:00,2024-10-17 12:55:00,40,0.837,0.537,0.969,0.916,0.85,3,5,up,24763.8,18
261,2024-10-18 13:10:00,2024-10-18 14:30:00,17,0.81,0.576,1.0,1.0,1.0,2,2,down,24857.1,1
262,2024-10-22 10:10:00,2024-10-22 12:00:00,23,0.755,0.746,1.0,1.0,0.913,2,2,up,24695.35,4
263,2024-10-22 12:00:00,2024-10-22 14:05:00,26,0.773,0.656,0.946,1.0,0.885,3,2,up,24632.55,1
264,2024-10-23 11:40:00,2024-10-23 13:40:00,25,0.788,0.733,0.996,1.0,0.96,3,2,down,24518.5,5
265,2024-10-24 09:15:00,2024-10-24 11:40:00,30,0.865,0.316,0.993,1.0,0.933,3,2,down,24409.5,2
266,2024-10-25 10:40:00,2024-10-25 11:50:00,15,0.809,0.579,1.0,1.0,1.0,2,2,up,24154.55,2
267,2024-10-29 09:15:00,2024-10-29 10:45:00,19,0.822,0.515,1.0,1.0,1.0,2,2,up,24206.15,2
268,2024-10-30 15:15:00,2024-10-31 10:20:00,17,0.824,0.507,1.0,1.0,1.0,2,2,up,24266.7,3
269,2024-11-04 09:15:00,2024-11-04 12:00:00,34,0.782,0.515,0.819,1.0,0.882,4,2,up,23927.25,1
270,2024-11-04 15:20:00,2024-11-05 10:15:00,15,0.792,0.694,1.0,1.0,0.933,2,3,up,24022.9,2
271,2024-11-05 15:25:00,2024-11-06 11:00:00,23,0.767,0.703,1.0,1.0,0.913,2,2,up,24389.15,6
272,2024-11-07 10:50:00,2024-11-07 12:50:00,25,0.798,0.633,1.0,1.0,1.0,2,2,down,24198.25,7
273,2024-11-13 10:35:00,2024-11-13 12:10:00,20,0.822,0.531,1.0,0.954,0.9,2,4,up,23709.7,4
274,2024-11-14 09:35:00,2024-11-14 11:35:00,25,0.805,0.602,1.0,1.0,1.0,2,2,up,23516.35,2
275,2024-11-18 09:35:00,2024-11-18 11:00:00,18,0.81,0.576,1.0,1.0,1.0,2,2,up,23404.95,3
276,2024-11-21 09:45:00,2024-11-21 11:20:00,20,0.85,0.376,1.0,1.0,1.0,2,2,up,23344.05,5
277,2024-11-21 12:40:00,2024-11-21 13:55:00,16,0.741,0.669,1.0,1.0,0.938,2,2,down,23341.5,1
278,2024-11-22 09:35:00,2024-11-22 11:25:00,23,0.834,0.421,1.0,0.973,0.913,2,3,up,23529.55,1
279,2024-11-25 09:15:00,2024-11-25 10:55:00,21,0.842,0.27,1.0,1.0,0.857,2,2,up,24340.5,1
280,2024-11-25 12:50:00,2024-11-25 14:10:00,17,0.807,0.475,1.0,1.0,0.882,2,2,up,24229.6,5
281,2024-11-28 11:05:00,2024-11-28 12:25:00,17,0.777,0.741,1.0,1.0,1.0,2,2,down,24015.85,2
282,2024-11-28 12:20:00,2024-11-28 13:30:00,15,0.757,0.707,1.0,1.0,0.867,2,2,up,24046.1,5
283,2024-11-28 13:50:00,2024-11-28 15:00:00,15,0.851,0.372,1.0,1.0,1.0,2,2,up,23915.6,2
284,2024-12-03 11:55:00,2024-12-03 13:15:00,17,0.798,0.634,1.0,1.0,1.0,2,2,up,24455.15,3
285,2024-12-04 09:15:00,2024-12-04 10:55:00,21,0.779,0.585,1.0,1.0,0.857,2,2,up,24547.3,8
286,2024-12-04 10:30:00,2024-12-04 11:40:00,15,0.807,0.588,1.0,1.0,1.0,2,2,down,24414.0,3
287,2024-12-06 10:45:00,2024-12-06 12:00:00,16,0.766,0.793,1.0,1.0,1.0,2,2,up,24710.8,5
288,2024-12-10 09:55:00,2024-12-10 11:30:00,20,0.757,0.57,1.0,1.0,1.0,2,2,down,24629.1,3
289,2024-12-11 12:20:00,2024-12-11 13:50:00,19,0.775,0.647,1.0,1.0,0.895,2,2,down,24649.95,5
290,2024-12-11 15:25:00,2024-12-12 11:00:00,23,0.607,0.733,1.0,0.552,0.87,2,4,up,24607.35,3
291,2024-12-16 11:10:00,2024-12-16 12:30:00,17,0.762,0.697,1.0,1.0,0.882,2,2,up,24650.25,2
292,2024-12-18 10:15:00,2024-12-18 12:00:00,22,0.802,0.512,1.0,1.0,0.864,3,2,up,24218.35,12
293,2024-12-18 12:50:00,2024-12-18 14:00:00,15,0.775,0.75,1.0,1.0,1.0,2,2,down,24173.1,6
294,2024-12-19 11:35:00,2024-12-19 12:45:00,15,0.787,0.558,1.0,1.0,0.867,2,2,down,23942.9,6
295,2024-12-24 10:25:00,2024-12-24 11:35:00,15,0.797,0.639,1.0,1.0,1.0,2,2,down,23799.45,5
296,2024-12-24 13:55:00,2024-12-24 15:05:00,15,0.789,0.682,1.0,1.0,1.0,2,2,up,23737.8,3
297,2024-12-27 09:45:00,2024-12-27 13:00:00,40,0.801,0.648,0.989,1.0,0.95,3,2,up,23853.15,1
298,2025-01-01 11:15:00,2025-01-01 13:35:00,29,0.815,0.535,0.957,0.987,0.862,3,3,up,23785.95,4
299,2025-01-07 09:40:00,2025-01-07 10:50:00,15,0.747,0.579,0.818,1.0,0.867,3,2,down,23719.4,3
300,2025-01-07 10:50:00,2025-01-07 12:20:00,19,0.737,0.687,1.0,1.0,1.0,2,2,up,23759.7,14
301,2025-01-09 12:00:00,2025-01-09 13:30:00,19,0.814,0.556,1.0,1.0,1.0,2,2,up,23532.9,3
302,2025-01-14 09:50:00,2025-01-14 12:20:00,31,0.724,0.704,1.0,1.0,0.968,2,2,up,23169.5,2
303,2025-01-20 11:10:00,2025-01-20 12:30:00,17,0.756,0.578,1.0,0.851,0.882,2,3,down,23337.8,2
304,2025-01-20 13:05:00,2025-01-20 14:15:00,15,0.775,0.683,1.0,1.0,0.933,2,2,up,23361.9,7
305,2025-01-21 11:30:00,2025-01-21 13:00:00,19,0.787,0.689,1.0,1.0,1.0,2,2,up,23273.55,5
306,2025-01-22 09:15:00,2025-01-22 10:25:00,15,0.791,0.608,0.985,1.0,0.867,3,2,down,23074.8,2
307,2025-01-23 09:55:00,2025-01-23 11:50:00,24,0.763,0.727,1.0,1.0,0.917,2,2,up,23254.25,5
308,2025-01-27 13:35:00,2025-01-27 14:45:00,15,0.666,0.772,1.0,0.849,0.867,2,3,up,22840.85,4
309,2025-01-28 14:35:00,2025-01-29 09:30:00,15,0.758,0.703,1.0,1.0,0.867,2,2,up,23036.4,1
310,2025-01-30 10:50:00,2025-01-30 12:15:00,18,0.783,0.58,1.0,0.925,0.889,2,3,up,23278.55,3
311,2025-02-01 15:25:00,2025-02-03 11:15:00,26,0.839,0.391,1.0,1.0,0.962,2,2,up,23296.2,9
312,2025-02-03 10:15:00,2025-02-03 12:20:00,26,0.789,0.603,1.0,1.0,0.923,2,2,down,23271.85,3
313,2025-02-04 15:20:00,2025-02-05 10:50:00,22,0.796,0.591,0.991,1.0,0.864,3,2,down,23731.05,3
314,2025-02-05 10:25:00,2025-02-05 11:45:00,17,0.784,0.707,1.0,1.0,1.0,2,2,down,23743.25,1
315,2025-02-06 09:40:00,2025-02-06 11:45:00,26,0.82,0.54,0.998,1.0,0.923,3,2,up,23619.45,5
316,2025-02-10 09:20:00,2025-02-10 10:40:00,17,0.718,0.615,1.0,0.775,0.882,2,3,up,23395.3,3
317,2025-02-10 10:25:00,2025-02-10 11:35:00,15,0.777,0.766,1.0,1.0,0.933,3,2,down,23364.4,4
318,2025-02-10 15:25:00,2025-02-11 10:20:00,15,0.754,0.646,1.0,1.0,0.933,2,2,up,23289.0,1
319,2025-02-11 10:40:00,2025-02-11 12:10:00,19,0.768,0.678,1.0,1.0,0.895,2,2,down,23240.55,2
320,2025-02-12 13:30:00,2025-02-12 14:40:00,15,0.754,0.721,1.0,1.0,0.867,2,2,up,22989.75,3
321,2025-02-14 09:15:00,2025-02-14 10:25:00,15,0.721,0.735,0.997,1.0,0.867,3,2,down,23026.15,1
322,2025-02-14 12:35:00,2025-02-14 14:05:00,19,0.766,0.688,1.0,1.0,0.895,2,2,up,22855.6,2
323,2025-02-17 10:30:00,2025-02-17 12:20:00,23,0.808,0.583,1.0,1.0,1.0,2,2,up,22880.45,7
324,2025-02-19 10:15:00,2025-02-19 12:40:00,30,0.787,0.684,1.0,1.0,1.0,2,2,down,22924.55,5
325,2025-02-25 13:05:00,2025-02-25 14:35:00,19,0.786,0.687,0.968,1.0,0.947,3,2,down,22572.9,3
326,2025-02-27 09:35:00,2025-02-27 12:35:00,37,0.883,0.418,0.999,0.962,0.892,3,5,up,22529.05,2
327,2025-02-28 10:10:00,2025-02-28 11:20:00,15,0.705,0.596,0.692,1.0,0.867,3,2,up,22260.15,3
328,2025-03-03 10:05:00,2025-03-03 11:30:00,18,0.783,0.6,1.0,1.0,0.889,2,2,up,22025.05,6
329,2025-03-03 13:55:00,2025-03-03 15:25:00,19,0.825,0.501,1.0,1.0,1.0,2,2,down,21985.4,1
330,2025-03-05 13:20:00,2025-03-05 15:10:00,23,0.633,0.732,1.0,0.537,0.87,2,3,up,22432.75,4
331,2025-03-07 12:20:00,2025-03-07 13:40:00,17,0.699,0.725,1.0,0.747,0.882,2,3,down,22540.85,2
332,2025-03-10 10:05:00,2025-03-10 11:40:00,20,0.799,0.63,1.0,1.0,1.0,2,2,down,22594.85,4
333,2025-03-11 09:55:00,2025-03-11 11:55:00,25,0.798,0.554,1.0,1.0,0.92,2,2,up,22437.7,3
334,2025-03-12 15:15:00,2025-03-13 11:15:00,28,0.681,0.605,0.662,1.0,0.857,3,2,down,22471.9,2
335,2025-03-13 15:25:00,2025-03-17 11:00:00,23,0.847,0.345,1.0,1.0,0.957,2,2,down,22477.55,2
336,2025-03-17 13:45:00,2025-03-17 14:55:00,15,0.728,0.765,1.0,1.0,0.933,2,2,up,22611.5,7
337,2025-03-19 10:40:00,2025-03-19 11:55:00,16,0.665,0.582,1.0,0.542,0.875,2,3,up,22906.9,7
338,2025-03-20 09:15:00,2025-03-20 10:50:00,20,0.831,0.468,1.0,1.0,1.0,2,2,up,23063.55,4
339,2025-03-20 15:10:00,2025-03-21 10:05:00,15,0.74,0.793,1.0,1.0,0.867,2,2,down,23257.3,1
340,2025-03-26 15:25:00,2025-03-27 11:15:00,26,0.837,0.364,1.0,1.0,0.923,2,2,down,23585.25,1
341,2025-03-28 10:15:00,2025-03-28 11:35:00,17,0.781,0.621,1.0,1.0,1.0,2,2,down,23569.05,1
342,2025-04-02 09:40:00,2025-04-02 11:35:00,24,0.732,0.651,1.0,1.0,0.875,2,2,down,23259.05,1
343,2025-04-04 09:25:00,2025-04-04 12:25:00,37,0.831,0.506,0.927,1.0,0.865,5,2,up,22964.45,3
344,2025-04-07 09:55:00,2025-04-07 11:35:00,21,0.783,0.66,1.0,1.0,0.952,2,2,down,21965.2,4
345,2025-04-08 13:35:00,2025-04-08 15:25:00,23,0.836,0.313,1.0,1.0,0.87,2,2,down,22410.55,1
346,2025-04-09 09:20:00,2025-04-09 10:50:00,19,0.868,0.315,0.992,1.0,0.947,3,2,down,22367.2,2
347,2025-04-09 13:05:00,2025-04-09 14:15:00,15,0.819,0.528,1.0,1.0,1.0,2,2,up,22403.0,4
348,2025-04-15 09:55:00,2025-04-15 11:15:00,17,0.801,0.621,1.0,1.0,1.0,2,2,up,23312.8,8
349,2025-04-22 12:55:00,2025-04-22 14:05:00,15,0.743,0.716,1.0,1.0,0.867,2,2,down,24175.25,5
350,2025-04-24 09:30:00,2025-04-24 11:00:00,19,0.859,0.288,1.0,1.0,0.895,3,2,up,24277.65,3
351,2025-04-25 13:45:00,2025-04-25 14:55:00,15,0.779,0.729,1.0,1.0,1.0,2,2,down,24001.65,5
352,2025-04-28 12:45:00,2025-04-28 13:55:00,15,0.755,0.782,1.0,1.0,0.933,2,2,down,24327.0,4
353,2025-04-28 14:10:00,2025-04-28 15:25:00,16,0.752,0.742,1.0,1.0,0.875,2,2,up,24439.25,1
354,2025-04-29 09:15:00,2025-04-29 10:30:00,16,0.797,0.516,1.0,1.0,0.875,2,2,up,24350.7,3
355,2025-04-30 09:15:00,2025-04-30 12:25:00,39,0.855,0.363,0.935,0.997,0.923,3,3,down,24333.8,9
356,2025-05-05 11:10:00,2025-05-05 12:20:00,15,0.747,0.755,1.0,1.0,0.867,2,2,up,24457.35,1
357,2025-05-09 11:15:00,2025-05-09 12:50:00,20,0.779,0.572,1.0,1.0,0.9,2,2,down,23977.95,6
358,2025-05-12 09:45:00,2025-05-12 10:55:00,15,0.793,0.528,1.0,1.0,0.867,2,2,up,24708.4,2
359,2025-05-12 15:25:00,2025-05-13 11:00:00,23,0.698,0.579,0.623,1.0,0.913,3,2,up,24797.15,5
360,2025-05-13 10:50:00,2025-05-13 12:15:00,18,0.807,0.61,0.988,1.0,0.944,3,2,down,24669.45,3
361,2025-05-14 12:35:00,2025-05-14 14:20:00,22,0.811,0.432,1.0,1.0,0.864,2,2,down,24611.2,1
362,2025-05-15 10:35:00,2025-05-15 11:45:00,15,0.808,0.452,1.0,1.0,0.867,2,2,up,24639.7,3
363,2025-05-15 13:55:00,2025-05-15 15:05:00,15,0.783,0.645,1.0,1.0,0.933,2,2,down,25003.7,5
364,2025-05-15 15:25:00,2025-05-16 10:20:00,15,0.8,0.624,1.0,1.0,1.0,2,2,up,24988.95,20
365,2025-05-21 12:55:00,2025-05-21 14:40:00,22,0.698,0.708,1.0,0.651,0.909,2,4,up,24816.75,4
366,2025-05-22 09:15:00,2025-05-22 10:35:00,17,0.818,0.416,1.0,1.0,0.882,2,2,down,24594.6,7
367,2025-05-23 11:30:00,2025-05-23 13:25:00,24,0.736,0.56,0.673,1.0,0.917,4,2,down,24851.0,3
368,2025-05-26 11:15:00,2025-05-26 12:25:00,15,0.658,0.734,0.627,1.0,0.867,3,2,down,24968.4,3
369,2025-05-27 11:25:00,2025-05-27 13:15:00,23,0.795,0.512,1.0,0.903,0.913,2,3,up,24825.8,3
370,2025-05-27 14:00:00,2025-05-28 11:00:00,40,0.694,0.799,0.614,0.828,0.85,4,4,down,24755.05,6
371,2025-05-28 10:55:00,2025-05-28 12:05:00,15,0.728,0.72,1.0,1.0,1.0,2,2,up,24770.05,3
372,2025-05-28 12:45:00,2025-05-28 14:30:00,22,0.759,0.741,1.0,1.0,0.909,2,2,down,24756.55,6
373,2025-05-29 09:15:00,2025-05-29 10:40:00,18,0.826,0.497,1.0,1.0,1.0,2,2,down,24716.7,4
374,2025-05-29 12:35:00,2025-05-29 14:45:00,27,0.765,0.588,0.807,0.996,0.889,3,3,up,24797.75,3
375,2025-05-29 15:25:00,2025-05-30 10:45:00,20,0.82,0.474,1.0,1.0,0.95,2,2,up,24751.25,2
376,2025-06-02 15:05:00,2025-06-03 10:20:00,19,0.715,0.729,1.0,1.0,1.0,2,2,down,24637.7,7
377,2025-06-03 11:05:00,2025-06-03 12:15:00,15,0.752,0.669,1.0,0.997,0.933,2,3,up,24632.95,4
378,2025-06-03 12:35:00,2025-06-03 13:45:00,15,0.792,0.53,1.0,1.0,0.867,2,2,up,24568.35,2
379,2025-06-03 14:45:00,2025-06-04 11:15:00,34,0.737,0.618,1.0,0.801,0.882,2,5,down,24586.7,6
380,2025-06-06 11:40:00,2025-06-06 13:00:00,17,0.781,0.661,1.0,1.0,0.941,2,2,up,24980.0,6
381,2025-06-09 09:20:00,2025-06-09 12:00:00,33,0.819,0.501,1.0,1.0,0.97,2,2,up,25116.55,2
382,2025-06-09 11:00:00,2025-06-09 13:55:00,36,0.766,0.729,0.86,1.0,0.861,5,2,down,25090.4,3
383,2025-06-10 10:40:00,2025-06-10 12:25:00,22,0.703,0.577,1.0,0.717,0.909,2,3,down,25127.3,10
384,2025-06-12 09:30:00,2025-06-12 10:40:00,15,0.566,0.753,1.0,0.507,0.867,2,3,up,25069.75,7
385,2025-06-12 15:00:00,2025-06-13 11:15:00,31,0.832,0.465,1.0,1.0,1.0,2,2,up,24663.15,2
386,2025-06-16 11:00:00,2025-06-16 12:25:00,18,0.779,0.565,1.0,0.901,0.889,2,3,up,24937.55,1
387,2025-06-17 09:40:00,2025-06-17 11:40:00,25,0.801,0.525,1.0,1.0,0.96,2,2,down,24872.45,2
388,2025-06-18 10:15:00,2025-06-18 12:05:00,23,0.752,0.718,1.0,1.0,0.957,2,2,down,24787.05,5
389,2025-06-18 12:45:00,2025-06-18 14:10:00,18,0.777,0.738,1.0,1.0,1.0,2,2,down,24766.1,1
390,2025-06-19 09:40:00,2025-06-19 11:30:00,23,0.797,0.466,1.0,0.878,0.913,2,3,up,24806.0,6
391,2025-06-20 15:15:00,2025-06-23 11:05:00,26,0.806,0.481,1.0,1.0,0.885,2,2,up,24928.55,1
392,2025-06-24 13:35:00,2025-06-24 14:55:00,17,0.681,0.477,1.0,0.481,0.941,2,3,up,25069.4,5
393,2025-06-25 14:15:00,2025-06-25 15:25:00,15,0.775,0.712,1.0,1.0,0.867,2,3,up,25283.65,1
394,2025-06-26 15:20:00,2025-06-27 10:15:00,15,0.85,0.377,1.0,1.0,1.0,2,2,up,25570.55,5
395,2025-06-30 10:00:00,2025-06-30 11:10:00,15,0.813,0.492,1.0,1.0,0.933,2,2,up,25560.05,4
396,2025-07-01 09:20:00,2025-07-01 11:40:00,29,0.818,0.45,0.945,1.0,0.862,4,2,up,25518.3,4
397,2025-07-01 11:50:00,2025-07-01 13:40:00,23,0.769,0.648,1.0,1.0,0.87,2,2,down,25528.35,1
398,2025-07-02 09:15:00,2025-07-02 11:25:00,27,0.793,0.614,0.942,1.0,0.852,3,3,up,25485.3,3
399,2025-07-03 11:25:00,2025-07-03 13:15:00,23,0.727,0.567,1.0,0.714,0.913,2,3,up,25517.1,3
400,2025-07-04 09:15:00,2025-07-04 10:25:00,15,0.795,0.488,0.919,1.0,0.867,3,2,down,25403.85,1
401,2025-07-07 09:40:00,2025-07-07 12:15:00,32,0.819,0.496,1.0,1.0,0.969,2,2,up,25444.8,1
402,2025-07-07 15:05:00,2025-07-08 11:00:00,27,0.755,0.606,0.961,1.0,0.852,3,2,down,25431.85,1
403,2025-07-08 15:05:00,2025-07-09 11:00:00,27,0.812,0.437,0.965,0.888,0.852,3,3,down,25521.25,1
404,2025-07-11 12:30:00,2025-07-11 13:40:00,15,0.796,0.513,1.0,1.0,0.867,2,2,up,25161.3,1
405,2025-07-14 09:15:00,2025-07-14 10:40:00,18,0.825,0.443,1.0,1.0,0.944,2,2,down,25073.2,3
406,2025-07-14 10:55:00,2025-07-14 12:45:00,23,0.74,0.737,0.899,1.0,0.87,3,2,down,25041.3,1
407,2025-07-14 12:45:00,2025-07-14 13:55:00,15,0.758,0.784,1.0,1.0,1.0,2,2,up,25083.55,11
408,2025-07-16 12:15:00,2025-07-16 13:35:00,17,0.767,0.732,1.0,1.0,0.941,2,2,up,25214.55,1
409,2025-07-18 09:15:00,2025-07-18 11:50:00,32,0.804,0.662,0.993,0.977,0.906,3,3,up,24942.95,3
410,2025-07-21 15:25:00,2025-07-22 10:20:00,15,0.81,0.508,1.0,1.0,0.933,2,2,down,25056.05,9
411,2025-07-23 15:15:00,2025-07-24 10:40:00,21,0.802,0.567,1.0,1.0,0.952,2,2,up,25173.35,2
412,2025-08-01 09:30:00,2025-08-01 12:40:00,39,0.755,0.755,1.0,0.773,0.872,2,6,up,24683.75,9
413,2025-08-01 15:25:00,2025-08-04 10:40:00,19,0.792,0.667,1.0,1.0,1.0,2,2,down,24612.75,1
414,2025-08-06 15:25:00,2025-08-07 10:20:00,15,0.822,0.354,1.0,1.0,0.933,2,2,down,24450.15,1
415,2025-08-07 15:25:00,2025-08-08 11:50:00,33,0.761,0.579,0.859,1.0,0.879,3,2,up,24433.85,1
416,2025-08-18 11:50:00,2025-08-18 13:40:00,23,0.779,0.671,1.0,0.986,0.87,2,3,down,24924.25,1
417,2025-08-28 10:10:00,2025-08-28 12:20:00,27,0.774,0.754,1.0,1.0,1.0,2,2,down,24577.75,7
418,2025-09-01 09:50:00,2025-09-01 11:55:00,26,0.672,0.647,0.627,1.0,0.885,3,2,up,24557.15,5
419,2025-09-02 10:45:00,2025-09-02 12:15:00,19,0.749,0.774,1.0,1.0,0.895,2,2,up,24737.05,2
420,2025-09-04 10:20:00,2025-09-04 11:30:00,15,0.752,0.731,1.0,1.0,0.867,2,2,up,24823.05,6
421,2025-09-08 09:50:00,2025-09-08 11:00:00,15,0.709,0.689,1.0,1.0,0.933,2,2,up,24806.8,2
422,2025-09-11 09:15:00,2025-09-11 10:35:00,17,0.8,0.429,1.0,1.0,1.0,2,2,up,24985.45,5
423,2025-09-11 13:10:00,2025-09-11 14:25:00,16,0.728,0.701,1.0,1.0,1.0,2,2,up,25053.3,13
424,2025-09-19 09:55:00,2025-09-19 11:05:00,15,0.701,0.708,1.0,1.0,0.933,2,2,up,25310.35,3
425,2025-09-23 09:25:00,2025-09-23 10:35:00,15,0.769,0.645,1.0,1.0,0.867,2,2,up,25128.55,5
426,2025-09-23 14:00:00,2025-09-23 15:10:00,15,0.787,0.688,1.0,1.0,1.0,2,2,down,25092.3,4
427,2025-09-24 09:15:00,2025-09-24 11:05:00,23,0.809,0.578,1.0,1.0,1.0,2,2,up,25064.05,4
428,2025-09-25 09:20:00,2025-09-25 10:30:00,15,0.83,0.451,1.0,1.0,1.0,2,2,down,25013.55,1
429,2025-09-26 09:15:00,2025-09-26 10:25:00,15,0.798,0.503,1.0,1.0,0.867,2,2,up,24802.6,4
430,2025-10-01 15:20:00,2025-10-03 10:15:00,15,0.828,0.485,1.0,1.0,1.0,2,2,down,24782.85,5
431,2025-10-06 11:00:00,2025-10-06 12:30:00,19,0.823,0.498,1.0,1.0,0.895,3,2,up,25014.9,2
432,2025-10-07 15:10:00,2025-10-08 10:05:00,15,0.724,0.7,1.0,0.778,0.933,2,3,down,25141.95,2
433,2025-10-09 11:30:00,2025-10-09 12:40:00,15,0.736,0.716,1.0,1.0,1.0,2,2,up,25139.8,5
434,2025-10-10 10:50:00,2025-10-10 12:00:00,15,0.782,0.715,1.0,1.0,1.0,2,2,down,25277.2,3
435,2025-10-13 09:35:00,2025-10-13 10:55:00,17,0.8,0.565,1.0,1.0,0.941,2,2,down,25178.45,4
