entry_time,exit_time,direction,entry_price,exit_price,stop_loss,peak_profit,pnl,exit_reason,month
2018-01-05 10:05:00+05:30,2018-01-05 11:35:00+05:30,long,10560.75,10528.8,10529.06775,0.0,-31.95,STOP_LOSS,2018-01
2018-01-08 09:40:00+05:30,2018-01-08 15:20:00+05:30,long,10615.95,10616.9,10584.10215,13.899999999999636,0.95,EOD_EXIT,2018-01
2018-01-10 09:40:00+05:30,2018-01-10 11:35:00+05:30,long,10637.75,10599.8,10605.83675,3.399999999999636,-37.95,STOP_LOSS,2018-01
2018-01-11 12:30:00+05:30,2018-01-11 15:20:00+05:30,long,10659.2,10654.85,10627.2224,3.4499999999989086,-4.35,EOD_EXIT,2018-01
2018-01-12 12:35:00+05:30,2018-01-12 13:40:00+05:30,short,10617.2,10650.05,10649.0516,14.800000000001091,-32.85,STOP_LOSS,2018-01
2018-01-18 10:30:00+05:30,2018-01-18 14:20:00+05:30,long,10874.15,10837.2,10841.527549999999,9.850000000000364,-36.95,STOP_LOSS,2018-01
2018-01-22 09:50:00+05:30,2018-01-22 15:20:00+05:30,long,10914.65,10966.9,10881.90605,52.80000000000109,52.25,EOD_EXIT,2018-01
2018-01-29 10:25:00+05:30,2018-01-29 14:25:00+05:30,long,11155.15,11120.2,11121.68455,11.25,-34.95,STOP_LOSS,2018-01
2018-01-31 10:45:00+05:30,2018-01-31 14:45:00+05:30,short,11024.65,11029.75,11029.178192065152,39.350000000000364,-5.1,STOP_LOSS,2018-01
2018-02-09 09:50:00+05:30,2018-02-09 12:30:00+05:30,short,10420.4,10451.8,10451.6612,14.75,-31.4,STOP_LOSS,2018-02
2018-02-14 09:45:00+05:30,2018-02-14 15:10:00+05:30,long,10546.55,10503.45,10514.91035,19.100000000000364,-43.1,STOP_LOSS,2018-02
2018-02-16 09:55:00+05:30,2018-02-16 15:20:00+05:30,short,10568.9,10454.5,10575.311984510477,129.5,114.4,EOD_EXIT,2018-02
2018-02-20 11:00:00+05:30,2018-02-20 14:55:00+05:30,long,10400.9,10360.9,10369.6973,20.149999999999636,-40.0,STOP_LOSS,2018-02
2018-02-23 11:25:00+05:30,2018-02-23 15:20:00+05:30,long,10435.3,10496.45,10403.9941,61.150000000001455,61.15,EOD_EXIT,2018-02
2018-02-27 10:20:00+05:30,2018-02-27 15:20:00+05:30,short,10554.65,10554.9,10586.31395,11.699999999998909,-0.25,EOD_EXIT,2018-02
2018-03-05 10:55:00+05:30,2018-03-05 15:20:00+05:30,short,10349.55,10361.05,10380.59865,24.299999999999272,-11.5,EOD_EXIT,2018-03
2018-03-07 10:05:00+05:30,2018-03-07 15:20:00+05:30,short,10222.05,10165.5,10225.590376692939,76.14999999999964,56.55,EOD_EXIT,2018-03
2018-03-08 12:35:00+05:30,2018-03-08 13:10:00+05:30,long,10219.75,10186.6,10189.09075,0.0,-33.15,STOP_LOSS,2018-03
2018-03-15 10:00:00+05:30,2018-03-15 11:10:00+05:30,long,10415.4,10383.95,10384.1538,1.1499999999996362,-31.45,STOP_LOSS,2018-03
2018-03-16 10:55:00+05:30,2018-03-16 15:20:00+05:30,short,10298.65,10205.55,10329.54595,112.85000000000036,93.1,EOD_EXIT,2018-03
2018-03-20 12:05:00+05:30,2018-03-20 13:15:00+05:30,long,10149.85,10116.05,10119.400450000001,1.6999999999989086,-33.8,STOP_LOSS,2018-03
2018-03-21 09:55:00+05:30,2018-03-21 12:30:00+05:30,long,10209.35,10178.6,10178.721950000001,16.299999999999272,-30.75,STOP_LOSS,2018-03
2018-03-22 12:30:00+05:30,2018-03-22 15:20:00+05:30,short,10149.6,10109.0,10149.804049144928,40.600000000000364,40.6,EOD_EXIT,2018-03
2018-03-27 10:20:00+05:30,2018-03-27 15:20:00+05:30,long,10174.4,10182.8,10143.8768,29.899999999999636,8.4,EOD_EXIT,2018-03
2018-04-02 13:10:00+05:30,2018-04-02 15:20:00+05:30,long,10175.1,10213.5,10144.574700000001,42.600000000000364,38.4,EOD_EXIT,2018-04
2018-04-04 09:40:00+05:30,2018-04-04 12:55:00+05:30,long,10257.1,10226.25,10226.3287,19.899999999999636,-30.85,STOP_LOSS,2018-04
2018-04-09 09:45:00+05:30,2018-04-09 15:20:00+05:30,long,10381.15,10366.5,10350.00655,13.399999999999636,-14.65,EOD_EXIT,2018-04
2018-04-11 10:25:00+05:30,2018-04-11 13:15:00+05:30,short,10364.6,10397.5,10395.693800000001,0.0,-32.9,STOP_LOSS,2018-04
2018-04-16 10:50:00+05:30,2018-04-16 13:30:00+05:30,short,10463.4,10499.1,10494.7902,7.699999999998909,-35.7,STOP_LOSS,2018-04
2018-04-18 10:15:00+05:30,2018-04-18 15:00:00+05:30,long,10562.0,10513.6,10530.314,28.700000000000728,-48.4,STOP_LOSS,2018-04
2018-04-23 09:40:00+05:30,2018-04-23 14:15:00+05:30,long,10566.45,10606.75,10534.75065,67.64999999999964,40.3,ST_TOUCH,2018-04
2018-04-27 10:00:00+05:30,2018-04-27 15:20:00+05:30,long,10700.75,10694.4,10668.64775,15.600000000000364,-6.35,EOD_EXIT,2018-04
2018-05-03 09:55:00+05:30,2018-05-03 15:20:00+05:30,short,10684.0,10670.3,10716.052,32.149999999999636,13.7,EOD_EXIT,2018-05
2018-05-09 13:05:00+05:30,2018-05-09 15:20:00+05:30,long,10754.05,10742.9,10721.787849999999,9.200000000000728,-11.15,EOD_EXIT,2018-05
2018-05-10 12:55:00+05:30,2018-05-10 15:20:00+05:30,short,10718.85,10716.35,10751.00655,7.550000000001091,2.5,EOD_EXIT,2018-05
2018-05-14 13:30:00+05:30,2018-05-14 15:05:00+05:30,short,10777.85,10812.9,10810.18355,0.0,-35.05,STOP_LOSS,2018-05
2018-05-16 09:40:00+05:30,2018-05-16 11:25:00+05:30,short,10716.2,10752.9,10748.348600000001,7.450000000000728,-36.7,STOP_LOSS,2018-05
2018-05-17 09:40:00+05:30,2018-05-17 14:30:00+05:30,short,10742.15,10719.4,10774.37645,42.19999999999891,22.75,ST_TOUCH,2018-05
2018-05-18 11:05:00+05:30,2018-05-18 15:20:00+05:30,short,10652.85,10595.8,10684.80855,60.95000000000073,57.05,EOD_EXIT,2018-05
2018-05-23 10:00:00+05:30,2018-05-23 15:20:00+05:30,short,10496.6,10429.95,10528.0898,75.20000000000073,66.65,EOD_EXIT,2018-05
2018-05-24 12:15:00+05:30,2018-05-24 15:20:00+05:30,long,10476.45,10524.5,10445.02065,48.04999999999927,48.05,EOD_EXIT,2018-05
2018-05-29 13:05:00+05:30,2018-05-29 15:20:00+05:30,short,10654.8,10631.6,10686.7644,36.399999999999636,23.2,EOD_EXIT,2018-05
2018-05-30 13:05:00+05:30,2018-05-30 14:00:00+05:30,long,10632.7,10598.05,10600.8019,11.849999999998545,-34.65,STOP_LOSS,2018-05
2018-05-31 10:30:00+05:30,2018-05-31 15:20:00+05:30,long,10636.35,10739.25,10604.44095,103.64999999999964,102.9,EOD_EXIT,2018-05
2018-06-04 13:30:00+05:30,2018-06-04 15:20:00+05:30,short,10655.15,10623.9,10663.229092111913,31.25,31.25,EOD_EXIT,2018-06
2018-06-06 09:50:00+05:30,2018-06-06 14:40:00+05:30,long,10623.95,10644.95,10622.773911916636,47.69999999999891,21.0,ST_TOUCH,2018-06
2018-06-07 10:30:00+05:30,2018-06-07 13:45:00+05:30,long,10773.65,10796.9,10741.32905,39.399999999999636,23.25,ST_TOUCH,2018-06
2018-06-11 11:55:00+05:30,2018-06-11 15:05:00+05:30,long,10828.5,10791.6,10796.0145,18.600000000000364,-36.9,STOP_LOSS,2018-06
2018-06-12 10:30:00+05:30,2018-06-12 15:20:00+05:30,long,10838.0,10852.3,10805.486,15.299999999999272,14.3,EOD_EXIT,2018-06
2018-06-14 09:40:00+05:30,2018-06-14 13:15:00+05:30,short,10815.5,10794.75,10847.9465,39.54999999999927,20.75,ST_TOUCH,2018-06
2018-06-15 13:05:00+05:30,2018-06-15 15:00:00+05:30,short,10770.75,10812.5,10803.06225,11.700000000000728,-41.75,STOP_LOSS,2018-06
2018-06-19 09:50:00+05:30,2018-06-19 14:05:00+05:30,short,10748.65,10723.75,10780.89595,37.850000000000364,24.9,ST_TOUCH,2018-06
2018-06-22 09:40:00+05:30,2018-06-22 13:10:00+05:30,short,10723.4,10762.4,10755.5702,9.75,-39.0,STOP_LOSS,2018-06
2018-06-26 10:00:00+05:30,2018-06-26 14:55:00+05:30,short,10768.4,10804.75,10800.7052,9.649999999999636,-36.35,STOP_LOSS,2018-06
2018-06-27 11:20:00+05:30,2018-06-27 15:20:00+05:30,short,10747.1,10657.95,10779.3413,89.14999999999964,89.15,EOD_EXIT,2018-06
2018-06-29 10:10:00+05:30,2018-06-29 15:20:00+05:30,long,10649.8,10716.45,10617.8506,68.55000000000109,66.65,EOD_EXIT,2018-06
2018-07-03 09:40:00+05:30,2018-07-03 13:25:00+05:30,long,10670.25,10690.95,10669.363324388487,40.350000000000364,20.7,ST_TOUCH,2018-07
2018-07-04 13:20:00+05:30,2018-07-04 15:20:00+05:30,long,10732.65,10771.85,10700.45205,40.30000000000109,39.2,EOD_EXIT,2018-07
2018-07-16 10:15:00+05:30,2018-07-16 15:20:00+05:30,short,10991.35,10939.2,11024.324050000001,57.899999999999636,52.15,EOD_EXIT,2018-07
2018-07-19 13:30:00+05:30,2018-07-19 15:20:00+05:30,short,10950.35,10964.7,10983.20105,10.399999999999636,-14.35,EOD_EXIT,2018-07
2018-07-20 10:10:00+05:30,2018-07-20 15:20:00+05:30,long,11006.7,11008.5,10973.679900000001,14.449999999998909,1.8,EOD_EXIT,2018-07
2018-07-24 10:20:00+05:30,2018-07-24 12:35:00+05:30,long,11135.25,11095.3,11101.84425,6.5,-39.95,STOP_LOSS,2018-07
2018-07-25 12:35:00+05:30,2018-07-25 15:20:00+05:30,long,11151.3,11117.65,11117.846099999999,0.7000000000007276,-33.65,EOD_EXIT,2018-07
2018-07-27 10:15:00+05:30,2018-07-27 15:20:00+05:30,long,11250.6,11275.15,11216.8482,29.600000000000364,24.55,EOD_EXIT,2018-07
2018-07-30 13:20:00+05:30,2018-07-30 15:20:00+05:30,long,11307.15,11314.2,11273.22855,18.5,7.05,EOD_EXIT,2018-07
2018-07-31 10:20:00+05:30,2018-07-31 14:15:00+05:30,short,11280.85,11321.25,11314.69255,10.950000000000728,-40.4,STOP_LOSS,2018-07
2018-08-02 11:05:00+05:30,2018-08-02 15:20:00+05:30,short,11276.0,11238.4,11276.254657912701,37.600000000000364,37.6,EOD_EXIT,2018-08
2018-08-08 10:55:00+05:30,2018-08-08 15:20:00+05:30,long,11428.8,11456.75,11394.513599999998,27.950000000000728,27.95,EOD_EXIT,2018-08
2018-08-10 10:40:00+05:30,2018-08-10 15:20:00+05:30,short,11441.05,11424.45,11475.37315,17.649999999999636,16.6,EOD_EXIT,2018-08
2018-08-23 10:30:00+05:30,2018-08-23 15:20:00+05:30,short,11557.7,11581.4,11592.3731,5.25,-23.7,EOD_EXIT,2018-08
2018-08-24 11:30:00+05:30,2018-08-24 15:20:00+05:30,short,11563.65,11557.55,11598.34095,30.899999999999636,6.1,EOD_EXIT,2018-08
2018-08-30 10:00:00+05:30,2018-08-30 15:20:00+05:30,short,11660.45,11684.9,11695.43135,9.800000000001091,-24.45,EOD_EXIT,2018-08
2018-08-31 12:15:00+05:30,2018-08-31 15:20:00+05:30,short,11656.8,11679.35,11691.7704,11.699999999998909,-22.55,EOD_EXIT,2018-08
2018-09-04 10:25:00+05:30,2018-09-04 15:20:00+05:30,short,11569.35,11516.7,11578.335910889286,67.64999999999964,52.65,EOD_EXIT,2018-09
2018-09-06 09:40:00+05:30,2018-09-06 12:40:00+05:30,long,11496.95,11458.05,11462.45915,23.049999999999272,-38.9,STOP_LOSS,2018-09
2018-09-07 09:50:00+05:30,2018-09-07 15:20:00+05:30,long,11519.85,11582.75,11518.259999460728,79.14999999999964,62.9,EOD_EXIT,2018-09
2018-09-12 09:40:00+05:30,2018-09-12 10:40:00+05:30,short,11288.1,11322.85,11321.9643,21.600000000000364,-34.75,STOP_LOSS,2018-09
2018-09-14 09:45:00+05:30,2018-09-14 12:35:00+05:30,long,11443.2,11463.55,11408.870400000002,22.349999999998545,20.35,ST_TOUCH,2018-09
2018-09-19 09:40:00+05:30,2018-09-19 10:30:00+05:30,short,11289.75,11324.0,11323.61925,6.5,-34.25,STOP_LOSS,2018-09
2018-09-19 12:55:00+05:30,2018-09-19 14:55:00+05:30,short,11285.15,11251.25,11285.744505521629,70.0,33.9,TRAILING_PROFIT,2018-09
2018-09-21 12:35:00+05:30,2018-09-21 13:10:00+05:30,short,11212.8,11106.9,11229.988916629902,335.4499999999989,105.9,ST_TOUCH,2018-09
2018-09-24 11:30:00+05:30,2018-09-24 12:50:00+05:30,short,11040.0,11002.2,11045.430919395845,79.35000000000036,37.8,TRAILING_PROFIT,2018-09
2018-09-26 10:00:00+05:30,2018-09-26 10:30:00+05:30,long,11094.95,11050.8,11061.66515,0.0,-44.15,STOP_LOSS,2018-09
2018-09-27 13:20:00+05:30,2018-09-27 15:20:00+05:30,short,10976.05,10982.9,11008.978149999999,4.75,-6.85,EOD_EXIT,2018-09
2018-10-01 11:25:00+05:30,2018-10-01 12:40:00+05:30,short,10838.3,10875.4,10870.8149,7.0,-37.1,STOP_LOSS,2018-10
2018-10-04 10:15:00+05:30,2018-10-04 12:25:00+05:30,short,10669.7,10641.45,10671.351101842194,70.15000000000146,28.25,TRAILING_PROFIT,2018-10
2018-10-05 10:10:00+05:30,2018-10-05 14:05:00+05:30,short,10477.0,10453.65,10478.951721227166,64.85000000000036,23.35,ST_TOUCH,2018-10
2018-10-10 10:45:00+05:30,2018-10-10 15:20:00+05:30,long,10440.8,10459.85,10437.443208558325,36.650000000001455,19.05,EOD_EXIT,2018-10
2018-10-11 12:50:00+05:30,2018-10-11 14:05:00+05:30,long,10311.4,10265.95,10280.4658,12.550000000001091,-45.45,STOP_LOSS,2018-10
2018-10-15 12:25:00+05:30,2018-10-15 13:55:00+05:30,long,10474.4,10459.7,10472.14815527757,45.20000000000073,-14.7,STOP_LOSS,2018-10
2018-10-16 10:10:00+05:30,2018-10-16 12:05:00+05:30,long,10588.7,10547.4,10556.9339,12.449999999998909,-41.3,STOP_LOSS,2018-10
2018-10-17 10:10:00+05:30,2018-10-17 10:30:00+05:30,long,10646.55,10612.45,10614.610349999999,0.0,-34.1,STOP_LOSS,2018-10
2018-10-17 13:25:00+05:30,2018-10-17 14:40:00+05:30,short,10536.45,10511.6,10543.478761854616,60.850000000000364,24.85,TRAILING_PROFIT,2018-10
2018-10-23 10:05:00+05:30,2018-10-23 10:15:00+05:30,short,10184.7,10216.95,10215.2541,0.0,-32.25,STOP_LOSS,2018-10
2018-10-31 09:40:00+05:30,2018-10-31 11:05:00+05:30,short,10192.9,10158.6,10199.831698752698,75.29999999999927,34.3,TRAILING_PROFIT,2018-10
2018-10-31 12:35:00+05:30,2018-10-31 15:20:00+05:30,long,10245.85,10381.25,10243.116437578288,143.35000000000036,135.4,EOD_EXIT,2018-10
