direction,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,exit_reason,holding_mins,opt_dS,opt_delta_entry,opt_delta_exit,opt_gamma,opt_theta_daily,opt_delta_effect,opt_gamma_pnl,opt_theta_effect,opt_vega_effect,opt_change,opt_pnl_per_lot,opt_gross_pnl,opt_slippage,opt_total_pnl,opt_breakeven_dS,opt_lot_size
long,2019-10-11 14:35:00+05:30,2019-10-11 15:15:00+05:30,11296.0,11304.35,11270.100637097896,11270.100637097896,False,8.35,21.45,30.55,SOFT_EOD_EXIT,40,8.35,0.2,0.20501,0.0006,-10.53,1.6888,1.3596,-1.1232,0.0,0.5656,0.5656,36.77,50.0,-13.23,5.5695,65
long,2019-10-14 14:30:00+05:30,2019-10-14 14:50:00+05:30,11405.4,11391.245597231014,11391.245597231014,11391.245597231014,False,-14.15,6.6,36.35,STOP_LOSS,20,-14.1544,0.2,0.191507,0.0006,-10.53,-2.7768,3.9068,-0.5616,0.0,-3.3384,-3.3384,-217.0,50.0,-267.0,2.7963,65
long,2019-10-15 14:40:00+05:30,2019-10-15 15:10:00+05:30,11441.85,11425.572274415586,11425.572274415586,11425.572274415586,False,-16.28,11.4,20.7,STOP_LOSS,30,-16.2777,0.2,0.190233,0.0006,-10.53,-3.184,5.1668,-0.8424,0.0,-4.0264,-4.0264,-261.72,50.0,-311.72,4.1857,65
long,2019-10-17 09:30:00+05:30,2019-10-17 13:15:00+05:30,11459.0,11513.372399881722,11442.928377960587,11513.372399881722,True,54.37,60.65,12.05,TRAIL_SL,225,54.3724,0.2,0.232623,0.0006,-10.53,11.6727,57.649,-6.318,0.0,5.3547,5.3547,348.06,50.0,298.06,30.2201,65
long,2019-10-18 10:05:00+05:30,2019-10-18 10:50:00+05:30,11610.9,11634.256211922231,11592.046265864377,11634.256211922231,True,23.36,34.75,5.0,TRAIL_SL,45,23.3562,0.2,0.214014,0.0006,-10.53,4.8185,10.6375,-1.2636,0.0,3.5549,3.5549,231.07,50.0,181.07,6.2592,65
long,2019-10-22 09:30:00+05:30,2019-10-22 10:00:00+05:30,11673.4,11650.05883002809,11650.05883002809,11650.05883002809,False,-23.34,5.45,30.95,STOP_LOSS,30,-23.3412,0.2,0.185995,0.0006,-10.53,-4.5211,10.6238,-0.8424,0.0,-5.3635,-5.3635,-348.63,50.0,-398.63,4.1857,65
short,2019-10-22 14:30:00+05:30,2019-10-22 15:15:00+05:30,11615.35,11586.35,11627.043736074003,11627.043736074003,False,29.0,39.45,5.0,SOFT_EOD_EXIT,45,-29.0,-0.2,-0.2174,0.0006,-10.53,6.0271,16.3995,-1.2636,0.0,4.7635,4.7635,309.63,50.0,259.63,-6.2592,65
short,2019-10-23 09:45:00+05:30,2019-10-23 10:05:00+05:30,11577.0,11591.58481517686,11591.58481517686,11591.58481517686,False,-14.58,11.35,46.15,STOP_LOSS,20,14.5848,-0.2,-0.191249,0.0006,-10.53,-2.8595,4.148,-0.5616,0.0,-3.4211,-3.4211,-222.37,50.0,-272.37,-2.7963,65
long,2019-10-24 09:35:00+05:30,2019-10-24 10:00:00+05:30,11633.9,11611.119227984036,11611.119227984036,11611.119227984036,False,-22.78,14.1,41.35,STOP_LOSS,25,-22.7808,0.2,0.186332,0.0006,-10.53,-4.416,10.1198,-0.702,0.0,-5.118,-5.118,-332.67,50.0,-382.67,3.4917,65
long,2019-10-29 14:30:00+05:30,2019-10-29 15:00:00+05:30,11798.95,11787.653469470015,11787.653469470015,11787.653469470015,False,-11.3,9.55,17.5,STOP_LOSS,30,-11.2965,0.2,0.193222,0.0006,-10.53,-2.2249,2.4884,-0.8424,0.0,-3.0673,-3.0673,-199.37,50.0,-249.37,4.1857,65
long,2019-10-30 09:40:00+05:30,2019-10-30 10:05:00+05:30,11809.1,11821.606687637832,11784.428694893637,11821.606687637832,True,12.51,25.75,3.75,TRAIL_SL,25,12.5067,0.2,0.207504,0.0006,-10.53,2.5436,3.0501,-0.702,0.0,1.8416,1.8416,119.7,50.0,69.7,3.4917,65
long,2019-10-30 10:05:00+05:30,2019-10-30 10:55:00+05:30,11820.85,11841.151155239155,11801.28415866093,11841.151155239155,True,20.3,32.0,2.35,TRAIL_SL,50,20.3012,0.2,0.212181,0.0006,-10.53,4.1715,8.0367,-1.404,0.0,2.7675,2.7675,179.89,50.0,129.89,6.9476,65
long,2019-10-31 10:15:00+05:30,2019-10-31 11:15:00+05:30,11898.55,11919.72476474206,11884.543761521792,11919.72476474206,True,21.17,29.0,3.0,TRAIL_SL,60,21.1748,0.2,0.212705,0.0006,-10.53,4.356,8.7432,-1.6848,0.0,2.6712,2.6712,173.63,50.0,123.63,8.3202,65
long,2019-11-04 09:50:00+05:30,2019-11-04 11:25:00+05:30,11943.35,11975.965168193427,11925.47656731842,11975.965168193427,True,32.62,45.55,2.85,TRAIL_SL,95,32.6152,0.2,0.219569,0.0006,-10.53,6.8102,20.7431,-2.6676,0.0,4.1426,4.1426,269.27,50.0,219.27,13.0813,65
short,2019-11-06 10:15:00+05:30,2019-11-06 11:20:00+05:30,11868.65,11877.165855975114,11877.165855975114,11877.165855975114,False,-8.52,18.25,16.15,STOP_LOSS,65,8.5159,-0.2,-0.19489,0.0006,-10.53,-1.6836,1.4141,-1.8252,0.0,-3.5088,-3.5088,-228.07,50.0,-278.07,-9.0044,65
long,2019-11-06 14:35:00+05:30,2019-11-06 15:00:00+05:30,11994.25,11982.19591870023,11982.19591870023,11982.19591870023,False,-12.05,1.2,22.3,STOP_LOSS,25,-12.0541,0.2,0.192768,0.0006,-10.53,-2.3716,2.8334,-0.702,0.0,-3.0736,-3.0736,-199.78,50.0,-249.78,3.4917,65
long,2019-11-07 10:00:00+05:30,2019-11-07 10:15:00+05:30,11998.0,11979.809051148568,11979.809051148568,11979.809051148568,False,-18.19,1.4,36.95,STOP_LOSS,15,-18.1909,0.2,0.189085,0.0006,-10.53,-3.5488,6.4528,-0.4212,0.0,-3.97,-3.97,-258.05,50.0,-308.05,2.0994,65
long,2019-11-07 14:30:00+05:30,2019-11-07 15:15:00+05:30,12004.95,12012.3,11992.49348631608,11992.49348631608,False,7.35,11.8,21.0,SOFT_EOD_EXIT,45,7.35,0.2,0.20441,0.0006,-10.53,1.4846,1.0534,-1.2636,0.0,0.221,0.221,14.36,50.0,-35.64,6.2592,65
short,2019-11-08 09:55:00+05:30,2019-11-08 12:25:00+05:30,11985.45,11994.262981171118,11994.262981171118,11994.262981171118,False,-8.81,36.4,12.6,STOP_LOSS,150,8.813,-0.2,-0.194712,0.0006,-10.53,-1.7416,1.5145,-4.212,0.0,-5.9536,-5.9536,-386.99,50.0,-436.99,-20.4337,65
short,2019-11-08 14:30:00+05:30,2019-11-08 15:25:00+05:30,11976.65,11904.697677723723,11986.739434258925,11904.697677723723,True,71.95,86.2,1.65,TRAIL_SL,55,-71.9523,-0.2,-0.243171,0.0006,-10.53,15.7883,100.9542,-1.5444,0.0,14.2439,14.2439,925.85,50.0,875.85,-7.6346,65
short,2019-11-11 09:40:00+05:30,2019-11-11 12:10:00+05:30,11904.7,11864.236867361325,11919.444457701677,11864.236867361325,True,40.46,50.65,7.9,TRAIL_SL,150,-40.4631,-0.2,-0.224278,0.0006,-10.53,8.5347,31.9267,-4.212,0.0,4.3227,4.3227,280.97,50.0,230.97,-20.4337,65
short,2019-11-14 10:00:00+05:30,2019-11-14 10:40:00+05:30,11819.45,11830.435013521903,11830.435013521903,11830.435013521903,False,-10.99,7.4,36.7,STOP_LOSS,40,10.985,-0.2,-0.193409,0.0006,-10.53,-2.1644,2.3531,-1.1232,0.0,-3.2876,-3.2876,-213.7,50.0,-263.7,-5.5695,65
short,2019-11-18 09:40:00+05:30,2019-11-18 11:40:00+05:30,11910.85,11880.804150577957,11923.563703540189,11880.804150577957,True,30.05,40.75,3.2,TRAIL_SL,120,-30.0458,-0.2,-0.218028,0.0006,-10.53,6.2529,17.6037,-3.3696,0.0,2.8833,2.8833,187.42,50.0,137.42,-16.4425,65
short,2019-11-20 14:30:00+05:30,2019-11-20 15:15:00+05:30,12000.55,11996.6,12007.719028879515,12007.719028879515,False,3.95,21.4,10.35,SOFT_EOD_EXIT,45,-3.95,-0.2,-0.20237,0.0006,-10.53,0.7942,0.3042,-1.2636,0.0,-0.4694,-0.4694,-30.51,50.0,-80.51,-6.2592,65
long,2019-11-25 14:30:00+05:30,2019-11-25 14:35:00+05:30,12057.1,12048.636112635226,12048.636112635226,12048.636112635226,False,-8.46,0.0,15.25,STOP_LOSS,5,-8.4639,0.2,0.194922,0.0006,-10.53,-1.6734,1.3969,-0.1404,0.0,-1.8138,-1.8138,-117.9,50.0,-167.9,0.7013,65
short,2019-11-26 14:45:00+05:30,2019-11-26 14:55:00+05:30,12046.9,12059.45074684929,12059.45074684929,12059.45074684929,False,-12.55,10.45,19.25,STOP_LOSS,10,12.5507,-0.2,-0.19247,0.0006,-10.53,-2.4676,3.0717,-0.2808,0.0,-2.7484,-2.7484,-178.65,50.0,-228.65,-1.4011,65
long,2019-11-27 09:50:00+05:30,2019-11-27 12:15:00+05:30,12082.3,12063.893582886909,12063.893582886909,12063.893582886909,False,-18.41,23.95,21.45,STOP_LOSS,145,-18.4064,0.2,0.188956,0.0006,-10.53,-3.5898,6.6065,-4.0716,0.0,-7.6614,-7.6614,-497.99,50.0,-547.99,19.7716,65
long,2019-11-28 09:35:00+05:30,2019-11-28 12:10:00+05:30,12107.4,12136.430115209581,12096.121769003701,12136.430115209581,True,29.03,36.85,1.95,TRAIL_SL,155,29.0301,0.2,0.217418,0.0006,-10.53,6.0336,16.4336,-4.3524,0.0,1.6812,1.6812,109.28,50.0,59.28,21.0945,65
short,2019-12-03 10:10:00+05:30,2019-12-03 12:20:00+05:30,12019.15,11978.914729145245,12026.804336447725,11978.914729145245,True,40.24,49.8,7.85,TRAIL_SL,130,-40.2353,-0.2,-0.224141,0.0006,-10.53,8.4842,31.5681,-3.6504,0.0,4.8338,4.8338,314.19,50.0,264.19,-17.7779,65
long,2019-12-05 09:35:00+05:30,2019-12-05 11:05:00+05:30,12048.15,12071.254843051758,12032.097748662623,12071.254843051758,True,23.1,33.05,2.7,TRAIL_SL,90,23.1048,0.2,0.213863,0.0006,-10.53,4.7651,10.4098,-2.5272,0.0,2.2379,2.2379,145.46,50.0,95.46,12.4052,65
short,2019-12-06 14:40:00+05:30,2019-12-06 15:00:00+05:30,11915.0,11926.193535515504,11926.193535515504,11926.193535515504,False,-11.19,6.6,23.7,STOP_LOSS,20,11.1935,-0.2,-0.193284,0.0006,-10.53,-2.2049,2.4433,-0.5616,0.0,-2.7665,-2.7665,-179.82,50.0,-229.82,-2.7963,65
short,2019-12-10 14:40:00+05:30,2019-12-10 15:15:00+05:30,11864.75,11857.6,11871.81366082575,11871.81366082575,False,7.15,20.0,0.0,SOFT_EOD_EXIT,35,-7.15,-0.2,-0.20429,0.0006,-10.53,1.4438,0.9969,-0.9828,0.0,0.461,0.461,29.97,50.0,-20.03,-4.8783,65
long,2019-12-12 10:10:00+05:30,2019-12-12 14:35:00+05:30,11954.3,11984.177836176901,11941.710624568354,11984.177836176901,True,29.88,37.1,15.1,TRAIL_SL,265,29.8778,0.2,0.217927,0.0006,-10.53,6.2166,17.4074,-7.4412,0.0,-1.2246,-1.2246,-79.6,50.0,-129.6,35.3333,65
long,2019-12-18 09:30:00+05:30,2019-12-18 13:05:00+05:30,12176.0,12215.400557939127,12162.466105707772,12215.400557939127,True,39.4,44.5,12.2,TRAIL_SL,215,39.4006,0.2,0.22364,0.0006,-10.53,8.2993,30.2719,-6.0372,0.0,2.2621,2.2621,147.03,50.0,97.03,28.9305,65
long,2019-12-20 09:50:00+05:30,2019-12-20 10:30:00+05:30,12277.65,12264.583024050926,12264.583024050926,12264.583024050926,False,-13.07,11.7,19.15,STOP_LOSS,40,-13.067,0.2,0.19216,0.0006,-10.53,-2.5673,3.3295,-1.1232,0.0,-3.6905,-3.6905,-239.88,50.0,-289.88,5.5695,65
long,2019-12-30 10:05:00+05:30,2019-12-30 11:15:00+05:30,12269.95,12258.598541557076,12258.598541557076,12258.598541557076,False,-11.35,8.95,18.85,STOP_LOSS,70,-11.3515,0.2,0.193189,0.0006,-10.53,-2.2355,2.5127,-1.9656,0.0,-4.2011,-4.2011,-273.07,50.0,-323.07,9.6872,65
short,2019-12-31 10:00:00+05:30,2019-12-31 11:50:00+05:30,12221.3,12228.610045878037,12228.610045878037,12228.610045878037,False,-7.31,26.1,13.2,STOP_LOSS,110,7.31,-0.2,-0.195614,0.0006,-10.53,-1.4476,1.042,-3.0888,0.0,-4.5364,-4.5364,-294.86,50.0,-344.86,-15.1019,65
short,2020-01-03 14:35:00+05:30,2020-01-03 15:00:00+05:30,12214.05,12219.782199691734,12219.782199691734,12219.782199691734,False,-5.73,21.65,8.1,STOP_LOSS,25,5.7322,-0.2,-0.196561,0.0006,-10.53,-1.1376,0.6407,-0.702,0.0,-1.8396,-1.8396,-119.57,50.0,-169.57,-3.4917,65
short,2020-01-06 14:45:00+05:30,2020-01-06 14:50:00+05:30,11989.25,11997.060977427442,11997.060977427442,11997.060977427442,False,-7.81,2.6,24.25,STOP_LOSS,5,7.811,-0.2,-0.195313,0.0006,-10.53,-1.5457,1.1897,-0.1404,0.0,-1.6861,-1.6861,-109.6,50.0,-159.6,-0.7013,65
short,2020-01-08 09:45:00+05:30,2020-01-08 11:55:00+05:30,12013.95,11961.212619695098,12034.67522233953,11961.212619695098,True,52.74,62.7,7.15,TRAIL_SL,130,-52.7374,-0.2,-0.231642,0.0006,-10.53,11.2984,54.234,-3.6504,0.0,7.648,7.648,497.12,50.0,447.12,-17.7779,65
long,2020-01-10 09:35:00+05:30,2020-01-10 10:50:00+05:30,12233.8,12275.32307534593,12217.664043492488,12275.32307534593,True,41.52,51.35,2.6,TRAIL_SL,75,41.5231,0.2,0.224914,0.0006,-10.53,8.7701,33.6212,-2.106,0.0,6.6641,6.6641,433.17,50.0,383.17,10.3687,65
short,2020-01-10 14:35:00+05:30,2020-01-10 15:00:00+05:30,12238.95,12249.302610863268,12249.302610863268,12249.302610863268,False,-10.35,25.35,21.7,STOP_LOSS,25,10.3526,-0.2,-0.193788,0.0006,-10.53,-2.0416,2.0899,-0.702,0.0,-2.7436,-2.7436,-178.33,50.0,-228.33,-3.4917,65
long,2020-01-13 09:50:00+05:30,2020-01-13 10:45:00+05:30,12306.6,12325.825321588663,12289.329093530261,12325.825321588663,True,19.23,28.35,0.35,TRAIL_SL,55,19.2253,0.2,0.211535,0.0006,-10.53,3.9449,7.2075,-1.5444,0.0,2.4005,2.4005,156.03,50.0,106.03,7.6346,65
short,2020-01-15 10:25:00+05:30,2020-01-15 14:25:00+05:30,12304.65,12311.195717478706,12311.195717478706,12311.195717478706,False,-6.55,25.6,8.95,STOP_LOSS,240,6.5457,-0.2,-0.196073,0.0006,-10.53,-1.2976,0.8355,-6.7392,0.0,-8.0368,-8.0368,-522.39,50.0,-572.39,-32.146,65
long,2020-01-16 10:05:00+05:30,2020-01-16 10:20:00+05:30,12375.45,12365.195022201819,12365.195022201819,12365.195022201819,False,-10.25,1.3,14.9,STOP_LOSS,15,-10.255,0.2,0.193847,0.0006,-10.53,-2.0226,2.0507,-0.4212,0.0,-2.4438,-2.4438,-158.85,50.0,-208.85,2.0994,65
short,2020-01-20 14:30:00+05:30,2020-01-20 15:15:00+05:30,12250.25,12228.6,12258.852056812939,12258.852056812939,False,21.65,33.0,2.35,SOFT_EOD_EXIT,45,-21.65,-0.2,-0.21299,0.0006,-10.53,4.4566,9.1401,-1.2636,0.0,3.193,3.193,207.54,50.0,157.54,-6.2592,65
short,2020-01-21 09:45:00+05:30,2020-01-21 11:10:00+05:30,12214.6,12179.898398369847,12228.187892378453,12179.898398369847,True,34.7,46.4,15.45,TRAIL_SL,85,-34.7016,-0.2,-0.220821,0.0006,-10.53,7.2655,23.4819,-2.3868,0.0,4.8787,4.8787,317.11,50.0,267.11,-11.7277,65
long,2020-01-24 14:50:00+05:30,2020-01-24 15:00:00+05:30,12262.45,12252.479387282749,12252.479387282749,12252.479387282749,False,-9.97,2.45,15.05,STOP_LOSS,10,-9.9706,0.2,0.194018,0.0006,-10.53,-1.9673,1.9386,-0.2808,0.0,-2.2481,-2.2481,-146.13,50.0,-196.13,1.4011,65
short,2020-01-27 09:40:00+05:30,2020-01-27 10:05:00+05:30,12197.35,12211.782752694575,12211.782752694575,12211.782752694575,False,-14.43,20.0,15.15,STOP_LOSS,25,14.4328,-0.2,-0.19134,0.0006,-10.53,-2.8303,4.0619,-0.702,0.0,-3.5323,-3.5323,-229.6,50.0,-279.6,-3.4917,65
short,2020-01-27 10:10:00+05:30,2020-01-27 10:20:00+05:30,12202.6,12215.02996752601,12215.02996752601,12215.02996752601,False,-12.43,1.25,13.95,STOP_LOSS,10,12.43,-0.2,-0.192542,0.0006,-10.53,-2.4443,3.0128,-0.2808,0.0,-2.7251,-2.7251,-177.13,50.0,-227.13,-1.4011,65
short,2020-01-30 14:30:00+05:30,2020-01-30 14:35:00+05:30,12018.55,12025.699983364957,12025.699983364957,12025.699983364957,False,-7.15,2.6,14.3,STOP_LOSS,5,7.15,-0.2,-0.19571,0.0006,-10.53,-1.4162,0.9969,-0.1404,0.0,-1.5566,-1.5566,-101.18,50.0,-151.18,-0.7013,65
short,2020-02-01 09:30:00+05:30,2020-02-01 10:00:00+05:30,11946.35,11964.51747656856,11964.51747656856,11964.51747656856,False,-18.17,9.3,32.55,STOP_LOSS,30,18.1675,-0.2,-0.1891,0.0006,-10.53,-3.5444,6.4361,-0.8424,0.0,-4.3868,-4.3868,-285.14,50.0,-335.14,-4.1857,65
short,2020-02-01 14:30:00+05:30,2020-02-03 09:15:00+05:30,11813.65,11659.661270797158,11839.562593682344,11659.661270797158,True,153.99,186.95,0.7,TRAIL_SL,2565,-153.9887,-0.2,-0.292393,0.0006,-10.53,37.2001,462.3943,-72.0252,0.0,-34.8251,-34.8251,-2263.63,50.0,-2313.63,-259.2838,65
short,2020-02-03 09:50:00+05:30,2020-02-03 10:00:00+05:30,11662.25,11687.774437536631,11687.774437536631,11687.774437536631,False,-25.52,17.0,41.65,STOP_LOSS,10,25.5244,-0.2,-0.184685,0.0006,-10.53,-4.929,12.7042,-0.2808,0.0,-5.2098,-5.2098,-338.64,50.0,-388.64,-1.4011,65
long,2020-02-04 14:30:00+05:30,2020-02-04 15:15:00+05:30,11964.0,11976.25,11952.642139254538,11952.642139254538,False,12.25,21.6,12.75,SOFT_EOD_EXIT,45,12.25,0.2,0.20735,0.0006,-10.53,2.4905,2.9262,-1.2636,0.0,1.2269,1.2269,79.75,50.0,29.75,6.2592,65
long,2020-02-05 09:50:00+05:30,2020-02-05 10:15:00+05:30,12010.05,12029.986411559346,11990.278722747234,12029.986411559346,True,19.94,28.9,0.0,TRAIL_SL,25,19.9364,0.2,0.211962,0.0006,-10.53,4.0946,7.7505,-0.702,0.0,3.3926,3.3926,220.52,50.0,170.52,3.4917,65
long,2020-02-05 10:15:00+05:30,2020-02-05 11:55:00+05:30,12024.5,12007.776446702866,12007.776446702866,12007.776446702866,False,-16.72,24.8,29.55,STOP_LOSS,100,-16.7236,0.2,0.189966,0.0006,-10.53,-3.2692,5.4537,-2.808,0.0,-6.0772,-6.0772,-395.02,50.0,-445.02,13.7562,65
long,2020-02-06 09:50:00+05:30,2020-02-06 10:40:00+05:30,12130.0,12111.250854762096,12111.250854762096,12111.250854762096,False,-18.75,5.15,20.85,STOP_LOSS,50,-18.7491,0.2,0.188751,0.0006,-10.53,-3.6549,6.8548,-1.404,0.0,-5.0589,-5.0589,-328.83,50.0,-378.83,6.9476,65
long,2020-02-11 10:15:00+05:30,2020-02-11 11:25:00+05:30,12150.9,12137.0205300224,12137.0205300224,12137.0205300224,False,-13.88,7.8,17.45,STOP_LOSS,70,-13.8795,0.2,0.191672,0.0006,-10.53,-2.7239,3.7565,-1.9656,0.0,-4.6895,-4.6895,-304.82,50.0,-354.82,9.6872,65
long,2020-02-14 09:45:00+05:30,2020-02-14 10:00:00+05:30,12215.55,12199.461572890832,12199.461572890832,12199.461572890832,False,-16.09,7.5,19.7,STOP_LOSS,15,-16.0884,0.2,0.190347,0.0006,-10.53,-3.1478,5.0473,-0.4212,0.0,-3.569,-3.569,-231.98,50.0,-281.98,2.0994,65
long,2020-02-14 10:20:00+05:30,2020-02-14 10:40:00+05:30,12207.55,12193.869787220321,12193.869787220321,12193.869787220321,False,-13.68,4.0,15.45,STOP_LOSS,20,-13.6802,0.2,0.191792,0.0006,-10.53,-2.6855,3.6494,-0.5616,0.0,-3.2471,-3.2471,-211.06,50.0,-261.06,2.7963,65
short,2020-02-18 10:10:00+05:30,2020-02-18 11:30:00+05:30,11971.45,11930.596559440779,11980.349144291818,11930.596559440779,True,40.85,48.0,0.2,TRAIL_SL,80,-40.8534,-0.2,-0.224512,0.0006,-10.53,8.6213,32.5456,-2.2464,0.0,6.3749,6.3749,414.37,50.0,364.37,-11.0489,65
long,2020-02-20 09:30:00+05:30,2020-02-20 10:05:00+05:30,12125.15,12108.267431014727,12108.267431014727,12108.267431014727,False,-16.88,2.95,23.15,STOP_LOSS,35,-16.8826,0.2,0.18987,0.0006,-10.53,-3.2996,5.5579,-0.9828,0.0,-4.2824,-4.2824,-278.35,50.0,-328.35,4.8783,65
short,2020-02-25 09:40:00+05:30,2020-02-25 10:00:00+05:30,11839.2,11855.836674666149,11855.836674666149,11855.836674666149,False,-16.64,28.9,20.25,STOP_LOSS,20,16.6367,-0.2,-0.190018,0.0006,-10.53,-3.2526,5.3972,-0.5616,0.0,-3.8142,-3.8142,-247.92,50.0,-297.92,-2.7963,65
short,2020-02-25 10:20:00+05:30,2020-02-25 12:15:00+05:30,11843.6,11857.956821973357,11857.956821973357,11857.956821973357,False,-14.36,20.9,20.65,STOP_LOSS,115,14.3568,-0.2,-0.191386,0.0006,-10.53,-2.8157,4.0193,-3.2292,0.0,-6.0449,-6.0449,-392.92,50.0,-442.92,-15.7728,65
short,2020-02-26 14:55:00+05:30,2020-02-26 15:15:00+05:30,11688.55,11684.25,11702.240497714169,11702.240497714169,False,4.3,33.1,8.8,SOFT_EOD_EXIT,20,-4.3,-0.2,-0.20258,0.0006,-10.53,0.865,0.3606,-0.5616,0.0,0.3034,0.3034,19.72,50.0,-30.28,-2.7963,65
short,2020-02-28 14:30:00+05:30,2020-02-28 15:10:00+05:30,11273.8,11193.643667679313,11287.89859686913,11193.643667679313,True,80.16,98.2,6.4,TRAIL_SL,40,-80.1563,-0.2,-0.248094,0.0006,-10.53,17.766,125.2882,-1.1232,0.0,16.6428,16.6428,1081.78,50.0,1031.78,-5.5695,65
short,2020-03-05 14:40:00+05:30,2020-03-06 09:25:00+05:30,11300.45,10938.271601953384,11318.605619670207,10938.271601953384,True,362.18,469.15,18.5,TRAIL_SL,1125,-362.1784,-0.2,-0.417307,0.0006,-10.53,107.8524,2557.8772,-31.59,0.0,76.2624,76.2624,4957.06,50.0,4907.06,-131.8667,65
short,2020-03-16 09:55:00+05:30,2020-03-16 10:20:00+05:30,9522.65,9521.65,9591.898972615882,9521.65,True,1.0,71.55,14.8,TRAIL_SL,25,-1.0,-0.2,-0.2006,0.0006,-10.53,0.2003,0.0195,-0.702,0.0,-0.5017,-0.5017,-32.61,50.0,-82.61,-3.4917,65
short,2020-03-16 10:20:00+05:30,2020-03-16 10:45:00+05:30,9527.2,9518.656380816794,9579.648296117819,9518.656380816794,True,8.54,53.05,19.65,TRAIL_SL,25,-8.5436,-0.2,-0.205126,0.0006,-10.53,1.7284,1.4234,-0.702,0.0,1.0264,1.0264,66.72,50.0,16.72,-3.4917,65
short,2020-03-16 14:40:00+05:30,2020-03-16 15:20:00+05:30,9282.65,9206.5286483381,9321.120774622059,9206.5286483381,True,76.12,117.3,30.45,TRAIL_SL,40,-76.1214,-0.2,-0.245673,0.0006,-10.53,16.7888,112.992,-1.1232,0.0,15.6656,15.6656,1018.26,50.0,968.26,-5.5695,65
short,2020-03-17 14:30:00+05:30,2020-03-17 15:25:00+05:30,9227.35,8963.667268181327,9259.7977140633,8963.667268181327,True,263.68,310.65,14.05,TRAIL_SL,55,-263.6827,-0.2,-0.35821,0.0006,-10.53,71.5093,1355.8074,-1.5444,0.0,69.9649,69.9649,4547.72,50.0,4497.72,-7.6346,65
short,2020-03-18 14:30:00+05:30,2020-03-18 15:10:00+05:30,8579.4,8446.38655707511,8613.79192446742,8446.38655707511,True,133.01,170.55,29.05,TRAIL_SL,40,-133.0134,-0.2,-0.279808,0.0006,-10.53,31.3797,345.0052,-1.1232,0.0,30.2565,30.2565,1966.67,50.0,1916.67,-5.5695,65
short,2020-03-19 10:10:00+05:30,2020-03-19 10:50:00+05:30,8018.85,7998.8334577103205,8071.733517166778,7998.8334577103205,True,20.02,64.05,25.75,TRAIL_SL,40,-20.0165,-0.2,-0.21201,0.0006,-10.53,4.1115,7.8129,-1.1232,0.0,2.9883,2.9883,194.24,50.0,144.24,-5.5695,65
long,2020-03-25 14:40:00+05:30,2020-03-25 15:10:00+05:30,8313.05,8328.404192229198,8256.83160106832,8328.404192229198,True,15.35,46.05,16.6,TRAIL_SL,30,15.3542,0.2,0.209213,0.0006,-10.53,3.1345,4.5971,-0.8424,0.0,2.2921,2.2921,148.99,50.0,98.99,4.1857,65
long,2020-03-27 10:00:00+05:30,2020-03-27 10:10:00+05:30,8928.35,8954.231279776453,8857.640645637972,8954.231279776453,True,25.88,95.85,119.2,TRAIL_SL,10,25.8813,0.2,0.215529,0.0006,-10.53,5.3571,13.0619,-0.2808,0.0,5.0763,5.0763,329.96,50.0,279.96,1.4011,65
long,2020-03-27 10:20:00+05:30,2020-03-27 10:40:00+05:30,8896.95,8787.23179061859,8787.23179061859,8787.23179061859,False,-109.72,16.85,143.1,STOP_LOSS,20,-109.7182,0.2,0.134169,0.0006,-10.53,-18.6934,234.7427,-0.5616,0.0,-19.255,-19.255,-1251.57,50.0,-1301.57,2.7963,65
short,2020-03-30 09:50:00+05:30,2020-03-30 10:20:00+05:30,8514.35,8506.169886725638,8563.8801401194,8506.169886725638,True,8.18,65.6,34.1,TRAIL_SL,30,-8.1801,-0.2,-0.204908,0.0006,-10.53,1.6541,1.3048,-0.8424,0.0,0.8117,0.8117,52.76,50.0,2.76,-4.1857,65
short,2020-03-30 10:20:00+05:30,2020-03-30 10:35:00+05:30,8510.5,8549.159043952775,8549.159043952775,8549.159043952775,False,-38.66,11.2,50.15,STOP_LOSS,15,38.659,-0.2,-0.176805,0.0006,-10.53,-7.3283,29.1432,-0.4212,0.0,-7.7495,-7.7495,-503.72,50.0,-553.72,-2.0994,65
long,2020-03-31 14:55:00+05:30,2020-03-31 15:05:00+05:30,8635.65,8602.61716690828,8602.61716690828,8602.61716690828,False,-33.03,10.75,38.65,STOP_LOSS,10,-33.0328,0.2,0.18018,0.0006,-10.53,-6.312,21.2778,-0.2808,0.0,-6.5928,-6.5928,-428.53,50.0,-478.53,1.4011,65
short,2020-04-01 14:35:00+05:30,2020-04-01 14:55:00+05:30,8227.8,8243.668455959034,8243.668455959034,8243.668455959034,False,-15.87,16.0,29.45,STOP_LOSS,20,15.8685,-0.2,-0.190479,0.0006,-10.53,-3.1057,4.9103,-0.5616,0.0,-3.6673,-3.6673,-238.37,50.0,-288.37,-2.7963,65
short,2020-04-03 09:50:00+05:30,2020-04-03 10:10:00+05:30,8185.15,8164.391415404374,8216.771290428876,8164.391415404374,True,20.76,55.05,4.05,TRAIL_SL,20,-20.7586,-0.2,-0.212455,0.0006,-10.53,4.2681,8.4029,-0.5616,0.0,3.7065,3.7065,240.92,50.0,190.92,-2.7963,65
