direction,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,exit_reason,holding_mins,opt_dS,opt_delta_entry,opt_delta_exit,opt_gamma,opt_theta_daily,opt_delta_effect,opt_gamma_pnl,opt_theta_effect,opt_vega_effect,opt_change,opt_pnl_per_lot,opt_gross_pnl,opt_slippage,opt_total_pnl,opt_breakeven_dS,opt_lot_size
short,2016-07-05 09:45:00+05:30,2016-07-05 11:55:00+05:30,8357.45,8362.47208783386,8362.47208783386,8362.47208783386,False,-5.02,21.15,6.05,STOP_LOSS,130,5.0221,-0.2,-0.196987,0.0006,-10.53,-0.9976,0.4918,-3.6504,0.0,-4.648,-4.648,-302.12,50.0,-352.12,-17.7779,65
short,2016-07-08 10:10:00+05:30,2016-07-08 10:35:00+05:30,8311.35,8317.26738422276,8317.26738422276,8317.26738422276,False,-5.92,7.25,6.45,STOP_LOSS,25,5.9174,-0.2,-0.19645,0.0006,-10.53,-1.174,0.6828,-0.702,0.0,-1.876,-1.876,-121.94,50.0,-171.94,-3.4917,65
long,2016-07-12 09:40:00+05:30,2016-07-12 12:45:00+05:30,8483.95,8500.671148724574,8474.661297236727,8500.671148724574,True,16.72,21.25,4.7,TRAIL_SL,185,16.7211,0.2,0.210033,0.0006,-10.53,3.4197,5.4521,-5.1948,0.0,-1.7751,-1.7751,-115.38,50.0,-165.38,25.034,65
long,2016-07-13 09:55:00+05:30,2016-07-13 10:00:00+05:30,8528.35,8519.833912615824,8519.833912615824,8519.833912615824,False,-8.52,0.0,11.85,STOP_LOSS,5,-8.5161,0.2,0.19489,0.0006,-10.53,-1.6836,1.4142,-0.1404,0.0,-1.824,-1.824,-118.56,50.0,-168.56,0.7013,65
long,2016-07-13 10:05:00+05:30,2016-07-13 10:45:00+05:30,8526.25,8515.834272142552,8515.834272142552,8515.834272142552,False,-10.42,3.95,13.75,STOP_LOSS,40,-10.4157,0.2,0.193751,0.0006,-10.53,-2.0539,2.1155,-1.1232,0.0,-3.1771,-3.1771,-206.51,50.0,-256.51,5.5695,65
long,2016-07-15 09:30:00+05:30,2016-07-15 09:35:00+05:30,8573.95,8562.410313754197,8562.410313754197,8562.410313754197,False,-11.54,0.1,23.0,STOP_LOSS,5,-11.5397,0.2,0.193076,0.0006,-10.53,-2.272,2.5967,-0.1404,0.0,-2.4124,-2.4124,-156.8,50.0,-206.8,0.7013,65
long,2016-07-15 09:45:00+05:30,2016-07-15 10:05:00+05:30,8569.25,8555.513984983103,8555.513984983103,8555.513984983103,False,-13.74,5.55,29.8,STOP_LOSS,20,-13.736,0.2,0.191758,0.0006,-10.53,-2.6963,3.6792,-0.5616,0.0,-3.2579,-3.2579,-211.76,50.0,-261.76,2.7963,65
long,2016-07-18 10:00:00+05:30,2016-07-18 13:25:00+05:30,8570.6,8559.786175977853,8559.786175977853,8559.786175977853,False,-10.81,16.5,19.1,STOP_LOSS,205,-10.8138,0.2,0.193512,0.0006,-10.53,-2.1312,2.2803,-5.7564,0.0,-7.8876,-7.8876,-512.69,50.0,-562.69,27.6363,65
short,2016-07-19 09:45:00+05:30,2016-07-19 10:20:00+05:30,8505.35,8514.4194931642,8514.4194931642,8514.4194931642,False,-9.07,8.55,13.65,STOP_LOSS,35,9.0695,-0.2,-0.194558,0.0006,-10.53,-1.7917,1.604,-0.9828,0.0,-2.7745,-2.7745,-180.34,50.0,-230.34,-4.8783,65
short,2016-07-22 09:45:00+05:30,2016-07-22 11:30:00+05:30,8505.85,8514.494703188784,8514.494703188784,8514.494703188784,False,-8.64,12.0,18.7,STOP_LOSS,105,8.6447,-0.2,-0.194813,0.0006,-10.53,-1.7088,1.4573,-2.9484,0.0,-4.6572,-4.6572,-302.72,50.0,-352.72,-14.4297,65
long,2016-07-25 14:30:00+05:30,2016-07-25 15:15:00+05:30,8625.1,8637.7,8616.82873455829,8616.82873455829,False,12.6,15.8,6.25,SOFT_EOD_EXIT,45,12.6,0.2,0.20756,0.0006,-10.53,2.5629,3.0958,-1.2636,0.0,1.2993,1.2993,84.45,50.0,34.45,6.2592,65
long,2016-07-26 09:30:00+05:30,2016-07-26 14:45:00+05:30,8634.1,8623.647948145677,8623.647948145677,8623.647948145677,False,-10.45,10.75,18.95,STOP_LOSS,315,-10.4521,0.2,0.193729,0.0006,-10.53,-2.0609,2.1303,-8.8452,0.0,-10.9061,-10.9061,-708.9,50.0,-758.9,41.6268,65
long,2016-07-27 10:25:00+05:30,2016-07-27 10:40:00+05:30,8653.3,8643.663054496485,8643.663054496485,8643.663054496485,False,-9.64,2.65,16.85,STOP_LOSS,15,-9.6369,0.2,0.194218,0.0006,-10.53,-1.9023,1.811,-0.4212,0.0,-2.3235,-2.3235,-151.03,50.0,-201.03,2.0994,65
long,2016-07-28 10:00:00+05:30,2016-07-28 15:00:00+05:30,8637.4,8658.95,8626.788455800788,8652.608507534382,True,21.55,23.85,12.1,EMA_CROSS_EXIT,300,21.55,0.2,0.21293,0.0006,-10.53,4.4354,9.0558,-8.424,0.0,-3.9886,-3.9886,-259.26,50.0,-309.26,39.7499,65
short,2016-08-03 10:00:00+05:30,2016-08-03 10:10:00+05:30,8582.5,8590.568107655017,8590.568107655017,8590.568107655017,False,-8.07,5.6,24.3,STOP_LOSS,10,8.0681,-0.2,-0.195159,0.0006,-10.53,-1.596,1.2693,-0.2808,0.0,-1.8768,-1.8768,-121.99,50.0,-171.99,-1.4011,65
short,2016-08-04 14:35:00+05:30,2016-08-04 14:55:00+05:30,8528.3,8535.304585121019,8535.304585121019,8535.304585121019,False,-7.0,8.3,11.95,STOP_LOSS,20,7.0046,-0.2,-0.195797,0.0006,-10.53,-1.3877,0.9568,-0.5616,0.0,-1.9493,-1.9493,-126.7,50.0,-176.7,-2.7963,65
long,2016-08-08 10:05:00+05:30,2016-08-08 15:15:00+05:30,8709.35,8710.0,8698.476165840886,8698.476165840886,False,0.65,11.9,11.6,SOFT_EOD_EXIT,310,0.65,0.2,0.20039,0.0006,-10.53,0.1301,0.0082,-8.7048,0.0,-8.5747,-8.5747,-557.35,50.0,-607.35,41.0022,65
short,2016-08-10 14:55:00+05:30,2016-08-10 15:15:00+05:30,8583.4,8573.2,8589.989592883334,8589.989592883334,False,10.2,18.6,7.75,SOFT_EOD_EXIT,20,-10.2,-0.2,-0.20612,0.0006,-10.53,2.0681,2.0288,-0.5616,0.0,1.5065,1.5065,97.92,50.0,47.92,-2.7963,65
long,2016-08-18 10:00:00+05:30,2016-08-18 11:00:00+05:30,8655.05,8681.05154944689,8645.306439405978,8681.05154944689,True,26.0,34.9,0.15,TRAIL_SL,60,26.0015,0.2,0.215601,0.0006,-10.53,5.3829,13.1836,-1.6848,0.0,3.6981,3.6981,240.37,50.0,190.37,8.3202,65
long,2016-08-25 10:00:00+05:30,2016-08-25 12:35:00+05:30,8672.95,8665.159542548978,8665.159542548978,8665.159542548978,False,-7.79,5.55,11.15,STOP_LOSS,155,-7.7905,0.2,0.195326,0.0006,-10.53,-1.5417,1.1835,-4.3524,0.0,-5.8941,-5.8941,-383.12,50.0,-433.12,21.0945,65
short,2016-08-25 14:45:00+05:30,2016-08-26 09:15:00+05:30,8615.25,8593.041349194149,8622.96274566316,8593.041349194149,True,22.21,31.15,3.9,TRAIL_SL,1110,-22.2087,-0.2,-0.213325,0.0006,-10.53,4.5749,9.6179,-31.1688,0.0,-26.5939,-26.5939,-1728.6,50.0,-1778.6,-130.3553,65
short,2016-08-29 10:00:00+05:30,2016-08-29 10:15:00+05:30,8555.7,8563.056813642535,8563.056813642535,8563.056813642535,False,-7.36,3.35,9.5,STOP_LOSS,15,7.3568,-0.2,-0.195586,0.0006,-10.53,-1.4567,1.0554,-0.4212,0.0,-1.8779,-1.8779,-122.07,50.0,-172.07,-2.0994,65
long,2016-08-31 10:15:00+05:30,2016-08-31 10:20:00+05:30,8785.3,8774.610207051368,8774.610207051368,8774.610207051368,False,-10.69,1.55,11.7,STOP_LOSS,5,-10.6898,0.2,0.193586,0.0006,-10.53,-2.1071,2.2283,-0.1404,0.0,-2.2475,-2.2475,-146.09,50.0,-196.09,0.7013,65
long,2016-08-31 10:25:00+05:30,2016-08-31 14:05:00+05:30,8780.15,8814.62154900218,8769.115444407473,8814.62154900218,True,34.47,38.55,12.05,TRAIL_SL,220,34.4715,0.2,0.220683,0.0006,-10.53,7.2151,23.1716,-6.1776,0.0,1.0375,1.0375,67.44,50.0,17.44,29.5759,65
long,2016-08-31 14:45:00+05:30,2016-08-31 15:00:00+05:30,8810.7,8802.131126031856,8802.131126031856,8802.131126031856,False,-8.57,2.55,11.2,STOP_LOSS,15,-8.5689,0.2,0.194859,0.0006,-10.53,-1.6939,1.4318,-0.4212,0.0,-2.1151,-2.1151,-137.48,50.0,-187.48,2.0994,65
short,2016-09-01 09:55:00+05:30,2016-09-01 10:15:00+05:30,8786.15,8793.38313898647,8793.38313898647,8793.38313898647,False,-7.23,0.7,11.25,STOP_LOSS,20,7.2331,-0.2,-0.19566,0.0006,-10.53,-1.4325,1.0202,-0.5616,0.0,-1.9941,-1.9941,-129.62,50.0,-179.62,-2.7963,65
short,2016-09-02 10:00:00+05:30,2016-09-02 10:20:00+05:30,8777.85,8784.681263706829,8784.681263706829,8784.681263706829,False,-6.83,1.5,6.95,STOP_LOSS,20,6.8313,-0.2,-0.195901,0.0006,-10.53,-1.3537,0.91,-0.5616,0.0,-1.9153,-1.9153,-124.49,50.0,-174.49,-2.7963,65
long,2016-09-07 09:35:00+05:30,2016-09-07 14:10:00+05:30,8935.15,8950.94301825474,8919.74279418256,8950.94301825474,True,15.79,21.5,11.05,TRAIL_SL,275,15.793,0.2,0.209476,0.0006,-10.53,3.2259,4.8637,-7.722,0.0,-4.4961,-4.4961,-292.24,50.0,-342.24,36.6006,65
short,2016-09-08 09:45:00+05:30,2016-09-08 10:25:00+05:30,8911.0,8919.1779998675,8919.1779998675,8919.1779998675,False,-8.18,7.9,14.0,STOP_LOSS,40,8.178,-0.2,-0.195093,0.0006,-10.53,-1.6175,1.3042,-1.1232,0.0,-2.7407,-2.7407,-178.15,50.0,-228.15,-5.5695,65
short,2016-09-20 09:55:00+05:30,2016-09-20 10:25:00+05:30,8782.75,8789.500928930453,8789.500928930453,8789.500928930453,False,-6.75,5.0,7.9,STOP_LOSS,30,6.7509,-0.2,-0.195949,0.0006,-10.53,-1.3379,0.8887,-0.8424,0.0,-2.1803,-2.1803,-141.72,50.0,-191.72,-4.1857,65
short,2016-09-21 14:45:00+05:30,2016-09-21 14:50:00+05:30,8777.35,8784.281421434793,8784.281421434793,8784.281421434793,False,-6.93,0.3,7.55,STOP_LOSS,5,6.9314,-0.2,-0.195841,0.0006,-10.53,-1.3733,0.9369,-0.1404,0.0,-1.5137,-1.5137,-98.39,50.0,-148.39,-0.7013,65
long,2016-09-22 10:05:00+05:30,2016-09-22 11:25:00+05:30,8862.3,8848.299498610262,8848.299498610262,8848.299498610262,False,-14.0,11.25,17.65,STOP_LOSS,80,-14.0005,0.2,0.1916,0.0006,-10.53,-2.7472,3.8223,-2.2464,0.0,-4.9936,-4.9936,-324.58,50.0,-374.58,11.0489,65
short,2016-09-26 10:00:00+05:30,2016-09-26 12:25:00+05:30,8797.9,8773.587520328425,8804.006639972305,8773.587520328425,True,24.31,29.4,0.45,TRAIL_SL,145,-24.3125,-0.2,-0.214587,0.0006,-10.53,5.0221,11.5264,-4.0716,0.0,0.9505,0.9505,61.78,50.0,11.78,-19.7716,65
short,2016-09-26 14:30:00+05:30,2016-09-26 14:55:00+05:30,8733.3,8738.181211409317,8738.181211409317,8738.181211409317,False,-4.88,12.45,10.1,STOP_LOSS,25,4.8812,-0.2,-0.197071,0.0006,-10.53,-0.9698,0.4646,-0.702,0.0,-1.6718,-1.6718,-108.67,50.0,-158.67,-3.4917,65
long,2016-09-29 09:55:00+05:30,2016-09-29 11:00:00+05:30,8781.45,8770.42183134637,8770.42183134637,8770.42183134637,False,-11.03,3.85,15.95,STOP_LOSS,65,-11.0282,0.2,0.193383,0.0006,-10.53,-2.1728,2.3716,-1.8252,0.0,-3.998,-3.998,-259.87,50.0,-309.87,9.0044,65
short,2016-09-29 14:40:00+05:30,2016-09-29 15:15:00+05:30,8595.0,8592.3,8610.103590272,8610.103590272,False,2.7,17.3,6.75,SOFT_EOD_EXIT,35,-2.7,-0.2,-0.20162,0.0006,-10.53,0.542,0.1422,-0.9828,0.0,-0.4408,-0.4408,-28.65,50.0,-78.65,-4.8783,65
short,2016-09-30 09:30:00+05:30,2016-09-30 09:40:00+05:30,8589.0,8605.03938718092,8605.03938718092,8605.03938718092,False,-16.04,0.25,21.75,STOP_LOSS,10,16.0394,-0.2,-0.190376,0.0006,-10.53,-3.1384,5.0166,-0.2808,0.0,-3.4192,-3.4192,-222.25,50.0,-272.25,-1.4011,65
long,2016-10-04 09:45:00+05:30,2016-10-04 10:30:00+05:30,8763.55,8751.882305571555,8751.882305571555,8751.882305571555,False,-11.67,6.45,14.95,STOP_LOSS,45,-11.6677,0.2,0.192999,0.0006,-10.53,-2.2968,2.6546,-1.2636,0.0,-3.5604,-3.5604,-231.42,50.0,-281.42,6.2592,65
long,2016-10-05 09:30:00+05:30,2016-10-05 10:10:00+05:30,8776.5,8760.674831862172,8760.674831862172,8760.674831862172,False,-15.83,1.15,24.45,STOP_LOSS,40,-15.8252,0.2,0.190505,0.0006,-10.53,-3.0974,4.8835,-1.1232,0.0,-4.2206,-4.2206,-274.34,50.0,-324.34,5.5695,65
long,2016-10-06 10:05:00+05:30,2016-10-06 13:25:00+05:30,8765.5,8755.996951338848,8755.996951338848,8755.996951338848,False,-9.5,15.4,14.45,STOP_LOSS,200,-9.503,0.2,0.194298,0.0006,-10.53,-1.8762,1.761,-5.616,0.0,-7.4922,-7.4922,-486.99,50.0,-536.99,26.9875,65
short,2016-10-07 09:30:00+05:30,2016-10-07 11:50:00+05:30,8711.45,8682.179726733577,8720.201075811134,8682.179726733577,True,29.27,36.1,0.0,TRAIL_SL,140,-29.2703,-0.2,-0.217562,0.0006,-10.53,6.0854,16.7066,-3.9312,0.0,2.1542,2.1542,140.02,50.0,90.02,-19.1083,65
short,2016-10-13 14:30:00+05:30,2016-10-13 15:05:00+05:30,8563.7,8571.362590682178,8571.362590682178,8571.362590682178,False,-7.66,11.3,9.9,STOP_LOSS,35,7.6626,-0.2,-0.195402,0.0006,-10.53,-1.5167,1.1449,-0.9828,0.0,-2.4995,-2.4995,-162.47,50.0,-212.47,-4.8783,65
long,2016-10-19 09:30:00+05:30,2016-10-19 11:30:00+05:30,8670.7,8657.983161731163,8657.983161731163,8657.983161731163,False,-12.72,11.15,13.85,STOP_LOSS,120,-12.7168,0.2,0.19237,0.0006,-10.53,-2.4997,3.1535,-3.3696,0.0,-5.8693,-5.8693,-381.5,50.0,-431.5,16.4425,65
long,2016-10-20 10:15:00+05:30,2016-10-20 10:35:00+05:30,8715.15,8706.13255171957,8706.13255171957,8706.13255171957,False,-9.02,2.95,12.8,STOP_LOSS,20,-9.0174,0.2,0.19459,0.0006,-10.53,-1.7815,1.5856,-0.5616,0.0,-2.3431,-2.3431,-152.3,50.0,-202.3,2.7963,65
long,2016-10-24 09:45:00+05:30,2016-10-24 12:50:00+05:30,8699.3,8721.663893824802,8686.40767643007,8721.663893824802,True,22.36,25.3,8.25,TRAIL_SL,185,22.3639,0.2,0.213418,0.0006,-10.53,4.6078,9.7528,-5.1948,0.0,-0.587,-0.587,-38.15,50.0,-88.15,25.034,65
short,2016-10-26 14:55:00+05:30,2016-10-26 15:15:00+05:30,8615.05,8618.25,8622.188654496471,8622.188654496471,False,-3.2,1.55,8.85,SOFT_EOD_EXIT,20,3.2,-0.2,-0.19808,0.0006,-10.53,-0.6372,0.1997,-0.5616,0.0,-1.1988,-1.1988,-77.92,50.0,-127.92,-2.7963,65
short,2016-10-27 10:15:00+05:30,2016-10-27 12:30:00+05:30,8575.9,8583.01795023652,8583.01795023652,8583.01795023652,False,-7.12,25.5,17.2,STOP_LOSS,135,7.118,-0.2,-0.195729,0.0006,-10.53,-1.4099,0.988,-3.7908,0.0,-5.2007,-5.2007,-338.05,50.0,-388.05,-18.4437,65
short,2016-11-01 14:50:00+05:30,2016-11-01 15:15:00+05:30,8645.35,8623.45,8652.35976041295,8652.35976041295,False,21.9,25.15,2.9,SOFT_EOD_EXIT,25,-21.9,-0.2,-0.21314,0.0006,-10.53,4.5095,9.3524,-0.702,0.0,3.8075,3.8075,247.49,50.0,197.49,-3.4917,65
short,2016-11-02 10:20:00+05:30,2016-11-02 12:00:00+05:30,8545.75,8522.836501359574,8552.419162917786,8522.836501359574,True,22.91,29.9,3.7,TRAIL_SL,100,-22.9135,-0.2,-0.213748,0.0006,-10.53,4.7245,10.2381,-2.808,0.0,1.9165,1.9165,124.57,50.0,74.57,-13.7562,65
short,2016-11-04 09:30:00+05:30,2016-11-04 09:35:00+05:30,8482.85,8493.232018843953,8493.232018843953,8493.232018843953,False,-10.38,1.15,12.5,STOP_LOSS,5,10.382,-0.2,-0.193771,0.0006,-10.53,-2.0473,2.1018,-0.1404,0.0,-2.1877,-2.1877,-142.2,50.0,-192.2,-0.7013,65
short,2016-11-04 09:40:00+05:30,2016-11-04 10:35:00+05:30,8487.25,8463.08513509012,8497.511049709457,8463.08513509012,True,24.16,35.1,0.0,TRAIL_SL,55,-24.1649,-0.2,-0.214499,0.0006,-10.53,4.9906,11.3868,-1.5444,0.0,3.4462,3.4462,224.01,50.0,174.01,-7.6346,65
short,2016-11-04 14:40:00+05:30,2016-11-04 15:00:00+05:30,8416.4,8424.481308882994,8424.481308882994,8424.481308882994,False,-8.08,9.6,19.0,STOP_LOSS,20,8.0813,-0.2,-0.195151,0.0006,-10.53,-1.5986,1.2735,-0.5616,0.0,-2.1602,-2.1602,-140.41,50.0,-190.41,-2.7963,65
long,2016-11-08 14:35:00+05:30,2016-11-08 15:25:00+05:30,8509.0,8545.970305644649,8499.873899488775,8545.970305644649,True,36.97,50.4,5.1,TRAIL_SL,50,36.9703,0.2,0.222182,0.0006,-10.53,7.7631,26.6527,-1.404,0.0,6.3591,6.3591,413.34,50.0,363.34,6.9476,65
short,2016-11-09 09:55:00+05:30,2016-11-09 10:40:00+05:30,8342.5,8207.916574159808,8387.042825887143,8207.916574159808,True,134.58,166.6,1.55,TRAIL_SL,45,-134.5834,-0.2,-0.28075,0.0006,-10.53,31.8071,353.1976,-1.2636,0.0,30.5435,30.5435,1985.33,50.0,1935.33,-6.2592,65
short,2016-11-15 10:20:00+05:30,2016-11-15 11:40:00+05:30,8180.3,8135.167195602954,8196.572360401091,8135.167195602954,True,45.13,61.15,16.8,TRAIL_SL,80,-45.1328,-0.2,-0.22708,0.0006,-10.53,9.5765,39.7209,-2.2464,0.0,7.3301,7.3301,476.46,50.0,426.46,-11.0489,65
short,2016-11-16 09:45:00+05:30,2016-11-16 10:25:00+05:30,8126.85,8143.226804309934,8143.226804309934,8143.226804309934,False,-16.38,26.1,24.85,STOP_LOSS,40,16.3768,-0.2,-0.190174,0.0006,-10.53,-3.2029,5.2299,-1.1232,0.0,-4.3261,-4.3261,-281.2,50.0,-331.2,-5.5695,65
short,2016-11-17 10:25:00+05:30,2016-11-17 11:05:00+05:30,8108.6,8119.60609896497,8119.60609896497,8119.60609896497,False,-11.01,8.65,11.95,STOP_LOSS,40,11.0061,-0.2,-0.193396,0.0006,-10.53,-2.1685,2.3621,-1.1232,0.0,-3.2917,-3.2917,-213.96,50.0,-263.96,-5.5695,65
short,2016-11-18 09:55:00+05:30,2016-11-18 10:40:00+05:30,8073.5,8083.596636946179,8083.596636946179,8083.596636946179,False,-10.1,11.8,16.6,STOP_LOSS,45,10.0966,-0.2,-0.193942,0.0006,-10.53,-1.9918,1.9879,-1.2636,0.0,-3.2554,-3.2554,-211.6,50.0,-261.6,-6.2592,65
short,2016-11-18 14:45:00+05:30,2016-11-18 15:15:00+05:30,8078.65,8078.05,8086.990866229194,8086.990866229194,False,0.6,12.2,6.05,SOFT_EOD_EXIT,30,-0.6,-0.2,-0.20036,0.0006,-10.53,0.1201,0.007,-0.8424,0.0,-0.7223,-0.7223,-46.95,50.0,-96.95,-4.1857,65
short,2016-11-21 14:30:00+05:30,2016-11-21 15:10:00+05:30,7945.2,7924.395015820169,7955.533884160479,7924.395015820169,True,20.8,28.75,7.95,TRAIL_SL,40,-20.805,-0.2,-0.212483,0.0006,-10.53,4.2779,8.4405,-1.1232,0.0,3.1547,3.1547,205.05,50.0,155.05,-5.5695,65
short,2016-11-24 09:50:00+05:30,2016-11-24 11:50:00+05:30,7995.05,8003.09499557165,8003.09499557165,8003.09499557165,False,-8.04,11.35,10.3,STOP_LOSS,120,8.045,-0.2,-0.195173,0.0006,-10.53,-1.5915,1.2621,-3.3696,0.0,-4.9611,-4.9611,-322.47,50.0,-372.47,-16.4425,65
long,2016-11-25 10:20:00+05:30,2016-11-25 11:00:00+05:30,8016.0,8048.728852852703,8002.293271088139,8048.728852852703,True,32.73,40.95,2.05,TRAIL_SL,40,32.7289,0.2,0.219637,0.0006,-10.53,6.835,20.888,-1.1232,0.0,5.7118,5.7118,371.27,50.0,321.27,5.5695,65
long,2016-11-25 14:45:00+05:30,2016-11-25 15:15:00+05:30,8090.85,8111.546859004293,8082.07797416803,8111.546859004293,True,20.7,30.6,5.15,TRAIL_SL,30,20.6969,0.2,0.212418,0.0006,-10.53,4.255,8.353,-0.8424,0.0,3.4126,3.4126,221.82,50.0,171.82,4.1857,65
long,2016-11-29 10:05:00+05:30,2016-11-29 10:40:00+05:30,8162.35,8188.420995108956,8150.3493603653915,8188.420995108956,True,26.07,33.95,2.0,TRAIL_SL,35,26.071,0.2,0.215643,0.0006,-10.53,5.3977,13.2541,-0.9828,0.0,4.4149,4.4149,286.97,50.0,236.97,4.8783,65
short,2016-11-29 14:45:00+05:30,2016-11-29 15:15:00+05:30,8165.75,8141.123700597861,8173.999931408507,8141.123700597861,True,24.63,35.6,6.35,TRAIL_SL,30,-24.6263,-0.2,-0.214776,0.0006,-10.53,5.089,11.8259,-0.8424,0.0,4.2466,4.2466,276.03,50.0,226.03,-4.1857,65
short,2016-11-30 09:35:00+05:30,2016-11-30 09:45:00+05:30,8147.65,8156.9079556354845,8156.9079556354845,8156.9079556354845,False,-9.26,0.65,15.15,STOP_LOSS,10,9.258,-0.2,-0.194445,0.0006,-10.53,-1.8284,1.6713,-0.2808,0.0,-2.1092,-2.1092,-137.1,50.0,-187.1,-1.4011,65
short,2016-12-02 10:00:00+05:30,2016-12-02 10:55:00+05:30,8144.35,8118.639861893064,8151.963006344674,8118.639861893064,True,25.71,35.7,4.7,TRAIL_SL,55,-25.7101,-0.2,-0.215426,0.0006,-10.53,5.3205,12.8897,-1.5444,0.0,3.7761,3.7761,245.45,50.0,195.45,-7.6346,65
short,2016-12-05 10:25:00+05:30,2016-12-05 13:35:00+05:30,8082.35,8088.884255521572,8088.884255521572,8088.884255521572,False,-6.53,25.45,23.8,STOP_LOSS,190,6.5343,-0.2,-0.196079,0.0006,-10.53,-1.2953,0.8326,-5.3352,0.0,-6.6305,-6.6305,-430.98,50.0,-480.98,-25.6863,65
long,2016-12-06 10:05:00+05:30,2016-12-06 15:05:00+05:30,8161.45,8150.094507194626,8150.094507194626,8150.094507194626,False,-11.36,17.15,18.2,STOP_LOSS,300,-11.3555,0.2,0.193187,0.0006,-10.53,-2.2363,2.5145,-8.424,0.0,-10.6603,-10.6603,-692.92,50.0,-742.92,39.7499,65
long,2016-12-08 14:30:00+05:30,2016-12-08 15:15:00+05:30,8243.55,8244.7,8236.525169089573,8236.525169089573,False,1.15,12.5,9.6,SOFT_EOD_EXIT,45,1.15,0.2,0.20069,0.0006,-10.53,0.2304,0.0258,-1.2636,0.0,-1.0332,-1.0332,-67.16,50.0,-117.16,6.2592,65
long,2016-12-09 09:35:00+05:30,2016-12-09 11:55:00+05:30,8254.4,8269.609507595724,8243.023867072607,8269.609507595724,True,15.21,20.4,12.25,TRAIL_SL,140,15.2095,0.2,0.209126,0.0006,-10.53,3.1044,4.5109,-3.9312,0.0,-0.8268,-0.8268,-53.74,50.0,-103.74,19.1083,65
long,2016-12-14 14:40:00+05:30,2016-12-14 14:50:00+05:30,8208.3,8199.303956801212,8199.303956801212,8199.303956801212,False,-9.0,2.1,17.05,STOP_LOSS,10,-8.996,0.2,0.194602,0.0006,-10.53,-1.7774,1.5781,-0.2808,0.0,-2.0582,-2.0582,-133.78,50.0,-183.78,1.4011,65
short,2016-12-16 09:30:00+05:30,2016-12-16 12:25:00+05:30,8154.8,8132.330785412596,8163.023975141574,8132.330785412596,True,22.47,27.1,4.15,TRAIL_SL,175,-22.4692,-0.2,-0.213482,0.0006,-10.53,4.6302,9.8449,-4.914,0.0,-0.2838,-0.2838,-18.45,50.0,-68.45,-23.7256,65
short,2016-12-19 10:15:00+05:30,2016-12-19 10:40:00+05:30,8117.05,8122.400590508,8122.400590508,8122.400590508,False,-5.35,4.1,8.4,STOP_LOSS,25,5.3506,-0.2,-0.19679,0.0006,-10.53,-1.0624,0.5583,-0.702,0.0,-1.7644,-1.7644,-114.69,50.0,-164.69,-3.4917,65
short,2016-12-26 09:55:00+05:30,2016-12-26 15:15:00+05:30,7923.25,7910.05,7933.661745416188,7933.661745416188,False,13.2,27.15,15.7,SOFT_EOD_EXIT,320,-13.2,-0.2,-0.20792,0.0006,-10.53,2.687,3.3977,-8.9856,0.0,-6.2986,-6.2986,-409.41,50.0,-459.41,-42.2504,65
long,2016-12-28 09:30:00+05:30,2016-12-28 10:10:00+05:30,8033.95,8068.068645704635,8019.3920306440305,8068.068645704635,True,34.12,41.6,0.25,TRAIL_SL,40,34.1186,0.2,0.220471,0.0006,-10.53,7.138,22.6996,-1.1232,0.0,6.0148,6.0148,390.96,50.0,340.96,5.5695,65
long,2016-12-28 10:20:00+05:30,2016-12-28 12:25:00+05:30,8060.55,8083.945132019315,8049.592254747947,8083.945132019315,True,23.4,28.55,6.8,TRAIL_SL,125,23.3951,0.2,0.214037,0.0006,-10.53,4.8268,10.673,-3.51,0.0,1.3168,1.3168,85.59,50.0,35.59,17.1108,65
short,2016-12-29 09:50:00+05:30,2016-12-29 10:35:00+05:30,8044.0,8050.8458512029365,8050.8458512029365,8050.8458512029365,False,-6.85,1.05,9.25,STOP_LOSS,45,6.8459,-0.2,-0.195892,0.0006,-10.53,-1.3565,0.9139,-1.2636,0.0,-2.6201,-2.6201,-170.31,50.0,-220.31,-6.2592,65
long,2016-12-29 14:40:00+05:30,2016-12-29 15:20:00+05:30,8069.3,8104.293143602612,8060.382115587547,8104.293143602612,True,34.99,41.65,2.55,TRAIL_SL,40,34.9931,0.2,0.220996,0.0006,-10.53,7.3292,23.8781,-1.1232,0.0,6.206,6.206,403.39,50.0,353.39,5.5695,65
long,2016-12-30 10:15:00+05:30,2016-12-30 12:20:00+05:30,8158.45,8175.291462980241,8149.090854625144,8175.291462980241,True,16.84,23.55,8.1,TRAIL_SL,125,16.8415,0.2,0.210105,0.0006,-10.53,3.4449,5.5309,-3.51,0.0,-0.0651,-0.0651,-4.23,50.0,-54.23,17.1108,65
long,2017-01-02 14:40:00+05:30,2017-01-02 15:15:00+05:30,8186.25,8179.05,8176.265196420603,8176.265196420603,False,-7.2,2.35,14.6,SOFT_EOD_EXIT,35,-7.2,0.2,0.19568,0.0006,-10.53,-1.426,1.0109,-0.9828,0.0,-2.4088,-2.4088,-156.57,50.0,-206.57,4.8783,65
