direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,pnl,exit_reason
long,2016-11-01 13:35:00+05:30,2016-11-01 14:15:00+05:30,8661.55,8658.004921160662,8658.004921160662,8673.95777593768,-3.55,STOP_LOSS
short,2016-11-02 10:20:00+05:30,2016-11-02 11:55:00+05:30,8545.75,8522.407929787749,8552.419162917786,8522.407929787749,23.34,TAKE_PROFIT
short,2016-11-03 13:45:00+05:30,2016-11-03 15:15:00+05:30,8509.3,8484.082181345762,8516.505091044068,8484.082181345762,25.22,TAKE_PROFIT
short,2016-11-04 09:40:00+05:30,2016-11-04 10:55:00+05:30,8487.25,8451.336326016897,8497.511049709457,8451.336326016897,35.91,TAKE_PROFIT
short,2016-11-04 11:05:00+05:30,2016-11-04 11:50:00+05:30,8454.55,8461.671998320033,8461.671998320033,8429.623005879881,-7.12,STOP_LOSS
short,2016-11-04 14:40:00+05:30,2016-11-04 15:00:00+05:30,8416.4,8424.481308882994,8424.481308882994,8388.11541890952,-8.08,STOP_LOSS
long,2016-11-07 10:50:00+05:30,2016-11-07 11:40:00+05:30,8519.25,8513.321643553021,8513.321643553021,8539.999247564427,-5.93,STOP_LOSS
long,2016-11-07 13:35:00+05:30,2016-11-07 14:00:00+05:30,8524.55,8518.878778330978,8518.878778330978,8544.399275841575,-5.67,STOP_LOSS
long,2016-11-08 14:35:00+05:30,2016-11-08 15:05:00+05:30,8509.0,8528.963344868303,8503.296187180484,8528.963344868303,19.96,TAKE_PROFIT
short,2016-11-09 11:35:00+05:30,2016-11-09 11:40:00+05:30,8231.15,8246.21144724042,8246.21144724042,8178.434934658529,-15.06,STOP_LOSS
long,2016-11-09 14:40:00+05:30,2016-11-09 14:50:00+05:30,8437.1,8418.770358428696,8418.770358428696,8501.253745499567,-18.33,STOP_LOSS
long,2016-11-10 11:30:00+05:30,2016-11-10 13:00:00+05:30,8582.45,8574.550334150545,8574.550334150545,8610.098830473096,-7.9,STOP_LOSS
short,2016-11-11 10:55:00+05:30,2016-11-11 12:30:00+05:30,8393.15,8362.657821152226,8401.862051099364,8362.657821152226,30.49,TAKE_PROFIT
short,2016-11-11 12:35:00+05:30,2016-11-11 13:10:00+05:30,8374.45,8382.375801598972,8382.375801598972,8346.709694403604,-7.93,STOP_LOSS
short,2016-11-15 10:45:00+05:30,2016-11-15 10:50:00+05:30,8174.2,8187.494234515756,8187.494234515756,8127.670179194853,-13.29,STOP_LOSS
short,2016-11-15 11:05:00+05:30,2016-11-15 11:30:00+05:30,8182.75,8143.970224207095,8193.82993594083,8143.970224207095,38.78,TAKE_PROFIT
short,2016-11-15 11:50:00+05:30,2016-11-15 12:10:00+05:30,8153.7,8167.42155138507,8167.42155138507,8105.674570152253,-13.72,STOP_LOSS
short,2016-11-15 12:30:00+05:30,2016-11-15 13:35:00+05:30,8156.6,8167.270733566111,8167.270733566111,8119.252432518614,-10.67,STOP_LOSS
short,2016-11-16 09:50:00+05:30,2016-11-16 10:25:00+05:30,8127.7,8142.878230401942,8142.878230401942,8074.576193593201,-15.18,STOP_LOSS
short,2016-11-17 10:25:00+05:30,2016-11-17 11:05:00+05:30,8108.6,8119.60609896497,8119.60609896497,8070.078653622605,-11.01,STOP_LOSS
short,2016-11-18 09:55:00+05:30,2016-11-18 10:40:00+05:30,8073.5,8083.596636946179,8083.596636946179,8038.161770688372,-10.1,STOP_LOSS
long,2016-11-18 13:00:00+05:30,2016-11-18 13:40:00+05:30,8106.7,8100.718061318898,8100.718061318898,8127.636785383854,-5.98,STOP_LOSS
short,2016-11-18 14:45:00+05:30,2016-11-18 15:15:00+05:30,8078.65,8078.05,8086.990866229194,8049.456968197819,0.6,EOD_EXIT
short,2016-11-21 11:30:00+05:30,2016-11-21 13:10:00+05:30,7966.1,7975.274182362329,7975.274182362329,7933.99036173185,-9.17,STOP_LOSS
short,2016-11-21 14:40:00+05:30,2016-11-21 15:15:00+05:30,7946.85,7931.2,7956.077561880538,7914.553533418118,15.65,EOD_EXIT
long,2016-11-23 09:35:00+05:30,2016-11-23 09:45:00+05:30,8012.85,8002.0350627414855,8002.0350627414855,8050.702280404803,-10.81,STOP_LOSS
long,2016-11-23 11:45:00+05:30,2016-11-23 12:10:00+05:30,8015.5,8009.604552564291,8009.604552564291,8036.134066024981,-5.9,STOP_LOSS
short,2016-11-24 09:50:00+05:30,2016-11-24 11:50:00+05:30,7995.05,8003.09499557165,8003.09499557165,7966.892515499226,-8.04,STOP_LOSS
short,2016-11-24 13:30:00+05:30,2016-11-24 14:05:00+05:30,7977.45,7984.328497768526,7984.328497768526,7953.375257810157,-6.88,STOP_LOSS
long,2016-11-24 14:50:00+05:30,2016-11-24 15:00:00+05:30,8005.85,7998.043079150124,7998.043079150124,8033.174222974568,-7.81,STOP_LOSS
long,2016-11-25 10:20:00+05:30,2016-11-25 10:50:00+05:30,8016.0,8045.983469494697,8007.433294430087,8045.983469494697,29.98,TAKE_PROFIT
long,2016-11-25 12:00:00+05:30,2016-11-25 12:20:00+05:30,8056.65,8076.420895240824,8051.001172788336,8076.420895240824,19.77,TAKE_PROFIT
long,2016-11-25 12:35:00+05:30,2016-11-25 13:40:00+05:30,8063.3,8086.776232948217,8056.592504871938,8086.776232948217,23.48,TAKE_PROFIT
long,2016-11-25 14:20:00+05:30,2016-11-25 15:00:00+05:30,8087.7,8106.795856383189,8082.244041033375,8106.795856383189,19.1,TAKE_PROFIT
long,2016-11-28 11:55:00+05:30,2016-11-28 13:25:00+05:30,8129.1,8123.919373874428,8123.919373874428,8147.232191439504,-5.18,STOP_LOSS
long,2016-11-29 10:05:00+05:30,2016-11-29 10:20:00+05:30,8162.35,8188.6013992007065,8154.84960022837,8188.6013992007065,26.25,TAKE_PROFIT
long,2016-11-29 10:50:00+05:30,2016-11-29 13:55:00+05:30,8184.7,8178.232168983102,8178.232168983102,8207.33740855914,-6.47,STOP_LOSS
short,2016-11-30 09:35:00+05:30,2016-11-30 09:45:00+05:30,8147.65,8156.9079556354845,8156.9079556354845,8115.2471552758025,-9.26,STOP_LOSS
long,2016-11-30 10:55:00+05:30,2016-11-30 11:30:00+05:30,8181.8,8176.895472931127,8176.895472931127,8198.965844741055,-4.9,STOP_LOSS
short,2016-12-02 10:00:00+05:30,2016-12-02 10:30:00+05:30,8144.35,8117.704477793642,8151.963006344674,8117.704477793642,26.65,TAKE_PROFIT
short,2016-12-02 11:05:00+05:30,2016-12-02 13:20:00+05:30,8120.6,8125.840420630317,8125.840420630317,8102.258527793892,-5.24,STOP_LOSS
short,2016-12-05 10:25:00+05:30,2016-12-05 13:35:00+05:30,8082.35,8088.884255521572,8088.884255521572,8059.480105674499,-6.53,STOP_LOSS
long,2016-12-05 14:45:00+05:30,2016-12-05 15:15:00+05:30,8121.6,8132.85,8114.733776525337,8145.631782161323,11.25,EOD_EXIT
long,2016-12-06 10:05:00+05:30,2016-12-06 10:30:00+05:30,8161.45,8154.352816996641,8154.352816996641,8186.290140511754,-7.1,STOP_LOSS
long,2016-12-06 10:35:00+05:30,2016-12-06 13:15:00+05:30,8159.5,8154.029102044861,8154.029102044861,8178.648142842987,-5.47,STOP_LOSS
long,2016-12-07 13:40:00+05:30,2016-12-07 14:30:00+05:30,8181.7,8177.028923928392,8177.028923928392,8198.04876625063,-4.67,STOP_LOSS
long,2016-12-08 10:35:00+05:30,2016-12-08 13:25:00+05:30,8213.0,8233.569273686226,8207.123064661078,8233.569273686226,20.57,TAKE_PROFIT
long,2016-12-08 14:20:00+05:30,2016-12-08 15:15:00+05:30,8240.3,8244.7,8235.677267178824,8256.479564874113,4.4,EOD_EXIT
long,2016-12-09 09:35:00+05:30,2016-12-09 09:40:00+05:30,8254.4,8247.28991692038,8247.28991692038,8279.285290778671,-7.11,STOP_LOSS
short,2016-12-12 10:35:00+05:30,2016-12-12 13:50:00+05:30,8207.8,8188.222195711794,8213.393658368059,8188.222195711794,19.58,TAKE_PROFIT
long,2016-12-13 14:35:00+05:30,2016-12-13 14:55:00+05:30,8203.35,8221.318777306828,8198.216063626622,8221.318777306828,17.97,TAKE_PROFIT
short,2016-12-14 13:30:00+05:30,2016-12-14 13:35:00+05:30,8184.5,8190.124133927587,8190.124133927587,8164.815531253445,-5.62,STOP_LOSS
long,2016-12-14 14:40:00+05:30,2016-12-14 14:45:00+05:30,8208.3,8202.677473000756,8202.677473000756,8227.978844497347,-5.62,STOP_LOSS
long,2016-12-15 10:30:00+05:30,2016-12-15 10:45:00+05:30,8215.0,8207.178224679217,8207.178224679217,8242.376213622743,-7.82,STOP_LOSS
short,2016-12-15 12:15:00+05:30,2016-12-15 12:25:00+05:30,8169.35,8175.972193722529,8175.972193722529,8146.172321971152,-6.62,STOP_LOSS
short,2016-12-16 09:30:00+05:30,2016-12-16 15:15:00+05:30,8154.8,8141.85,8163.023975141574,8126.016087004493,12.95,EOD_EXIT
short,2016-12-19 10:05:00+05:30,2016-12-19 10:40:00+05:30,8116.35,8122.04279801361,8122.04279801361,8096.425206952367,-5.69,STOP_LOSS
short,2016-12-20 13:30:00+05:30,2016-12-20 14:25:00+05:30,8076.25,8079.911367724553,8079.911367724553,8063.435212964066,-3.66,STOP_LOSS
short,2016-12-22 11:00:00+05:30,2016-12-22 11:35:00+05:30,8000.65,7984.522530022466,8005.257848565009,7984.522530022466,16.13,TAKE_PROFIT
short,2016-12-22 11:45:00+05:30,2016-12-22 12:45:00+05:30,7993.45,7977.83777792873,7997.910634877505,7977.83777792873,15.61,TAKE_PROFIT
short,2016-12-22 13:35:00+05:30,2016-12-22 13:45:00+05:30,7974.35,7978.744918100895,7978.744918100895,7958.967786646867,-4.39,STOP_LOSS
short,2016-12-23 10:30:00+05:30,2016-12-23 10:55:00+05:30,7948.35,7953.329853194436,7953.329853194436,7930.920513819477,-4.98,STOP_LOSS
long,2016-12-23 13:40:00+05:30,2016-12-23 14:10:00+05:30,8005.4,7998.524046633968,7998.524046633968,8029.465836781109,-6.88,STOP_LOSS
short,2016-12-26 09:55:00+05:30,2016-12-26 15:15:00+05:30,7923.25,7910.05,7933.661745416188,7886.808891043342,13.2,EOD_EXIT
long,2016-12-27 11:25:00+05:30,2016-12-27 13:35:00+05:30,7944.6,7961.743181802203,7939.701948056514,7961.743181802203,17.14,TAKE_PROFIT
long,2016-12-28 09:30:00+05:30,2016-12-28 09:55:00+05:30,8033.95,8065.795557966184,8024.851269152518,8065.795557966184,31.85,TAKE_PROFIT
long,2016-12-28 10:20:00+05:30,2016-12-28 12:05:00+05:30,8060.55,8084.5200677388675,8053.701409217467,8084.5200677388675,23.97,TAKE_PROFIT
long,2016-12-28 12:25:00+05:30,2016-12-28 12:30:00+05:30,8078.35,8074.174818395913,8074.174818395913,8092.963135614309,-4.18,STOP_LOSS
long,2016-12-28 13:35:00+05:30,2016-12-28 14:05:00+05:30,8088.1,8083.331545397197,8083.331545397197,8104.789591109809,-4.77,STOP_LOSS
long,2016-12-29 14:25:00+05:30,2016-12-29 14:55:00+05:30,8066.3,8083.276294271194,8061.449630208231,8083.276294271194,16.98,TAKE_PROFIT
long,2016-12-30 10:15:00+05:30,2016-12-30 13:10:00+05:30,8158.45,8178.923130507496,8152.600534140715,8178.923130507496,20.47,TAKE_PROFIT
short,2017-01-02 11:05:00+05:30,2017-01-02 11:40:00+05:30,8147.75,8152.801746261889,8152.801746261889,8130.068888083387,-5.05,STOP_LOSS
long,2017-01-02 14:20:00+05:30,2017-01-02 15:00:00+05:30,8184.25,8178.861898191438,8178.861898191438,8203.108356329967,-5.39,STOP_LOSS
short,2017-01-03 09:45:00+05:30,2017-01-03 09:50:00+05:30,8160.55,8167.943434421064,8167.943434421064,8134.672979526275,-7.39,STOP_LOSS
long,2017-01-03 11:40:00+05:30,2017-01-03 11:45:00+05:30,8204.7,8200.041601498777,8200.041601498777,8221.004394754282,-4.66,STOP_LOSS
long,2017-01-05 10:10:00+05:30,2017-01-05 11:50:00+05:30,8242.15,8260.745969915875,8236.836865738322,8260.745969915875,18.6,TAKE_PROFIT
long,2017-01-05 14:05:00+05:30,2017-01-05 14:10:00+05:30,8271.0,8267.16608165474,8267.16608165474,8284.418714208414,-3.83,STOP_LOSS
long,2017-01-06 09:45:00+05:30,2017-01-06 10:30:00+05:30,8292.45,8286.710771052738,8286.710771052738,8312.537301315422,-5.74,STOP_LOSS
short,2017-01-09 09:45:00+05:30,2017-01-09 14:05:00+05:30,8244.85,8252.646760630196,8252.646760630196,8217.56133779432,-7.8,STOP_LOSS
long,2017-01-10 10:15:00+05:30,2017-01-10 11:00:00+05:30,8270.1,8265.00967336189,8265.00967336189,8287.916143233386,-5.09,STOP_LOSS
long,2017-01-10 13:50:00+05:30,2017-01-10 13:55:00+05:30,8282.65,8279.086911752624,8279.086911752624,8295.120808865817,-3.56,STOP_LOSS
long,2017-01-11 10:15:00+05:30,2017-01-11 10:25:00+05:30,8337.85,8333.246798077918,8333.246798077918,8353.961206727286,-4.6,STOP_LOSS
long,2017-01-11 10:35:00+05:30,2017-01-11 12:25:00+05:30,8332.8,8347.247272352355,8328.672207899326,8347.247272352355,14.45,TAKE_PROFIT
long,2017-01-11 14:25:00+05:30,2017-01-11 15:15:00+05:30,8377.0,8379.25,8373.068684794702,8390.759603218545,2.25,EOD_EXIT
long,2017-01-12 10:25:00+05:30,2017-01-12 14:25:00+05:30,8398.35,8392.140553420264,8392.140553420264,8420.08306302908,-6.21,STOP_LOSS
long,2017-01-16 10:45:00+05:30,2017-01-16 15:15:00+05:30,8403.9,8412.8,8397.944317758112,8424.744887846602,8.9,EOD_EXIT
long,2017-01-17 09:55:00+05:30,2017-01-17 10:05:00+05:30,8433.15,8428.055429760612,8428.055429760612,8450.980995837854,-5.09,STOP_LOSS
short,2017-01-17 10:55:00+05:30,2017-01-17 12:05:00+05:30,8409.45,8391.17304255507,8414.67198784141,8391.17304255507,18.28,TAKE_PROFIT
long,2017-01-18 10:35:00+05:30,2017-01-18 10:55:00+05:30,8453.15,8448.8645321836,8448.8645321836,8468.149137357404,-4.29,STOP_LOSS
short,2017-01-18 14:05:00+05:30,2017-01-18 15:00:00+05:30,8411.95,8416.737141821503,8416.737141821503,8395.195003624747,-4.79,STOP_LOSS
short,2017-01-20 10:05:00+05:30,2017-01-20 12:55:00+05:30,8411.6,8393.816584659766,8416.680975811496,8393.816584659766,17.78,TAKE_PROFIT
short,2017-01-20 14:45:00+05:30,2017-01-20 15:15:00+05:30,8352.5,8348.25,8357.509162657889,8334.96793069739,4.25,EOD_EXIT
long,2017-01-23 11:15:00+05:30,2017-01-23 11:45:00+05:30,8391.7,8387.225981904738,8387.225981904738,8407.35906333342,-4.47,STOP_LOSS
short,2017-01-23 13:50:00+05:30,2017-01-23 14:05:00+05:30,8358.0,8363.271373079344,8363.271373079344,8339.550194222298,-5.27,STOP_LOSS
long,2017-01-24 10:30:00+05:30,2017-01-24 13:45:00+05:30,8429.65,8443.559003181044,8425.675999091129,8443.559003181044,13.91,TAKE_PROFIT
long,2017-01-25 10:10:00+05:30,2017-01-25 12:10:00+05:30,8507.55,8527.485225758008,8501.854221211997,8527.485225758008,19.94,TAKE_PROFIT
long,2017-01-25 13:55:00+05:30,2017-01-25 14:35:00+05:30,8550.85,8563.717971614027,8547.173436681707,8563.717971614027,12.87,TAKE_PROFIT
long,2017-01-27 10:55:00+05:30,2017-01-27 12:20:00+05:30,8660.95,8655.791342028479,8655.791342028479,8679.00530290033,-5.16,STOP_LOSS
long,2017-01-30 13:55:00+05:30,2017-01-30 14:05:00+05:30,8649.7,8644.761267245516,8644.761267245516,8666.985564640696,-4.94,STOP_LOSS
short,2017-01-31 09:50:00+05:30,2017-01-31 10:05:00+05:30,8599.05,8607.094225910765,8607.094225910765,8570.895209312317,-8.04,STOP_LOSS
short,2017-01-31 10:10:00+05:30,2017-01-31 11:30:00+05:30,8604.2,8578.811630087292,8611.45381997506,8578.811630087292,25.39,TAKE_PROFIT
short,2017-01-31 12:40:00+05:30,2017-01-31 12:55:00+05:30,8569.15,8575.237421687436,8575.237421687436,8547.84402409397,-6.09,STOP_LOSS
short,2017-02-01 09:40:00+05:30,2017-02-01 11:20:00+05:30,8564.95,8572.454943993744,8572.454943993744,8538.682696021902,-7.5,STOP_LOSS
long,2017-02-02 09:55:00+05:30,2017-02-02 11:15:00+05:30,8713.25,8705.12093293327,8705.12093293327,8741.701734733551,-8.13,STOP_LOSS
long,2017-02-06 10:10:00+05:30,2017-02-06 13:30:00+05:30,8793.85,8787.337025961948,8787.337025961948,8816.645409133182,-6.51,STOP_LOSS
long,2017-02-09 09:55:00+05:30,2017-02-09 10:05:00+05:30,8802.0,8794.858400476049,8794.858400476049,8826.995598333831,-7.14,STOP_LOSS
short,2017-02-09 11:05:00+05:30,2017-02-09 12:20:00+05:30,8747.75,8755.003259194427,8755.003259194427,8722.363592819505,-7.25,STOP_LOSS
long,2017-02-09 14:00:00+05:30,2017-02-09 14:10:00+05:30,8773.35,8767.717921122266,8767.717921122266,8793.062276072067,-5.63,STOP_LOSS
long,2017-02-10 09:55:00+05:30,2017-02-10 13:40:00+05:30,8794.0,8786.979204596086,8786.979204596086,8818.5727839137,-7.02,STOP_LOSS
short,2017-02-13 12:35:00+05:30,2017-02-13 13:25:00+05:30,8768.9,8773.92832241905,8773.92832241905,8751.300871533327,-5.03,STOP_LOSS
short,2017-02-15 10:20:00+05:30,2017-02-15 11:10:00+05:30,8784.35,8765.481864883435,8789.740895747591,8765.481864883435,18.87,TAKE_PROFIT
short,2017-02-15 12:45:00+05:30,2017-02-15 14:10:00+05:30,8734.8,8741.223008928026,8741.223008928026,8712.319468751904,-6.42,STOP_LOSS
long,2017-02-16 12:20:00+05:30,2017-02-16 12:25:00+05:30,8767.95,8763.328997068056,8763.328997068056,8784.123510261805,-4.62,STOP_LOSS
long,2017-02-16 14:00:00+05:30,2017-02-16 15:15:00+05:30,8770.85,8772.9,8765.939484789733,8788.036803235938,2.05,EOD_EXIT
long,2017-02-17 09:50:00+05:30,2017-02-17 15:15:00+05:30,8816.45,8820.8,8804.444021659005,8858.470924193487,4.35,EOD_EXIT
long,2017-02-20 14:35:00+05:30,2017-02-20 15:15:00+05:30,8861.25,8871.3,8857.313549747401,8875.027575884094,10.05,EOD_EXIT
long,2017-02-22 09:50:00+05:30,2017-02-22 12:00:00+05:30,8924.95,8948.741781233184,8918.152348219091,8948.741781233184,23.79,TAKE_PROFIT
long,2017-02-23 10:00:00+05:30,2017-02-23 12:50:00+05:30,8945.2,8967.26574322002,8938.895501937139,8967.26574322002,22.07,TAKE_PROFIT
short,2017-02-27 09:30:00+05:30,2017-02-27 14:30:00+05:30,8943.75,8913.213834120432,8952.474618822735,8913.213834120432,30.54,TAKE_PROFIT
short,2017-02-28 13:45:00+05:30,2017-02-28 13:55:00+05:30,8879.0,8883.246148173666,8883.246148173666,8864.138481392169,-4.25,STOP_LOSS
long,2017-03-01 10:05:00+05:30,2017-03-01 14:40:00+05:30,8928.85,8953.012382217712,8921.946462223512,8953.012382217712,24.16,TAKE_PROFIT
long,2017-03-02 10:20:00+05:30,2017-03-02 11:45:00+05:30,8981.3,8975.888611435446,8975.888611435446,9000.239859975933,-5.41,STOP_LOSS
short,2017-03-03 10:20:00+05:30,2017-03-03 14:10:00+05:30,8875.5,8883.117310237069,8883.117310237069,8848.839414170257,-7.62,STOP_LOSS
long,2017-03-06 11:05:00+05:30,2017-03-06 11:20:00+05:30,8960.4,8956.474646835528,8956.474646835528,8974.138736075654,-3.93,STOP_LOSS
short,2017-03-08 12:00:00+05:30,2017-03-08 12:55:00+05:30,8903.25,8908.339124262588,8908.339124262588,8885.438065080943,-5.09,STOP_LOSS
long,2017-03-10 09:35:00+05:30,2017-03-10 10:30:00+05:30,8947.7,8939.653662087798,8939.653662087798,8975.862182692714,-8.05,STOP_LOSS
short,2017-03-10 14:30:00+05:30,2017-03-10 14:50:00+05:30,8918.1,8923.837618282416,8923.837618282416,8898.018336011546,-5.74,STOP_LOSS
long,2017-03-14 10:50:00+05:30,2017-03-14 12:50:00+05:30,9079.85,9074.376269724626,9074.376269724626,9099.008055963812,-5.47,STOP_LOSS
long,2017-03-15 10:25:00+05:30,2017-03-15 10:50:00+05:30,9098.65,9093.986429173845,9093.986429173845,9114.972497891542,-4.66,STOP_LOSS
long,2017-03-16 10:10:00+05:30,2017-03-16 11:10:00+05:30,9141.55,9135.42764031379,9135.42764031379,9162.978258901729,-6.12,STOP_LOSS
long,2017-03-17 10:10:00+05:30,2017-03-17 10:30:00+05:30,9175.85,9169.887273502405,9169.887273502405,9196.719542741585,-5.96,STOP_LOSS
short,2017-03-20 09:55:00+05:30,2017-03-20 11:20:00+05:30,9136.8,9118.294076901242,9142.087406599645,9118.294076901242,18.51,TAKE_PROFIT
long,2017-03-21 09:35:00+05:30,2017-03-21 10:10:00+05:30,9136.05,9130.441479798212,9130.441479798212,9155.679820706255,-5.61,STOP_LOSS
short,2017-03-22 11:05:00+05:30,2017-03-22 11:30:00+05:30,9042.5,9046.347414600008,9046.347414600008,9029.034048899972,-3.85,STOP_LOSS
long,2017-03-23 11:05:00+05:30,2017-03-23 12:50:00+05:30,9066.15,9062.335369027789,9062.335369027789,9079.501208402735,-3.81,STOP_LOSS
long,2017-03-24 10:30:00+05:30,2017-03-24 10:50:00+05:30,9122.2,9117.803285311624,9117.803285311624,9137.588501409318,-4.4,STOP_LOSS
long,2017-03-24 11:00:00+05:30,2017-03-24 11:20:00+05:30,9120.35,9116.760202624677,9116.760202624677,9132.914290813631,-3.59,STOP_LOSS
short,2017-03-27 10:50:00+05:30,2017-03-27 11:45:00+05:30,9057.55,9040.81402617667,9062.331706806664,9040.81402617667,16.74,TAKE_PROFIT
short,2017-03-27 12:45:00+05:30,2017-03-27 12:55:00+05:30,9033.2,9037.40819748028,9037.40819748028,9018.471308819027,-4.21,STOP_LOSS
long,2017-03-28 10:15:00+05:30,2017-03-28 10:40:00+05:30,9091.15,9106.11291341939,9086.874881880174,9106.11291341939,14.96,TAKE_PROFIT
long,2017-03-28 11:00:00+05:30,2017-03-28 13:15:00+05:30,9102.1,9098.140124399239,9098.140124399239,9115.959564602668,-3.96,STOP_LOSS
long,2017-03-29 09:35:00+05:30,2017-03-29 11:25:00+05:30,9110.3,9130.886878475785,9104.418034721204,9130.886878475785,20.59,TAKE_PROFIT
long,2017-03-30 10:20:00+05:30,2017-03-30 10:45:00+05:30,9165.1,9161.265739723229,9161.265739723229,9178.5199109687,-3.83,STOP_LOSS
long,2017-03-31 14:45:00+05:30,2017-03-31 15:05:00+05:30,9184.15,9178.437263175863,9178.437263175863,9204.144578884478,-5.71,STOP_LOSS
long,2017-04-03 10:15:00+05:30,2017-04-03 13:00:00+05:30,9200.4,9218.894178266797,9195.115949066629,9218.894178266797,18.49,TAKE_PROFIT
long,2017-04-03 13:30:00+05:30,2017-04-03 14:05:00+05:30,9221.2,9230.255550759086,9218.61269978312,9230.255550759086,9.06,TAKE_PROFIT
short,2017-04-06 09:55:00+05:30,2017-04-06 14:35:00+05:30,9240.9,9246.786115718514,9246.786115718514,9220.298594985195,-5.89,STOP_LOSS
long,2017-04-06 14:55:00+05:30,2017-04-06 15:15:00+05:30,9242.3,9266.45,9235.35415899607,9266.610443513755,24.15,EOD_EXIT
short,2017-04-10 09:30:00+05:30,2017-04-10 10:00:00+05:30,9207.4,9215.119808795072,9215.119808795072,9180.380669217242,-7.72,STOP_LOSS
short,2017-04-10 13:20:00+05:30,2017-04-10 14:10:00+05:30,9185.1,9189.462424566245,9189.462424566245,9169.831514018146,-4.36,STOP_LOSS
short,2017-04-12 10:30:00+05:30,2017-04-12 12:20:00+05:30,9189.1,9196.276430361359,9196.276430361359,9163.98249373525,-7.18,STOP_LOSS
long,2017-04-12 13:35:00+05:30,2017-04-12 14:00:00+05:30,9215.85,9210.997174100245,9210.997174100245,9232.834890649145,-4.85,STOP_LOSS
short,2017-04-17 09:55:00+05:30,2017-04-17 10:15:00+05:30,9137.25,9144.288650194718,9144.288650194718,9112.614724318486,-7.04,STOP_LOSS
long,2017-04-18 10:45:00+05:30,2017-04-18 11:05:00+05:30,9213.95,9210.083143940843,9210.083143940843,9227.483996207053,-3.87,STOP_LOSS
long,2017-04-18 11:10:00+05:30,2017-04-18 11:50:00+05:30,9210.45,9206.951634420711,9206.951634420711,9222.694279527514,-3.5,STOP_LOSS
short,2017-04-18 14:05:00+05:30,2017-04-18 14:35:00+05:30,9167.4,9147.87180479291,9172.979484344882,9147.87180479291,19.53,TAKE_PROFIT
short,2017-04-19 09:30:00+05:30,2017-04-19 15:15:00+05:30,9108.25,9103.9,9118.609283196753,9071.992508811367,4.35,EOD_EXIT
long,2017-04-20 09:40:00+05:30,2017-04-20 12:05:00+05:30,9115.0,9139.852258545257,9107.899354701356,9139.852258545257,24.85,TAKE_PROFIT
long,2017-04-21 10:05:00+05:30,2017-04-21 10:25:00+05:30,9158.5,9152.482028045368,9152.482028045368,9179.562901841213,-6.02,STOP_LOSS
short,2017-04-21 13:35:00+05:30,2017-04-21 14:55:00+05:30,9113.4,9119.697316160908,9119.697316160908,9091.359393436824,-6.3,STOP_LOSS
long,2017-04-24 10:25:00+05:30,2017-04-24 11:50:00+05:30,9157.2,9174.834791419655,9152.161488165813,9174.834791419655,17.63,TAKE_PROFIT
long,2017-04-24 13:00:00+05:30,2017-04-24 13:20:00+05:30,9193.25,9206.410379468107,9189.48989158054,9206.410379468107,13.16,TAKE_PROFIT
long,2017-04-24 13:55:00+05:30,2017-04-24 14:25:00+05:30,9211.2,9207.46404666215,9207.46404666215,9224.275836682482,-3.74,STOP_LOSS
long,2017-04-25 10:25:00+05:30,2017-04-25 11:30:00+05:30,9257.9,9275.262456032766,9252.939298276351,9275.262456032766,17.36,TAKE_PROFIT
long,2017-04-25 14:45:00+05:30,2017-04-25 15:15:00+05:30,9296.3,9307.85,9292.3739187117,9310.041284509047,11.55,EOD_EXIT
long,2017-04-26 10:50:00+05:30,2017-04-26 12:55:00+05:30,9348.75,9343.704577799132,9343.704577799132,9366.408977703037,-5.05,STOP_LOSS
long,2017-04-27 13:55:00+05:30,2017-04-27 14:25:00+05:30,9357.2,9352.348802267807,9352.348802267807,9374.179192062682,-4.85,STOP_LOSS
short,2017-04-28 10:25:00+05:30,2017-04-28 13:35:00+05:30,9304.35,9309.970437225638,9309.970437225638,9284.678469710268,-5.62,STOP_LOSS
long,2017-05-02 10:15:00+05:30,2017-05-02 10:30:00+05:30,9340.95,9335.964825362562,9335.964825362562,9358.398111231036,-4.99,STOP_LOSS
short,2017-05-02 11:45:00+05:30,2017-05-02 12:15:00+05:30,9289.5,9296.230285968306,9296.230285968306,9265.943999110932,-6.73,STOP_LOSS
long,2017-05-02 13:40:00+05:30,2017-05-02 13:50:00+05:30,9314.45,9309.905752560051,9309.905752560051,9330.354866039828,-4.54,STOP_LOSS
long,2017-05-03 09:40:00+05:30,2017-05-03 09:45:00+05:30,9326.35,9319.951793592369,9319.951793592369,9348.743722426709,-6.4,STOP_LOSS
long,2017-05-03 10:05:00+05:30,2017-05-03 11:15:00+05:30,9327.4,9321.34655999775,9321.34655999775,9348.587040007875,-6.05,STOP_LOSS
long,2017-05-04 10:05:00+05:30,2017-05-04 11:40:00+05:30,9345.6,9339.603489748366,9339.603489748366,9366.587785880723,-6.0,STOP_LOSS
long,2017-05-04 14:15:00+05:30,2017-05-04 15:15:00+05:30,9354.3,9362.25,9350.226358863103,9368.557743979138,7.95,EOD_EXIT
short,2017-05-05 10:10:00+05:30,2017-05-05 11:50:00+05:30,9324.2,9303.368570255474,9330.151837069865,9303.368570255474,20.83,TAKE_PROFIT
