direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,pnl,exit_reason
long,2015-05-29 11:45:00+05:30,2015-05-29 12:40:00+05:30,8410.3,8404.399471236202,8404.399471236202,8430.951850673287,-5.9,STOP_LOSS
long,2015-06-01 09:50:00+05:30,2015-06-01 15:15:00+05:30,8433.45,8433.3,8423.835849673973,8467.099526141095,-0.15,EOD_EXIT
short,2015-06-02 10:10:00+05:30,2015-06-02 11:00:00+05:30,8395.75,8366.409203771245,8404.133084636787,8366.409203771245,29.34,TAKE_PROFIT
short,2015-06-02 11:55:00+05:30,2015-06-02 12:05:00+05:30,8331.75,8342.951744912507,8342.951744912507,8292.543892806227,-11.2,STOP_LOSS
short,2015-06-02 13:30:00+05:30,2015-06-02 14:10:00+05:30,8312.6,8282.843364566095,8321.10189583826,8282.843364566095,29.76,TAKE_PROFIT
short,2015-06-03 10:40:00+05:30,2015-06-03 10:55:00+05:30,8180.35,8189.061453243056,8189.061453243056,8149.859913649305,-8.71,STOP_LOSS
short,2015-06-03 12:25:00+05:30,2015-06-03 13:00:00+05:30,8126.3,8139.200089639863,8139.200089639863,8081.149686260479,-12.9,STOP_LOSS
short,2015-06-03 14:20:00+05:30,2015-06-03 15:00:00+05:30,8124.7,8133.879653713849,8133.879653713849,8092.571212001529,-9.18,STOP_LOSS
short,2015-06-04 13:55:00+05:30,2015-06-04 14:20:00+05:30,8079.8,8087.4984643911575,8087.4984643911575,8052.855374630949,-7.7,STOP_LOSS
long,2015-06-05 12:35:00+05:30,2015-06-05 14:50:00+05:30,8150.25,8140.296949943833,8140.296949943833,8185.085675196583,-9.95,STOP_LOSS
