direction,entry_path,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,exit_reason,entry_idx,exit_idx
short,B,2025-05-14 12:50:00+05:30,2025-05-14 13:00:00+05:30,24573.95,24595.270163704303,24595.270163704303,24595.270163704303,False,-21.32,19.8,59.75,STOP_LOSS,7993,7995
short,B,2025-05-15 09:40:00+05:30,2025-05-15 10:30:00+05:30,24546.9,24571.794432632018,24571.794432632018,24571.794432632018,False,-24.89,52.45,80.35,STOP_LOSS,8030,8040
long,B,2025-05-15 13:05:00+05:30,2025-05-15 14:30:00+05:30,24814.95,25080.94719760041,24749.630882283756,25080.94719760041,True,266.0,301.3,1.05,TRAIL_SL,8071,8088
short,A,2025-05-20 10:10:00+05:30,2025-05-20 10:35:00+05:30,24899.4,24920.26796955756,24920.26796955756,24920.26796955756,False,-20.87,20.4,32.6,STOP_LOSS,8261,8266
short,B,2025-05-21 12:10:00+05:30,2025-05-21 12:20:00+05:30,24733.45,24756.914930788957,24756.914930788957,24756.914930788957,False,-23.46,48.1,33.95,STOP_LOSS,8360,8362
short,A,2025-05-21 12:30:00+05:30,2025-05-21 12:35:00+05:30,24766.55,24794.5712022373,24794.5712022373,24794.5712022373,False,-28.02,3.55,41.95,STOP_LOSS,8364,8365
short,A,2025-05-22 09:55:00+05:30,2025-05-22 13:10:00+05:30,24629.65,24524.55757265524,24664.638271114392,24524.55757265524,True,105.09,120.55,2.05,TRAIL_SL,8408,8447
long,A,2025-05-23 11:35:00+05:30,2025-05-23 11:45:00+05:30,24869.2,24837.284161334297,24837.284161334297,24837.284161334297,False,-31.92,3.7,64.9,STOP_LOSS,8503,8505
long,B,2025-05-26 09:45:00+05:30,2025-05-26 10:15:00+05:30,25063.05,25022.692011734845,25022.692011734845,25022.692011734845,False,-40.36,10.85,48.8,STOP_LOSS,8556,8562
short,B,2025-05-27 09:45:00+05:30,2025-05-27 11:00:00+05:30,24782.3,24814.342008940035,24814.342008940035,24814.342008940035,False,-32.04,44.6,90.7,STOP_LOSS,8631,8646
short,A,2025-05-27 13:25:00+05:30,2025-05-27 14:30:00+05:30,24824.85,24743.93037610799,24850.41458086869,24743.93037610799,True,80.92,120.75,47.0,TRAIL_SL,8675,8688
short,A,2025-06-02 09:55:00+05:30,2025-06-02 10:35:00+05:30,24598.05,24623.4974931097,24623.4974931097,24623.4974931097,False,-25.45,43.85,30.4,STOP_LOSS,8933,8941
short,A,2025-06-03 09:35:00+05:30,2025-06-03 10:20:00+05:30,24674.15,24709.674649175635,24709.674649175635,24709.674649175635,False,-35.52,55.0,92.3,STOP_LOSS,9004,9013
long,B,2025-06-05 09:40:00+05:30,2025-06-05 10:45:00+05:30,24747.15,24714.403590536822,24714.403590536822,24714.403590536822,False,-32.75,14.35,45.35,STOP_LOSS,9155,9168
long,B,2025-06-05 12:05:00+05:30,2025-06-05 12:15:00+05:30,24818.6,24852.75257470167,24790.85824931155,24852.75257470167,True,34.15,81.25,3.4,TRAIL_SL,9184,9186
long,B,2025-06-05 12:15:00+05:30,2025-06-05 12:30:00+05:30,24852.4,24815.692462816234,24815.692462816234,24815.692462816234,False,-36.71,8.0,48.75,STOP_LOSS,9186,9189
