datetime,Open,High,Low,Close,Volume
28-07-2025 11:45,24800.15,24818.4,24791.75,24818.4,0
28-07-2025 12:00,24818.4,24820.4,24778.95,24782.8,0
28-07-2025 12:15,24782.55,24795.25,24772.15,24794,0
28-07-2025 12:30,24793.75,24798.35,24771.25,24771.75,0
28-07-2025 12:45,24771.8,24774.45,24715.15,24733.45,0
28-07-2025 13:00,24734.6,24735.45,24701,24707.6,0
28-07-2025 13:15,24707.45,24714.1,24685.05,24686.75,0
28-07-2025 13:30,24687.4,24696.6,24661.1,24668.4,0
28-07-2025 13:45,24668.8,24698.95,24663.85,24676.65,0
28-07-2025 14:00,24675.95,24687.4,24646.6,24675.05,0
28-07-2025 14:15,24676.9,24693.55,24672.2,24672.7,0
28-07-2025 14:30,24671.9,24705.85,24670.2,24703.75,0
28-07-2025 14:45,24703.25,24704.2,24677.75,24700.7,0
28-07-2025 15:00,24701.95,24703.75,24672.2,24679.75,0
28-07-2025 15:15,24679.75,24687.85,24669.6,24673.95,0
29-07-2025 09:15,24609.65,24712.15,24598.6,24710.4,0
29-07-2025 09:30,24710,24712.6,24668.8,24694.2,0
29-07-2025 09:45,24694.85,24727.15,24682.9,24697.25,0
29-07-2025 10:00,24694.7,24717.25,24663.85,24664.55,0
29-07-2025 10:15,24665.15,24670.9,24628.05,24632.9,0
29-07-2025 10:30,24633.1,24649.8,24631.85,24642.6,0
29-07-2025 10:45,24642.2,24645.65,24614.3,24645.25,0
29-07-2025 11:00,24645.05,24660.25,24635.45,24658.6,0
29-07-2025 11:15,24658.65,24698.45,24658.65,24683.65,0
29-07-2025 11:30,24683.95,24705.45,24672.1,24675.3,0
29-07-2025 11:45,24676.95,24688.8,24665.8,24673.25,0
29-07-2025 12:00,24672.9,24702.15,24662.95,24695.05,0
29-07-2025 12:15,24695.05,24707.4,24685.65,24696.65,0
29-07-2025 12:30,24696.55,24715.9,24683.7,24697.95,0
29-07-2025 12:45,24698.15,24714.45,24694.9,24708.55,0
29-07-2025 13:00,24709.05,24738,24702.95,24734.7,0
29-07-2025 13:15,24734.7,24742.7,24727.2,24734.95,0
29-07-2025 13:30,24735,24765.45,24734.45,24758.85,0
29-07-2025 13:45,24758.5,24796.1,24757.75,24785,0
29-07-2025 14:00,24785.2,24810.3,24784.95,24798.35,0
29-07-2025 14:15,24799.15,24820.3,24794.25,24820.3,0
29-07-2025 14:30,24819.1,24828.15,24772.7,24791.8,0
29-07-2025 14:45,24792.35,24803.55,24771.8,24793.05,0
29-07-2025 15:00,24794.35,24823.65,24771.7,24813.45,0
29-07-2025 15:15,24813.45,24847.15,24813.45,24830.4,0
30-07-2025 09:15,24890.4,24892.05,24813.9,24833.2,0
30-07-2025 09:30,24832.65,24879.95,24831.95,24877.2,0
30-07-2025 09:45,24876.65,24877.05,24814.95,24839.35,0
30-07-2025 10:00,24839.35,24848.55,24830.65,24843.05,0
30-07-2025 10:15,24843.45,24858.75,24810.15,24810.95,0
30-07-2025 10:30,24810.95,24826.85,24786.4,24799.05,0
30-07-2025 10:45,24799.55,24822.8,24771.95,24817.2,0
30-07-2025 11:00,24817.25,24847.85,24809.3,24846.5,0
30-07-2025 11:15,24847.3,24902.3,24847.3,24898.7,0
30-07-2025 11:30,24898.5,24898.5,24840.9,24869.65,0
30-07-2025 11:45,24868.7,24884.2,24859.55,24876.3,0
30-07-2025 12:00,24876.95,24877.65,24850.1,24851.85,0
30-07-2025 12:15,24851.85,24874.6,24849.6,24867.25,0
