direction,entry_time,exit_time,entry_price,exit_price,stop_loss_at_exit,pnl,exit_reason
long,2018-01-04 14:10:00+05:30,2018-01-04 15:15:00+05:30,10485.0,10505.3,10475.427523523344,20.3,EOD_EXIT
long,2018-01-05 10:25:00+05:30,2018-01-05 11:30:00+05:30,10549.5,10540.83210599129,10540.83210599129,-8.67,STOP_LOSS
long,2018-01-08 10:45:00+05:30,2018-01-08 13:25:00+05:30,10614.35,10607.9489946661,10607.9489946661,-6.4,STOP_LOSS
short,2018-01-10 12:05:00+05:30,2018-01-10 13:00:00+05:30,10606.0,10611.990954110735,10611.990954110735,-5.99,STOP_LOSS
long,2018-01-11 13:30:00+05:30,2018-01-11 14:40:00+05:30,10655.05,10647.69442922802,10647.69442922802,-7.36,STOP_LOSS
long,2018-01-12 10:05:00+05:30,2018-01-12 12:10:00+05:30,10679.9,10670.734792810266,10670.734792810266,-9.17,STOP_LOSS
short,2018-01-12 13:10:00+05:30,2018-01-12 13:30:00+05:30,10630.05,10639.811480921158,10639.811480921158,-9.76,STOP_LOSS
long,2018-01-12 14:50:00+05:30,2018-01-12 15:15:00+05:30,10666.3,10681.55,10656.633278960988,15.25,EOD_EXIT
short,2018-01-16 11:15:00+05:30,2018-01-16 11:35:00+05:30,10726.35,10733.694037664358,10733.694037664358,-7.34,STOP_LOSS
short,2018-01-16 14:15:00+05:30,2018-01-16 14:30:00+05:30,10708.3,10716.8994394123,10716.8994394123,-8.6,STOP_LOSS
long,2018-01-17 10:45:00+05:30,2018-01-18 09:55:00+05:30,10730.9,10872.776674749113,10872.776674749113,141.88,TRAIL_SL
long,2018-01-18 10:15:00+05:30,2018-01-18 14:20:00+05:30,10864.25,10850.657189839423,10850.657189839423,-13.59,STOP_LOSS
long,2018-01-22 14:20:00+05:30,2018-01-22 15:15:00+05:30,10932.55,10967.45,10921.15322306135,34.9,EOD_EXIT
long,2018-01-23 11:10:00+05:30,2018-01-23 15:15:00+05:30,11045.3,11089.6,11036.727173445775,44.3,EOD_EXIT
short,2018-01-25 11:25:00+05:30,2018-01-25 13:40:00+05:30,11064.15,11022.191924275481,11022.191924275481,41.96,TRAIL_SL
short,2018-01-25 13:45:00+05:30,2018-01-25 13:50:00+05:30,11030.85,11039.211717641938,11039.211717641938,-8.36,STOP_LOSS
long,2018-01-29 10:40:00+05:30,2018-01-29 14:20:00+05:30,11146.15,11134.268957133674,11134.268957133674,-11.88,STOP_LOSS
short,2018-01-30 10:40:00+05:30,2018-01-30 13:40:00+05:30,11055.95,11064.146212456231,11064.146212456231,-8.2,STOP_LOSS
short,2018-01-31 11:15:00+05:30,2018-01-31 15:00:00+05:30,11023.3,11029.878278756127,11029.878278756127,-6.58,STOP_LOSS
short,2018-02-01 12:55:00+05:30,2018-02-01 13:10:00+05:30,10996.35,11031.205436882929,11031.205436882929,-34.86,STOP_LOSS
short,2018-02-02 11:00:00+05:30,2018-02-02 14:45:00+05:30,10872.6,10791.52901684528,10791.52901684528,81.07,TRAIL_SL
short,2018-02-05 10:45:00+05:30,2018-02-05 11:15:00+05:30,10651.45,10664.26772168587,10664.26772168587,-12.82,STOP_LOSS
short,2018-02-05 14:15:00+05:30,2018-02-05 14:50:00+05:30,10647.55,10658.158471576487,10658.158471576487,-10.61,STOP_LOSS
short,2018-02-06 10:45:00+05:30,2018-02-06 11:10:00+05:30,10350.25,10368.349686680938,10368.349686680938,-18.1,STOP_LOSS
short,2018-02-06 11:25:00+05:30,2018-02-06 12:35:00+05:30,10364.15,10376.308371951374,10376.308371951374,-12.16,STOP_LOSS
short,2018-02-07 11:40:00+05:30,2018-02-07 12:40:00+05:30,10506.0,10516.327313459084,10516.327313459084,-10.33,STOP_LOSS
long,2018-02-08 11:00:00+05:30,2018-02-08 14:20:00+05:30,10591.05,10575.212513539309,10575.212513539309,-15.84,STOP_LOSS
short,2018-02-09 10:05:00+05:30,2018-02-09 12:50:00+05:30,10440.15,10456.149781068409,10456.149781068409,-16.0,STOP_LOSS
long,2018-02-15 10:45:00+05:30,2018-02-15 11:25:00+05:30,10575.9,10562.958497462148,10562.958497462148,-12.94,STOP_LOSS
long,2018-02-15 13:00:00+05:30,2018-02-15 13:10:00+05:30,10593.2,10580.018353519301,10580.018353519301,-13.18,STOP_LOSS
long,2018-02-16 09:50:00+05:30,2018-02-16 10:05:00+05:30,10584.05,10567.954271620394,10567.954271620394,-16.1,STOP_LOSS
short,2018-02-16 12:05:00+05:30,2018-02-16 13:20:00+05:30,10510.6,10520.339694310658,10520.339694310658,-9.74,STOP_LOSS
short,2018-02-16 14:05:00+05:30,2018-02-16 15:15:00+05:30,10479.15,10460.7,10489.387858586442,18.45,EOD_EXIT
short,2018-02-19 10:15:00+05:30,2018-02-19 10:45:00+05:30,10401.85,10414.65477519217,10414.65477519217,-12.8,STOP_LOSS
short,2018-02-19 11:30:00+05:30,2018-02-19 12:55:00+05:30,10393.95,10331.629038244513,10331.629038244513,62.32,TRAIL_SL
short,2018-02-19 13:20:00+05:30,2018-02-19 14:40:00+05:30,10339.9,10350.009268985454,10350.009268985454,-10.11,STOP_LOSS
short,2018-02-21 09:50:00+05:30,2018-02-21 11:45:00+05:30,10369.8,10382.19292896144,10382.19292896144,-12.39,STOP_LOSS
short,2018-02-22 09:50:00+05:30,2018-02-22 13:40:00+05:30,10360.75,10370.227967949606,10370.227967949606,-9.48,STOP_LOSS
long,2018-02-23 10:10:00+05:30,2018-02-23 11:55:00+05:30,10415.9,10467.919000729267,10467.919000729267,52.02,TRAIL_SL
long,2018-02-23 12:45:00+05:30,2018-02-23 15:15:00+05:30,10468.65,10494.75,10458.985077175263,26.1,EOD_EXIT
long,2018-02-26 10:40:00+05:30,2018-02-26 15:15:00+05:30,10561.45,10580.45,10550.411844800381,19.0,EOD_EXIT
short,2018-02-28 10:20:00+05:30,2018-02-28 10:55:00+05:30,10495.4,10503.470857196635,10503.470857196635,-8.07,STOP_LOSS
short,2018-02-28 13:55:00+05:30,2018-02-28 14:05:00+05:30,10479.2,10485.429261967327,10485.429261967327,-6.23,STOP_LOSS
short,2018-03-05 11:05:00+05:30,2018-03-05 14:10:00+05:30,10355.8,10361.765356765949,10361.765356765949,-5.97,STOP_LOSS
short,2018-03-07 10:00:00+05:30,2018-03-07 11:50:00+05:30,10227.2,10172.168985679069,10172.168985679069,55.03,TRAIL_SL
short,2018-03-07 12:15:00+05:30,2018-03-07 13:45:00+05:30,10179.45,10188.285319171096,10188.285319171096,-8.84,STOP_LOSS
short,2018-03-08 10:45:00+05:30,2018-03-08 10:50:00+05:30,10165.2,10174.545444912443,10174.545444912443,-9.35,STOP_LOSS
long,2018-03-09 10:35:00+05:30,2018-03-09 10:50:00+05:30,10281.1,10267.785997489413,10267.785997489413,-13.31,STOP_LOSS
long,2018-03-12 11:00:00+05:30,2018-03-12 11:25:00+05:30,10328.7,10318.428066435683,10318.428066435683,-10.27,STOP_LOSS
long,2018-03-12 14:00:00+05:30,2018-03-13 09:25:00+05:30,10354.35,10429.529260257952,10429.529260257952,75.18,TRAIL_SL
long,2018-03-13 10:50:00+05:30,2018-03-13 11:30:00+05:30,10461.8,10449.386037796028,10449.386037796028,-12.41,STOP_LOSS
short,2018-03-14 10:05:00+05:30,2018-03-14 12:30:00+05:30,10387.15,10347.897649533861,10347.897649533861,39.25,TRAIL_SL
short,2018-03-14 12:40:00+05:30,2018-03-14 12:50:00+05:30,10351.95,10358.78464687251,10358.78464687251,-6.83,STOP_LOSS
short,2018-03-16 10:50:00+05:30,2018-03-16 12:20:00+05:30,10305.65,10264.427416310175,10264.427416310175,41.22,TRAIL_SL
short,2018-03-16 13:30:00+05:30,2018-03-16 14:55:00+05:30,10261.85,10203.991957289969,10203.991957289969,57.86,TRAIL_SL
short,2018-03-19 11:05:00+05:30,2018-03-19 13:20:00+05:30,10163.75,10120.092059929933,10120.092059929933,43.66,TRAIL_SL
short,2018-03-19 13:25:00+05:30,2018-03-19 13:30:00+05:30,10122.65,10128.771483794044,10128.771483794044,-6.12,STOP_LOSS
short,2018-03-20 14:05:00+05:30,2018-03-20 14:30:00+05:30,10116.1,10125.216626673227,10125.216626673227,-9.12,STOP_LOSS
long,2018-03-21 11:15:00+05:30,2018-03-21 11:25:00+05:30,10220.95,10213.600658775431,10213.600658775431,-7.35,STOP_LOSS
long,2018-03-22 10:00:00+05:30,2018-03-22 11:20:00+05:30,10184.55,10170.419935696971,10170.419935696971,-14.13,STOP_LOSS
short,2018-03-22 12:15:00+05:30,2018-03-23 09:45:00+05:30,10153.6,9986.388821126191,9986.388821126191,167.21,TRAIL_SL
long,2018-03-27 09:50:00+05:30,2018-03-27 11:25:00+05:30,10175.9,10158.23505357558,10158.23505357558,-17.66,STOP_LOSS
short,2018-03-28 10:20:00+05:30,2018-03-28 11:30:00+05:30,10128.45,10135.67240990038,10135.67240990038,-7.22,STOP_LOSS
short,2018-04-04 14:20:00+05:30,2018-04-04 15:15:00+05:30,10150.7,10130.8,10161.906012853315,19.9,EOD_EXIT
long,2018-04-05 10:45:00+05:30,2018-04-06 09:20:00+05:30,10266.4,10322.88324824231,10322.88324824231,56.48,TRAIL_SL
long,2018-04-09 10:15:00+05:30,2018-04-09 15:15:00+05:30,10375.65,10373.55,10364.64794326175,-2.1,EOD_EXIT
short,2018-04-11 10:15:00+05:30,2018-04-11 11:05:00+05:30,10373.1,10380.8119370194,10380.8119370194,-7.71,STOP_LOSS
long,2018-04-11 13:50:00+05:30,2018-04-11 15:15:00+05:30,10405.95,10418.25,10397.574524900736,12.3,EOD_EXIT
long,2018-04-12 14:00:00+05:30,2018-04-12 14:25:00+05:30,10457.7,10447.978298622644,10447.978298622644,-9.72,STOP_LOSS
long,2018-04-17 10:40:00+05:30,2018-04-17 11:05:00+05:30,10545.05,10536.814959067668,10536.814959067668,-8.24,STOP_LOSS
long,2018-04-23 11:05:00+05:30,2018-04-23 15:05:00+05:30,10603.9,10591.808500820733,10591.808500820733,-12.09,STOP_LOSS
short,2018-04-25 10:25:00+05:30,2018-04-25 13:10:00+05:30,10590.75,10597.263426847818,10597.263426847818,-6.51,STOP_LOSS
short,2018-04-25 14:40:00+05:30,2018-04-25 14:55:00+05:30,10556.75,10566.233722884777,10566.233722884777,-9.48,STOP_LOSS
long,2018-04-27 10:20:00+05:30,2018-04-27 15:15:00+05:30,10687.45,10693.0,10673.719719354443,5.55,EOD_EXIT
long,2018-04-30 10:05:00+05:30,2018-04-30 15:15:00+05:30,10733.65,10736.75,10720.560295243291,3.1,EOD_EXIT
short,2018-05-02 10:25:00+05:30,2018-05-02 10:45:00+05:30,10728.65,10735.33725180987,10735.33725180987,-6.69,STOP_LOSS
short,2018-05-02 14:30:00+05:30,2018-05-02 15:15:00+05:30,10736.7,10725.8,10745.558887234502,10.9,EOD_EXIT
short,2018-05-03 10:50:00+05:30,2018-05-03 12:45:00+05:30,10671.2,10677.976777177375,10677.976777177375,-6.78,STOP_LOSS
short,2018-05-04 10:15:00+05:30,2018-05-04 15:15:00+05:30,10645.8,10620.2,10653.76494868063,25.6,EOD_EXIT
long,2018-05-08 10:00:00+05:30,2018-05-08 12:55:00+05:30,10725.95,10713.050228851167,10713.050228851167,-12.9,STOP_LOSS
long,2018-05-09 13:45:00+05:30,2018-05-09 14:55:00+05:30,10751.75,10742.582709253755,10742.582709253755,-9.17,STOP_LOSS
long,2018-05-10 09:55:00+05:30,2018-05-10 10:00:00+05:30,10768.2,10757.627732854782,10757.627732854782,-10.57,STOP_LOSS
long,2018-05-14 10:05:00+05:30,2018-05-14 11:30:00+05:30,10822.65,10813.503079819566,10813.503079819566,-9.15,STOP_LOSS
short,2018-05-14 13:45:00+05:30,2018-05-14 14:05:00+05:30,10784.65,10789.203353570505,10789.203353570505,-4.55,STOP_LOSS
long,2018-05-15 10:30:00+05:30,2018-05-15 12:00:00+05:30,10900.05,10881.130641352567,10881.130641352567,-18.92,STOP_LOSS
short,2018-05-16 10:50:00+05:30,2018-05-16 11:05:00+05:30,10721.35,10728.584697943168,10728.584697943168,-7.23,STOP_LOSS
short,2018-05-17 10:20:00+05:30,2018-05-17 15:25:00+05:30,10733.15,10674.525345407788,10674.525345407788,58.62,TRAIL_SL
short,2018-05-18 09:50:00+05:30,2018-05-18 10:55:00+05:30,10652.5,10661.931382316925,10661.931382316925,-9.43,STOP_LOSS
short,2018-05-18 13:30:00+05:30,2018-05-18 14:30:00+05:30,10622.95,10629.324265442572,10629.324265442572,-6.37,STOP_LOSS
short,2018-05-21 10:20:00+05:30,2018-05-21 12:30:00+05:30,10588.4,10536.942258782683,10536.942258782683,51.46,TRAIL_SL
short,2018-05-21 12:30:00+05:30,2018-05-21 15:15:00+05:30,10542.85,10514.9,10548.622342968187,27.95,EOD_EXIT
short,2018-05-23 10:20:00+05:30,2018-05-23 11:55:00+05:30,10502.7,10510.950057236416,10510.950057236416,-8.25,STOP_LOSS
long,2018-05-25 10:05:00+05:30,2018-05-25 14:15:00+05:30,10555.45,10612.608616610369,10612.608616610369,57.16,TRAIL_SL
long,2018-05-28 10:55:00+05:30,2018-05-28 11:40:00+05:30,10676.05,10667.231963348924,10667.231963348924,-8.82,STOP_LOSS
short,2018-05-29 13:35:00+05:30,2018-05-29 14:40:00+05:30,10663.05,10624.84175077307,10624.84175077307,38.21,TRAIL_SL
short,2018-05-30 09:45:00+05:30,2018-05-30 12:30:00+05:30,10590.85,10601.680197734417,10601.680197734417,-10.83,STOP_LOSS
long,2018-05-31 11:15:00+05:30,2018-06-01 09:55:00+05:30,10646.65,10753.959707028316,10753.959707028316,107.31,TRAIL_SL
long,2018-06-01 10:10:00+05:30,2018-06-01 10:30:00+05:30,10753.55,10738.861424715493,10738.861424715493,-14.69,STOP_LOSS
short,2018-06-04 10:10:00+05:30,2018-06-04 10:25:00+05:30,10678.8,10692.20464707079,10692.20464707079,-13.4,STOP_LOSS
short,2018-06-04 10:40:00+05:30,2018-06-04 12:20:00+05:30,10683.85,10694.996775890095,10694.996775890095,-11.15,STOP_LOSS
short,2018-06-04 14:25:00+05:30,2018-06-04 15:15:00+05:30,10647.45,10634.7,10656.282249808284,12.75,EOD_EXIT
long,2018-06-06 14:10:00+05:30,2018-06-06 14:30:00+05:30,10665.7,10657.759488694435,10657.759488694435,-7.94,STOP_LOSS
long,2018-06-07 11:15:00+05:30,2018-06-07 15:15:00+05:30,10777.75,10770.45,10769.682248516185,-7.3,EOD_EXIT
short,2018-06-08 09:50:00+05:30,2018-06-08 14:35:00+05:30,10743.25,10751.902829165381,10751.902829165381,-8.65,STOP_LOSS
long,2018-06-11 10:20:00+05:30,2018-06-11 11:10:00+05:30,10820.65,10808.94563240616,10808.94563240616,-11.7,STOP_LOSS
long,2018-06-11 13:35:00+05:30,2018-06-11 14:15:00+05:30,10842.85,10836.169222576867,10836.169222576867,-6.68,STOP_LOSS
long,2018-06-13 11:20:00+05:30,2018-06-13 12:15:00+05:30,10872.8,10865.623516517186,10865.623516517186,-7.18,STOP_LOSS
short,2018-06-14 10:45:00+05:30,2018-06-14 13:45:00+05:30,10795.7,10801.356180488985,10801.356180488985,-5.66,STOP_LOSS
short,2018-06-15 13:40:00+05:30,2018-06-15 14:25:00+05:30,10772.65,10780.007725207066,10780.007725207066,-7.36,STOP_LOSS
short,2018-06-19 10:10:00+05:30,2018-06-19 13:05:00+05:30,10760.25,10715.043974840415,10715.043974840415,45.21,TRAIL_SL
long,2018-06-25 09:55:00+05:30,2018-06-25 10:10:00+05:30,10817.0,10804.101763204291,10804.101763204291,-12.9,STOP_LOSS
short,2018-06-27 14:40:00+05:30,2018-06-27 14:55:00+05:30,10671.9,10680.98657915294,10680.98657915294,-9.09,STOP_LOSS
short,2018-06-28 09:45:00+05:30,2018-06-28 10:05:00+05:30,10652.35,10662.249208341718,10662.249208341718,-9.9,STOP_LOSS
short,2018-07-02 10:45:00+05:30,2018-07-02 14:05:00+05:30,10647.7,10655.107001521072,10655.107001521072,-7.41,STOP_LOSS
long,2018-07-03 11:35:00+05:30,2018-07-03 13:30:00+05:30,10692.5,10680.849167276278,10680.849167276278,-11.65,STOP_LOSS
long,2018-07-04 13:45:00+05:30,2018-07-04 15:15:00+05:30,10735.8,10770.45,10727.122638460125,34.65,EOD_EXIT
long,2018-07-06 11:25:00+05:30,2018-07-06 11:45:00+05:30,10803.1,10794.60916907593,10794.60916907593,-8.49,STOP_LOSS
long,2018-07-09 10:05:00+05:30,2018-07-09 15:15:00+05:30,10820.9,10855.35,10808.762287221103,34.45,EOD_EXIT
long,2018-07-10 10:30:00+05:30,2018-07-10 15:15:00+05:30,10907.65,10953.25,10898.515698624675,45.6,EOD_EXIT
long,2018-07-11 09:50:00+05:30,2018-07-11 11:10:00+05:30,10952.65,10939.820806241423,10939.820806241423,-12.83,STOP_LOSS
long,2018-07-12 10:45:00+05:30,2018-07-12 15:15:00+05:30,11031.7,11020.939458071558,11020.939458071558,-10.76,STOP_LOSS
long,2018-07-13 10:00:00+05:30,2018-07-13 10:05:00+05:30,11056.0,11040.898236514935,11040.898236514935,-15.1,STOP_LOSS
short,2018-07-13 11:00:00+05:30,2018-07-13 11:20:00+05:30,11017.35,11026.567996159696,11026.567996159696,-9.22,STOP_LOSS
short,2018-07-13 14:30:00+05:30,2018-07-13 15:15:00+05:30,11020.45,11020.55,11026.630627516672,-0.1,EOD_EXIT
short,2018-07-16 10:00:00+05:30,2018-07-16 10:05:00+05:30,10997.7,11007.293810772102,11007.293810772102,-9.59,STOP_LOSS
long,2018-07-18 10:20:00+05:30,2018-07-18 12:10:00+05:30,11050.45,11039.367085196858,11039.367085196858,-11.08,STOP_LOSS
short,2018-07-18 12:50:00+05:30,2018-07-18 13:05:00+05:30,10999.95,11012.3803745713,11012.3803745713,-12.43,STOP_LOSS
short,2018-07-18 13:10:00+05:30,2018-07-18 15:15:00+05:30,11004.35,10985.8,11015.785517592709,18.55,EOD_EXIT
short,2018-07-19 14:05:00+05:30,2018-07-19 14:15:00+05:30,10953.85,10961.33706943714,10961.33706943714,-7.49,STOP_LOSS
long,2018-07-24 11:10:00+05:30,2018-07-24 12:20:00+05:30,11133.7,11125.654348132119,11125.654348132119,-8.05,STOP_LOSS
long,2018-07-26 10:40:00+05:30,2018-07-26 13:35:00+05:30,11165.15,11157.041497736112,11157.041497736112,-8.11,STOP_LOSS
long,2018-07-27 10:25:00+05:30,2018-07-27 15:15:00+05:30,11239.4,11277.05,11228.205818849974,37.65,EOD_EXIT
long,2018-07-30 09:55:00+05:30,2018-07-30 10:05:00+05:30,11297.1,11284.8660314506,11284.8660314506,-12.23,STOP_LOSS
long,2018-07-30 14:05:00+05:30,2018-07-30 15:15:00+05:30,11310.75,11317.45,11302.205802115794,6.7,EOD_EXIT
short,2018-07-31 10:45:00+05:30,2018-07-31 11:10:00+05:30,11281.75,11289.549708565315,11289.549708565315,-7.8,STOP_LOSS
long,2018-08-01 10:35:00+05:30,2018-08-01 10:50:00+05:30,11378.05,11368.478496369898,11368.478496369898,-9.57,STOP_LOSS
short,2018-08-02 10:40:00+05:30,2018-08-02 12:20:00+05:30,11286.7,11294.24458726923,11294.24458726923,-7.54,STOP_LOSS
short,2018-08-02 14:45:00+05:30,2018-08-02 15:15:00+05:30,11260.95,11241.95,11266.632913210746,19.0,EOD_EXIT
long,2018-08-06 09:45:00+05:30,2018-08-06 10:05:00+05:30,11405.05,11391.022745004033,11391.022745004033,-14.03,STOP_LOSS
long,2018-08-06 10:20:00+05:30,2018-08-06 14:50:00+05:30,11393.5,11380.960004089693,11380.960004089693,-12.54,STOP_LOSS
long,2018-08-07 13:40:00+05:30,2018-08-07 13:50:00+05:30,11402.7,11394.033007695372,11394.033007695372,-8.67,STOP_LOSS
long,2018-08-09 09:55:00+05:30,2018-08-09 11:00:00+05:30,11469.85,11458.121222124362,11458.121222124362,-11.73,STOP_LOSS
short,2018-08-13 10:30:00+05:30,2018-08-13 10:50:00+05:30,11359.2,11365.30944846709,11365.30944846709,-6.11,STOP_LOSS
long,2018-08-14 13:40:00+05:30,2018-08-14 14:30:00+05:30,11440.95,11433.252376286018,11433.252376286018,-7.7,STOP_LOSS
short,2018-08-16 14:05:00+05:30,2018-08-16 14:10:00+05:30,11401.5,11407.846860527992,11407.846860527992,-6.35,STOP_LOSS
long,2018-08-17 11:15:00+05:30,2018-08-17 12:45:00+05:30,11471.15,11463.497987507766,11463.497987507766,-7.65,STOP_LOSS
long,2018-08-20 10:25:00+05:30,2018-08-20 15:15:00+05:30,11536.75,11549.45,11527.674025903032,12.7,EOD_EXIT
short,2018-08-23 10:50:00+05:30,2018-08-23 11:40:00+05:30,11559.35,11566.39822349193,11566.39822349193,-7.05,STOP_LOSS
short,2018-08-24 10:55:00+05:30,2018-08-24 15:15:00+05:30,11572.95,11557.85,11579.514990717553,15.1,EOD_EXIT
long,2018-08-27 10:55:00+05:30,2018-08-27 15:15:00+05:30,11658.45,11691.3,11652.139167492727,32.85,EOD_EXIT
long,2018-08-28 09:50:00+05:30,2018-08-28 15:15:00+05:30,11717.25,11744.75,11702.917109541499,27.5,EOD_EXIT
short,2018-08-30 10:25:00+05:30,2018-08-30 11:50:00+05:30,11668.8,11674.034685423589,11674.034685423589,-5.23,STOP_LOSS
short,2018-08-31 11:40:00+05:30,2018-08-31 14:05:00+05:30,11659.85,11666.59513418,11666.59513418,-6.75,STOP_LOSS
long,2018-09-03 10:10:00+05:30,2018-09-03 11:25:00+05:30,11709.65,11696.909324837185,11696.909324837185,-12.74,STOP_LOSS
short,2018-09-04 09:50:00+05:30,2018-09-04 10:15:00+05:30,11560.4,11573.225857814992,11573.225857814992,-12.83,STOP_LOSS
short,2018-09-04 10:25:00+05:30,2018-09-04 12:15:00+05:30,11569.35,11579.399291301947,11579.399291301947,-10.05,STOP_LOSS
short,2018-09-04 14:00:00+05:30,2018-09-04 15:15:00+05:30,11546.6,11520.75,11555.666896480005,25.85,EOD_EXIT
short,2018-09-05 10:15:00+05:30,2018-09-05 12:30:00+05:30,11512.45,11447.326982426992,11447.326982426992,65.12,TRAIL_SL
short,2018-09-05 13:25:00+05:30,2018-09-05 14:30:00+05:30,11435.35,11445.233707903893,11445.233707903893,-9.88,STOP_LOSS
short,2018-09-06 13:30:00+05:30,2018-09-06 13:35:00+05:30,11461.45,11469.70746734744,11469.70746734744,-8.26,STOP_LOSS
long,2018-09-07 13:35:00+05:30,2018-09-07 15:15:00+05:30,11564.6,11586.45,11552.56027767323,21.85,EOD_EXIT
short,2018-09-10 11:00:00+05:30,2018-09-10 12:20:00+05:30,11510.2,11465.207923855953,11465.207923855953,44.99,TRAIL_SL
short,2018-09-10 12:35:00+05:30,2018-09-10 13:50:00+05:30,11470.6,11479.12510254938,11479.12510254938,-8.53,STOP_LOSS
short,2018-09-10 14:55:00+05:30,2018-09-10 15:15:00+05:30,11455.0,11443.8,11463.582370900876,11.2,EOD_EXIT
short,2018-09-11 10:45:00+05:30,2018-09-11 11:00:00+05:30,11428.65,11437.075402122287,11437.075402122287,-8.43,STOP_LOSS
short,2018-09-12 10:10:00+05:30,2018-09-12 10:25:00+05:30,11285.85,11301.689179765724,11301.689179765724,-15.84,STOP_LOSS
short,2018-09-12 12:55:00+05:30,2018-09-12 13:05:00+05:30,11270.45,11279.88375859663,11279.88375859663,-9.43,STOP_LOSS
long,2018-09-14 10:55:00+05:30,2018-09-14 11:35:00+05:30,11455.6,11446.13945216789,11446.13945216789,-9.46,STOP_LOSS
long,2018-09-14 13:55:00+05:30,2018-09-14 15:15:00+05:30,11486.3,11518.15,11477.16011873625,31.85,EOD_EXIT
short,2018-09-17 11:20:00+05:30,2018-09-17 11:30:00+05:30,11389.25,11396.677723141353,11396.677723141353,-7.43,STOP_LOSS
short,2018-09-17 13:40:00+05:30,2018-09-17 13:50:00+05:30,11393.75,11401.282677830335,11401.282677830335,-7.53,STOP_LOSS
short,2018-09-18 09:55:00+05:30,2018-09-18 11:50:00+05:30,11378.75,11389.349636715233,11389.349636715233,-10.6,STOP_LOSS
short,2018-09-19 10:10:00+05:30,2018-09-19 10:25:00+05:30,11300.55,11310.409893478129,11310.409893478129,-9.86,STOP_LOSS
short,2018-09-19 13:30:00+05:30,2018-09-19 13:40:00+05:30,11275.05,11284.49256571345,11284.49256571345,-9.44,STOP_LOSS
short,2018-09-19 14:50:00+05:30,2018-09-19 14:55:00+05:30,11235.7,11247.219740790953,11247.219740790953,-11.52,STOP_LOSS
short,2018-09-21 13:20:00+05:30,2018-09-21 14:40:00+05:30,11129.35,11033.387283296475,11033.387283296475,95.96,TRAIL_SL
short,2018-09-21 14:45:00+05:30,2018-09-21 14:55:00+05:30,11069.35,11097.255315334207,11097.255315334207,-27.91,STOP_LOSS
short,2018-09-24 10:15:00+05:30,2018-09-24 12:35:00+05:30,11077.0,10973.081408603242,10973.081408603242,103.92,TRAIL_SL
short,2018-09-24 12:40:00+05:30,2018-09-24 13:10:00+05:30,10997.15,11014.281711410822,11014.281711410822,-17.13,STOP_LOSS
short,2018-09-24 13:40:00+05:30,2018-09-24 14:35:00+05:30,10981.75,10997.954668884011,10997.954668884011,-16.2,STOP_LOSS
short,2018-09-26 13:20:00+05:30,2018-09-26 13:30:00+05:30,11016.6,11027.110818967714,11027.110818967714,-10.51,STOP_LOSS
long,2018-09-27 09:45:00+05:30,2018-09-27 10:30:00+05:30,11062.85,11042.213591970367,11042.213591970367,-20.64,STOP_LOSS
short,2018-09-27 11:25:00+05:30,2018-09-27 13:40:00+05:30,11028.1,10979.168043544338,10979.168043544338,48.93,TRAIL_SL
short,2018-09-27 13:40:00+05:30,2018-09-27 14:00:00+05:30,10985.4,10994.724963580336,10994.724963580336,-9.32,STOP_LOSS
short,2018-09-28 09:55:00+05:30,2018-09-28 10:30:00+05:30,10962.75,10982.500137971725,10982.500137971725,-19.75,STOP_LOSS
short,2018-10-01 09:50:00+05:30,2018-10-01 11:10:00+05:30,10904.9,10859.448600357226,10859.448600357226,45.45,TRAIL_SL
short,2018-10-03 10:50:00+05:30,2018-10-03 11:45:00+05:30,10921.5,10933.90511096053,10933.90511096053,-12.41,STOP_LOSS
short,2018-10-04 10:40:00+05:30,2018-10-04 12:00:00+05:30,10673.35,10609.81793889551,10609.81793889551,63.53,TRAIL_SL
short,2018-10-04 13:25:00+05:30,2018-10-04 14:25:00+05:30,10621.4,10634.367273629721,10634.367273629721,-12.97,STOP_LOSS
short,2018-10-05 10:45:00+05:30,2018-10-05 13:20:00+05:30,10470.75,10420.574016326325,10420.574016326325,50.18,TRAIL_SL
short,2018-10-05 13:30:00+05:30,2018-10-05 14:00:00+05:30,10422.0,10431.708937800577,10431.708937800577,-9.71,STOP_LOSS
short,2018-10-09 11:00:00+05:30,2018-10-09 11:05:00+05:30,10315.05,10329.361478616858,10329.361478616858,-14.31,STOP_LOSS
short,2018-10-09 11:15:00+05:30,2018-10-09 11:25:00+05:30,10318.2,10331.876153635923,10331.876153635923,-13.68,STOP_LOSS
long,2018-10-10 12:40:00+05:30,2018-10-10 12:55:00+05:30,10442.3,10426.576137798582,10426.576137798582,-15.72,STOP_LOSS
long,2018-10-10 13:45:00+05:30,2018-10-10 15:15:00+05:30,10453.6,10458.75,10436.073940326833,5.15,EOD_EXIT
short,2018-10-11 10:30:00+05:30,2018-10-11 11:45:00+05:30,10198.15,10214.372332555515,10214.372332555515,-16.22,STOP_LOSS
long,2018-10-12 10:35:00+05:30,2018-10-12 13:35:00+05:30,10425.2,10476.613207321929,10476.613207321929,51.41,TRAIL_SL
long,2018-10-12 13:35:00+05:30,2018-10-12 13:50:00+05:30,10471.0,10456.75755935801,10456.75755935801,-14.24,STOP_LOSS
