direction,entry_time,exit_time,entry_price,exit_price,peak_profit,pnl,exit_reason
short,2015-02-09 13:45:00+05:30,2015-02-09 15:15:00+05:30,8566.65,8526.25,44.15,40.4,EOD_EXIT
long,2015-02-10 09:50:00+05:30,2015-02-10 12:00:00+05:30,8593.25,8601.1,47.1,7.85,ST_TRAIL
short,2015-02-10 13:30:00+05:30,2015-02-10 14:35:00+05:30,8556.35,8545.6,71.45,10.75,ST_TRAIL
long,2015-02-11 10:10:00+05:30,2015-02-11 11:20:00+05:30,8609.85,8602.45,15.95,-7.4,ST_TRAIL
long,2015-02-11 13:15:00+05:30,2015-02-11 13:30:00+05:30,8644.0,8619.7,0.0,-24.3,ST_TRAIL
long,2015-02-11 14:30:00+05:30,2015-02-11 15:10:00+05:30,8631.95,8624.05,12.8,-7.9,ST_TRAIL
short,2015-02-12 11:25:00+05:30,2015-02-12 13:40:00+05:30,8618.15,8627.75,12.55,-9.6,ST_TRAIL
long,2015-02-12 14:00:00+05:30,2015-02-12 15:15:00+05:30,8640.5,8718.4,81.45,77.9,EOD_EXIT
long,2015-02-13 09:40:00+05:30,2015-02-13 10:55:00+05:30,8760.9,8736.55,3.35,-24.35,ST_TRAIL
long,2015-02-16 10:35:00+05:30,2015-02-16 11:10:00+05:30,8868.5,8846.4,0.0,-22.1,ST_TRAIL
short,2015-02-16 11:25:00+05:30,2015-02-16 13:55:00+05:30,8822.4,8842.3,0.0,-19.9,ST_TRAIL
long,2015-02-18 10:00:00+05:30,2015-02-18 12:10:00+05:30,8848.85,8840.05,11.05,-8.8,ST_TRAIL
long,2015-02-18 13:20:00+05:30,2015-02-18 13:30:00+05:30,8857.9,8837.7,0.0,-20.2,ST_TRAIL
long,2015-02-19 10:15:00+05:30,2015-02-19 10:35:00+05:30,8895.05,8866.5,0.0,-28.55,ST_TRAIL
short,2015-02-19 11:05:00+05:30,2015-02-19 12:45:00+05:30,8812.85,8849.05,0.0,-36.2,ST_TRAIL
short,2015-02-19 13:10:00+05:30,2015-02-19 14:25:00+05:30,8832.4,8826.25,28.1,6.15,ST_TRAIL
short,2015-02-20 09:40:00+05:30,2015-02-20 11:25:00+05:30,8823.95,8863.95,0.0,-40.0,ST_TRAIL
long,2015-02-20 13:25:00+05:30,2015-02-20 13:50:00+05:30,8880.3,8864.5,6.6,-15.8,ST_TRAIL
short,2015-02-23 11:25:00+05:30,2015-02-23 13:30:00+05:30,8841.2,8853.8,8.75,-12.6,ST_TRAIL
short,2015-02-23 14:15:00+05:30,2015-02-23 15:15:00+05:30,8771.4,8741.6,29.8,29.8,EOD_EXIT
short,2015-02-24 11:00:00+05:30,2015-02-24 11:35:00+05:30,8739.2,8766.6,0.0,-27.4,ST_TRAIL
short,2015-02-24 14:20:00+05:30,2015-02-24 15:10:00+05:30,8763.75,8770.1,36.4,-6.35,ST_TRAIL
short,2015-02-25 14:05:00+05:30,2015-02-25 15:15:00+05:30,8785.8,8768.1,31.35,17.7,EOD_EXIT
short,2015-02-26 09:45:00+05:30,2015-02-26 11:15:00+05:30,8742.3,8756.3,5.15,-14.0,ST_TRAIL
long,2015-02-27 13:10:00+05:30,2015-02-27 15:15:00+05:30,8804.55,8840.5,47.0,35.95,EOD_EXIT
long,2015-02-28 09:40:00+05:30,2015-02-28 11:30:00+05:30,8910.65,8886.35,13.0,-24.3,ST_TRAIL
short,2015-02-28 13:20:00+05:30,2015-02-28 14:00:00+05:30,8753.3,8809.05,0.0,-55.75,STOP_LOSS
long,2015-03-02 09:45:00+05:30,2015-03-02 10:50:00+05:30,8960.55,8924.15,10.3,-36.4,ST_TRAIL
long,2015-03-02 14:05:00+05:30,2015-03-02 14:50:00+05:30,8917.45,8920.35,19.55,2.9,ST_TRAIL
long,2015-03-03 10:20:00+05:30,2015-03-03 11:15:00+05:30,8965.55,8942.35,3.75,-23.2,ST_TRAIL
long,2015-03-03 14:30:00+05:30,2015-03-03 15:15:00+05:30,8981.5,8992.5,22.9,11.0,EOD_EXIT
short,2015-03-09 09:40:00+05:30,2015-03-09 13:55:00+05:30,8816.3,8780.7,52.3,35.6,ST_TRAIL
short,2015-03-10 13:20:00+05:30,2015-03-10 15:05:00+05:30,8736.9,8719.2,59.25,17.7,ST_TRAIL
long,2015-03-11 10:05:00+05:30,2015-03-11 10:25:00+05:30,8738.25,8709.95,1.4,-28.3,ST_TRAIL
short,2015-03-11 13:25:00+05:30,2015-03-11 13:40:00+05:30,8696.25,8715.7,0.0,-19.45,ST_TRAIL
long,2015-03-11 14:20:00+05:30,2015-03-11 14:40:00+05:30,8752.3,8722.55,0.0,-29.75,ST_TRAIL
long,2015-03-12 10:50:00+05:30,2015-03-12 12:05:00+05:30,8765.8,8746.0,0.0,-19.8,ST_TRAIL
long,2015-03-12 14:05:00+05:30,2015-03-12 15:15:00+05:30,8766.95,8774.95,13.3,8.0,EOD_EXIT
short,2015-03-13 10:00:00+05:30,2015-03-13 15:15:00+05:30,8791.15,8650.4,152.95,140.75,EOD_EXIT
short,2015-03-16 09:50:00+05:30,2015-03-16 11:40:00+05:30,8624.75,8647.5,0.0,-22.75,ST_TRAIL
long,2015-03-17 10:00:00+05:30,2015-03-17 11:50:00+05:30,8713.3,8714.8,17.5,1.5,ST_TRAIL
short,2015-03-17 13:05:00+05:30,2015-03-17 14:55:00+05:30,8644.6,8674.7,11.75,-30.1,ST_TRAIL
long,2015-03-19 09:40:00+05:30,2015-03-19 10:50:00+05:30,8775.7,8757.8,10.55,-17.9,ST_TRAIL
short,2015-03-19 13:00:00+05:30,2015-03-19 13:20:00+05:30,8737.6,8753.3,1.1,-15.7,ST_TRAIL
