direction,entry_time,exit_time,entry_price,exit_price,peak_profit,pnl,exit_reason
short,2018-03-28 13:15:00+05:30,2018-03-28 13:50:00+05:30,10131.85,10142.75,7.85,-10.9,ST_TRAIL
long,2018-04-02 11:15:00+05:30,2018-04-02 14:35:00+05:30,10163.9,10176.55,26.65,12.65,ST_TRAIL
short,2018-04-03 10:50:00+05:30,2018-04-03 11:50:00+05:30,10183.1,10199.15,9.6,-16.05,ST_TRAIL
long,2018-04-04 09:55:00+05:30,2018-04-04 11:20:00+05:30,10266.35,10255.85,10.65,-10.5,ST_TRAIL
short,2018-04-04 13:00:00+05:30,2018-04-04 15:15:00+05:30,10219.05,10130.8,96.15,88.25,EOD_EXIT
long,2018-04-05 10:05:00+05:30,2018-04-05 15:15:00+05:30,10256.8,10326.05,69.25,69.25,EOD_EXIT
short,2018-04-06 11:05:00+05:30,2018-04-06 11:45:00+05:30,10297.45,10319.15,0.0,-21.7,ST_TRAIL
short,2018-04-06 13:40:00+05:30,2018-04-06 14:15:00+05:30,10301.6,10318.45,0.0,-16.85,ST_TRAIL
long,2018-04-09 09:55:00+05:30,2018-04-09 11:25:00+05:30,10387.0,10364.65,0.0,-22.35,ST_TRAIL
long,2018-04-10 14:00:00+05:30,2018-04-10 14:55:00+05:30,10409.45,10406.2,12.1,-3.25,ST_TRAIL
long,2018-04-11 13:25:00+05:30,2018-04-11 14:30:00+05:30,10403.95,10402.1,17.0,-1.85,ST_TRAIL
long,2018-04-12 09:45:00+05:30,2018-04-12 10:20:00+05:30,10419.5,10408.05,9.5,-11.45,ST_TRAIL
long,2018-04-12 10:50:00+05:30,2018-04-12 14:25:00+05:30,10432.55,10442.45,35.1,9.9,ST_TRAIL
long,2018-04-13 10:00:00+05:30,2018-04-13 12:40:00+05:30,10499.3,10503.0,16.25,3.7,ST_TRAIL
short,2018-04-13 13:05:00+05:30,2018-04-13 13:40:00+05:30,10477.55,10486.7,10.7,-9.15,ST_TRAIL
short,2018-04-13 14:10:00+05:30,2018-04-13 15:00:00+05:30,10465.45,10485.65,12.15,-20.2,ST_TRAIL
long,2018-04-16 13:05:00+05:30,2018-04-16 15:15:00+05:30,10488.55,10531.5,42.95,42.95,EOD_EXIT
long,2018-04-17 09:50:00+05:30,2018-04-17 11:05:00+05:30,10537.8,10530.0,13.75,-7.8,ST_TRAIL
long,2018-04-17 13:30:00+05:30,2018-04-17 15:15:00+05:30,10531.6,10546.2,24.65,14.6,EOD_EXIT
long,2018-04-18 10:50:00+05:30,2018-04-18 13:50:00+05:30,10561.6,10567.45,29.1,5.85,ST_TRAIL
short,2018-04-18 14:15:00+05:30,2018-04-18 15:15:00+05:30,10554.0,10534.5,40.4,19.5,EOD_EXIT
long,2018-04-19 10:40:00+05:30,2018-04-19 11:55:00+05:30,10562.95,10552.9,2.8,-10.05,ST_TRAIL
long,2018-04-19 13:55:00+05:30,2018-04-19 15:15:00+05:30,10563.55,10568.65,5.1,5.1,EOD_EXIT
short,2018-04-20 11:25:00+05:30,2018-04-20 12:20:00+05:30,10534.0,10547.1,0.2,-13.1,ST_TRAIL
long,2018-04-23 10:10:00+05:30,2018-04-23 14:05:00+05:30,10588.35,10618.6,45.75,30.25,ST_TRAIL
long,2018-04-24 13:30:00+05:30,2018-04-24 15:05:00+05:30,10604.9,10613.15,29.15,8.25,ST_TRAIL
short,2018-04-25 09:55:00+05:30,2018-04-25 12:30:00+05:30,10580.65,10595.05,0.0,-14.4,ST_TRAIL
short,2018-04-25 13:40:00+05:30,2018-04-25 14:55:00+05:30,10591.35,10566.3,52.15,25.05,ST_TRAIL
long,2018-04-26 14:05:00+05:30,2018-04-26 14:35:00+05:30,10583.4,10568.25,0.0,-15.15,ST_TRAIL
long,2018-04-27 13:15:00+05:30,2018-04-27 14:10:00+05:30,10703.1,10691.8,13.25,-11.3,ST_TRAIL
short,2018-05-02 09:50:00+05:30,2018-05-02 11:05:00+05:30,10728.8,10742.45,9.6,-13.65,ST_TRAIL
long,2018-05-02 13:05:00+05:30,2018-05-02 13:50:00+05:30,10761.4,10752.1,4.9,-9.3,ST_TRAIL
short,2018-05-02 14:20:00+05:30,2018-05-02 15:15:00+05:30,10727.15,10725.8,30.8,1.35,EOD_EXIT
short,2018-05-03 09:40:00+05:30,2018-05-03 12:35:00+05:30,10682.65,10676.25,30.8,6.4,ST_TRAIL
short,2018-05-04 10:35:00+05:30,2018-05-04 12:15:00+05:30,10638.1,10633.45,22.55,4.65,ST_TRAIL
short,2018-05-04 13:05:00+05:30,2018-05-04 13:30:00+05:30,10615.8,10630.4,0.55,-14.6,ST_TRAIL
short,2018-05-04 14:30:00+05:30,2018-05-04 15:15:00+05:30,10623.4,10620.2,14.05,3.2,EOD_EXIT
long,2018-05-07 10:30:00+05:30,2018-05-07 15:15:00+05:30,10655.4,10715.65,61.9,60.25,EOD_EXIT
long,2018-05-08 10:35:00+05:30,2018-05-08 12:45:00+05:30,10737.15,10727.1,4.95,-10.05,ST_TRAIL
short,2018-05-08 13:00:00+05:30,2018-05-08 14:00:00+05:30,10701.25,10719.1,0.0,-17.85,ST_TRAIL
short,2018-05-09 10:30:00+05:30,2018-05-09 10:40:00+05:30,10713.75,10720.85,0.0,-7.1,ST_TRAIL
long,2018-05-09 10:45:00+05:30,2018-05-09 13:40:00+05:30,10722.55,10745.7,40.7,23.15,ST_TRAIL
short,2018-05-10 10:50:00+05:30,2018-05-10 11:50:00+05:30,10739.85,10753.0,5.45,-13.15,ST_TRAIL
short,2018-05-10 13:05:00+05:30,2018-05-10 13:35:00+05:30,10715.5,10735.05,1.3,-19.55,ST_TRAIL
short,2018-05-11 09:40:00+05:30,2018-05-11 10:40:00+05:30,10728.15,10757.9,0.0,-29.75,ST_TRAIL
long,2018-05-14 09:40:00+05:30,2018-05-14 11:30:00+05:30,10827.45,10809.85,1.95,-17.6,ST_TRAIL
short,2018-05-14 13:25:00+05:30,2018-05-14 14:30:00+05:30,10779.6,10797.4,1.75,-17.8,ST_TRAIL
long,2018-05-15 09:55:00+05:30,2018-05-15 11:50:00+05:30,10902.65,10888.6,22.4,-14.05,ST_TRAIL
short,2018-05-15 13:10:00+05:30,2018-05-15 15:15:00+05:30,10842.7,10797.65,56.05,45.05,EOD_EXIT
short,2018-05-16 09:40:00+05:30,2018-05-16 11:15:00+05:30,10716.2,10736.95,7.45,-20.75,ST_TRAIL
long,2018-05-16 13:00:00+05:30,2018-05-16 13:55:00+05:30,10781.8,10766.15,5.05,-15.65,ST_TRAIL
short,2018-05-17 09:55:00+05:30,2018-05-17 12:45:00+05:30,10733.55,10714.45,33.6,19.1,ST_TRAIL
short,2018-05-17 14:00:00+05:30,2018-05-17 14:25:00+05:30,10708.5,10723.05,0.05,-14.55,ST_TRAIL
short,2018-05-18 09:40:00+05:30,2018-05-18 10:50:00+05:30,10636.75,10660.95,0.0,-24.2,ST_TRAIL
short,2018-05-18 11:30:00+05:30,2018-05-18 12:35:00+05:30,10645.0,10649.1,12.35,-4.1,ST_TRAIL
short,2018-05-21 10:05:00+05:30,2018-05-21 15:15:00+05:30,10582.4,10514.9,74.35,67.5,EOD_EXIT
long,2018-05-22 09:55:00+05:30,2018-05-22 11:05:00+05:30,10555.0,10525.55,1.85,-29.45,ST_TRAIL
short,2018-05-22 13:30:00+05:30,2018-05-22 15:15:00+05:30,10529.45,10540.6,6.75,-11.15,EOD_EXIT
short,2018-05-23 09:50:00+05:30,2018-05-23 11:50:00+05:30,10508.2,10508.6,18.7,-0.4,ST_TRAIL
short,2018-05-23 13:45:00+05:30,2018-05-23 15:15:00+05:30,10479.4,10433.55,58.0,45.85,EOD_EXIT
long,2018-05-24 10:15:00+05:30,2018-05-24 13:40:00+05:30,10456.4,10495.25,54.75,38.85,ST_TRAIL
long,2018-05-25 10:35:00+05:30,2018-05-25 11:55:00+05:30,10571.4,10558.4,4.75,-13.0,ST_TRAIL
long,2018-05-25 13:20:00+05:30,2018-05-25 14:55:00+05:30,10583.3,10600.7,40.5,17.4,ST_TRAIL
long,2018-05-28 10:40:00+05:30,2018-05-28 15:05:00+05:30,10679.2,10692.15,28.3,12.95,ST_TRAIL
long,2018-05-29 10:40:00+05:30,2018-05-29 11:55:00+05:30,10707.5,10692.4,5.8,-15.1,ST_TRAIL
short,2018-05-30 11:05:00+05:30,2018-05-30 11:35:00+05:30,10565.05,10584.9,0.05,-19.85,ST_TRAIL
long,2018-05-30 13:05:00+05:30,2018-05-30 13:25:00+05:30,10632.7,10620.1,11.85,-12.6,ST_TRAIL
short,2018-05-30 14:00:00+05:30,2018-05-30 14:30:00+05:30,10598.05,10610.95,12.4,-12.9,ST_TRAIL
long,2018-05-31 10:50:00+05:30,2018-05-31 14:00:00+05:30,10649.55,10663.0,28.9,13.45,ST_TRAIL
short,2018-06-01 13:05:00+05:30,2018-06-01 13:50:00+05:30,10692.5,10721.5,0.15,-29.0,ST_TRAIL
short,2018-06-04 09:35:00+05:30,2018-06-04 12:25:00+05:30,10713.3,10704.45,47.85,8.85,ST_TRAIL
short,2018-06-04 13:10:00+05:30,2018-06-04 15:15:00+05:30,10657.45,10634.7,32.25,22.75,EOD_EXIT
short,2018-06-05 10:10:00+05:30,2018-06-05 11:30:00+05:30,10599.55,10591.5,30.5,8.05,ST_TRAIL
short,2018-06-05 13:55:00+05:30,2018-06-05 14:45:00+05:30,10577.55,10579.15,22.7,-1.6,ST_TRAIL
long,2018-06-06 09:45:00+05:30,2018-06-06 12:55:00+05:30,10615.25,10648.55,44.35,33.3,ST_TRAIL
long,2018-06-06 13:30:00+05:30,2018-06-06 14:30:00+05:30,10662.8,10640.8,8.85,-22.0,ST_TRAIL
long,2018-06-07 10:15:00+05:30,2018-06-07 13:45:00+05:30,10763.25,10796.9,49.8,33.65,ST_TRAIL
long,2018-06-11 10:05:00+05:30,2018-06-11 11:10:00+05:30,10830.5,10808.65,0.0,-21.85,ST_TRAIL
long,2018-06-11 13:15:00+05:30,2018-06-11 14:15:00+05:30,10846.3,10833.25,0.8,-13.05,ST_TRAIL
long,2018-06-12 10:00:00+05:30,2018-06-12 12:40:00+05:30,10815.6,10841.85,37.7,26.25,ST_TRAIL
short,2018-06-12 13:00:00+05:30,2018-06-12 13:25:00+05:30,10827.65,10838.8,0.0,-11.15,ST_TRAIL
long,2018-06-13 10:35:00+05:30,2018-06-13 12:15:00+05:30,10864.25,10865.05,15.55,0.8,ST_TRAIL
long,2018-06-13 14:10:00+05:30,2018-06-13 14:30:00+05:30,10890.2,10875.2,0.85,-15.0,ST_TRAIL
short,2018-06-14 10:05:00+05:30,2018-06-14 12:50:00+05:30,10798.5,10789.15,22.55,9.35,ST_TRAIL
long,2018-06-15 11:05:00+05:30,2018-06-15 11:30:00+05:30,10830.3,10814.95,0.0,-15.35,ST_TRAIL
short,2018-06-15 13:10:00+05:30,2018-06-15 14:25:00+05:30,10767.85,10782.4,8.8,-14.55,ST_TRAIL
long,2018-06-18 10:25:00+05:30,2018-06-18 13:05:00+05:30,10812.2,10803.95,14.05,-8.25,ST_TRAIL
long,2018-06-18 13:45:00+05:30,2018-06-18 15:00:00+05:30,10820.85,10801.7,3.9,-19.15,ST_TRAIL
long,2018-06-20 10:55:00+05:30,2018-06-20 13:45:00+05:30,10749.65,10758.9,19.75,9.25,ST_TRAIL
short,2018-06-21 09:35:00+05:30,2018-06-21 12:40:00+05:30,10773.9,10762.55,24.6,11.35,ST_TRAIL
long,2018-06-21 13:00:00+05:30,2018-06-21 14:20:00+05:30,10775.0,10762.5,4.4,-12.5,ST_TRAIL
short,2018-06-22 09:55:00+05:30,2018-06-22 10:40:00+05:30,10717.35,10737.65,3.65,-20.3,ST_TRAIL
long,2018-06-22 13:15:00+05:30,2018-06-22 15:15:00+05:30,10763.6,10826.15,64.6,62.55,EOD_EXIT
short,2018-06-25 11:05:00+05:30,2018-06-25 13:35:00+05:30,10796.25,10810.65,7.45,-14.4,ST_TRAIL
short,2018-06-25 14:00:00+05:30,2018-06-25 15:15:00+05:30,10794.3,10758.1,36.2,36.2,EOD_EXIT
long,2018-06-26 10:50:00+05:30,2018-06-26 12:45:00+05:30,10782.35,10784.2,18.1,1.85,ST_TRAIL
short,2018-06-26 13:25:00+05:30,2018-06-26 13:45:00+05:30,10758.75,10775.15,0.0,-16.4,ST_TRAIL
short,2018-06-27 10:45:00+05:30,2018-06-27 14:55:00+05:30,10746.9,10691.6,87.65,55.3,ST_TRAIL
short,2018-06-28 11:20:00+05:30,2018-06-28 14:55:00+05:30,10645.0,10597.5,80.5,47.5,ST_TRAIL
long,2018-06-29 09:40:00+05:30,2018-06-29 14:30:00+05:30,10658.25,10691.5,47.0,33.25,ST_TRAIL
short,2018-07-02 10:00:00+05:30,2018-07-02 13:25:00+05:30,10651.1,10626.45,39.75,24.65,ST_TRAIL
long,2018-07-02 13:45:00+05:30,2018-07-02 14:55:00+05:30,10644.0,10650.85,27.95,6.85,ST_TRAIL
long,2018-07-03 09:40:00+05:30,2018-07-03 10:30:00+05:30,10670.25,10660.25,12.7,-10.0,ST_TRAIL
long,2018-07-03 10:50:00+05:30,2018-07-03 13:20:00+05:30,10676.25,10684.05,34.35,7.8,ST_TRAIL
long,2018-07-03 14:20:00+05:30,2018-07-03 15:15:00+05:30,10704.5,10698.55,1.85,-5.95,EOD_EXIT
long,2018-07-04 10:45:00+05:30,2018-07-04 15:15:00+05:30,10708.15,10770.45,64.8,62.3,EOD_EXIT
long,2018-07-05 13:10:00+05:30,2018-07-05 13:35:00+05:30,10777.8,10762.55,0.0,-15.25,ST_TRAIL
long,2018-07-05 14:00:00+05:30,2018-07-05 14:45:00+05:30,10766.8,10761.2,8.3,-5.6,ST_TRAIL
long,2018-07-06 09:40:00+05:30,2018-07-06 11:45:00+05:30,10776.45,10790.15,34.95,13.7,ST_TRAIL
long,2018-07-06 14:05:00+05:30,2018-07-06 14:50:00+05:30,10797.35,10795.5,13.7,-1.85,ST_TRAIL
long,2018-07-09 11:20:00+05:30,2018-07-09 15:15:00+05:30,10828.0,10855.35,29.95,27.35,EOD_EXIT
long,2018-07-10 09:50:00+05:30,2018-07-10 13:15:00+05:30,10912.75,10915.9,15.85,3.15,ST_TRAIL
long,2018-07-10 13:45:00+05:30,2018-07-10 14:25:00+05:30,10928.4,10919.2,9.55,-9.2,ST_TRAIL
long,2018-07-11 09:45:00+05:30,2018-07-11 11:05:00+05:30,10959.3,10941.05,15.25,-18.25,ST_TRAIL
long,2018-07-12 10:20:00+05:30,2018-07-12 12:40:00+05:30,11033.15,11056.3,40.6,23.15,ST_TRAIL
short,2018-07-13 10:10:00+05:30,2018-07-13 11:30:00+05:30,11019.15,11032.8,17.85,-13.65,ST_TRAIL
short,2018-07-16 11:15:00+05:30,2018-07-16 12:25:00+05:30,10972.35,10989.55,6.0,-17.2,ST_TRAIL
short,2018-07-16 13:45:00+05:30,2018-07-16 15:15:00+05:30,10974.65,10938.95,41.2,35.7,EOD_EXIT
long,2018-07-17 11:20:00+05:30,2018-07-17 15:15:00+05:30,10957.65,11010.95,58.5,53.3,EOD_EXIT
long,2018-07-18 11:30:00+05:30,2018-07-18 12:10:00+05:30,11049.05,11038.15,1.55,-10.9,ST_TRAIL
short,2018-07-18 14:00:00+05:30,2018-07-18 15:15:00+05:30,10966.2,10985.8,5.2,-19.6,EOD_EXIT
short,2018-07-19 09:40:00+05:30,2018-07-19 10:15:00+05:30,10947.8,10978.45,0.0,-30.65,ST_TRAIL
long,2018-07-20 09:50:00+05:30,2018-07-20 12:30:00+05:30,10993.6,11005.45,25.7,11.85,ST_TRAIL
long,2018-07-20 14:20:00+05:30,2018-07-20 15:05:00+05:30,11006.7,11005.9,14.45,-0.8,ST_TRAIL
long,2018-07-23 14:15:00+05:30,2018-07-23 15:15:00+05:30,11064.8,11085.75,22.0,20.95,EOD_EXIT
long,2018-07-24 09:40:00+05:30,2018-07-24 12:15:00+05:30,11128.7,11129.3,13.05,0.6,ST_TRAIL
long,2018-07-26 10:10:00+05:30,2018-07-26 11:25:00+05:30,11167.0,11162.15,11.2,-4.85,ST_TRAIL
short,2018-07-26 14:25:00+05:30,2018-07-26 14:55:00+05:30,11138.55,11153.3,12.35,-14.75,ST_TRAIL
long,2018-07-27 09:45:00+05:30,2018-07-27 15:15:00+05:30,11234.7,11277.05,45.5,42.35,EOD_EXIT
short,2018-07-30 10:10:00+05:30,2018-07-30 11:20:00+05:30,11269.8,11286.1,7.05,-16.3,ST_TRAIL
long,2018-07-30 13:20:00+05:30,2018-07-30 15:15:00+05:30,11307.15,11317.45,18.5,10.3,EOD_EXIT
long,2018-07-31 14:20:00+05:30,2018-07-31 15:15:00+05:30,11328.65,11361.55,32.9,32.9,EOD_EXIT
long,2018-08-01 10:05:00+05:30,2018-08-01 10:50:00+05:30,11389.7,11364.3,0.0,-25.4,ST_TRAIL
short,2018-08-01 11:30:00+05:30,2018-08-01 12:05:00+05:30,11340.95,11357.35,1.35,-16.4,ST_TRAIL
short,2018-08-02 09:40:00+05:30,2018-08-02 12:15:00+05:30,11275.15,11292.6,8.75,-17.45,ST_TRAIL
short,2018-08-02 13:05:00+05:30,2018-08-02 15:15:00+05:30,11281.8,11241.95,39.85,39.85,EOD_EXIT
long,2018-08-03 10:00:00+05:30,2018-08-03 15:15:00+05:30,11329.25,11358.1,33.5,28.85,EOD_EXIT
short,2018-08-07 09:35:00+05:30,2018-08-07 11:50:00+05:30,11394.0,11381.15,28.25,12.85,ST_TRAIL
long,2018-08-07 14:20:00+05:30,2018-08-07 15:05:00+05:30,11403.2,11387.0,0.0,-16.2,ST_TRAIL
long,2018-08-08 10:20:00+05:30,2018-08-08 13:45:00+05:30,11402.6,11439.6,48.75,37.0,ST_TRAIL
long,2018-08-09 13:45:00+05:30,2018-08-09 15:05:00+05:30,11478.1,11466.5,6.6,-11.6,ST_TRAIL
short,2018-08-10 11:10:00+05:30,2018-08-10 12:45:00+05:30,11431.9,11444.4,3.9,-12.5,ST_TRAIL
long,2018-08-10 14:15:00+05:30,2018-08-10 14:25:00+05:30,11457.85,11439.3,0.0,-18.55,ST_TRAIL
long,2018-08-13 13:30:00+05:30,2018-08-13 14:00:00+05:30,11401.9,11380.7,0.95,-21.2,ST_TRAIL
long,2018-08-14 10:15:00+05:30,2018-08-14 10:50:00+05:30,11414.4,11398.2,0.0,-16.2,ST_TRAIL
long,2018-08-14 13:35:00+05:30,2018-08-14 14:30:00+05:30,11448.5,11433.05,0.55,-15.45,ST_TRAIL
long,2018-08-16 10:00:00+05:30,2018-08-16 11:40:00+05:30,11425.45,11432.2,20.95,6.75,ST_TRAIL
short,2018-08-16 13:35:00+05:30,2018-08-16 14:10:00+05:30,11392.75,11409.15,0.0,-16.4,ST_TRAIL
long,2018-08-17 10:45:00+05:30,2018-08-17 12:35:00+05:30,11472.2,11466.5,6.9,-5.7,ST_TRAIL
long,2018-08-20 09:40:00+05:30,2018-08-20 14:25:00+05:30,11535.5,11551.5,28.3,16.0,ST_TRAIL
long,2018-08-21 10:35:00+05:30,2018-08-21 11:10:00+05:30,11567.45,11551.85,1.5,-15.6,ST_TRAIL
long,2018-08-21 14:25:00+05:30,2018-08-21 15:15:00+05:30,11567.2,11568.4,7.2,1.2,EOD_EXIT
short,2018-08-23 09:50:00+05:30,2018-08-23 11:50:00+05:30,11578.55,11575.05,26.1,3.5,ST_TRAIL
long,2018-08-27 09:40:00+05:30,2018-08-27 14:05:00+05:30,11655.75,11682.2,37.5,26.45,ST_TRAIL
long,2018-08-28 11:10:00+05:30,2018-08-28 11:40:00+05:30,11738.05,11727.3,4.05,-10.75,ST_TRAIL
short,2018-08-30 13:05:00+05:30,2018-08-30 14:50:00+05:30,11663.9,11661.85,13.25,2.05,ST_TRAIL
short,2018-08-31 10:20:00+05:30,2018-08-31 14:05:00+05:30,11681.25,11670.9,36.15,10.35,ST_TRAIL
long,2018-09-03 09:35:00+05:30,2018-09-03 11:30:00+05:30,11708.6,11691.8,10.6,-16.8,ST_TRAIL
short,2018-09-03 14:10:00+05:30,2018-09-03 15:15:00+05:30,11655.05,11574.75,80.3,80.3,EOD_EXIT
short,2018-09-04 09:35:00+05:30,2018-09-04 12:05:00+05:30,11535.7,11576.9,0.0,-41.2,ST_TRAIL
short,2018-09-04 13:10:00+05:30,2018-09-04 15:15:00+05:30,11573.0,11520.75,71.3,52.25,EOD_EXIT
short,2018-09-05 10:05:00+05:30,2018-09-05 13:10:00+05:30,11508.6,11444.1,92.55,64.5,ST_TRAIL
short,2018-09-05 13:45:00+05:30,2018-09-05 14:20:00+05:30,11413.95,11425.4,16.1,-11.45,ST_TRAIL
long,2018-09-06 09:55:00+05:30,2018-09-06 11:35:00+05:30,11508.7,11491.8,11.3,-16.9,ST_TRAIL
long,2018-09-06 13:50:00+05:30,2018-09-06 15:15:00+05:30,11499.05,11529.0,57.25,29.95,EOD_EXIT
long,2018-09-07 10:45:00+05:30,2018-09-07 15:15:00+05:30,11561.35,11586.45,37.65,25.1,EOD_EXIT
short,2018-09-10 09:40:00+05:30,2018-09-10 13:50:00+05:30,11535.55,11486.8,79.4,48.75,ST_TRAIL
short,2018-09-10 14:10:00+05:30,2018-09-10 15:15:00+05:30,11469.6,11443.8,31.85,25.8,EOD_EXIT
short,2018-09-11 13:25:00+05:30,2018-09-11 15:15:00+05:30,11409.9,11287.25,125.8,122.65,EOD_EXIT
short,2018-09-12 09:55:00+05:30,2018-09-12 10:40:00+05:30,11278.6,11322.85,12.1,-44.25,ST_TRAIL
long,2018-09-12 13:50:00+05:30,2018-09-12 15:15:00+05:30,11328.8,11374.15,48.2,45.35,EOD_EXIT
long,2018-09-14 10:05:00+05:30,2018-09-14 11:35:00+05:30,11458.35,11438.3,7.2,-20.05,ST_TRAIL
long,2018-09-14 13:00:00+05:30,2018-09-14 15:15:00+05:30,11472.7,11518.15,45.45,45.45,EOD_EXIT
short,2018-09-17 09:55:00+05:30,2018-09-17 11:30:00+05:30,11412.75,11403.2,31.75,9.55,ST_TRAIL
short,2018-09-17 13:25:00+05:30,2018-09-17 13:50:00+05:30,11384.7,11406.05,5.05,-21.35,ST_TRAIL
short,2018-09-18 09:45:00+05:30,2018-09-18 11:25:00+05:30,11365.3,11376.6,21.75,-11.3,ST_TRAIL
short,2018-09-19 13:05:00+05:30,2018-09-19 13:45:00+05:30,11268.6,11294.1,8.45,-25.5,ST_TRAIL
short,2018-09-19 14:25:00+05:30,2018-09-19 14:55:00+05:30,11233.65,11251.25,18.5,-17.6,ST_TRAIL
long,2018-09-21 09:40:00+05:30,2018-09-21 10:35:00+05:30,11336.55,11306.55,4.2,-30.0,ST_TRAIL
short,2018-09-21 13:00:00+05:30,2018-09-21 13:10:00+05:30,11067.2,11106.9,189.85,-39.7,BREAKEVEN_SL
long,2018-09-21 13:15:00+05:30,2018-09-21 14:10:00+05:30,11159.25,11075.55,10.35,-83.7,STOP_LOSS
short,2018-09-24 13:25:00+05:30,2018-09-24 14:30:00+05:30,10973.1,10996.95,28.7,-23.85,ST_TRAIL
short,2018-09-25 09:40:00+05:30,2018-09-25 09:55:00+05:30,10908.6,10960.0,0.0,-51.4,STOP_LOSS
long,2018-09-25 10:00:00+05:30,2018-09-25 11:25:00+05:30,10942.65,10971.7,97.25,29.05,ST_TRAIL
short,2018-09-26 13:00:00+05:30,2018-09-26 14:05:00+05:30,11007.35,11035.4,6.1,-28.05,ST_TRAIL
short,2018-09-27 13:20:00+05:30,2018-09-27 14:00:00+05:30,10976.05,10994.85,4.2,-18.8,ST_TRAIL
short,2018-09-28 14:00:00+05:30,2018-09-28 15:05:00+05:30,10889.6,10925.2,18.35,-35.6,ST_TRAIL
short,2018-10-01 11:10:00+05:30,2018-10-01 12:40:00+05:30,10863.2,10875.4,31.9,-12.2,ST_TRAIL
long,2018-10-01 14:00:00+05:30,2018-10-01 15:15:00+05:30,10925.15,11009.7,84.55,84.55,EOD_EXIT
short,2018-10-03 10:30:00+05:30,2018-10-03 11:45:00+05:30,10918.45,10944.05,10.35,-25.6,ST_TRAIL
short,2018-10-03 14:30:00+05:30,2018-10-03 15:15:00+05:30,10909.75,10860.15,49.6,49.6,EOD_EXIT
short,2018-10-04 10:05:00+05:30,2018-10-04 12:25:00+05:30,10686.15,10641.45,86.6,44.7,ST_TRAIL
short,2018-10-04 13:05:00+05:30,2018-10-04 14:20:00+05:30,10616.75,10627.95,34.0,-11.2,ST_TRAIL
short,2018-10-05 10:15:00+05:30,2018-10-05 14:00:00+05:30,10470.35,10444.5,58.2,25.85,ST_TRAIL
long,2018-10-08 10:55:00+05:30,2018-10-08 12:30:00+05:30,10353.4,10325.2,34.45,-28.2,ST_TRAIL
short,2018-10-08 14:10:00+05:30,2018-10-08 14:50:00+05:30,10239.95,10261.7,35.25,-21.75,ST_TRAIL
long,2018-10-09 11:30:00+05:30,2018-10-09 12:40:00+05:30,10342.75,10290.65,0.1,-52.1,STOP_LOSS
long,2018-10-09 13:05:00+05:30,2018-10-09 14:55:00+05:30,10335.95,10330.75,49.3,-5.2,BREAKEVEN_SL
long,2018-10-10 09:45:00+05:30,2018-10-10 15:15:00+05:30,10377.75,10458.75,99.7,81.0,EOD_EXIT
short,2018-10-11 11:05:00+05:30,2018-10-11 11:55:00+05:30,10197.15,10247.3,0.0,-50.15,STOP_LOSS
short,2018-10-11 14:15:00+05:30,2018-10-11 14:55:00+05:30,10222.75,10250.4,30.1,-27.65,ST_TRAIL
long,2018-10-12 10:05:00+05:30,2018-10-12 13:50:00+05:30,10431.1,10455.3,52.35,24.2,ST_TRAIL
short,2018-10-15 11:00:00+05:30,2018-10-15 12:05:00+05:30,10415.75,10450.15,0.0,-34.4,ST_TRAIL
long,2018-10-15 13:25:00+05:30,2018-10-15 13:45:00+05:30,10510.85,10486.05,4.7,-24.8,ST_TRAIL
short,2018-10-15 13:50:00+05:30,2018-10-15 14:50:00+05:30,10474.4,10504.15,17.85,-29.75,ST_TRAIL
long,2018-10-16 09:50:00+05:30,2018-10-16 11:15:00+05:30,10580.5,10578.45,20.65,-2.05,ST_TRAIL
long,2018-10-16 13:00:00+05:30,2018-10-16 14:55:00+05:30,10575.7,10565.75,13.4,-9.95,ST_TRAIL
short,2018-10-17 10:40:00+05:30,2018-10-17 12:00:00+05:30,10612.85,10604.15,42.9,8.7,ST_TRAIL
short,2018-10-17 13:05:00+05:30,2018-10-17 15:15:00+05:30,10575.35,10454.0,132.15,121.35,EOD_EXIT
short,2018-10-19 10:35:00+05:30,2018-10-19 11:20:00+05:30,10323.65,10336.5,24.5,-12.85,ST_TRAIL
short,2018-10-19 13:20:00+05:30,2018-10-19 14:25:00+05:30,10286.95,10304.5,36.3,-17.55,ST_TRAIL
short,2018-10-23 09:40:00+05:30,2018-10-23 10:15:00+05:30,10165.5,10216.95,0.0,-51.45,STOP_LOSS
short,2018-10-23 13:00:00+05:30,2018-10-23 14:40:00+05:30,10173.7,10155.45,65.7,18.25,ST_TRAIL
short,2018-10-24 11:00:00+05:30,2018-10-24 12:00:00+05:30,10165.1,10205.65,0.0,-40.55,ST_TRAIL
short,2018-10-24 13:00:00+05:30,2018-10-24 13:15:00+05:30,10181.65,10203.95,0.0,-22.3,ST_TRAIL
short,2018-10-24 13:50:00+05:30,2018-10-24 14:40:00+05:30,10188.65,10180.45,59.2,8.2,ST_TRAIL
short,2018-10-25 09:55:00+05:30,2018-10-25 11:45:00+05:30,10126.85,10128.7,37.15,-1.85,ST_TRAIL
short,2018-10-26 11:25:00+05:30,2018-10-26 12:10:00+05:30,10068.8,10103.5,0.0,-34.7,ST_TRAIL
short,2018-10-26 14:15:00+05:30,2018-10-26 15:15:00+05:30,10054.5,10021.45,33.05,33.05,EOD_EXIT
