direction,entry_tier,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,peak_profit_pts,exit_reason,holding_mins,holding_time,opt_dS,opt_delta_entry,opt_delta_exit,opt_gamma,opt_theta_daily,opt_vega,opt_vix_entry,opt_vix_exit,opt_vix_chg,opt_delta_effect,opt_gamma_effect,opt_gamma_pnl,opt_theta_effect,opt_vega_effect,opt_change,opt_pnl_per_lot,opt_gross_pnl,opt_slippage,opt_pnl_total,opt_breakeven_dS
short,B,2015-09-21 10:00:00+05:30,2015-09-21 10:05:00+05:30,7933.25,7945.5,7941.810931437209,7941.810931437209,False,-12.25,2.15,12.85,0.0,STOP_LOSS,5,0H:05M,12.25,-0.2,-0.1902,0.0008,0.0,6.0,,,0.0,-2.396,0.0,4.5019,0.0,0.0,-2.396,-2.396,-179.7,50.0,-229.7,0.0
short,B,2015-09-21 10:30:00+05:30,2015-09-21 10:35:00+05:30,7938.8,7947.4,7945.94359364912,7945.94359364912,False,-8.6,1.0,10.7,0.0,STOP_LOSS,5,0H:05M,8.6,-0.2,-0.19312,0.0008,0.0,6.0,,,0.0,-1.6934,0.0,2.2188,0.0,0.0,-1.6934,-1.6934,-127.0,50.0,-177.0,0.0
long,A,2015-09-22 09:30:00+05:30,2015-09-22 12:45:00+05:30,7997.05,7970.9,7982.564918609391,7982.564918609391,False,-26.15,10.95,27.2,6.85,STOP_LOSS,195,3H:15M,-26.15,0.2,0.17908,0.0008,0.0,6.0,,,0.0,-4.9838,0.0,20.5147,0.0,0.0,-4.9838,-4.9838,-373.79,50.0,-423.79,0.0
short,C,2015-09-22 13:10:00+05:30,2015-09-22 14:45:00+05:30,7960.3,7814.5,7967.571980172002,7814.165420995508,True,145.8,159.45,4.05,157.4,TRAIL_SL,95,1H:35M,-145.8,-0.2,-0.31664,0.0008,0.0,6.0,,,0.0,36.8128,0.0,637.7292,0.0,0.0,36.8128,36.8128,2760.96,50.0,2710.96,0.0
short,C,2015-09-23 09:30:00+05:30,2015-09-23 09:40:00+05:30,7749.4,7766.4,7764.040907366749,7764.040907366749,False,-17.0,5.75,20.7,0.0,STOP_LOSS,10,0H:10M,17.0,-0.2,-0.1864,0.0008,0.0,6.0,,,0.0,-3.296,0.0,8.67,0.0,0.0,-3.296,-3.296,-247.2,50.0,-297.2,0.0
short,B,2015-09-23 10:05:00+05:30,2015-09-23 10:10:00+05:30,7752.25,7770.3,7763.139166831044,7763.139166831044,False,-18.05,0.95,23.55,0.0,STOP_LOSS,5,0H:05M,18.05,-0.2,-0.18556,0.0008,0.0,6.0,,,0.0,-3.4927,0.0,9.7741,0.0,0.0,-3.4927,-3.4927,-261.95,50.0,-311.95,0.0
short,B,2015-09-23 10:35:00+05:30,2015-09-23 11:35:00+05:30,7777.6,7789.95,7787.603275958307,7787.603275958307,False,-12.35,16.6,14.45,11.85,STOP_LOSS,60,1H:00M,12.35,-0.2,-0.19012,0.0008,0.0,6.0,,,0.0,-2.4151,0.0,4.5757,0.0,0.0,-2.4151,-2.4151,-181.13,50.0,-231.13,0.0
long,C,2015-09-24 12:15:00+05:30,2015-09-24 12:55:00+05:30,7850.45,7837.9,7843.21357612056,7843.21357612056,False,-12.55,7.85,18.4,5.3,STOP_LOSS,40,0H:40M,-12.55,0.2,0.18996,0.0008,0.0,6.0,,,0.0,-2.4533,0.0,4.7251,0.0,0.0,-2.4533,-2.4533,-184.0,50.0,-234.0,0.0
short,C,2015-09-29 09:30:00+05:30,2015-09-29 11:00:00+05:30,7718.1,7778.7,7732.655637591451,7732.655637591451,False,-60.6,26.8,99.5,21.6,STOP_LOSS,90,1H:30M,60.6,-0.2,-0.15152,0.0008,0.0,6.0,,,0.0,-10.798,0.0,110.1708,0.0,0.0,-10.798,-10.798,-809.85,50.0,-859.85,0.0
long,C,2015-09-29 11:10:00+05:30,2015-09-29 11:35:00+05:30,7800.75,7754.4,7770.178013875582,7770.178013875582,False,-46.35,2.3,53.25,0.0,STOP_LOSS,25,0H:25M,-46.35,0.2,0.16292,0.0008,0.0,6.0,,,0.0,-8.4966,0.0,64.4497,0.0,0.0,-8.4966,-8.4966,-637.25,50.0,-687.25,0.0
long,A,2015-09-29 11:55:00+05:30,2015-09-29 12:35:00+05:30,7773.0,7804.9,7748.595952575113,7806.828566858712,True,31.9,51.4,4.45,44.35,TRAIL_SL,40,0H:40M,31.9,0.2,0.22552,0.0008,0.0,6.0,,,0.0,6.7463,0.0,30.5283,0.0,0.0,6.7463,6.7463,505.98,50.0,455.98,0.0
long,A,2015-09-29 12:35:00+05:30,2015-09-29 13:20:00+05:30,7804.9,7855.45,7783.893515888435,7856.507697131648,True,50.55,68.3,1.95,61.45,TRAIL_SL,45,0H:45M,50.55,0.2,0.24044,0.0008,0.0,6.0,,,0.0,11.0299,0.0,76.6591,0.0,0.0,11.0299,11.0299,827.24,50.0,777.24,0.0
long,C,2015-09-30 09:30:00+05:30,2015-09-30 09:55:00+05:30,7905.7,7876.35,7881.434544044013,7881.434544044013,False,-29.35,1.4,31.1,0.0,STOP_LOSS,25,0H:25M,-29.35,0.2,0.17652,0.0008,0.0,6.0,,,0.0,-5.5599,0.0,25.8427,0.0,0.0,-5.5599,-5.5599,-416.99,50.0,-466.99,0.0
long,A,2015-09-30 10:00:00+05:30,2015-09-30 10:40:00+05:30,7891.25,7899.3,7872.031407548975,7901.776294079395,True,8.05,20.75,2.35,17.65,TRAIL_SL,40,0H:40M,8.05,0.2,0.20644,0.0008,0.0,6.0,,,0.0,1.6333,0.0,1.9441,0.0,0.0,1.6333,1.6333,122.5,50.0,72.5,0.0
long,A,2015-09-30 10:40:00+05:30,2015-09-30 11:05:00+05:30,7899.3,7886.1,7887.397409239959,7887.397409239959,False,-13.2,0.8,16.85,0.0,STOP_LOSS,25,0H:25M,-13.2,0.2,0.18944,0.0008,0.0,6.0,,,0.0,-2.5773,0.0,5.2272,0.0,0.0,-2.5773,-2.5773,-193.3,50.0,-243.3,0.0
long,C,2015-10-01 09:30:00+05:30,2015-10-01 10:15:00+05:30,8002.65,7979.4,7983.173626686406,7983.173626686406,False,-23.25,5.15,27.5,0.0,STOP_LOSS,45,0H:45M,-23.25,0.2,0.1814,0.0008,0.0,6.0,,,0.0,-4.4554,0.0,16.2169,0.0,0.0,-4.4554,-4.4554,-334.15,50.0,-384.15,0.0
long,C,2015-10-05 09:30:00+05:30,2015-10-05 10:40:00+05:30,8044.5,8061.0,8023.738555650559,8062.419694339853,True,16.5,24.6,2.55,23.65,TRAIL_SL,70,1H:10M,16.5,0.2,0.2132,0.0008,0.0,6.0,,,0.0,3.398,0.0,8.1675,0.0,0.0,3.398,3.398,254.85,50.0,204.85,0.0
long,A,2015-10-05 10:40:00+05:30,2015-10-05 14:30:00+05:30,8061.0,8106.0,8051.032544275352,8108.332965780191,True,45.0,54.05,8.6,51.3,TRAIL_SL,230,3H:50M,45.0,0.2,0.236,0.0008,0.0,6.0,,,0.0,9.729,0.0,60.75,0.0,0.0,9.729,9.729,729.67,50.0,679.67,0.0
long,C,2015-10-06 09:30:00+05:30,2015-10-06 10:00:00+05:30,8147.75,8125.35,8131.28647045171,8131.28647045171,False,-22.4,8.15,23.25,2.15,STOP_LOSS,30,0H:30M,-22.4,0.2,0.18208,0.0008,0.0,6.0,,,0.0,-4.2994,0.0,15.0528,0.0,0.0,-4.2994,-4.2994,-322.45,50.0,-372.45,0.0
long,A,2015-10-06 10:15:00+05:30,2015-10-06 12:15:00+05:30,8126.35,8105.65,8112.18333986469,8112.18333986469,False,-20.7,17.45,20.7,14.15,STOP_LOSS,120,2H:00M,-20.7,0.2,0.18344,0.0008,0.0,6.0,,,0.0,-3.9857,0.0,12.8547,0.0,0.0,-3.9857,-3.9857,-298.93,50.0,-348.93,0.0
short,B,2015-10-06 12:30:00+05:30,2015-10-06 12:55:00+05:30,8113.0,8123.25,8118.3010782209685,8118.3010782209685,False,-10.25,16.4,12.3,14.0,STOP_LOSS,25,0H:25M,10.25,-0.2,-0.1918,0.0008,0.0,6.0,,,0.0,-2.0122,0.0,3.1519,0.0,0.0,-2.0122,-2.0122,-150.91,50.0,-200.91,0.0
long,C,2015-10-07 10:15:00+05:30,2015-10-07 11:50:00+05:30,8173.9,8158.05,8162.664315085563,8162.664315085563,False,-15.85,12.8,19.35,7.8,STOP_LOSS,95,1H:35M,-15.85,0.2,0.18732,0.0008,0.0,6.0,,,0.0,-3.0796,0.0,7.5367,0.0,0.0,-3.0796,-3.0796,-230.97,50.0,-280.97,0.0
short,C,2015-10-08 11:15:00+05:30,2015-10-08 11:55:00+05:30,8143.45,8128.7,8148.188188653827,8122.355940693171,True,14.75,30.3,1.1,25.65,TRAIL_SL,40,0H:40M,-14.75,-0.2,-0.2118,0.0008,0.0,6.0,,,0.0,3.0283,0.0,6.5269,0.0,0.0,3.0283,3.0283,227.12,50.0,177.12,0.0
short,B,2015-10-08 11:55:00+05:30,2015-10-08 13:35:00+05:30,8128.7,8134.95,8134.538119149221,8134.538119149221,False,-6.25,17.1,8.15,14.2,STOP_LOSS,100,1H:40M,6.25,-0.2,-0.195,0.0008,0.0,6.0,,,0.0,-1.2359,0.0,1.1719,0.0,0.0,-1.2359,-1.2359,-92.7,50.0,-142.7,0.0
long,C,2015-10-09 09:30:00+05:30,2015-10-09 11:00:00+05:30,8219.7,8199.8,8201.209242282383,8201.209242282383,False,-19.9,12.1,23.4,9.0,STOP_LOSS,90,1H:30M,-19.9,0.2,0.18408,0.0008,0.0,6.0,,,0.0,-3.8374,0.0,11.8803,0.0,0.0,-3.8374,-3.8374,-287.81,50.0,-337.81,0.0
short,C,2015-10-09 13:00:00+05:30,2015-10-09 14:10:00+05:30,8165.9,8173.65,8172.953689260822,8172.953689260822,False,-7.75,25.6,9.25,17.95,STOP_LOSS,70,1H:10M,7.75,-0.2,-0.1938,0.0008,0.0,6.0,,,0.0,-1.5284,0.0,1.8019,0.0,0.0,-1.5284,-1.5284,-114.63,50.0,-164.63,0.0
short,B,2015-10-13 09:30:00+05:30,2015-10-13 11:05:00+05:30,8138.05,8115.9,8146.228107862354,8114.216700634507,True,22.15,28.4,0.05,28.15,TRAIL_SL,95,1H:35M,-22.15,-0.2,-0.21772,0.0008,0.0,6.0,,,0.0,4.6066,0.0,14.7187,0.0,0.0,4.6066,4.6066,345.5,50.0,295.5,0.0
short,B,2015-10-13 11:05:00+05:30,2015-10-13 11:25:00+05:30,8115.9,8123.35,8121.511425687382,8121.511425687382,False,-7.45,5.65,8.4,3.5,STOP_LOSS,20,0H:20M,7.45,-0.2,-0.19404,0.0008,0.0,6.0,,,0.0,-1.47,0.0,1.6651,0.0,0.0,-1.47,-1.47,-110.25,50.0,-160.25,0.0
long,C,2015-10-15 09:30:00+05:30,2015-10-15 10:20:00+05:30,8154.95,8170.4,8141.4935855748345,8170.812006128852,True,15.45,25.95,4.9,21.9,TRAIL_SL,50,0H:50M,15.45,0.2,0.21236,0.0008,0.0,6.0,,,0.0,3.1759,0.0,7.1611,0.0,0.0,3.1759,3.1759,238.19,50.0,188.19,0.0
long,A,2015-10-15 10:20:00+05:30,2015-10-15 13:45:00+05:30,8170.4,8183.4,8160.371619238569,8185.761802611488,True,13.0,19.95,5.75,18.3,TRAIL_SL,205,3H:25M,13.0,0.2,0.2104,0.0008,0.0,6.0,,,0.0,2.6608,0.0,5.07,0.0,0.0,2.6608,2.6608,199.56,50.0,149.56,0.0
long,A,2015-10-19 09:30:00+05:30,2015-10-19 13:20:00+05:30,8246.2,8270.05,8234.185960909408,8274.38300821858,True,23.85,33.55,6.1,31.5,TRAIL_SL,230,3H:50M,23.85,0.2,0.21908,0.0008,0.0,6.0,,,0.0,4.9748,0.0,17.0647,0.0,0.0,4.9748,4.9748,373.11,50.0,323.11,0.0
long,A,2015-10-19 13:20:00+05:30,2015-10-19 13:30:00+05:30,8270.05,8261.1,8263.310170972081,8263.310170972081,False,-8.95,3.3,8.95,0.0,STOP_LOSS,10,0H:10M,-8.95,0.2,0.19284,0.0008,0.0,6.0,,,0.0,-1.7612,0.0,2.4031,0.0,0.0,-1.7612,-1.7612,-132.09,50.0,-182.09,0.0
long,C,2015-10-20 10:20:00+05:30,2015-10-20 11:25:00+05:30,8285.3,8272.05,8276.335001520581,8276.335001520581,False,-13.25,3.85,13.8,3.1,STOP_LOSS,65,1H:05M,-13.25,0.2,0.1894,0.0008,0.0,6.0,,,0.0,-2.5868,0.0,5.2669,0.0,0.0,-2.5868,-2.5868,-194.01,50.0,-244.01,0.0
long,A,2015-10-21 10:00:00+05:30,2015-10-21 12:05:00+05:30,8277.35,8257.45,8269.508100587904,8269.508100587904,False,-19.9,16.9,21.5,13.6,STOP_LOSS,125,2H:05M,-19.9,0.2,0.18408,0.0008,0.0,6.0,,,0.0,-3.8374,0.0,11.8803,0.0,0.0,-3.8374,-3.8374,-287.81,50.0,-337.81,0.0
short,C,2015-10-21 12:10:00+05:30,2015-10-21 12:15:00+05:30,8245.3,8254.2,8251.206760037845,8251.206760037845,False,-8.9,0.35,9.6,0.0,STOP_LOSS,5,0H:05M,8.9,-0.2,-0.19288,0.0008,0.0,6.0,,,0.0,-1.7515,0.0,2.3763,0.0,0.0,-1.7515,-1.7515,-131.36,50.0,-181.36,0.0
short,B,2015-10-21 13:00:00+05:30,2015-10-21 13:15:00+05:30,8232.55,8240.45,8239.414240515696,8239.414240515696,False,-7.9,0.55,8.0,0.0,STOP_LOSS,15,0H:15M,7.9,-0.2,-0.19368,0.0008,0.0,6.0,,,0.0,-1.5575,0.0,1.8723,0.0,0.0,-1.5575,-1.5575,-116.81,50.0,-166.81,0.0
long,C,2015-10-23 09:30:00+05:30,2015-10-23 13:00:00+05:30,8314.85,8294.85,8297.440006330136,8297.440006330136,False,-20.0,5.05,21.1,2.5,STOP_LOSS,210,3H:30M,-20.0,0.2,0.184,0.0008,0.0,6.0,,,0.0,-3.856,0.0,12.0,0.0,0.0,-3.856,-3.856,-289.2,50.0,-339.2,0.0
long,C,2015-10-26 09:30:00+05:30,2015-10-26 09:50:00+05:30,8312.45,8297.0,8300.363382252524,8300.363382252524,False,-15.45,1.45,15.7,0.0,STOP_LOSS,20,0H:20M,-15.45,0.2,0.18764,0.0008,0.0,6.0,,,0.0,-3.0041,0.0,7.1611,0.0,0.0,-3.0041,-3.0041,-225.31,50.0,-275.31,0.0
short,C,2015-10-26 11:00:00+05:30,2015-10-26 11:40:00+05:30,8276.95,8283.15,8282.920441817854,8282.920441817854,False,-6.2,4.75,8.35,2.85,STOP_LOSS,40,0H:40M,6.2,-0.2,-0.19504,0.0008,0.0,6.0,,,0.0,-1.2262,0.0,1.1532,0.0,0.0,-1.2262,-1.2262,-91.96,50.0,-141.96,0.0
short,C,2015-10-27 09:30:00+05:30,2015-10-27 15:10:00+05:30,8240.4,8233.2,8247.380328636827,8247.380328636827,False,7.2,23.2,1.5,22.25,SOFT_EOD_EXIT,340,5H:40M,-7.2,-0.2,-0.20576,0.0008,0.0,6.0,,,0.0,1.4587,0.0,1.5552,0.0,0.0,1.4587,1.4587,109.4,50.0,59.4,0.0
short,C,2015-10-28 09:30:00+05:30,2015-10-28 13:30:00+05:30,8200.85,8165.6,8209.050972239105,8159.256701458783,True,35.25,48.5,8.2,45.75,TRAIL_SL,240,4H:00M,-35.25,-0.2,-0.2282,0.0008,0.0,6.0,,,0.0,7.4973,0.0,37.2769,0.0,0.0,7.4973,7.4973,562.3,50.0,512.3,0.0
short,C,2015-10-29 09:30:00+05:30,2015-10-29 10:10:00+05:30,8141.05,8153.2,8148.373541587966,8148.373541587966,False,-12.15,6.65,12.7,4.3,STOP_LOSS,40,0H:40M,12.15,-0.2,-0.19028,0.0008,0.0,6.0,,,0.0,-2.3769,0.0,4.4287,0.0,0.0,-2.3769,-2.3769,-178.26,50.0,-228.26,0.0
short,B,2015-10-29 10:15:00+05:30,2015-10-29 12:40:00+05:30,8150.65,8127.65,8156.322594345081,8126.806184914081,True,23.0,29.7,1.4,27.9,TRAIL_SL,145,2H:25M,-23.0,-0.2,-0.2184,0.0008,0.0,6.0,,,0.0,4.7904,0.0,15.87,0.0,0.0,4.7904,4.7904,359.28,50.0,309.28,0.0
short,C,2015-10-29 12:50:00+05:30,2015-10-29 15:10:00+05:30,8124.55,8115.3,8129.95808824305,8129.95808824305,False,9.25,16.55,7.85,13.85,SOFT_EOD_EXIT,140,2H:20M,-9.25,-0.2,-0.2074,0.0008,0.0,6.0,,,0.0,1.8808,0.0,2.5669,0.0,0.0,1.8808,1.8808,141.06,50.0,91.06,0.0
short,C,2015-10-30 09:45:00+05:30,2015-10-30 10:15:00+05:30,8108.85,8120.75,8116.094358527821,8116.094358527821,False,-11.9,3.35,11.95,0.0,STOP_LOSS,30,0H:30M,11.9,-0.2,-0.19048,0.0008,0.0,6.0,,,0.0,-2.329,0.0,4.2483,0.0,0.0,-2.329,-2.329,-174.68,50.0,-224.68,0.0
short,C,2015-10-30 12:50:00+05:30,2015-10-30 12:55:00+05:30,8101.65,8107.45,8107.213805635536,8107.213805635536,False,-5.8,2.4,9.4,0.0,STOP_LOSS,5,0H:05M,5.8,-0.2,-0.19536,0.0008,0.0,6.0,,,0.0,-1.1479,0.0,1.0092,0.0,0.0,-1.1479,-1.1479,-86.09,50.0,-136.09,0.0
short,C,2015-11-02 09:30:00+05:30,2015-11-02 09:35:00+05:30,8027.0,8036.05,8036.012629130363,8036.012629130363,False,-9.05,1.75,9.6,0.0,STOP_LOSS,5,0H:05M,9.05,-0.2,-0.19276,0.0008,0.0,6.0,,,0.0,-1.7805,0.0,2.4571,0.0,0.0,-1.7805,-1.7805,-133.54,50.0,-183.54,0.0
short,B,2015-11-02 10:00:00+05:30,2015-11-02 12:50:00+05:30,8030.9,8008.05,8038.771536689172,8006.141734406381,True,22.85,31.3,13.5,28.35,TRAIL_SL,170,2H:50M,-22.85,-0.2,-0.21828,0.0008,0.0,6.0,,,0.0,4.758,0.0,15.6637,0.0,0.0,4.758,4.758,356.85,50.0,306.85,0.0
short,B,2015-11-02 12:50:00+05:30,2015-11-02 13:10:00+05:30,8008.05,8014.55,8012.624906192658,8012.624906192658,False,-6.5,1.1,7.05,0.0,STOP_LOSS,20,0H:20M,6.5,-0.2,-0.1948,0.0008,0.0,6.0,,,0.0,-1.2848,0.0,1.2675,0.0,0.0,-1.2848,-1.2848,-96.36,50.0,-146.36,0.0
long,C,2015-11-03 09:30:00+05:30,2015-11-03 12:15:00+05:30,8089.75,8066.85,8073.450738092712,8073.450738092712,False,-22.9,5.4,22.9,3.05,STOP_LOSS,165,2H:45M,-22.9,0.2,0.18168,0.0008,0.0,6.0,,,0.0,-4.3912,0.0,15.7323,0.0,0.0,-4.3912,-4.3912,-329.34,50.0,-379.34,0.0
long,C,2015-11-04 09:30:00+05:30,2015-11-04 10:55:00+05:30,8095.6,8075.85,8078.379042801805,8078.379042801805,False,-19.75,4.45,24.8,0.0,STOP_LOSS,85,1H:25M,-19.75,0.2,0.1842,0.0008,0.0,6.0,,,0.0,-3.8096,0.0,11.7019,0.0,0.0,-3.8096,-3.8096,-285.72,50.0,-335.72,0.0
short,C,2015-11-05 09:30:00+05:30,2015-11-05 09:40:00+05:30,8002.8,8018.35,8010.574496055345,8010.574496055345,False,-15.55,1.8,16.75,0.0,STOP_LOSS,10,0H:10M,15.55,-0.2,-0.18756,0.0008,0.0,6.0,,,0.0,-3.023,0.0,7.2541,0.0,0.0,-3.023,-3.023,-226.72,50.0,-276.72,0.0
short,C,2015-11-05 10:30:00+05:30,2015-11-05 10:35:00+05:30,7983.2,7991.7,7989.804812991489,7989.804812991489,False,-8.5,0.0,9.9,0.0,STOP_LOSS,5,0H:05M,8.5,-0.2,-0.1932,0.0008,0.0,6.0,,,0.0,-1.674,0.0,2.1675,0.0,0.0,-1.674,-1.674,-125.55,50.0,-175.55,0.0
short,B,2015-11-05 11:00:00+05:30,2015-11-05 11:20:00+05:30,7996.25,8008.55,8002.1896055497955,8002.1896055497955,False,-12.3,4.65,19.3,2.1,STOP_LOSS,20,0H:20M,12.3,-0.2,-0.19016,0.0008,0.0,6.0,,,0.0,-2.4055,0.0,4.5387,0.0,0.0,-2.4055,-2.4055,-180.42,50.0,-230.42,0.0
short,C,2015-11-06 10:10:00+05:30,2015-11-06 10:55:00+05:30,7954.15,7970.05,7962.807153345845,7962.807153345845,False,-15.9,26.85,17.0,20.9,STOP_LOSS,45,0H:45M,15.9,-0.2,-0.18728,0.0008,0.0,6.0,,,0.0,-3.089,0.0,7.5843,0.0,0.0,-3.089,-3.089,-231.67,50.0,-281.67,0.0
short,C,2015-11-09 09:30:00+05:30,2015-11-09 10:00:00+05:30,7820.85,7847.85,7841.8726317213595,7841.8726317213595,False,-27.0,5.75,27.05,0.0,STOP_LOSS,30,0H:30M,27.0,-0.2,-0.1784,0.0008,0.0,6.0,,,0.0,-5.1376,0.0,21.87,0.0,0.0,-5.1376,-5.1376,-385.32,50.0,-435.32,0.0
short,B,2015-11-09 10:00:00+05:30,2015-11-09 10:10:00+05:30,7847.85,7865.45,7862.154519334658,7862.154519334658,False,-17.6,1.8,20.55,0.0,STOP_LOSS,10,0H:10M,17.6,-0.2,-0.18592,0.0008,0.0,6.0,,,0.0,-3.4085,0.0,9.2928,0.0,0.0,-3.4085,-3.4085,-255.64,50.0,-305.64,0.0
short,B,2015-11-09 10:40:00+05:30,2015-11-09 11:05:00+05:30,7857.6,7872.65,7867.531537736065,7867.531537736065,False,-15.05,4.25,15.05,0.0,STOP_LOSS,25,0H:25M,15.05,-0.2,-0.18796,0.0008,0.0,6.0,,,0.0,-2.9285,0.0,6.7951,0.0,0.0,-2.9285,-2.9285,-219.63,50.0,-269.63,0.0
short,C,2015-11-10 09:30:00+05:30,2015-11-10 12:10:00+05:30,7868.6,7848.95,7879.7365130227245,7847.207973130483,True,19.65,26.1,13.75,25.7,TRAIL_SL,160,2H:40M,-19.65,-0.2,-0.21572,0.0008,0.0,6.0,,,0.0,4.069,0.0,11.5837,0.0,0.0,4.069,4.069,305.18,50.0,255.18,0.0
short,C,2015-11-10 12:15:00+05:30,2015-11-10 13:45:00+05:30,7842.5,7827.75,7847.8630414391755,7821.9513034012125,True,14.75,28.3,1.9,24.8,TRAIL_SL,90,1H:30M,-14.75,-0.2,-0.2118,0.0008,0.0,6.0,,,0.0,3.0283,0.0,6.5269,0.0,0.0,3.0283,3.0283,227.12,50.0,177.12,0.0
short,C,2015-11-13 09:30:00+05:30,2015-11-13 09:40:00+05:30,7749.45,7763.85,7758.412683392069,7758.412683392069,False,-14.4,1.45,17.65,0.0,STOP_LOSS,10,0H:10M,14.4,-0.2,-0.18848,0.0008,0.0,6.0,,,0.0,-2.8054,0.0,6.2208,0.0,0.0,-2.8054,-2.8054,-210.4,50.0,-260.4,0.0
short,B,2015-11-13 10:05:00+05:30,2015-11-13 11:35:00+05:30,7764.1,7739.9,7771.68360720764,7738.74645666151,True,24.2,32.4,6.15,30.0,TRAIL_SL,90,1H:30M,-24.2,-0.2,-0.21936,0.0008,0.0,6.0,,,0.0,5.0508,0.0,17.5692,0.0,0.0,5.0508,5.0508,378.81,50.0,328.81,0.0
short,C,2015-11-13 11:35:00+05:30,2015-11-13 11:50:00+05:30,7739.9,7747.25,7745.863661383302,7745.863661383302,False,-7.35,0.85,7.4,0.0,STOP_LOSS,15,0H:15M,7.35,-0.2,-0.19412,0.0008,0.0,6.0,,,0.0,-1.4506,0.0,1.6207,0.0,0.0,-1.4506,-1.4506,-108.79,50.0,-158.79,0.0
short,C,2015-11-16 09:30:00+05:30,2015-11-16 10:40:00+05:30,7729.35,7743.7,7737.319736365607,7737.319736365607,False,-14.35,14.75,15.0,12.7,STOP_LOSS,70,1H:10M,14.35,-0.2,-0.18852,0.0008,0.0,6.0,,,0.0,-2.7959,0.0,6.1777,0.0,0.0,-2.7959,-2.7959,-209.69,50.0,-259.69,0.0
long,A,2015-11-16 11:15:00+05:30,2015-11-16 12:50:00+05:30,7757.6,7795.35,7748.382875276608,7798.772835134708,True,37.75,46.25,1.15,45.0,TRAIL_SL,95,1H:35M,37.75,0.2,0.2302,0.0008,0.0,6.0,,,0.0,8.063,0.0,42.7519,0.0,0.0,8.063,8.063,604.73,50.0,554.73,0.0
long,A,2015-11-16 12:50:00+05:30,2015-11-16 14:10:00+05:30,7795.35,7815.7,7787.436247566826,7817.295555062135,True,20.35,28.8,10.35,26.55,TRAIL_SL,80,1H:20M,20.35,0.2,0.21628,0.0008,0.0,6.0,,,0.0,4.2191,0.0,12.4237,0.0,0.0,4.2191,4.2191,316.43,50.0,266.43,0.0
long,A,2015-11-17 09:30:00+05:30,2015-11-17 11:15:00+05:30,7826.7,7812.15,7812.361892144413,7812.361892144413,False,-14.55,16.15,18.65,13.95,STOP_LOSS,105,1H:45M,-14.55,0.2,0.18836,0.0008,0.0,6.0,,,0.0,-2.8338,0.0,6.3511,0.0,0.0,-2.8338,-2.8338,-212.53,50.0,-262.53,0.0
short,C,2015-11-18 13:15:00+05:30,2015-11-18 13:35:00+05:30,7774.6,7759.9,7781.625108363743,7758.509712728922,True,14.7,34.25,4.4,23.65,TRAIL_SL,20,0H:20M,-14.7,-0.2,-0.21176,0.0008,0.0,6.0,,,0.0,3.0178,0.0,6.4827,0.0,0.0,3.0178,3.0178,226.33,50.0,176.33,0.0
long,C,2015-11-19 09:30:00+05:30,2015-11-19 11:35:00+05:30,7772.05,7808.5,7754.431939427119,7811.033799198786,True,36.45,46.4,6.5,42.75,TRAIL_SL,125,2H:05M,36.45,0.2,0.22916,0.0008,0.0,6.0,,,0.0,7.7683,0.0,39.8581,0.0,0.0,7.7683,7.7683,582.62,50.0,532.62,0.0
long,A,2015-11-19 11:35:00+05:30,2015-11-19 13:10:00+05:30,7808.5,7829.4,7800.7559186112285,7830.821302046374,True,20.9,28.4,2.8,25.7,TRAIL_SL,95,1H:35M,20.9,0.2,0.21672,0.0008,0.0,6.0,,,0.0,4.3373,0.0,13.1043,0.0,0.0,4.3373,4.3373,325.29,50.0,275.29,0.0
long,C,2015-11-19 13:10:00+05:30,2015-11-19 14:10:00+05:30,7829.4,7821.8,7822.2635902137135,7822.2635902137135,False,-7.6,14.65,7.7,12.6,STOP_LOSS,60,1H:00M,-7.6,0.2,0.19392,0.0008,0.0,6.0,,,0.0,-1.4992,0.0,1.7328,0.0,0.0,-1.4992,-1.4992,-112.44,50.0,-162.44,0.0
long,A,2015-11-20 09:35:00+05:30,2015-11-20 09:50:00+05:30,7838.45,7823.05,7827.1611533238065,7827.1611533238065,False,-15.4,5.35,16.25,3.4,STOP_LOSS,15,0H:15M,-15.4,0.2,0.18768,0.0008,0.0,6.0,,,0.0,-2.9946,0.0,7.1148,0.0,0.0,-2.9946,-2.9946,-224.6,50.0,-274.6,0.0
long,C,2015-11-20 10:45:00+05:30,2015-11-20 11:20:00+05:30,7872.95,7894.45,7859.316375937936,7898.1114698181445,True,21.5,32.5,5.85,32.25,TRAIL_SL,35,0H:35M,21.5,0.2,0.2172,0.0008,0.0,6.0,,,0.0,4.4664,0.0,13.8675,0.0,0.0,4.4664,4.4664,334.98,50.0,284.98,0.0
long,A,2015-11-20 11:45:00+05:30,2015-11-20 12:30:00+05:30,7897.4,7885.55,7886.48808927367,7886.48808927367,False,-11.85,8.85,13.25,6.35,STOP_LOSS,45,0H:45M,-11.85,0.2,0.19052,0.0008,0.0,6.0,,,0.0,-2.3194,0.0,4.2127,0.0,0.0,-2.3194,-2.3194,-173.96,50.0,-223.96,0.0
