direction,entry_path,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,exit_reason,entry_idx,exit_idx
short,A,2026-04-09 10:20:00+05:30,2026-04-09 12:05:00+05:30,23864.80078125,23896.410048641865,23896.410048641865,23896.410048641865,False,-31.61,61.15,40.6,STOP_LOSS,3088,3109
long,B,2026-04-10 09:45:00+05:30,2026-04-10 14:15:00+05:30,23974.349609375,23997.349609375,23920.9844879379,23997.349609375,True,23.0,73.5,58.05,TRAIL_SL,3156,3210
short,B,2026-04-13 09:35:00+05:30,2026-04-13 09:50:00+05:30,23592.849609375,23639.138645385516,23639.138645385516,23639.138645385516,False,-46.29,4.5,64.2,STOP_LOSS,3229,3232
short,A,2026-04-13 10:05:00+05:30,2026-04-13 10:25:00+05:30,23675.44921875,23708.2910406819,23708.2910406819,23708.2910406819,False,-32.84,41.4,56.6,STOP_LOSS,3235,3239
long,C,2026-04-15 09:35:00+05:30,2026-04-15 10:50:00+05:30,24151.349609375,24236.55078125,24031.510174697156,24236.55078125,True,85.2,121.8,1.65,TRAIL_SL,3304,3319
long,C,2026-04-15 12:00:00+05:30,2026-04-15 15:00:00+05:30,24229.05078125,24245.44921875,24193.464824289418,24193.464824289418,False,16.4,36.7,41.3,EOD_EXIT,3333,3369
long,A,2026-04-16 09:35:00+05:30,2026-04-16 09:55:00+05:30,24326.80078125,24279.32202328103,24279.32202328103,24279.32202328103,False,-47.48,10.25,55.65,STOP_LOSS,3379,3383
long,A,2026-04-16 10:00:00+05:30,2026-04-16 11:40:00+05:30,24303.849609375,24256.897670963794,24256.897670963794,24256.897670963794,False,-46.95,29.35,50.15,STOP_LOSS,3384,3404
long,B,2026-04-21 09:45:00+05:30,2026-04-21 11:30:00+05:30,24502.19921875,24535.0,24464.760893052044,24535.0,True,32.8,62.3,17.2,TRAIL_SL,3536,3557
short,B,2026-04-22 09:35:00+05:30,2026-04-22 15:00:00+05:30,24438.69921875,24385.099609375,24465.623456790683,24465.623456790683,False,53.6,85.0,19.55,EOD_EXIT,3609,3674
short,A,2026-04-23 09:45:00+05:30,2026-04-23 10:00:00+05:30,24271.650390625,24303.62127376974,24303.62127376974,24303.62127376974,False,-31.97,5.6,34.85,STOP_LOSS,3686,3689
short,A,2026-04-23 10:05:00+05:30,2026-04-23 11:50:00+05:30,24285.900390625,24208.94921875,24312.99721010688,24208.94921875,True,76.95,113.05,5.75,TRAIL_SL,3690,3711
short,C,2026-04-23 12:25:00+05:30,2026-04-23 13:15:00+05:30,24180.099609375,24222.767593183053,24222.767593183053,24222.767593183053,False,-42.67,13.0,63.4,STOP_LOSS,3718,3728
short,B,2026-04-24 09:35:00+05:30,2026-04-24 14:25:00+05:30,24002.44921875,23863.55078125,24028.443586694237,23863.55078125,True,138.9,187.1,3.95,TRAIL_SL,3759,3817
short,A,2026-04-28 12:40:00+05:30,2026-04-28 15:00:00+05:30,24029.849609375,24002.150390625,24046.117921925008,24046.117921925008,False,27.7,68.25,19.15,EOD_EXIT,3946,3974
long,B,2026-04-29 10:00:00+05:30,2026-04-29 11:25:00+05:30,24201.30078125,24265.55078125,24162.657303100546,24265.55078125,True,64.25,97.55,4.65,TRAIL_SL,3989,4006
long,A,2026-04-29 11:30:00+05:30,2026-04-29 13:25:00+05:30,24278.150390625,24309.55078125,24252.44366925578,24309.55078125,True,31.4,56.05,14.5,TRAIL_SL,4007,4030
short,B,2026-04-30 09:35:00+05:30,2026-04-30 10:35:00+05:30,23908.94921875,23850.75,23943.557664770095,23850.75,True,58.2,108.1,47.5,TRAIL_SL,4059,4071
long,A,2026-05-04 10:00:00+05:30,2026-05-04 10:20:00+05:30,24223.94921875,24173.74851332341,24173.74851332341,24173.74851332341,False,-50.2,22.3,81.15,STOP_LOSS,4139,4143
long,A,2026-05-04 10:25:00+05:30,2026-05-04 12:10:00+05:30,24196.650390625,24148.07283615222,24148.07283615222,24148.07283615222,False,-48.58,52.5,80.85,STOP_LOSS,4144,4165
short,A,2026-05-05 09:45:00+05:30,2026-05-05 12:10:00+05:30,24036.05078125,23931.25,24068.422383847847,23931.25,True,104.8,152.55,19.4,TRAIL_SL,4211,4240
long,C,2026-05-06 10:05:00+05:30,2026-05-06 12:20:00+05:30,24107.0,24052.088683490303,24052.088683490303,24052.088683490303,False,-54.91,48.4,76.5,STOP_LOSS,4290,4317
