pos,price,kind,volume,timestamp,label,trend
3929,23172.55078125,low,0.0,2026-03-19 13:25:00+05:30,LL,down
3932,23217.849609375,high,0.0,2026-03-19 13:40:00+05:30,LH,down
3948,22931.94921875,low,0.0,2026-03-19 15:00:00+05:30,LL,down
3958,23318.900390625,high,0.0,2026-03-20 09:35:00+05:30,HH,up
3966,23200.650390625,low,0.0,2026-03-20 10:15:00+05:30,HL,up
3973,23317.900390625,high,0.0,2026-03-20 10:50:00+05:30,LH,down
3975,23264.150390625,low,0.0,2026-03-20 11:00:00+05:30,HL,up
3979,23344.900390625,high,0.0,2026-03-20 11:20:00+05:30,HH,up
3993,23120.349609375,low,0.0,2026-03-20 12:30:00+05:30,LL,down
4006,23272.400390625,high,0.0,2026-03-20 13:35:00+05:30,LH,down
4050,22505.0,low,0.0,2026-03-23 11:00:00+05:30,LL,down
4051,22583.650390625,high,0.0,2026-03-23 11:05:00+05:30,LH,down
4067,22478.69921875,low,0.0,2026-03-23 12:25:00+05:30,LL,down
4071,22555.900390625,high,0.0,2026-03-23 12:45:00+05:30,LH,down
4076,22472.099609375,low,0.0,2026-03-23 13:10:00+05:30,LL,down
4087,22661.150390625,high,0.0,2026-03-23 14:05:00+05:30,HH,up
4092,22515.25,low,0.0,2026-03-23 14:30:00+05:30,HL,up
4096,22646.55078125,high,0.0,2026-03-23 14:50:00+05:30,LH,down
4103,22478.099609375,low,0.0,2026-03-23 15:25:00+05:30,LL,down
4104,22897.650390625,high,0.0,2026-03-24 09:15:00+05:30,HH,up
4120,22624.900390625,low,0.0,2026-03-24 10:35:00+05:30,HL,up
4147,23025.19921875,high,0.0,2026-03-24 12:50:00+05:30,HH,up
4150,22911.349609375,low,0.0,2026-03-24 13:05:00+05:30,HL,up
4157,23057.099609375,high,0.0,2026-03-24 13:40:00+05:30,HH,up
4159,22950.599609375,low,0.0,2026-03-24 13:50:00+05:30,HL,up
4164,23037.900390625,high,0.0,2026-03-24 14:15:00+05:30,LH,down
4173,22875.349609375,low,0.0,2026-03-24 15:00:00+05:30,LL,down
4203,23434.25,high,0.0,2026-03-25 11:15:00+05:30,HH,up
4207,23343.5,low,0.0,2026-03-25 11:35:00+05:30,HL,up
4218,23465.25,high,0.0,2026-03-25 12:30:00+05:30,HH,up
4224,23369.69921875,low,0.0,2026-03-25 13:00:00+05:30,HL,up
4234,23462.80078125,high,0.0,2026-03-25 13:50:00+05:30,LH,down
4267,22968.5,low,0.0,2026-03-27 10:20:00+05:30,LL,down
4269,23038.650390625,high,0.0,2026-03-27 10:30:00+05:30,LH,down
4280,22928.05078125,low,0.0,2026-03-27 11:25:00+05:30,LL,down
4285,22961.80078125,high,0.0,2026-03-27 11:50:00+05:30,LH,down
4291,22906.400390625,low,0.0,2026-03-27 12:20:00+05:30,LL,down
4302,22992.94921875,high,0.0,2026-03-27 13:15:00+05:30,HH,up
4306,22909.30078125,low,0.0,2026-03-27 13:35:00+05:30,HL,up
