direction,entry_tier,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,peak_profit_pts,exit_reason,holding_mins,holding_time,opt_dS,opt_delta_entry,opt_delta_exit,opt_gamma,opt_theta_daily,opt_vega,opt_vix_entry,opt_vix_exit,opt_vix_chg,opt_delta_effect,opt_gamma_effect,opt_gamma_pnl,opt_theta_effect,opt_vega_effect,opt_change,opt_pnl_per_lot,opt_gross_pnl,opt_slippage,opt_pnl_total,opt_breakeven_dS
long,C,2025-12-31 13:15:00+05:30,2025-12-31 15:05:00+05:30,26147.25,26130.44921875,26133.127347682093,26133.127347682093,False,-16.8,39.75,20.75,36.75,STOP_LOSS,110,1H:50M,-16.8008,0.2,0.186559,0.0008,-10.0,6.0,9.48,9.48,0.0,-3.2585,0.0,8.468,-2.9333,0.0,-6.1919,-6.1919,-464.39,50.0,-514.39,14.26
long,C,2026-01-01 09:45:00+05:30,2026-01-01 09:55:00+05:30,26188.55078125,26157.19921875,26159.688637302217,26159.688637302217,False,-31.35,8.45,35.05,0.55,STOP_LOSS,10,0H:10M,-31.3516,0.2,0.174919,0.0008,-10.0,6.0,9.48,9.48,0.0,-5.9165,0.0,29.4876,-0.2667,0.0,-6.1831,-6.1831,-463.73,50.0,-513.73,1.3298
long,C,2026-01-02 09:30:00+05:30,2026-01-02 09:55:00+05:30,26197.650390625,26254.599609375,26171.320122117726,26255.15128652384,True,56.95,73.15,1.75,70.35,TRAIL_SL,25,0H:25M,56.9492,0.2,0.245559,0.0008,-10.0,6.0,9.45,9.45,0.0,12.5574,0.0,97.2964,-0.6667,0.0,11.8907,11.8907,891.81,50.0,841.81,3.3114
long,A,2026-01-02 10:05:00+05:30,2026-01-02 11:55:00+05:30,26239.69921875,26280.0,26216.677620560593,26287.512122866487,True,40.3,57.4,4.65,54.9,TRAIL_SL,110,1H:50M,40.3008,0.2,0.232241,0.0008,-10.0,6.0,9.45,9.45,0.0,8.6449,0.0,48.7246,-2.9333,0.0,5.7115,5.7115,428.36,50.0,378.36,14.26
long,C,2026-01-05 10:15:00+05:30,2026-01-05 11:20:00+05:30,26357.30078125,26320.75,26326.453582094175,26326.453582094175,False,-36.55,15.55,36.9,10.4,STOP_LOSS,65,1H:05M,-36.5508,0.2,0.170759,0.0008,-10.0,6.0,10.02,10.02,0.0,-6.8292,0.0,40.0788,-1.7333,0.0,-8.5625,-8.5625,-642.19,50.0,-692.19,8.5214
short,B,2026-01-06 09:30:00+05:30,2026-01-06 09:55:00+05:30,26215.05078125,26256.80078125,26236.254272020684,26236.254272020684,False,-41.75,24.4,43.95,15.7,STOP_LOSS,25,0H:25M,41.75,-0.2,-0.1666,0.0008,-10.0,6.0,10.02,10.02,0.0,-7.7225,0.0,52.2919,-0.6667,0.0,-8.3892,-8.3892,-629.19,50.0,-679.19,-3.3114
short,C,2026-01-06 11:15:00+05:30,2026-01-06 11:35:00+05:30,26156.599609375,26177.30078125,26173.077470398803,26173.077470398803,False,-20.7,15.55,24.55,1.75,STOP_LOSS,20,0H:20M,20.7012,-0.2,-0.183439,0.0008,-10.0,6.0,10.02,10.02,0.0,-3.986,0.0,12.8562,-0.5333,0.0,-4.5193,-4.5193,-338.95,50.0,-388.95,-2.6526
short,C,2026-01-07 09:40:00+05:30,2026-01-07 09:55:00+05:30,26108.19921875,26138.80078125,26128.562733212744,26128.562733212744,False,-30.6,10.95,30.85,0.15,STOP_LOSS,15,0H:15M,30.6016,-0.2,-0.175519,0.0008,-10.0,6.0,9.95,9.95,0.0,-5.7832,0.0,28.0937,-0.4,0.0,-6.1832,-6.1832,-463.74,50.0,-513.74,-1.9921
short,C,2026-01-07 12:45:00+05:30,2026-01-07 12:55:00+05:30,26081.19921875,26098.0,26092.564477789616,26092.564477789616,False,-16.8,0.5,18.25,0.0,STOP_LOSS,10,0H:10M,16.8008,-0.2,-0.186559,0.0008,-10.0,6.0,9.95,9.95,0.0,-3.2585,0.0,8.468,-0.2667,0.0,-3.5252,-3.5252,-264.39,50.0,-314.39,-1.3298
short,C,2026-01-08 10:00:00+05:30,2026-01-08 11:35:00+05:30,26066.05078125,25982.400390625,26084.273018229695,25977.76386689393,True,83.65,103.5,6.0,97.6,TRAIL_SL,95,1H:35M,-83.6504,-0.2,-0.26692,0.0008,-10.0,6.0,10.6,10.6,0.0,19.2491,0.0,209.9216,-2.5333,0.0,16.7158,16.7158,1253.69,50.0,1203.69,-12.3611
short,C,2026-01-08 11:35:00+05:30,2026-01-08 13:35:00+05:30,25982.400390625,25905.349609375,25994.17622038509,25903.25810967411,True,77.05,97.65,6.2,88.9,TRAIL_SL,120,2H:00M,-77.0508,-0.2,-0.261641,0.0008,-10.0,6.0,10.6,10.6,0.0,17.5474,0.0,178.1047,-3.2,0.0,14.3474,14.3474,1076.06,50.0,1026.06,-15.5184
short,C,2026-01-09 11:10:00+05:30,2026-01-09 12:50:00+05:30,25799.0,25692.900390625,25817.59928758574,25686.25686030022,True,106.1,133.75,22.65,125.55,TRAIL_SL,100,1H:40M,-106.0996,-0.2,-0.28488,0.0008,-10.0,6.0,10.93,10.93,0.0,25.2725,0.0,337.7138,-2.6667,0.0,22.6058,22.6058,1695.44,50.0,1645.44,-12.9956
short,C,2026-01-09 12:50:00+05:30,2026-01-09 13:35:00+05:30,25692.900390625,25716.099609375,25709.370452825235,25709.370452825235,False,-23.2,12.25,37.5,4.55,STOP_LOSS,45,0H:45M,23.1992,-0.2,-0.181441,0.0008,-10.0,6.0,10.93,10.93,0.0,-4.4461,0.0,16.1461,-1.2,0.0,-5.6461,-5.6461,-423.46,50.0,-473.46,-5.9297
short,C,2026-01-12 09:30:00+05:30,2026-01-12 09:45:00+05:30,25568.75,25595.44921875,25595.368179148238,25595.368179148238,False,-26.7,25.1,28.35,11.15,STOP_LOSS,15,0H:15M,26.6992,-0.2,-0.178641,0.0008,-10.0,6.0,11.37,11.37,0.0,-5.0832,0.0,21.3854,-0.4,0.0,-5.4832,-5.4832,-411.24,50.0,-461.24,-1.9921
short,B,2026-01-12 10:00:00+05:30,2026-01-12 11:45:00+05:30,25589.69921875,25490.849609375,25617.94566868729,25489.972838210546,True,98.85,116.3,8.5,112.8,TRAIL_SL,105,1H:45M,-98.8496,-0.2,-0.27908,0.0008,-10.0,6.0,11.37,11.37,0.0,23.2876,0.0,293.1374,-2.8,0.0,20.4876,20.4876,1536.57,50.0,1486.57,-13.6285
short,C,2026-01-12 11:45:00+05:30,2026-01-12 12:05:00+05:30,25490.849609375,25520.0,25506.586152836273,25506.586152836273,False,-29.15,6.95,39.6,0.0,STOP_LOSS,20,0H:20M,29.1504,-0.2,-0.17668,0.0008,-10.0,6.0,11.37,11.37,0.0,-5.5242,0.0,25.4924,-0.5333,0.0,-6.0575,-6.0575,-454.31,50.0,-504.31,-2.6526
long,C,2026-01-12 12:25:00+05:30,2026-01-12 13:00:00+05:30,25660.80078125,25699.400390625,25617.951491026655,25705.61606868052,True,38.6,77.3,4.35,65.7,TRAIL_SL,35,0H:35M,38.5996,0.2,0.23088,0.0008,-10.0,6.0,11.37,11.37,0.0,8.2563,0.0,44.6979,-0.9333,0.0,7.323,7.323,549.22,50.0,499.22,4.6239
long,C,2026-01-16 10:00:00+05:30,2026-01-16 10:40:00+05:30,25761.94921875,25843.69921875,25727.81041448382,25849.307620545136,True,81.75,110.9,12.8,103.3,TRAIL_SL,40,0H:40M,81.75,0.2,0.2654,0.0008,-10.0,6.0,11.37,11.37,0.0,18.7559,0.0,200.4919,-1.0667,0.0,17.6892,17.6892,1326.69,50.0,1276.69,5.2776
long,A,2026-01-16 10:50:00+05:30,2026-01-16 11:15:00+05:30,25837.849609375,25806.80078125,25807.15064140843,25807.15064140843,False,-31.05,7.3,36.6,0.0,STOP_LOSS,25,0H:25M,-31.0488,0.2,0.175161,0.0008,-10.0,6.0,11.37,11.37,0.0,-5.8627,0.0,28.9209,-0.6667,0.0,-6.5294,-6.5294,-489.7,50.0,-539.7,3.3114
long,A,2026-01-16 11:25:00+05:30,2026-01-16 11:55:00+05:30,25813.25,25775.75,25787.527450941117,25787.527450941117,False,-37.5,17.4,43.0,0.0,STOP_LOSS,30,0H:30M,-37.5,0.2,0.17,0.0008,-10.0,6.0,11.37,11.37,0.0,-6.9937,0.0,42.1875,-0.8,0.0,-7.7937,-7.7937,-584.53,50.0,-634.53,3.9685
short,C,2026-01-16 13:15:00+05:30,2026-01-16 15:10:00+05:30,25713.80078125,25683.099609375,25730.533289651023,25730.533289651023,False,30.7,51.0,6.65,42.2,SOFT_EOD_EXIT,115,1H:55M,-30.7012,-0.2,-0.224561,0.0008,-10.0,6.0,11.37,11.37,0.0,6.4796,0.0,28.2769,-3.0667,0.0,3.4129,3.4129,255.97,50.0,205.97,-14.8899
short,C,2026-01-19 09:30:00+05:30,2026-01-19 10:55:00+05:30,25588.0,25547.69921875,25616.843119885787,25520.43147705476,True,40.3,93.05,8.3,84.2,TRAIL_SL,85,1H:25M,-40.3008,-0.2,-0.232241,0.0008,-10.0,6.0,11.83,11.83,0.0,8.6449,0.0,48.7246,-2.2667,0.0,6.3782,6.3782,478.36,50.0,428.36,-11.0875
short,C,2026-01-19 10:55:00+05:30,2026-01-19 13:45:00+05:30,25547.69921875,25576.05078125,25566.112448701508,25566.112448701508,False,-28.35,39.0,28.35,32.35,STOP_LOSS,170,2H:50M,28.3516,-0.2,-0.177319,0.0008,-10.0,6.0,11.83,11.83,0.0,-5.3809,0.0,24.1143,-4.5333,0.0,-9.9143,-9.9143,-743.57,50.0,-793.57,-21.7229
short,C,2026-01-20 09:30:00+05:30,2026-01-20 12:45:00+05:30,25495.55078125,25423.05078125,25517.190157827456,25419.422924767892,True,72.5,89.95,8.45,85.8,TRAIL_SL,195,3H:15M,-72.5,-0.2,-0.258,0.0008,-10.0,6.0,12.73,12.73,0.0,16.3923,0.0,157.6875,-5.2,0.0,11.1923,11.1923,839.42,50.0,789.42,-24.7726
short,B,2026-01-20 12:45:00+05:30,2026-01-20 15:25:00+05:30,25423.05078125,25225.349609375,25435.62978308188,25198.4839155171,True,197.7,249.25,13.85,242.5,TRAIL_SL,160,2H:40M,-197.7012,-0.2,-0.358161,0.0008,-10.0,6.0,12.73,12.73,0.0,53.6111,0.0,1172.5726,-4.2667,0.0,49.3444,49.3444,3700.83,50.0,3650.83,-20.4934
