direction,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,adx_tier,be_triggered,micro_triggered,pnl,mfe_pts,mae_pts,exit_reason
short,2025-01-06 14:45:00+05:30,2025-01-06 14:55:00+05:30,23605.1,23630.99540184241,23630.99540184241,23630.99540184241,3,False,False,-25.9,5.55,38.95,STOP_LOSS
short,2025-01-08 12:40:00+05:30,2025-01-08 13:20:00+05:30,23533.25,23551.964761229356,23551.964761229356,23551.964761229356,2,False,False,-18.71,15.95,34.0,STOP_LOSS
short,2025-01-09 09:50:00+05:30,2025-01-09 10:10:00+05:30,23625.0,23638.096957191723,23644.645435787585,23638.096957191723,2,False,True,-13.1,27.8,17.45,MICRO_SL
short,2025-01-10 10:15:00+05:30,2025-01-10 10:45:00+05:30,23420.2,23439.96189372843,23449.842840592646,23439.96189372843,2,False,True,-19.76,30.15,46.85,MICRO_SL
short,2025-01-13 10:00:00+05:30,2025-01-13 10:25:00+05:30,23261.45,23296.92166096395,23296.92166096395,23296.92166096395,3,False,False,-35.47,22.25,62.0,STOP_LOSS
short,2025-01-13 14:55:00+05:30,2025-01-13 15:05:00+05:30,23099.35,23080.952263578234,23121.449920895728,23080.952263578234,2,True,True,18.4,36.1,7.15,TRAIL_SL
long,2025-01-16 09:50:00+05:30,2025-01-16 15:10:00+05:30,23306.9,23309.65,23274.344796288653,23293.33533178694,2,False,True,2.75,34.0,34.85,EOD_KILL_NON_TRAIL
short,2025-01-17 09:55:00+05:30,2025-01-17 10:25:00+05:30,23226.0,23243.808919498686,23252.713379248027,23243.808919498686,2,False,True,-17.81,28.5,38.15,MICRO_SL
short,2025-01-17 11:20:00+05:30,2025-01-17 11:30:00+05:30,23147.1,23165.971961369538,23165.971961369538,23165.971961369538,2,False,False,-18.87,9.85,30.8,STOP_LOSS
short,2025-01-21 10:45:00+05:30,2025-01-21 11:10:00+05:30,23204.05,23160.818066916578,23234.45954305217,23160.818066916578,2,True,True,43.23,65.1,13.65,TRAIL_SL
short,2025-01-21 11:30:00+05:30,2025-01-21 11:40:00+05:30,23164.05,23189.020622696404,23189.020622696404,23189.020622696404,3,False,False,-24.97,11.6,41.1,STOP_LOSS
long,2025-01-23 11:15:00+05:30,2025-01-23 12:35:00+05:30,23223.3,23261.02418231877,23202.410532140468,23261.02418231877,2,True,True,37.72,47.5,22.25,TRAIL_SL
long,2025-01-24 12:10:00+05:30,2025-01-24 12:35:00+05:30,23300.8,23272.80198693142,23272.80198693142,23272.80198693142,2,False,False,-28.0,18.6,69.9,STOP_LOSS
short,2025-01-27 11:05:00+05:30,2025-01-27 11:25:00+05:30,22867.95,22890.80569650146,22890.80569650146,22890.80569650146,3,False,False,-22.86,15.15,35.55,STOP_LOSS
short,2025-01-30 14:40:00+05:30,2025-01-30 14:55:00+05:30,23174.6,23191.89894273465,23191.89894273465,23191.89894273465,3,False,False,-17.3,25.8,31.1,STOP_LOSS
long,2025-02-01 10:10:00+05:30,2025-02-01 11:00:00+05:30,23555.9,23578.024966588568,23520.737872018268,23578.024966588568,3,True,False,22.12,46.25,25.1,TRAIL_SL
short,2025-02-01 12:55:00+05:30,2025-02-01 13:10:00+05:30,23421.65,23352.846245909594,23466.632806067868,23352.846245909594,2,True,True,68.8,103.35,6.7,TRAIL_SL
short,2025-02-01 13:20:00+05:30,2025-02-01 13:25:00+05:30,23398.75,23439.363419770674,23439.363419770674,23439.363419770674,2,False,False,-40.61,1.65,59.1,STOP_LOSS
short,2025-02-03 10:35:00+05:30,2025-02-03 10:40:00+05:30,23272.8,23294.851895524487,23294.851895524487,23294.851895524487,2,False,False,-22.05,2.2,42.85,STOP_LOSS
long,2025-02-04 11:55:00+05:30,2025-02-04 12:20:00+05:30,23546.25,23576.384967255843,23505.10791463834,23576.384967255843,2,True,True,30.13,47.85,19.0,TRAIL_SL
