bar_open,bar_close,direction,signal_type,confidence,entry,stop,target_1,target_2,target_3,exit_price,exit_reason,r_multiple,size,t1_hit,t2_hit
14109,14145,short,pullback,0.45,19500.4,19455.0797,19455.0797,19441.8701,15554.0201,19348.7,time_stop,3.347,23.0,True,True
14221,14226,long,failed_breakout,0.5,19511.4,19485.5203,19537.2797,19527.38,19539.2,19485.5203,stop,-1.0,48.0,False,False
14462,14465,long,failure_test,0.59,19524.05,19538.372,19538.372,19552.694,19567.016,19567.016,target_3,3.0,83.0,True,True
14477,14508,short,failure_test,0.74,19580.15,19580.15,19534.5397,19488.9293,19443.319,19580.15,stop,0.0,30.0,True,False
14524,14530,short,failure_test,0.76,19577.1,19560.6047,19560.6047,19544.1095,19527.6142,19527.6142,target_3,3.0,83.0,True,True
14676,14676,short,pullback,0.52,19372.6,19374.6535,19370.5465,19347.001,15477.811,19374.6535,stop,-1.0,770.0,False,False
14681,14684,short,pullback,0.64,19402.5,19429.5409,19375.4591,19347.8026,15478.6126,19429.5409,stop,-1.0,55.0,False,False
14906,14906,short,pullback,0.79,19289.35,19289.9506,19288.7494,19255.443,15404.723,19289.9506,stop,-1.0,2379.0,False,False
14911,14947,short,pb_after_breakout,0.75,19370.5,19370.5,19325.4351,19256.0455,19198.8182,19370.5,time_stop,0.0,30.0,True,False
14973,14979,short,breakout,0.6,19403.65,19403.65,19394.7893,19280.7605,19220.4756,19403.65,stop,0.0,153.0,True,False
14990,14994,short,failed_breakout,0.55,19395.7,19420.0272,19371.3728,19393.925,19386.8,19420.0272,stop,-1.0,55.0,False,False
14995,15003,short,failure_test,0.83,19403.45,19433.5383,19373.3617,19343.2734,19313.1851,19433.5383,stop,-1.0,42.0,False,False
15319,15339,short,failure_test,0.84,19313.85,19334.6227,19293.0773,19272.3046,19251.5318,19334.6227,stop,-1.0,59.0,False,False
15380,15387,long,failure_test,0.63,19352.9,19327.7963,19378.0037,19403.1074,19428.2112,19327.7963,stop,-1.0,46.0,False,False
15388,15409,short,failure_test,0.9,19324.8,19346.9119,19302.6881,19280.5762,19258.4644,19346.9119,stop,-1.0,50.0,False,False
15635,15671,long,anti,0.5,19336.6,19336.6,19415.75,19494.9,19574.05,19435.15,time_stop,6.135,65.0,True,False
15697,15714,long,failed_breakout,0.45,19467.8,19511.24,19511.24,19480.595,19496.3,19496.3,target_3,0.656,31.0,True,True
15800,15800,long,pullback,0.67,19528.45,19528.191,19528.709,19567.5311,23481.1211,19528.191,stop,-1.0,5473.0,False,False
15815,15823,long,pullback,0.59,19553.6,19579.6473,19579.6473,19566.3436,23479.9336,19579.6473,stop,1.0,51.0,True,True
16279,16315,long,failed_breakout,0.5,20155.15,20045.113,20265.187,20222.295,20213.25,20060.6,time_stop,-0.859,12.0,False,False
16401,16420,long,pullback,0.76,20175.8,20221.3446,20221.3446,20191.6016,24230.1916,20221.3446,stop,1.0,29.0,True,True
16646,16650,long,failed_breakout,0.55,19736.85,19768.8497,19768.8497,19739.445,19749.0,19749.0,target_3,0.38,44.0,True,True
16666,16684,long,failed_breakout,0.55,19719.15,19783.6119,19783.6119,19766.985,19792.35,19783.6119,stop,1.0,22.0,True,True
16825,16861,long,pullback,0.69,19681.7,19622.4802,19740.9198,19732.8229,23679.6529,19669.2,time_stop,-0.211,25.0,False,False
16927,16928,long,failure_test,0.74,19714.7,19689.4338,19739.9662,19765.2323,19790.4985,19689.4338,stop,-1.0,59.0,False,False
16942,16954,long,failure_test,0.74,19714.55,19714.55,19744.6607,19774.7714,19804.8821,19714.55,stop,0.0,47.0,True,False
17050,17077,long,failure_test,0.56,19606.6,19633.2459,19633.2459,19659.8919,19686.5378,19686.5378,target_3,3.0,53.0,True,True
17078,17091,long,failure_test,0.57,19684.5,19700.0645,19700.0645,19715.6289,19731.1934,19700.0645,stop,1.0,105.0,True,True
17092,17097,short,failure_test,0.84,19689.95,19666.753,19666.753,19643.556,19620.359,19620.359,target_3,3.0,74.0,True,True
17103,17139,short,failure_test,0.83,19530.25,19629.8633,19430.6367,19331.0233,19231.41,19525.0,time_stop,0.053,19.0,False,False
17320,17325,short,failed_breakout,0.55,19541.65,19570.6224,19512.6776,19537.15,19540.15,19570.6224,stop,-1.0,68.0,False,False
17331,17332,short,failure_test,0.76,19592.25,19614.7142,19569.7858,19547.3216,19524.8575,19614.7142,stop,-1.0,84.0,False,False
17441,17475,short,failure_test,0.79,19522.3,19550.0838,19494.5162,19466.7324,19438.9485,19550.0838,stop,-1.0,64.0,False,False
17481,17485,short,failure_test,0.68,19595.55,19610.939,19580.161,19564.7719,19549.3829,19610.939,stop,-1.0,110.0,False,False
17641,17677,long,pullback,0.54,19784.7,19784.7,19801.1326,19842.1193,23810.7793,19812.2,time_stop,1.674,98.0,True,False
17873,17894,short,failed_breakout,0.5,19825.85,19847.7218,19803.9782,19821.46,19814.95,19847.7218,stop,-1.0,80.0,False,False
17895,17902,long,pullback,0.75,19843.2,19818.2511,19868.1489,19848.9646,23818.9146,19818.2511,stop,-1.0,66.0,False,False
18063,18099,short,pullback,0.54,19641.95,19641.95,19596.3999,19514.4072,15611.9372,19572.9,time_stop,1.516,34.0,True,False
18105,18141,short,failed_breakout,0.5,19542.15,19582.6867,19501.6133,19531.615,19538.5,19545.95,time_stop,-0.094,41.0,False,False
18377,18413,long,failed_breakout,0.45,18977.3,18828.8483,19125.7517,19069.795,19057.45,19023.4,time_stop,0.311,11.0,False,False
18529,18565,short,failed_breakout,0.55,19123.75,19242.8491,19004.6509,19123.205,19111.2,19102.65,time_stop,0.177,14.0,False,False
18576,18594,long,failure_test,0.64,19119.55,19079.7804,19159.3196,19199.0891,19238.8587,19079.7804,stop,-1.0,43.0,False,False
18715,18748,long,failure_test,0.69,19088.5,19106.2835,19106.2835,19124.0671,19141.8506,19141.8506,target_3,3.0,92.0,True,True
18844,18847,long,pullback,0.61,19339.9,19319.647,19360.153,19355.742,23227.212,19319.647,stop,-1.0,93.0,False,False
18849,18872,long,pullback,0.56,19332.3,19344.4956,19344.4956,19356.3013,23227.7713,19344.4956,stop,1.0,147.0,True,True
18983,19019,long,pullback,0.56,19428.3,19397.5322,19459.0678,19453.002,23344.142,19437.5,time_stop,0.299,61.0,False,False
19195,19200,long,failure_test,0.62,19413.95,19444.7025,19444.7025,19475.455,19506.2075,19506.2075,target_3,3.0,62.0,True,True
19201,19204,long,failure_test,0.7,19523.4,19523.4,19543.2247,19563.0493,19582.874,19523.4,stop,0.0,111.0,True,False
19366,19367,short,failed_breakout,0.55,19643.75,19700.2606,19587.2394,19632.985,19643.2,19700.2606,stop,-1.0,38.0,False,False
19436,19472,short,failed_breakout,0.55,19744.2,19885.4312,19602.9688,19660.735,19676.35,19761.6,time_stop,-0.123,14.0,False,False
19478,19480,long,anti,0.65,19768.8,19759.5653,19872.7,19976.6,20080.5,19759.5653,stop,-1.0,225.0,False,False
19588,19622,short,failure_test,0.71,19762.95,19790.9052,19734.9948,19707.0396,19679.0845,19790.9052,stop,-1.0,70.0,False,False
19668,19694,long,pullback,0.57,19804.3,19762.214,19846.386,19809.8683,23772.2383,19762.214,stop,-1.0,44.0,False,False
19850,19858,long,pullback,0.55,19812.05,19785.6993,19838.4007,19823.4141,23787.8341,19785.6993,stop,-1.0,67.0,False,False
19859,19872,short,failure_test,0.76,19782.4,19804.2954,19760.5046,19738.6093,19716.7139,19804.2954,stop,-1.0,77.0,False,False
19873,19890,long,failure_test,0.72,19800.6,19823.3107,19823.3107,19846.0214,19868.7321,19823.3107,stop,1.0,71.0,True,True
19941,19943,long,failure_test,0.68,19825.9,19818.1871,19833.6129,19841.3259,19849.0388,19818.1871,stop,-1.0,220.0,False,False
19951,19962,long,failed_breakout,0.45,19882.8,19951.144,19951.144,19934.785,19931.5,19931.5,target_3,0.713,23.0,True,True
20063,20096,long,pb_after_breakout,0.85,20065.75,20065.75,20105.1974,20134.5183,20168.9025,20065.75,stop,0.0,42.0,True,False
20097,20099,short,failure_test,0.66,20061.3,20078.2716,20044.3284,20027.3568,20010.3852,20078.2716,stop,-1.0,98.0,False,False
20102,20112,long,failure_test,0.64,20106.5,20143.8544,20143.8544,20181.2088,20218.5632,20218.5632,target_3,3.0,42.0,True,True
20168,20171,long,pullback,0.61,20275.6,20290.1056,20290.1056,20285.277,24342.537,20290.1056,stop,1.0,125.0,True,True
20173,20175,long,pullback,0.59,20275.3,20260.3278,20290.2722,20284.7008,24341.9608,20260.3278,stop,-1.0,127.0,False,False
20178,20187,short,failed_breakout,0.55,20249.65,20296.3355,20202.9645,20228.255,20235.35,20296.3355,stop,-1.0,38.0,False,False
20323,20327,long,pullback,0.84,20802.1,20821.3281,20821.3281,20810.9848,24973.6048,20821.3281,stop,1.0,89.0,True,True
20488,20524,long,failed_breakout,0.45,20946.4,20872.3483,21020.4517,20979.925,20969.5,20952.55,time_stop,0.083,24.0,False,False
20525,20537,short,failure_test,0.61,20951.65,20933.0952,20933.0952,20914.5403,20895.9855,20895.9855,target_3,3.0,98.0,True,True
20538,20539,short,failure_test,0.57,20893.1,20912.2218,20873.9782,20854.8564,20835.7347,20912.2218,stop,-1.0,109.0,False,False
20553,20562,long,failure_test,0.75,20936.55,20936.55,20961.9118,20987.2737,21012.6355,20936.55,stop,0.0,78.0,True,False
20563,20599,long,failure_test,0.94,21004.95,20917.6416,21092.2584,21179.5668,21266.8753,20970.0,time_stop,-0.4,22.0,False,False
20755,20764,long,failed_breakout,0.55,20807.6,20852.383,20852.383,20812.625,20815.1,20815.1,target_3,0.167,43.0,True,True
20780,20783,short,pb_after_breakout,0.6,20869.5,20933.7707,20805.2293,20820.9219,20796.6329,20933.7707,stop,-1.0,30.0,False,False
20810,20836,long,failed_breakout,0.55,21161.9,21200.915,21200.915,21177.665,21190.1,21190.1,target_3,0.723,47.0,True,True
20862,20866,long,failed_breakout,0.55,21287.45,21248.2517,21326.6483,21287.67,21293.85,21248.2517,stop,-1.0,49.0,False,False
21277,21279,short,failure_test,0.54,21304.3,21349.9886,21258.6114,21212.9228,21167.2342,21349.9886,stop,-1.0,40.0,False,False
21282,21290,long,failed_breakout,0.5,21351.4,21278.9142,21423.8858,21372.535,21387.25,21278.9142,stop,-1.0,24.0,False,False
21291,21292,short,failure_test,0.56,21275.55,21275.55,21240.443,21205.336,21170.229,21275.55,stop,0.0,47.0,True,False
21296,21329,long,failure_test,0.84,21309.45,21361.6046,21361.6046,21413.7593,21465.9139,21465.9139,target_3,3.0,31.0,True,True
21375,21411,long,pb_after_breakout,1.0,21454.5,21312.9049,21596.0951,21473.2994,21482.6991,21578.0,time_stop,0.872,13.0,False,False
21437,21439,long,pullback,0.57,21538.3,21518.1319,21558.4681,21601.7877,25922.4677,21518.1319,stop,-1.0,98.0,False,False
21442,21478,long,pullback,0.6,21545.2,21572.537,21572.537,21601.5323,25922.2123,21696.0,time_stop,5.516,69.0,True,True
21534,21537,long,failed_breakout,0.5,21780.7,21721.7098,21839.6902,21799.18,21789.4,21721.7098,stop,-1.0,40.0,False,False
21539,21575,long,pb_after_breakout,0.85,21712.55,21496.02,21929.08,21774.463,21805.4195,21736.2,time_stop,0.109,10.0,False,False
21751,21762,long,anti,0.65,21661.85,21641.0883,21761.825,21861.8,21961.775,21641.0883,stop,-1.0,110.0,False,False
21768,21804,short,failure_test,0.54,21559.65,21605.2948,21514.0052,21468.3605,21422.7157,21546.35,time_stop,0.291,47.0,False,False
21825,21826,long,failure_test,0.82,21555.4,21532.796,21578.004,21600.6079,21623.2119,21532.796,stop,-1.0,98.0,False,False
21830,21831,long,failure_test,0.84,21565.8,21534.7519,21596.8481,21627.8962,21658.9443,21534.7519,stop,-1.0,67.0,False,False
21905,21911,long,pullback,0.77,21650.25,21665.055,21665.055,21673.4986,26008.3586,21665.055,stop,1.0,135.0,True,True
21922,21929,long,failure_test,0.73,21741.4,21715.267,21767.533,21793.6661,21819.7991,21715.267,stop,-1.0,80.0,False,False
21930,21966,short,failure_test,0.77,21705.35,21746.3054,21664.3946,21623.4392,21582.4837,21675.1,time_stop,0.739,48.0,False,False
22172,22193,short,pullback,0.55,21521.85,21521.85,21478.11,21450.2114,17160.4814,21521.85,stop,0.0,47.0,True,False
22239,22275,long,pb_after_breakout,0.85,21655.75,21582.1422,21729.3578,21682.9329,21696.5243,21650.05,time_stop,-0.077,28.0,False,False
22276,22287,long,pb_after_breakout,0.85,21650.6,21762.0309,21762.0309,21682.264,21698.096,21698.096,target_3,0.426,18.0,True,True
22358,22362,short,failed_breakout,0.55,21858.3,21937.8122,21778.7878,21839.745,21851.4,21937.8122,stop,-1.0,26.0,False,False
22363,22399,long,failed_breakout,0.55,22052.55,21841.4193,22263.6807,22193.23,22177.3,22068.2,time_stop,0.074,9.0,False,False
22450,22486,long,pb_after_breakout,0.85,22088.0,21667.412,22508.588,22112.6409,22124.9613,22013.6,time_stop,-0.177,4.0,False,False
23032,23037,long,failed_breakout,0.45,21321.45,21403.7539,21403.7539,21345.6,21330.6,21330.6,target_3,0.111,24.0,True,True
23038,23074,long,failure_test,0.65,21476.75,21541.4963,21541.4963,21606.2426,21670.9889,21669.8,time_stop,2.982,30.0,True,True
23115,23151,short,failed_breakout,0.45,21704.5,21827.1651,21581.8349,21702.585,21689.0,21704.5,time_stop,0.0,18.0,False,False
23227,23228,long,failure_test,0.84,21689.35,21657.3874,21721.3126,21753.2751,21785.2377,21657.3874,stop,-1.0,71.0,False,False
23237,23240,long,failure_test,0.84,21691.2,21663.9909,21718.4091,21745.6182,21772.8273,21663.9909,stop,-1.0,80.0,False,False
23242,23246,short,failure_test,0.54,21659.25,21696.2835,21622.2165,21585.1829,21548.1494,21696.2835,stop,-1.0,55.0,False,False
23247,23256,short,failure_test,0.52,21685.8,21713.6754,21657.9246,21630.0493,21602.1739,21713.6754,stop,-1.0,70.0,False,False
23257,23263,long,failure_test,0.8,21719.05,21743.4021,21743.4021,21767.7542,21792.1063,21743.4021,stop,1.0,76.0,True,True
23269,23272,short,failure_test,0.53,21740.85,21776.1277,21705.5723,21670.2946,21635.0168,21776.1277,stop,-1.0,55.0,False,False
23274,23284,long,failure_test,0.61,21782.9,21782.9,21830.3615,21877.823,21925.2844,21782.9,stop,0.0,39.0,True,False
23330,23337,short,pullback,0.66,21720.75,21720.75,21696.0747,21661.4072,17329.6572,21720.75,stop,0.0,75.0,True,False
23408,23413,long,pullback,0.81,21869.9,21869.9,21907.1832,22125.2905,26550.6505,21869.9,stop,0.0,50.0,True,False
23469,23471,long,failed_breakout,0.5,21940.8,21892.4347,21989.1653,21943.015,21951.65,21892.4347,stop,-1.0,38.0,False,False
23479,23487,short,failure_test,0.54,21775.2,21839.7864,21710.6136,21646.0273,21581.4409,21839.7864,stop,-1.0,27.0,False,False
23498,23502,long,breakout,0.55,21854.2,21800.261,21908.139,21871.3814,21882.6018,21800.261,stop,-1.0,31.0,False,False
23558,23561,short,failure_test,0.57,21925.2,21947.5131,21902.8869,21880.5738,21858.2607,21947.5131,stop,-1.0,71.0,False,False
23563,23563,long,failure_test,0.87,22030.45,21996.8657,22064.0343,22097.6185,22131.2028,21996.8657,stop,-1.0,45.0,False,False
23633,23637,short,failure_test,0.65,21930.3,21974.9781,21885.6219,21840.9438,21796.2657,21974.9781,stop,-1.0,32.0,False,False
23653,23654,long,failure_test,0.85,21963.85,21906.6532,22021.0468,22078.2435,22135.4403,21906.6532,stop,-1.0,24.0,False,False
23658,23694,short,failure_test,0.58,21830.65,21830.65,21754.2309,21677.8118,21601.3928,21738.1,time_stop,1.211,17.0,True,False
23695,23710,short,failure_test,0.54,21737.6,21737.6,21694.3033,21651.0066,21607.7099,21737.6,stop,0.0,32.0,True,False
23711,23721,long,failed_breakout,0.6,21743.35,21653.5041,21833.1959,21758.145,21751.25,21653.5041,stop,-1.0,15.0,False,False
23727,23763,long,failed_breakout,0.55,21699.1,21629.6127,21768.5873,21745.135,21779.95,21728.45,time_stop,0.422,19.0,False,False
23794,23824,short,failure_test,0.61,21734.75,21677.3158,21677.3158,21619.8816,21562.4474,21677.3158,stop,1.0,23.0,True,True
23845,23855,long,failure_test,0.87,21655.9,21608.555,21703.245,21750.5901,21797.9351,21608.555,stop,-1.0,29.0,False,False
23856,23856,short,failure_test,0.63,21604.95,21642.9611,21566.9389,21528.9278,21490.9167,21642.9611,stop,-1.0,35.0,False,False
23861,23862,short,pullback,0.52,21625.1,21671.8499,21578.3501,21578.3143,17263.3643,21671.8499,stop,-1.0,27.0,False,False
23961,23967,short,failure_test,0.77,21607.25,21607.25,21583.8265,21560.403,21536.9794,21607.25,stop,0.0,52.0,True,False
23973,23976,long,failed_breakout,0.5,21618.55,21670.3071,21670.3071,21633.11,21649.85,21649.85,target_3,0.605,23.0,True,True
23978,24001,long,failure_test,0.76,21662.45,21709.8765,21709.8765,21757.303,21804.7296,21804.7296,target_3,3.0,26.0,True,True
24022,24022,short,failure_test,0.65,21829.05,21873.3661,21784.7339,21740.4179,21696.1018,21873.3661,stop,-1.0,32.0,False,False
24027,24035,short,failure_test,0.61,21870.7,21870.7,21832.4137,21794.1274,21755.841,21870.7,stop,0.0,35.0,True,False
24036,24065,long,pb_after_breakout,0.85,21868.3,21920.4715,21920.4715,21919.8921,21945.6882,21945.6882,target_3,1.483,26.0,True,True
24066,24073,long,failure_test,0.75,21942.65,21893.4046,21991.8954,22041.1408,22090.3862,21893.4046,stop,-1.0,29.0,False,False
24074,24087,long,pb_after_breakout,0.85,21882.1,21943.804,21943.804,21921.1817,21940.7225,21940.7225,target_3,0.95,22.0,True,True
24153,24160,long,pullback,0.58,22045.4,22022.7574,22068.0426,22068.6236,26482.3536,22022.7574,stop,-1.0,64.0,False,False
24166,24169,long,failure_test,0.74,22084.4,22039.4245,22129.3755,22174.351,22219.3266,22039.4245,stop,-1.0,30.0,False,False
24471,24478,long,pullback,0.52,22254.85,22207.2342,22302.4658,22295.6812,26755.1812,22207.2342,stop,-1.0,27.0,False,False
24479,24483,short,failure_test,0.73,22213.65,22245.111,22182.189,22150.728,22119.267,22245.111,stop,-1.0,39.0,False,False
24484,24512,long,pullback,0.49,22248.85,22208.8938,22288.8062,22295.9768,26755.4768,22208.8938,stop,-1.0,29.0,False,False
24513,24518,long,pullback,0.54,22231.5,22231.5,22252.1469,22296.2509,26755.7509,22231.5,stop,0.0,55.0,True,False
24519,24534,long,pullback,0.54,22237.5,22194.6743,22280.3257,22295.8498,26755.3498,22194.6743,stop,-1.0,26.0,False,False
24535,24538,short,failure_test,0.77,22207.7,22183.1254,22183.1254,22158.5508,22133.9762,22183.1254,stop,1.0,44.0,True,True
24540,24540,long,pullback,0.54,22180.4,22168.5107,22192.2893,22295.4184,26754.9184,22168.5107,stop,-1.0,95.0,False,False
24605,24619,short,failure_test,0.67,22116.2,22150.992,22081.408,22046.6159,22011.8239,22150.992,stop,-1.0,31.0,False,False
24620,24623,long,failure_test,0.66,22128.85,22103.7911,22153.9089,22178.9679,22204.0268,22103.7911,stop,-1.0,40.0,False,False
24640,24644,long,failure_test,0.66,22166.0,22130.9274,22201.0726,22236.1452,22271.2178,22130.9274,stop,-1.0,27.0,False,False
24705,24706,long,pullback,0.52,22200.4,22161.2235,22239.5765,22224.021,26669.281,22161.2235,stop,-1.0,23.0,False,False
24815,24828,short,failed_breakout,0.45,21944.35,22000.2685,21888.4315,21916.895,21896.45,22000.2685,stop,-1.0,15.0,False,False
24839,24875,long,failure_test,0.62,22124.95,22214.2173,22214.2173,22303.4845,22392.7518,22291.25,time_stop,1.863,9.0,True,True
25021,25037,short,failure_test,0.72,22310.8,22310.8,22275.2107,22239.6214,22204.0321,22310.8,stop,0.0,25.0,True,False
25038,25053,long,failure_test,0.73,22324.75,22354.9606,22354.9606,22385.1711,22415.3817,22415.3817,target_3,3.0,30.0,True,True
25084,25120,short,failure_test,0.52,22302.65,22302.65,22235.6313,22168.6127,22101.594,22258.4,time_stop,0.66,15.0,True,False
25216,25228,short,failure_test,0.63,22499.75,22499.75,22476.301,22452.852,22429.403,22499.75,stop,0.0,46.0,True,False
25239,25242,long,failure_test,0.77,22474.8,22451.5573,22498.0427,22521.2855,22544.5282,22451.5573,stop,-1.0,46.0,False,False
25289,25291,short,pullback,0.63,22417.55,22403.6558,22403.6558,22397.1983,17918.0883,22403.6558,stop,1.0,74.0,True,True
25304,25311,short,failure_test,0.6,22336.85,22392.2961,22281.4039,22225.9579,22170.5118,22392.2961,stop,-1.0,19.0,False,False
25332,25368,long,failure_test,0.75,22362.15,22310.5306,22413.7694,22465.3888,22517.0082,22368.35,time_stop,0.12,19.0,False,False
25384,25409,short,failure_test,0.82,22393.05,22325.3045,22325.3045,22257.559,22189.8135,22189.8135,target_3,3.0,15.0,True,True
25835,25862,long,failure_test,0.85,21990.45,22032.67,22032.67,22074.8899,22117.1099,22032.67,stop,1.0,28.0,True,True
25868,25878,short,failure_test,0.65,21966.45,22008.7312,21924.1688,21881.8876,21839.6064,22008.7312,stop,-1.0,29.0,False,False
25889,25908,short,failed_breakout,0.5,21989.75,21939.0377,21939.0377,21987.23,21974.9,21974.9,target_3,0.293,23.0,True,True
25914,25950,long,failure_test,0.73,21948.25,22000.3494,22000.3494,22052.4489,22104.5483,22091.6,time_stop,2.751,23.0,True,True
25986,26022,long,failure_test,0.73,22065.15,21938.662,22191.638,22318.126,22444.6141,22043.75,time_stop,-0.169,10.0,False,False
26108,26121,long,failure_test,0.67,22169.15,22169.15,22185.8446,22202.5391,22219.2337,22169.15,stop,0.0,81.0,True,False
26202,26203,short,failed_breakout,0.55,22420.3,22313.58,22313.58,22409.355,22406.3,22406.3,target_3,0.131,12.0,True,True
26292,26305,short,failure_test,0.65,22429.85,22429.85,22400.8002,22371.7503,22342.7005,22429.85,stop,0.0,47.0,True,False
26351,26358,long,failure_test,0.67,22433.1,22448.7249,22448.7249,22464.3497,22479.9746,22448.7249,stop,1.0,87.0,True,True
26359,26368,short,failure_test,0.63,22369.5,22430.7994,22308.2006,22246.9013,22185.6019,22430.7994,stop,-1.0,23.0,False,False
26369,26405,long,failure_test,0.64,22430.8,22430.8,22481.445,22532.09,22582.7349,22485.3,time_stop,1.076,26.0,True,False
26431,26432,short,failure_test,0.78,22432.4,22444.8646,22419.9354,22407.4708,22395.0063,22444.8646,stop,-1.0,115.0,False,False
26441,26477,short,failure_test,0.71,22408.75,22518.5318,22298.9682,22189.1865,22079.4047,22468.85,time_stop,-0.547,12.0,False,False
26538,26565,short,failed_breakout,0.5,22492.65,22527.0391,22458.2609,22488.28,22479.55,22527.0391,stop,-1.0,38.0,False,False
26576,26578,long,failure_test,0.91,22497.55,22497.55,22511.1654,22524.7807,22538.3961,22497.55,stop,0.0,92.0,True,False
26731,26767,long,pullback,0.55,22648.0,22648.0,22681.4758,22764.4069,27317.4669,22705.3,time_stop,1.712,37.0,True,False
26783,26807,long,failure_test,0.67,22734.75,22734.75,22765.3803,22796.0105,22826.6408,22734.75,stop,0.0,44.0,True,False
26813,26813,long,failure_test,0.87,22713.35,22689.3705,22737.3295,22761.3091,22785.2886,22689.3705,stop,-1.0,57.0,False,False
26858,26868,short,pullback,0.6,22573.0,22541.4435,22541.4435,22556.5447,18045.8347,22541.4435,stop,1.0,41.0,True,True
27084,27120,short,failure_test,0.71,22136.8,22136.8,21914.9372,21693.0744,21471.2116,21881.65,time_stop,1.15,6.0,True,False
27181,27183,short,failure_test,0.73,22148.5,22185.0774,22111.9226,22075.3452,22038.7678,22185.0774,stop,-1.0,39.0,False,False
27381,27396,long,failed_breakout,0.55,22447.75,22426.6768,22468.8232,22455.77,22463.75,22426.6768,stop,-1.0,65.0,False,False
27397,27400,short,failure_test,0.66,22405.05,22419.0352,22391.0648,22377.0796,22363.0944,22419.0352,stop,-1.0,93.0,False,False
27417,27425,long,failure_test,0.75,22400.85,22431.678,22431.678,22462.5059,22493.3339,22431.678,stop,1.0,40.0,True,True
27546,27550,short,failure_test,0.77,22427.6,22456.93,22398.27,22368.94,22339.61,22456.93,stop,-1.0,44.0,False,False
27566,27568,short,failure_test,0.75,22453.4,22489.9903,22416.8097,22380.2195,22343.6292,22489.9903,stop,-1.0,33.0,False,False
27656,27692,long,pullback,0.54,22728.65,22762.9069,22762.9069,22753.7266,27304.6966,22768.05,time_stop,1.15,34.0,True,True
27703,27739,long,pullback,0.73,22618.15,22618.15,22689.7147,22750.247,27301.217,22686.1,time_stop,0.949,17.0,True,False
27740,27740,long,pullback,0.58,22685.2,22679.2079,22691.1921,22751.562,27302.532,22679.2079,stop,-1.0,216.0,False,False
27795,27808,short,failure_test,0.67,22682.6,22635.3713,22635.3713,22588.1427,22540.914,22540.914,target_3,3.0,26.0,True,True
27829,27855,short,failure_test,0.73,22404.05,22495.9208,22312.1792,22220.3085,22128.4377,22495.9208,stop,-1.0,15.0,False,False
27906,27911,short,breakout,0.55,22439.6,22473.037,22406.163,22301.9821,22230.2276,22473.037,stop,-1.0,40.0,False,False
27917,27924,short,failure_test,0.69,22441.95,22475.1392,22408.7608,22375.5715,22342.3823,22475.1392,stop,-1.0,38.0,False,False
27935,27940,long,failure_test,0.65,22478.15,22425.1318,22531.1682,22584.1864,22637.2045,22425.1318,stop,-1.0,22.0,False,False
27941,27961,short,failure_test,0.65,22425.65,22365.9641,22365.9641,22306.2782,22246.5923,22246.5923,target_3,3.0,19.0,True,True
28097,28133,short,failure_test,0.68,22154.0,22093.686,22093.686,22033.372,21973.058,22049.05,time_stop,1.74,22.0,True,True
28144,28180,short,pb_after_breakout,0.75,22048.55,22197.8105,21899.2895,22034.008,22026.737,22055.2,time_stop,-0.045,9.0,False,False
28186,28222,short,pb_after_breakout,0.75,22063.5,22198.4355,21928.5645,22033.2757,22018.1635,22014.75,time_stop,0.361,10.0,False,False
28273,28282,long,failure_test,0.79,22027.5,21978.6886,22076.3114,22125.1227,22173.9341,21978.6886,stop,-1.0,30.0,False,False
28283,28288,short,failure_test,0.56,21967.7,22029.0272,21906.3728,21845.0456,21783.7183,22029.0272,stop,-1.0,22.0,False,False
28289,28319,long,failure_test,0.85,22082.95,22082.95,22134.803,22186.6559,22238.5089,22082.95,stop,0.0,25.0,True,False
28340,28342,short,failure_test,0.77,22177.9,22199.4311,22156.3689,22134.8379,22113.3068,22199.4311,stop,-1.0,61.0,False,False
28345,28351,short,failed_breakout,0.5,22177.15,22212.0064,22142.2936,22155.48,22140.75,22212.0064,stop,-1.0,36.0,False,False
28632,28668,long,failure_test,0.61,22469.4,22371.9741,22566.8259,22664.2517,22761.6776,22542.7,time_stop,0.752,12.0,False,False
28679,28710,short,failed_breakout,0.55,22547.0,22496.5999,22496.5999,22533.865,22524.25,22524.25,target_3,0.451,24.0,True,True
29031,29047,short,failure_test,0.65,22951.8,22929.6183,22929.6183,22907.4366,22885.2549,22929.6183,stop,1.0,57.0,True,True
29048,29075,long,failure_test,0.63,22941.7,22889.8013,22993.5987,23045.4975,23097.3962,22889.8013,stop,-1.0,25.0,False,False
29216,29216,long,failure_test,0.76,22528.7,22506.8757,22550.5243,22572.3486,22594.1729,22506.8757,stop,-1.0,58.0,False,False
29291,29304,short,failed_breakout,0.55,22531.65,22642.3631,22420.9369,22522.94,22525.45,22642.3631,stop,-1.0,10.0,False,False
29385,29396,long,breakout,0.6,22584.6,22584.6,22643.3581,23089.4649,23335.2186,22584.6,stop,0.0,19.0,True,False
29537,29541,short,failure_test,0.75,22736.7,22812.8103,22660.5897,22584.4795,22508.3692,22812.8103,stop,-1.0,15.0,False,False
29557,29559,short,failed_breakout,0.55,22830.15,22729.006,22729.006,22814.855,22785.8,22785.8,target_3,0.438,10.0,True,True
29562,29598,short,failure_test,0.74,22777.55,22927.3689,22627.7311,22477.9123,22328.0934,22817.85,time_stop,-0.269,7.0,False,False
