bar_open,bar_close,direction,signal_type,confidence,entry,stop,target_1,target_2,target_3,exit_price,exit_reason,r_multiple,size,t1_hit,t2_hit
57212,57222,short,pullback,0.75,26059.0,26027.7691,26027.7691,26048.3517,20838.9817,26027.7691,stop,1.0,52.0,True,True
57228,57228,long,failure_test,0.75,26004.9,26025.0737,26025.0737,26045.2474,26065.4211,26065.4211,target_3,3.0,86.0,True,True
57308,57331,long,breakout,0.5,26013.4,26036.5389,26036.5389,26075.9731,26110.2414,26036.5389,stop,1.0,86.0,True,True
57347,57352,short,failure_test,0.76,25993.3,26017.6841,25968.9159,25944.5317,25920.1476,26017.6841,stop,-1.0,85.0,False,False
57363,57378,long,failure_test,0.73,26004.8,26004.8,26039.2645,26073.7291,26108.1936,26004.8,stop,0.0,57.0,True,False
57379,57379,long,breakout,0.7,26051.35,26037.7591,26064.9409,26110.0559,26140.4574,26037.7591,stop,-1.0,146.0,False,False
57384,57386,long,failure_test,0.67,26047.25,26019.1347,26075.3653,26103.4806,26131.5959,26019.1347,stop,-1.0,67.0,False,False
57389,57425,long,failure_test,0.63,26079.35,26079.35,26173.5897,26267.8294,26362.069,26180.95,time_stop,1.078,19.0,True,False
57456,57462,short,failed_breakout,0.45,26139.6,26071.3874,26071.3874,26138.17,26121.8,26121.8,target_3,0.261,27.0,True,True
57463,57465,short,failure_test,0.66,26071.05,26102.4087,26039.6913,26008.3327,25976.974,26102.4087,stop,-1.0,61.0,False,False
57498,57501,long,breakout,0.45,26012.85,26033.7731,26033.7731,26033.5804,26045.588,26033.7731,stop,1.0,87.0,True,True
57503,57519,short,failure_test,0.68,25971.7,25936.3576,25936.3576,25901.0153,25865.6729,25936.3576,stop,1.0,54.0,True,True
57600,57603,short,pullback,0.55,25836.35,25853.8291,25818.8709,25781.9869,20626.2169,25853.8291,stop,-1.0,114.0,False,False
57610,57615,short,pullback,0.76,25890.05,25926.7792,25853.3208,25780.8059,20625.0359,25926.7792,stop,-1.0,52.0,False,False
57661,57697,short,failed_breakout,0.45,25765.2,25860.0877,25670.3123,25741.47,25760.4,25821.6,time_stop,-0.594,19.0,False,False
57733,57753,long,failed_breakout,0.5,25892.7,25954.3582,25954.3582,25894.145,25913.45,25913.45,target_3,0.337,28.0,True,True
57754,57767,long,failure_test,0.74,26003.3,25956.2504,26050.3496,26097.3992,26144.4488,25956.2504,stop,-1.0,38.0,False,False
57768,57778,short,failure_test,0.75,25959.95,26018.5615,25901.3385,25842.7269,25784.1154,26018.5615,stop,-1.0,29.0,False,False
57779,57815,long,failure_test,0.75,26015.55,26015.55,26051.5239,26087.4979,26123.4718,26034.1,time_stop,0.516,44.0,True,False
58006,58042,short,pullback,0.54,25814.35,25858.005,25770.695,25804.4086,20644.0486,25776.15,time_stop,0.875,37.0,False,False
58043,58047,short,failure_test,0.67,25776.05,25828.5869,25723.5131,25670.9762,25618.4392,25828.5869,stop,-1.0,32.0,False,False
58118,58128,short,failure_test,0.7,25792.0,25842.7276,25741.2724,25690.5447,25639.8171,25842.7276,stop,-1.0,32.0,False,False
58139,58157,long,failure_test,0.64,25951.1,25914.4527,25987.7473,26024.3947,26061.042,25914.4527,stop,-1.0,42.0,False,False
58163,58175,long,failure_test,0.65,25951.4,25922.1761,25980.6239,26009.8478,26039.0717,25922.1761,stop,-1.0,50.0,False,False
58176,58176,short,failure_test,0.64,25930.3,25952.9731,25907.6269,25884.9539,25862.2808,25952.9731,stop,-1.0,62.0,False,False
58191,58203,short,failed_breakout,0.45,25971.35,26000.8422,25941.8578,25940.42,25921.1,26000.8422,stop,-1.0,45.0,False,False
58204,58240,long,failed_breakout,0.45,26094.55,25938.5084,26250.5916,26204.07,26195.1,26144.75,time_stop,0.322,8.0,False,False
58256,58292,long,pb_after_breakout,0.85,26140.75,25828.1235,26453.3765,26152.8759,26158.9388,26172.6,time_stop,0.102,4.0,False,False
58338,58341,long,failure_test,0.64,26203.95,26203.95,26226.3354,26248.7209,26271.1063,26203.95,stop,0.0,58.0,True,False
58428,58464,short,failure_test,0.77,26121.25,26094.3746,26094.3746,26067.4991,26040.6237,26065.85,time_stop,2.061,48.0,True,True
58650,58652,short,pb_after_breakout,0.95,25940.45,25966.9264,25913.9736,25880.0893,25849.9089,25966.9264,stop,-1.0,54.0,False,False
58655,58691,long,failure_test,0.54,26003.65,26044.0217,26044.0217,26084.3933,26124.765,26095.55,time_stop,2.276,33.0,True,True
58697,58705,long,failure_test,0.55,26142.7,26142.7,26162.4408,26182.1816,26201.9224,26142.7,stop,0.0,76.0,True,False
58706,58709,short,failed_breakout,0.6,26142.45,26169.9334,26114.9666,26106.165,26085.75,26169.9334,stop,-1.0,55.0,False,False
58711,58723,long,pullback,0.55,26162.55,26129.864,26195.236,26163.6246,31394.3154,26129.864,stop,-1.0,44.0,False,False
58894,58930,long,pullback,0.58,26352.6,26256.1033,26449.0967,26356.1081,31627.7581,26283.05,time_stop,-0.721,14.0,False,False
58931,58933,long,pullback,0.55,26283.4,26259.0225,26307.7775,26357.1922,31628.8422,26259.0225,stop,-1.0,54.0,False,False
58936,58953,long,pullback,0.56,26224.2,26224.2,26258.0906,26356.8545,31628.5045,26224.2,stop,0.0,36.0,True,False
59004,59028,short,failed_breakout,0.5,26161.75,26121.1462,26121.1462,26155.83,26149.65,26149.65,target_3,0.298,30.0,True,True
59029,59029,short,failure_test,0.84,26128.5,26148.6004,26108.3996,26088.2993,26068.1989,26148.6004,stop,-1.0,63.0,False,False
59034,59038,short,failure_test,0.99,26108.1,26160.4048,26055.7952,26003.4904,25951.1856,26160.4048,stop,-1.0,23.0,False,False
59094,59094,short,breakout,0.55,26109.35,26094.7296,26094.7296,26109.0928,26108.4214,26108.4214,target_3,0.064,78.0,True,True
59099,59103,long,failure_test,0.68,26145.5,26121.962,26169.038,26192.5761,26216.1141,26121.962,stop,-1.0,48.0,False,False
59104,59104,long,breakout,0.7,26119.85,26104.3407,26135.3593,26134.4749,26140.2686,26104.3407,stop,-1.0,70.0,False,False
59419,59433,short,failed_breakout,0.6,25686.95,25778.1634,25595.7366,25672.33,25638.7,25778.1634,stop,-1.0,11.0,False,False
59449,59450,long,breakout,0.45,25740.45,25759.1395,25759.1395,25740.6522,25742.2027,25742.2027,target_3,0.094,52.0,True,True
59454,59464,short,failure_test,0.68,25715.85,25681.4915,25681.4915,25647.133,25612.7744,25612.7744,target_3,3.0,28.0,True,True
59470,59478,short,breakout,0.65,25697.2,25697.2,25669.7163,25643.0013,25613.1891,25697.2,stop,0.0,41.0,True,False
59479,59481,long,failure_test,0.58,25730.35,25700.0982,25760.6018,25790.8537,25821.1055,25700.0982,stop,-1.0,37.0,False,False
59484,59510,long,failure_test,0.56,25726.2,25780.0234,25780.0234,25833.8467,25887.6701,25780.0234,stop,1.0,20.0,True,True
59786,59822,short,pullback,0.83,25395.35,25395.35,25214.877,24922.6791,19938.7191,25209.9,time_stop,1.028,6.0,True,False
59933,59969,long,failed_breakout,0.55,25090.65,24912.0111,25269.2889,25098.215,25106.95,25079.55,time_stop,-0.062,6.0,False,False
60000,60004,long,failure_test,0.45,25169.25,25225.4221,25225.4221,25281.5942,25337.7664,25337.7664,target_3,3.0,21.0,True,True
60105,60121,short,pullback,0.67,25277.4,25316.7327,25238.0673,25215.4692,20172.7592,25316.7327,stop,-1.0,34.0,False,False
60142,60147,long,failure_test,0.64,25447.6,25415.2251,25479.9749,25512.3498,25544.7248,25415.2251,stop,-1.0,40.0,False,False
60178,60189,short,failure_test,0.78,25252.45,25300.1736,25204.7264,25157.0029,25109.2793,25300.1736,stop,-1.0,25.0,False,False
60190,60191,short,failure_test,0.66,25275.25,25315.1977,25235.3023,25195.3547,25155.407,25315.1977,stop,-1.0,29.0,False,False
60200,60206,short,failure_test,0.86,25243.9,25283.6355,25204.1645,25164.429,25124.6935,25283.6355,stop,-1.0,28.0,False,False
60207,60222,long,breakout,0.5,25302.05,25302.05,25331.5188,25375.8547,25416.1933,25302.05,stop,0.0,36.0,True,False
60363,60370,short,failed_breakout,0.5,24942.45,25001.2742,24883.6258,24884.185,24850.6,25001.2742,stop,-1.0,18.0,False,False
60426,60428,long,pullback,0.77,25791.3,25759.3747,25823.2253,26339.5785,31607.8185,25759.3747,stop,-1.0,31.0,False,False
60441,60447,long,pullback,0.78,25769.05,25721.1777,25816.9223,26338.9579,31607.1979,25721.1777,stop,-1.0,20.0,False,False
60573,60586,long,failed_breakout,0.45,25640.1,25593.0607,25687.1393,25659.85,25679.5,25593.0607,stop,-1.0,19.0,False,False
60587,60592,short,failure_test,0.65,25594.7,25636.9731,25552.4269,25510.1538,25467.8807,25636.9731,stop,-1.0,20.0,False,False
60593,60598,long,failure_test,0.63,25631.85,25631.85,25661.4869,25691.1238,25720.7606,25631.85,stop,0.0,27.0,True,False
60604,60608,short,failed_breakout,0.55,25600.65,25523.8659,25523.8659,25599.115,25587.05,25587.05,target_3,0.177,10.0,True,True
60624,60626,long,failed_breakout,0.6,25522.75,25566.5265,25566.5265,25551.19,25571.05,25571.05,target_3,1.103,18.0,True,True
60634,60637,long,failure_test,0.87,25636.65,25596.3612,25676.9388,25717.2276,25757.5164,25596.3612,stop,-1.0,21.0,False,False
60639,60640,long,failure_test,0.87,25611.7,25579.9607,25643.4393,25675.1786,25706.9178,25579.9607,stop,-1.0,26.0,False,False
60654,60659,long,failed_breakout,0.5,25569.4,25623.541,25623.541,25591.455,25614.75,25614.75,target_3,0.838,14.0,True,True
60745,60781,long,pullback,0.54,25853.05,25873.3299,25873.3299,25922.5415,31106.9915,25953.3,time_stop,4.943,40.0,True,True
60957,60964,short,pullback,0.52,25845.05,25804.6112,25804.6112,25824.2111,20659.7511,25804.6112,stop,1.0,25.0,True,True
60970,60972,short,failure_test,0.72,25760.6,25813.0932,25708.1068,25655.6136,25603.1203,25813.0932,stop,-1.0,20.0,False,False
61120,61128,long,failure_test,0.58,25665.3,25628.2383,25702.3617,25739.4234,25776.4851,25628.2383,stop,-1.0,27.0,False,False
61129,61140,short,failure_test,0.74,25610.45,25691.493,25529.407,25448.364,25367.3209,25691.493,stop,-1.0,11.0,False,False
61146,61156,short,failed_breakout,0.55,25661.6,25743.1132,25580.0868,25602.265,25570.6,25743.1132,stop,-1.0,11.0,False,False
61472,61476,long,pullback,0.52,25656.15,25629.1554,25683.1446,25681.1658,30817.7558,25629.1554,stop,-1.0,32.0,False,False
61477,61480,long,pullback,0.62,25646.0,25646.0,25661.8276,25681.9921,30818.5821,25646.0,stop,0.0,52.0,True,False
61482,61485,long,pullback,0.52,25664.75,25630.4863,25699.0137,25682.4389,30819.0289,25630.4863,stop,-1.0,24.0,False,False
61492,61503,long,failure_test,0.61,25695.0,25651.4202,25738.5798,25782.1596,25825.7394,25651.4202,stop,-1.0,18.0,False,False
61504,61540,short,failure_test,0.65,25571.25,25571.25,25491.5,25411.7499,25331.9999,25421.05,time_stop,1.883,9.0,True,False
61611,61614,short,failure_test,0.76,25592.65,25614.8007,25570.4993,25548.3487,25526.198,25614.8007,stop,-1.0,37.0,False,False
61641,61647,short,failure_test,0.75,25449.5,25487.796,25411.204,25372.9079,25334.6119,25487.796,stop,-1.0,20.0,False,False
61678,61682,long,pullback,0.52,25533.7,25482.5419,25584.8581,25569.7977,30684.3877,25482.5419,stop,-1.0,14.0,False,False
61683,61694,short,failure_test,0.67,25460.35,25460.35,25408.074,25355.7981,25303.5221,25460.35,stop,0.0,13.0,True,False
61700,61728,long,failure_test,0.77,25436.7,25436.7,25483.9394,25531.1788,25578.4183,25436.7,stop,0.0,15.0,True,False
61729,61765,short,failure_test,0.72,25394.8,25394.8,25288.4526,25182.1052,25075.7578,25272.95,time_stop,1.146,6.0,True,False
61766,61784,short,pullback,0.61,25273.2,25335.5151,25210.8849,25272.4528,20219.5972,25335.5151,stop,-1.0,11.0,False,False
61785,61790,long,failure_test,0.78,25342.6,25314.0211,25371.1789,25399.7578,25428.3367,25314.0211,stop,-1.0,24.0,False,False
61971,61979,long,failure_test,0.66,24651.05,24609.5568,24692.5432,24734.0364,24775.5296,24609.5568,stop,-1.0,16.0,False,False
61980,61988,short,failure_test,0.64,24613.65,24613.65,24570.1503,24526.6505,24483.1508,24613.65,stop,0.0,14.0,True,False
61994,61995,long,failure_test,0.67,24653.15,24621.2026,24685.0974,24717.0448,24748.9923,24621.2026,stop,-1.0,20.0,False,False
61999,62004,short,failure_test,0.69,24633.15,24670.5471,24595.7529,24558.3558,24520.9587,24670.5471,stop,-1.0,16.0,False,False
62005,62014,short,failure_test,0.72,24639.6,24587.5428,24587.5428,24535.4857,24483.4285,24587.5428,stop,1.0,11.0,True,True
62135,62147,short,pullback,0.66,23891.9,23891.9,23873.3647,23715.6172,18973.2472,23891.9,stop,0.0,33.0,True,False
62148,62154,short,pullback,0.67,23909.35,23909.35,23876.3347,23713.6687,18971.2987,23909.35,stop,0.0,18.0,True,False
62155,62159,short,pullback,0.75,23911.35,23911.35,23878.9928,23714.5163,18972.1463,23911.35,stop,0.0,18.0,True,False
62160,62168,short,pullback,0.64,23878.65,23949.4422,23807.8578,23715.3549,18972.9849,23949.4422,stop,-1.0,8.0,False,False
62174,62178,short,pullback,0.71,24031.35,24112.5384,23950.1616,23714.5248,18972.1548,24112.5384,stop,-1.0,7.0,False,False
62314,62315,short,failure_test,0.66,23916.9,23951.2867,23882.5133,23848.1266,23813.7399,23951.2867,stop,-1.0,16.0,False,False
62319,62328,short,failure_test,0.64,23921.55,23858.023,23858.023,23794.496,23730.969,23730.969,target_3,3.0,8.0,True,True
62824,62834,long,failure_test,0.77,23240.9,23188.9072,23292.8928,23344.8857,23396.8785,23188.9072,stop,-1.0,11.0,False,False
62835,62835,short,failure_test,0.77,23195.0,23233.6533,23156.3467,23117.6934,23079.0402,23233.6533,stop,-1.0,14.0,False,False
62840,62847,short,failure_test,0.75,23186.2,23138.9164,23138.9164,23091.6329,23044.3493,23138.9164,stop,1.0,11.0,True,True
62848,62853,long,failure_test,0.72,23139.25,23028.2336,23250.2664,23361.2828,23472.2993,23028.2336,stop,-1.0,5.0,False,False
62929,62945,short,pullback,0.72,22789.8,22674.9198,22674.9198,22645.9771,18119.0671,22674.9198,stop,1.0,4.0,True,True
62951,62966,short,pullback,0.59,22680.1,22916.6918,22443.5082,22638.8619,18111.9519,22916.6918,stop,-1.0,2.0,False,False
62972,62977,short,pullback,0.65,23009.05,23009.05,22917.8454,22640.1558,18113.2458,23009.05,stop,0.0,5.0,True,False
62983,63003,short,failure_test,0.68,22963.65,23065.3561,22861.9439,22760.2377,22658.5316,23065.3561,stop,-1.0,5.0,False,False
63004,63040,long,failure_test,0.73,23162.2,23287.1321,23287.1321,23412.0641,23536.9962,23433.95,time_stop,2.175,4.0,True,True
63061,63072,short,failure_test,0.76,23444.5,23394.8955,23394.8955,23345.2911,23295.6866,23295.6866,target_3,3.0,11.0,True,True
63083,63119,short,failure_test,0.77,23024.3,23024.3,22959.6855,22895.0709,22830.4564,22964.7,time_stop,0.922,10.0,True,False
63185,63221,short,pb_after_breakout,0.75,22477.7,22664.0457,22291.3543,22472.9746,22470.6119,22349.95,time_stop,0.686,3.0,False,False
63232,63263,short,pb_after_breakout,0.85,22853.25,22853.25,22751.4345,22474.8989,22285.7234,22853.25,stop,0.0,6.0,True,False
63274,63303,short,pb_after_breakout,0.95,22864.9,22802.8985,22802.8985,22473.583,22277.9245,22277.9245,target_3,9.467,11.0,True,True
63329,63335,short,failed_breakout,0.5,22209.0,22265.2684,22152.7316,22195.78,22179.55,22265.2684,stop,-1.0,18.0,False,False
63381,63417,short,failed_breakout,0.5,22604.85,22821.0116,22388.6884,22603.5,22564.95,22650.1,time_stop,-0.209,4.0,False,False
63418,63420,short,failure_test,0.89,22649.4,22729.7168,22569.0832,22488.7663,22408.4495,22729.7168,stop,-1.0,12.0,False,False
63423,63453,long,failure_test,0.56,22804.1,22900.3001,22900.3001,22996.5002,23092.7003,22900.3001,stop,1.0,9.0,True,True
63454,63490,short,failed_breakout,0.7,22773.75,23016.951,22530.549,22647.61,22665.4,22912.75,time_stop,-0.572,3.0,False,False
63541,63549,short,failed_breakout,0.55,23906.55,23994.5662,23818.5338,23357.225,23107.4,23994.5662,stop,-1.0,10.0,False,False
