entry_time,exit_time,direction,entry_price,exit_price,stop_loss,peak_profit,pnl,exit_reason
2024-01-16 14:36:00+05:30,2024-01-16 14:45:00+05:30,short,22007.6,22044.2,22062.619,0.0,-36.6,ST_TOUCH
2024-01-17 09:31:00+05:30,2024-01-17 11:11:00+05:30,short,21785.55,21754.5,21840.013875,53.45000000000073,31.05,ST_TOUCH
2024-01-17 11:33:00+05:30,2024-01-17 12:12:00+05:30,short,21726.95,21670.75,21781.267375,90.65000000000146,56.2,ST_TOUCH
2024-01-17 12:42:00+05:30,2024-01-17 13:40:00+05:30,short,21646.75,21639.95,21700.866875,31.299999999999272,6.8,ST_TOUCH
2024-01-17 14:17:00+05:30,2024-01-17 15:11:00+05:30,short,21637.8,21591.15,21691.8945,84.25,46.65,ST_TOUCH
2024-01-18 09:31:00+05:30,2024-01-18 10:06:00+05:30,short,21435.05,21342.85,21488.637625,148.54999999999927,92.2,ST_TOUCH
2024-01-18 11:56:00+05:30,2024-01-18 12:33:00+05:30,long,21489.25,21494.25,21435.526875,45.400000000001455,5.0,ST_TOUCH
2024-01-18 14:40:00+05:30,2024-01-18 14:58:00+05:30,long,21457.85,21451.65,21404.205374999998,26.450000000000728,-6.2,ST_TOUCH
2024-01-19 09:31:00+05:30,2024-01-19 10:10:00+05:30,long,21660.4,21623.3,21606.249,2.599999999998545,-37.1,ST_TOUCH
2024-01-19 10:29:00+05:30,2024-01-19 10:46:00+05:30,long,21660.45,21641.25,21606.298875,8.700000000000728,-19.2,ST_TOUCH
2024-01-19 11:39:00+05:30,2024-01-19 11:45:00+05:30,long,21617.6,21587.55,21563.555999999997,0.0,-30.05,ST_TOUCH
2024-01-19 12:35:00+05:30,2024-01-19 13:26:00+05:30,long,21605.3,21607.3,21551.28675,33.0,2.0,ST_TOUCH
2024-01-19 13:38:00+05:30,2024-01-19 14:02:00+05:30,long,21627.0,21598.7,21572.9325,0.0,-28.3,ST_TOUCH
2024-01-19 14:27:00+05:30,2024-01-19 14:57:00+05:30,long,21613.8,21608.45,21559.765499999998,22.400000000001455,-5.35,ST_TOUCH
2024-01-20 09:31:00+05:30,2024-01-20 09:59:00+05:30,long,21666.0,21639.8,21611.835,9.950000000000728,-26.2,ST_TOUCH
2024-01-20 10:14:00+05:30,2024-01-20 10:54:00+05:30,long,21643.85,21667.0,21589.740374999998,47.95000000000073,23.15,ST_TOUCH
2024-01-20 12:33:00+05:30,2024-01-20 12:48:00+05:30,short,21633.5,21622.65,21687.58375,46.70000000000073,10.85,ST_TOUCH
2024-01-20 13:43:00+05:30,2024-01-20 13:57:00+05:30,short,21636.4,21634.4,21690.491,27.0,2.0,ST_TOUCH
2024-01-20 14:14:00+05:30,2024-01-20 14:49:00+05:30,short,21609.6,21610.6,21663.624,29.649999999997817,-1.0,ST_TOUCH
2024-01-20 15:01:00+05:30,2024-01-20 15:15:00+05:30,short,21566.35,21583.25,21620.265874999997,22.75,-16.9,ST_TOUCH
2024-01-23 09:58:00+05:30,2024-01-23 14:50:00+05:30,short,21678.45,21266.15,21732.646125,458.4500000000007,412.3,ST_TOUCH
2024-01-23 15:02:00+05:30,2024-01-23 15:08:00+05:30,short,21205.6,21246.15,21258.613999999998,9.44999999999709,-40.55,ST_TOUCH
2024-01-24 10:04:00+05:30,2024-01-24 10:20:00+05:30,short,21320.45,21383.75,21373.751125000003,2.650000000001455,-63.3,STOP_LOSS
2024-01-24 10:45:00+05:30,2024-01-24 10:55:00+05:30,short,21359.45,21394.2,21412.848625000002,9.549999999999272,-34.75,ST_TOUCH
2024-01-24 11:25:00+05:30,2024-01-24 11:36:00+05:30,short,21336.8,21327.8,21390.142,103.45000000000073,9.0,ST_TOUCH
2024-01-24 12:05:00+05:30,2024-01-24 12:19:00+05:30,short,21238.15,21284.15,21291.245375000002,0.0,-46.0,ST_TOUCH
2024-01-24 12:27:00+05:30,2024-01-24 12:50:00+05:30,short,21224.5,21269.8,21277.56125,10.799999999999272,-45.3,ST_TOUCH
2024-01-24 13:20:00+05:30,2024-01-24 15:03:00+05:30,long,21335.1,21407.1,21281.76225,112.65000000000146,72.0,ST_TOUCH
2024-01-24 15:15:00+05:30,2024-01-24 15:20:00+05:30,long,21466.15,21472.0,21412.484625,11.25,5.85,EOD_EXIT
2024-01-25 11:19:00+05:30,2024-01-25 11:49:00+05:30,long,21289.5,21317.85,21236.27625,84.95000000000073,28.35,ST_TOUCH
2024-01-25 12:59:00+05:30,2024-01-25 13:49:00+05:30,short,21258.15,21296.9,21311.295375,0.0,-38.75,ST_TOUCH
2024-01-25 14:17:00+05:30,2024-01-25 15:00:00+05:30,short,21264.15,21290.85,21317.310375,12.350000000002183,-26.7,ST_TOUCH
2024-01-29 11:21:00+05:30,2024-01-29 11:29:00+05:30,short,21601.45,21633.2,21655.453625000002,10.600000000002183,-31.75,ST_TOUCH
2024-01-29 13:22:00+05:30,2024-01-29 13:47:00+05:30,short,21680.2,21707.65,21734.4005,2.5,-27.45,ST_TOUCH
2024-01-29 14:32:00+05:30,2024-01-29 14:38:00+05:30,short,21706.55,21735.3,21760.816375,1.75,-28.75,ST_TOUCH
2024-01-29 15:09:00+05:30,2024-01-29 15:20:00+05:30,long,21745.1,21749.6,21690.73725,7.55000000000291,4.5,EOD_EXIT
2024-01-30 09:43:00+05:30,2024-01-30 09:52:00+05:30,long,21761.85,21714.6,21707.445375,0.0,-47.25,ST_TOUCH
2024-01-30 10:03:00+05:30,2024-01-30 10:27:00+05:30,long,21762.2,21724.9,21707.7945,6.799999999999272,-37.3,ST_TOUCH
2024-01-30 11:29:00+05:30,2024-01-30 12:05:00+05:30,long,21698.15,21706.1,21643.904625000003,33.099999999998545,7.95,ST_TOUCH
2024-01-30 12:58:00+05:30,2024-01-30 13:08:00+05:30,long,21697.9,21675.5,21643.65525,2.2999999999992724,-22.4,ST_TOUCH
2024-01-30 13:27:00+05:30,2024-01-30 13:47:00+05:30,long,21682.2,21658.2,21627.9945,12.450000000000728,-24.0,ST_TOUCH
2024-01-31 09:35:00+05:30,2024-01-31 10:01:00+05:30,long,21551.95,21535.5,21498.070125000002,26.599999999998545,-16.45,ST_TOUCH
2024-01-31 10:06:00+05:30,2024-01-31 12:16:00+05:30,long,21582.95,21712.9,21528.992625,155.20000000000073,129.95,ST_TOUCH
2024-01-31 13:12:00+05:30,2024-01-31 13:37:00+05:30,long,21691.75,21682.9,21637.520625,14.950000000000728,-8.85,ST_TOUCH
2024-01-31 14:13:00+05:30,2024-01-31 14:26:00+05:30,long,21697.05,21671.55,21642.807375,0.0,-25.5,ST_TOUCH
2024-01-31 14:44:00+05:30,2024-01-31 15:20:00+05:30,long,21699.95,21724.05,21645.700125,38.29999999999927,24.1,EOD_EXIT
2024-02-01 09:33:00+05:30,2024-02-01 09:39:00+05:30,long,21740.8,21701.9,21686.448,7.350000000002183,-38.9,ST_TOUCH
2024-02-01 09:46:00+05:30,2024-02-01 11:06:00+05:30,long,21758.1,21775.7,21703.704749999997,72.85000000000218,17.6,ST_TOUCH
2024-02-01 11:50:00+05:30,2024-02-01 11:58:00+05:30,long,21761.35,21721.9,21706.946624999997,10.350000000002183,-39.45,ST_TOUCH
2024-02-01 12:11:00+05:30,2024-02-01 12:22:00+05:30,long,21759.9,21701.95,21705.50025,0.0,-57.95,STOP_LOSS
2024-02-01 13:19:00+05:30,2024-02-01 14:08:00+05:30,short,21702.6,21721.3,21756.856499999998,19.099999999998545,-18.7,ST_TOUCH
2024-02-01 14:44:00+05:30,2024-02-01 14:50:00+05:30,short,21696.9,21728.15,21751.14225,0.0,-31.25,ST_TOUCH
2024-02-01 15:04:00+05:30,2024-02-01 15:20:00+05:30,short,21691.45,21693.9,21745.678625,15.350000000002183,-2.45,EOD_EXIT
2024-02-02 12:07:00+05:30,2024-02-02 12:40:00+05:30,short,22058.7,21955.4,22113.84675,193.95000000000073,103.3,ST_TOUCH
2024-02-02 13:14:00+05:30,2024-02-02 13:39:00+05:30,short,21846.3,21872.6,21900.91575,40.0,-26.3,ST_TOUCH
2024-02-02 14:33:00+05:30,2024-02-02 14:43:00+05:30,short,21868.2,21901.3,21922.8705,0.0,-33.1,ST_TOUCH
2024-02-02 14:52:00+05:30,2024-02-02 15:11:00+05:30,short,21863.95,21872.6,21918.609875000002,34.900000000001455,-8.65,ST_TOUCH
2024-02-05 10:17:00+05:30,2024-02-05 10:44:00+05:30,short,21905.1,21908.9,21959.86275,50.94999999999709,-3.8,ST_TOUCH
2024-02-05 11:39:00+05:30,2024-02-05 12:04:00+05:30,long,21938.05,21911.4,21883.204875,0.0,-26.65,ST_TOUCH
2024-02-05 12:15:00+05:30,2024-02-05 12:26:00+05:30,long,21927.3,21912.35,21872.48175,8.650000000001455,-14.95,ST_TOUCH
2024-02-05 12:45:00+05:30,2024-02-05 13:25:00+05:30,long,21927.0,21923.25,21872.1825,24.400000000001455,-3.75,ST_TOUCH
2024-02-05 13:50:00+05:30,2024-02-05 14:05:00+05:30,long,21937.25,21923.35,21882.406875,6.299999999999272,-13.9,ST_TOUCH
2024-02-05 14:17:00+05:30,2024-02-05 14:26:00+05:30,long,21912.45,21882.55,21857.668875,1.75,-29.9,ST_TOUCH
2024-02-05 15:08:00+05:30,2024-02-05 15:20:00+05:30,long,21804.2,21755.1,21749.6895,8.0,-49.1,EOD_EXIT
2024-02-06 10:25:00+05:30,2024-02-06 10:45:00+05:30,short,21832.75,21826.95,21887.331875,53.0,5.8,ST_TOUCH
2024-02-06 12:27:00+05:30,2024-02-06 12:34:00+05:30,short,21878.65,21901.3,21933.346625000002,0.9000000000014552,-22.65,ST_TOUCH
2024-02-06 12:52:00+05:30,2024-02-06 13:06:00+05:30,short,21883.7,21899.7,21938.40925,14.049999999999272,-16.0,ST_TOUCH
2024-02-06 13:44:00+05:30,2024-02-06 14:12:00+05:30,long,21917.8,21909.0,21863.0055,14.200000000000728,-8.8,ST_TOUCH
2024-02-06 14:33:00+05:30,2024-02-06 14:45:00+05:30,long,21927.05,21922.2,21872.232375,17.049999999999272,-4.85,ST_TOUCH
2024-02-07 09:31:00+05:30,2024-02-07 09:42:00+05:30,long,21997.8,21984.65,21942.8055,19.950000000000728,-13.15,ST_TOUCH
2024-02-07 09:59:00+05:30,2024-02-07 10:04:00+05:30,long,22008.85,21977.25,21953.827875,0.0,-31.6,ST_TOUCH
2024-02-07 10:11:00+05:30,2024-02-07 10:36:00+05:30,long,22002.75,21984.4,21947.743125,15.400000000001455,-18.35,ST_TOUCH
2024-02-07 11:17:00+05:30,2024-02-07 11:25:00+05:30,long,21963.65,21939.8,21908.740875000003,0.0,-23.85,ST_TOUCH
2024-02-07 12:08:00+05:30,2024-02-07 12:40:00+05:30,long,21901.35,21900.65,21846.596625,24.850000000002183,-0.7,ST_TOUCH
2024-02-07 13:12:00+05:30,2024-02-07 13:29:00+05:30,long,21916.6,21894.0,21861.8085,1.2000000000007276,-22.6,ST_TOUCH
2024-02-07 13:34:00+05:30,2024-02-07 13:47:00+05:30,long,21916.95,21917.6,21862.157625,28.700000000000728,0.65,ST_TOUCH
2024-02-07 13:59:00+05:30,2024-02-07 14:29:00+05:30,long,21937.45,21949.75,21882.606375,43.5,12.3,ST_TOUCH
2024-02-08 09:31:00+05:30,2024-02-08 09:42:00+05:30,long,21995.05,21963.8,21940.062374999998,0.0,-31.25,ST_TOUCH
2024-02-08 10:10:00+05:30,2024-02-08 10:26:00+05:30,short,21928.2,21945.8,21983.020500000002,40.25,-17.6,ST_TOUCH
2024-02-08 10:42:00+05:30,2024-02-08 11:53:00+05:30,short,21892.0,21791.6,21946.73,175.54999999999927,100.4,ST_TOUCH
2024-02-08 12:23:00+05:30,2024-02-08 12:37:00+05:30,short,21774.45,21799.85,21828.886125,0.0,-25.4,ST_TOUCH
2024-02-08 13:49:00+05:30,2024-02-08 15:04:00+05:30,short,21777.55,21702.5,21831.993875,106.25,75.05,ST_TOUCH
2024-02-09 09:40:00+05:30,2024-02-09 10:04:00+05:30,short,21722.75,21708.4,21777.056875,57.400000000001455,14.35,ST_TOUCH
2024-02-09 10:31:00+05:30,2024-02-09 11:11:00+05:30,short,21691.5,21685.7,21745.72875,51.349999999998545,5.8,ST_TOUCH
2024-02-09 12:56:00+05:30,2024-02-09 13:55:00+05:30,short,21728.3,21743.55,21782.62075,15.299999999999272,-15.25,ST_TOUCH
2024-02-12 09:42:00+05:30,2024-02-12 10:46:00+05:30,short,21750.05,21683.7,21804.425124999998,113.20000000000073,66.35,ST_TOUCH
2024-02-12 11:37:00+05:30,2024-02-12 12:17:00+05:30,short,21697.6,21657.85,21751.843999999997,78.64999999999782,39.75,ST_TOUCH
2024-02-12 12:50:00+05:30,2024-02-12 13:13:00+05:30,short,21635.0,21623.4,21689.0875,51.25,11.6,ST_TOUCH
2024-02-12 13:54:00+05:30,2024-02-12 14:02:00+05:30,short,21608.05,21651.15,21662.070125,0.0,-43.1,ST_TOUCH
2024-02-12 14:25:00+05:30,2024-02-12 15:01:00+05:30,short,21637.15,21654.4,21691.242875,33.30000000000291,-17.25,ST_TOUCH
2024-02-12 15:12:00+05:30,2024-02-12 15:20:00+05:30,short,21586.95,21594.7,21640.917375,0.0,-7.75,EOD_EXIT
2024-02-13 09:35:00+05:30,2024-02-13 11:22:00+05:30,long,21606.15,21729.25,21552.134625000002,158.1999999999971,123.1,ST_TOUCH
2024-02-13 11:55:00+05:30,2024-02-13 12:03:00+05:30,long,21728.35,21702.35,21674.029124999997,5.950000000000728,-26.0,ST_TOUCH
2024-02-13 12:58:00+05:30,2024-02-13 14:11:00+05:30,long,21665.0,21723.9,21610.8375,97.5,58.9,ST_TOUCH
2024-02-13 14:33:00+05:30,2024-02-13 14:39:00+05:30,long,21747.95,21722.3,21693.580125,0.0,-25.65,ST_TOUCH
2024-02-13 15:02:00+05:30,2024-02-13 15:20:00+05:30,long,21751.05,21739.85,21696.672375,6.299999999999272,-11.2,EOD_EXIT
2024-02-14 09:31:00+05:30,2024-02-14 09:53:00+05:30,short,21545.75,21604.9,21599.614375,4.700000000000728,-59.15,STOP_LOSS
2024-02-14 10:00:00+05:30,2024-02-14 11:12:00+05:30,long,21613.6,21611.25,21559.566,32.25,-2.35,ST_TOUCH
2024-02-14 12:06:00+05:30,2024-02-14 13:24:00+05:30,long,21620.2,21671.75,21566.1495,82.79999999999927,51.55,ST_TOUCH
2024-02-14 13:47:00+05:30,2024-02-14 13:56:00+05:30,long,21678.2,21650.0,21624.0045,7.849999999998545,-28.2,ST_TOUCH
2024-02-14 14:11:00+05:30,2024-02-14 15:12:00+05:30,long,21693.8,21811.95,21639.5655,173.10000000000218,118.15,ST_TOUCH
2024-02-15 09:31:00+05:30,2024-02-15 09:39:00+05:30,long,21866.25,21825.55,21811.584375,8.25,-40.7,ST_TOUCH
2024-02-15 09:49:00+05:30,2024-02-15 09:55:00+05:30,long,21875.1,21808.1,21820.412249999998,5.5,-67.0,STOP_LOSS
2024-02-15 10:08:00+05:30,2024-02-15 10:56:00+05:30,long,21870.3,21844.95,21815.62425,22.799999999999272,-25.35,ST_TOUCH
2024-02-15 12:52:00+05:30,2024-02-15 14:14:00+05:30,long,21868.1,21914.75,21813.42975,83.20000000000073,46.65,ST_TOUCH
2024-02-15 14:52:00+05:30,2024-02-15 15:03:00+05:30,long,21922.55,21889.0,21867.743625,0.0,-33.55,ST_TOUCH
2024-02-16 10:03:00+05:30,2024-02-16 10:40:00+05:30,long,22015.95,22018.85,21960.910125000002,24.299999999999272,2.9,ST_TOUCH
2024-02-16 11:07:00+05:30,2024-02-16 11:36:00+05:30,long,22040.85,22022.2,21985.747874999997,3.5500000000029104,-18.65,ST_TOUCH
2024-02-16 11:56:00+05:30,2024-02-16 12:21:00+05:30,long,22036.4,22027.35,21981.309,11.0,-9.05,ST_TOUCH
2024-02-16 12:39:00+05:30,2024-02-16 13:19:00+05:30,long,22042.05,22042.0,21986.944875,23.900000000001455,-0.05,ST_TOUCH
2024-02-16 13:36:00+05:30,2024-02-16 14:13:00+05:30,long,22053.9,22029.0,21998.76525,7.149999999997817,-24.9,ST_TOUCH
2024-02-16 14:41:00+05:30,2024-02-16 14:58:00+05:30,long,22062.15,22035.25,22006.994625000003,0.0,-26.9,ST_TOUCH
2024-02-19 09:51:00+05:30,2024-02-19 10:09:00+05:30,short,22026.55,22061.5,22081.616374999998,2.2000000000007276,-34.95,ST_TOUCH
2024-02-19 11:32:00+05:30,2024-02-19 11:53:00+05:30,short,22109.85,22140.0,22165.124624999997,0.0,-30.15,ST_TOUCH
2024-02-19 13:30:00+05:30,2024-02-19 13:46:00+05:30,short,22139.15,22160.8,22194.497875,3.5,-21.65,ST_TOUCH
2024-02-19 14:44:00+05:30,2024-02-19 15:20:00+05:30,short,22161.55,22123.45,22216.953875,59.599999999998545,38.1,EOD_EXIT
2024-02-20 09:43:00+05:30,2024-02-20 09:49:00+05:30,long,22119.15,22080.55,22063.852125,0.0,-38.6,ST_TOUCH
2024-02-20 10:10:00+05:30,2024-02-20 10:44:00+05:30,long,22093.7,22094.45,22038.46575,39.0,0.75,ST_TOUCH
2024-02-20 11:21:00+05:30,2024-02-20 11:39:00+05:30,long,22121.05,22113.25,22065.747375,17.049999999999272,-7.8,ST_TOUCH
2024-02-20 12:00:00+05:30,2024-02-20 13:14:00+05:30,long,22143.1,22145.05,22087.74225,30.600000000002183,1.95,ST_TOUCH
2024-02-20 13:28:00+05:30,2024-02-20 13:52:00+05:30,long,22163.35,22142.45,22107.941625,5.0,-20.9,ST_TOUCH
2024-02-20 14:16:00+05:30,2024-02-20 15:20:00+05:30,long,22132.0,22204.6,22076.67,78.29999999999927,72.6,EOD_EXIT
2024-02-21 09:45:00+05:30,2024-02-21 10:12:00+05:30,long,22234.05,22219.3,22178.464874999998,13.25,-14.75,ST_TOUCH
2024-02-21 11:01:00+05:30,2024-02-21 11:23:00+05:30,long,22209.4,22186.7,22153.876500000002,9.099999999998545,-22.7,ST_TOUCH
2024-02-21 11:39:00+05:30,2024-02-21 13:07:00+05:30,long,22207.5,22213.55,22151.98125,30.900000000001455,6.05,ST_TOUCH
2024-02-21 13:39:00+05:30,2024-02-21 13:45:00+05:30,long,22219.6,22198.2,22164.051,2.4500000000007276,-21.4,ST_TOUCH
2024-02-21 15:06:00+05:30,2024-02-21 15:20:00+05:30,long,22066.45,22061.25,22011.283875,28.599999999998545,-5.2,EOD_EXIT
2024-02-22 09:31:00+05:30,2024-02-22 09:42:00+05:30,short,21988.9,22028.4,22043.87225,18.55000000000291,-39.5,ST_TOUCH
2024-02-22 09:57:00+05:30,2024-02-22 10:42:00+05:30,short,22000.2,21944.1,22055.2005,107.0,56.1,ST_TOUCH
2024-02-22 10:57:00+05:30,2024-02-22 11:09:00+05:30,short,21883.7,21930.05,21938.40925,0.0,-46.35,ST_TOUCH
2024-02-22 12:54:00+05:30,2024-02-22 13:09:00+05:30,short,21942.95,21968.5,21997.807375,0.0,-25.55,ST_TOUCH
2024-02-22 14:20:00+05:30,2024-02-22 14:37:00+05:30,short,22047.15,22096.15,22102.267875,0.0,-49.0,ST_TOUCH
2024-02-23 10:26:00+05:30,2024-02-23 11:03:00+05:30,short,22236.75,22244.25,22292.341875,27.25,-7.5,ST_TOUCH
2024-02-23 11:16:00+05:30,2024-02-23 11:24:00+05:30,short,22236.35,22257.4,22291.940875,2.0,-21.05,ST_TOUCH
2024-02-23 12:02:00+05:30,2024-02-23 12:25:00+05:30,short,22225.1,22252.6,22280.66275,0.0,-27.5,ST_TOUCH
2024-02-23 13:23:00+05:30,2024-02-23 13:31:00+05:30,short,22247.8,22246.55,22303.4195,44.20000000000073,1.25,ST_TOUCH
