direction,entry_path,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,sr_tp,be_triggered,pnl,mfe_pts,mae_pts,exit_reason,entry_idx,exit_idx,sr_notes
short,B,2016-11-09 09:35:00+05:30,2016-11-09 10:55:00+05:30,8289.45,8221.15,8348.206756960073,8221.15,8113.179729119782,True,68.3,113.55,58.4,TRAIL_SL,33667,33683,TP=8113 RR=3.00 space=ATR_RUNWAY opp_str=? no_align
short,B,2016-11-11 14:35:00+05:30,2016-11-11 14:45:00+05:30,8316.6,8327.110714724855,8327.110714724855,8327.110714724855,8285.067855825439,False,-10.51,7.1,17.15,STOP_LOSS,33877,33879,TP=8285 RR=3.00 space=ATR_RUNWAY opp_str=? no_align
short,B,2016-11-21 09:55:00+05:30,2016-11-21 13:05:00+05:30,8011.4,7966.85,8023.448642878344,7966.85,7975.254071364966,True,44.55,68.0,12.9,TRAIL_SL,34196,34234,TP=7975 RR=3.00 space=ATR_RUNWAY opp_str=? no_align
short,B,2016-12-26 09:40:00+05:30,2016-12-26 09:45:00+05:30,7895.6,7906.5683845150825,7906.5683845150825,7906.5683845150825,7862.694846454755,False,-10.97,0.9,19.2,STOP_LOSS,36068,36069,TP=7863 RR=3.00 space=ATR_RUNWAY opp_str=? no_align
long,B,2017-11-01 09:35:00+05:30,2017-11-01 13:35:00+05:30,10418.3,10436.2,10402.758308867691,10434.65,10464.925073396926,True,17.9,33.3,7.2,SLOPE_REV_EXIT,51810,51858,TP=10465 RR=3.00 space=ATR_RUNWAY opp_str=? no_align
short,B,2018-10-04 09:35:00+05:30,2018-10-04 10:40:00+05:30,10702.25,10672.15,10729.53487828162,10672.15,10620.39536515514,True,30.1,60.2,10.35,TRAIL_SL,68985,68998,TP=10620 RR=3.00 space=ATR_RUNWAY opp_str=? no_align
short,B,2018-10-04 11:40:00+05:30,2018-10-04 12:20:00+05:30,10614.85,10627.627670557777,10627.627670557777,10627.627670557777,10576.51698832667,False,-12.78,23.35,19.75,STOP_LOSS,69010,69018,TP=10577 RR=3.00 space=ATR_RUNWAY opp_str=? no_align
short,B,2018-10-05 09:35:00+05:30,2018-10-05 11:00:00+05:30,10512.1,10478.625,10534.207060799916,10478.625,10445.778817600252,True,33.48,66.95,8.4,TRAIL_SL,69060,69077,TP=10446 RR=3.00 space=ATR_RUNWAY opp_str=? no_align
short,B,2018-10-08 14:20:00+05:30,2018-10-08 14:45:00+05:30,10217.9,10235.627896153595,10235.627896153595,10235.627896153595,10164.716311539214,False,-17.73,19.1,53.5,STOP_LOSS,69192,69197,TP=10165 RR=3.00 space=ATR_RUNWAY opp_str=? no_align
long,B,2018-10-15 13:20:00+05:30,2018-10-15 13:45:00+05:30,10519.6,10501.681476421825,10501.681476421825,10501.681476421825,10835.35,False,-17.92,6.5,33.7,STOP_LOSS,69555,69560,TP=10835 RR=17.62 space=331pts opp_str=58 SUP@10483(str=60)
short,B,2018-10-19 09:35:00+05:30,2018-10-19 10:10:00+05:30,10317.0,10342.473695144534,10342.473695144534,10342.473695144534,10240.5789145664,False,-25.47,9.15,45.85,STOP_LOSS,69735,69742,TP=10241 RR=3.00 space=ATR_RUNWAY opp_str=? SUP@10341(str=66)
