date,open,high,low,close,volume
01-01-2024 09:15,21727.75,21737.35,21684.75,21700.8,0
01-01-2024 09:30,21700.15,21711.9,21684.05,21706.05,0
01-01-2024 09:45,21705.4,21737.65,21703.3,21726.3,0
01-01-2024 10:00,21726.6,21732.25,21703.2,21709.65,0
01-01-2024 10:15,21709.6,21719.6,21695.3,21712.5,0
01-01-2024 10:30,21711.4,21730.95,21708.35,21726.75,0
01-01-2024 10:45,21728.45,21741.95,21723.5,21736.15,0
01-01-2024 11:00,21736.75,21742.65,21726.45,21741.25,0
01-01-2024 11:15,21740.95,21747.15,21731.6,21745.85,0
01-01-2024 11:30,21747.05,21748.8,21728.8,21730.25,0
01-01-2024 11:45,21731.1,21740.8,21727.3,21732.7,0
01-01-2024 12:00,21733.05,21743.85,21719.5,21742.5,0
01-01-2024 12:15,21741.15,21746,21716.1,21717.15,0
01-01-2024 12:30,21718.8,21735.65,21711.3,21735.2,0
01-01-2024 12:45,21735.55,21751.3,21732.55,21741.35,0
01-01-2024 13:00,21741.75,21745.95,21733.3,21737.95,0
01-01-2024 13:15,21737.75,21753.6,21736.75,21753.6,0
01-01-2024 13:30,21753.75,21756.4,21741.2,21742.7,0
01-01-2024 13:45,21744.15,21770.3,21742.55,21764.85,0
01-01-2024 14:00,21763.9,21793.9,21763.9,21792.65,0
01-01-2024 14:15,21792.2,21801.2,21785.75,21794.25,0
01-01-2024 14:30,21794,21818.95,21787.5,21817.3,0
01-01-2024 14:45,21816.3,21834.35,21811,21822.85,0
01-01-2024 15:00,21823.05,21831.35,21719.9,21726.35,0
01-01-2024 15:15,21725.95,21736.25,21680.85,21689.45,0
02-01-2024 09:15,21751.35,21755.6,21699,21731.9,0
02-01-2024 09:30,21730.7,21743.8,21712.25,21736.9,0
02-01-2024 09:45,21738.4,21739.45,21629.25,21636.8,0
02-01-2024 10:00,21636.05,21676.55,21626.5,21661.75,0
02-01-2024 10:15,21660.9,21668.75,21607.85,21608.65,0
02-01-2024 10:30,21609.45,21631.95,21555.65,21590.1,0
02-01-2024 10:45,21590.95,21621,21582,21615.95,0
02-01-2024 11:00,21616.3,21620.5,21584.85,21588.4,0
02-01-2024 11:15,21587.55,21606.5,21571.95,21599.35,0
02-01-2024 11:30,21600,21613.45,21581.05,21597.7,0
02-01-2024 11:45,21598.25,21606.15,21586.5,21602.6,0
02-01-2024 12:00,21602,21620.45,21600.25,21612.4,0
02-01-2024 12:15,21613.7,21642.6,21613.5,21627.35,0
02-01-2024 12:30,21627.4,21649.05,21626.8,21640.6,0
02-01-2024 12:45,21641.05,21644,21621.3,21627.75,0
02-01-2024 13:00,21627.35,21629.3,21601.7,21613.9,0
02-01-2024 13:15,21613.95,21626.35,21611.15,21621.8,0
02-01-2024 13:30,21622.35,21642.4,21621.4,21632.7,0
02-01-2024 13:45,21631.8,21639.1,21625.25,21628.5,0
02-01-2024 14:00,21627.8,21668.15,21624.55,21662.35,0
02-01-2024 14:15,21662.6,21663.35,21633,21651.75,0
02-01-2024 14:30,21651.3,21687.55,21651.3,21670.3,0
02-01-2024 14:45,21670.1,21685.45,21658.45,21661.3,0
02-01-2024 15:00,21657.2,21692.7,21642.8,21661.05,0
02-01-2024 15:15,21661.55,21673.6,21657,21661.5,0
03-01-2024 09:15,21661.1,21677,21594.45,21624.35,0
03-01-2024 09:30,21624.65,21630.1,21559.5,21561.05,0
03-01-2024 09:45,21559.65,21595,21556.7,21588.2,0
03-01-2024 10:00,21589.2,21596.8,21564.85,21586.4,0
03-01-2024 10:15,21585.8,21589,21538.75,21561.55,0
03-01-2024 10:30,21561.05,21589.45,21556,21562.7,0
03-01-2024 10:45,21561.45,21574,21549.45,21563.25,0
03-01-2024 11:00,21563.7,21574.75,21556.55,21568.25,0
03-01-2024 11:15,21567.95,21580.3,21560.15,21562.8,0
03-01-2024 11:30,21562.75,21575.25,21548.15,21574.15,0
03-01-2024 11:45,21574.75,21591.45,21570.35,21574.5,0
03-01-2024 12:00,21575.25,21583,21557,21569.15,0
03-01-2024 12:15,21570.3,21576.5,21520.75,21533.25,0
03-01-2024 12:30,21533.8,21550.6,21519.7,21547.7,0
03-01-2024 12:45,21548.05,21563.9,21539.7,21562,0
03-01-2024 13:00,21563.45,21573.85,21560.25,21571.7,0
03-01-2024 13:15,21572.3,21579.75,21565.8,21572.15,0
03-01-2024 13:30,21572.65,21583.15,21556.65,21571.5,0
03-01-2024 13:45,21572.7,21578.45,21561,21566.55,0
03-01-2024 14:00,21567.5,21584.4,21567.3,21572.05,0
03-01-2024 14:15,21571.85,21572.15,21549.25,21555.05,0
03-01-2024 14:30,21555.4,21560.4,21530.45,21542.95,0
03-01-2024 14:45,21542.9,21567.25,21539.1,21559.5,0
03-01-2024 15:00,21560.85,21564.05,21508.85,21515.1,0
03-01-2024 15:15,21515.85,21528.3,21500.35,21523.7,0
04-01-2024 09:15,21605.8,21623.75,21564.55,21619.65,0
04-01-2024 09:30,21618.6,21624.8,21596.15,21611.55,0
04-01-2024 09:45,21610.95,21617.05,21591.75,21602.25,0
04-01-2024 10:00,21601.8,21634.2,21601.8,21631.5,0
04-01-2024 10:15,21631.25,21649.05,21628.65,21636.6,0
04-01-2024 10:30,21637,21644.25,21633.6,21636.65,0
04-01-2024 10:45,21637.65,21641.4,21626.7,21635.1,0
04-01-2024 11:00,21634.65,21653.25,21633.75,21650.75,0
04-01-2024 11:15,21650.5,21659.35,21640.6,21647.15,0
04-01-2024 11:30,21645.65,21650.6,21635.75,21641.2,0
04-01-2024 11:45,21641.75,21647.8,21639.1,21643.9,0
04-01-2024 12:00,21643.8,21650.45,21639.85,21642.1,0
04-01-2024 12:15,21642.8,21667.9,21641,21665.65,0
04-01-2024 12:30,21665.6,21668.75,21658.3,21667.15,0
04-01-2024 12:45,21665.55,21670.35,21658.05,21659.2,0
04-01-2024 13:00,21658.65,21672.7,21656.75,21668.45,0
04-01-2024 13:15,21667.85,21669.8,21656.5,21659.65,0
04-01-2024 13:30,21658.65,21674.3,21651.3,21665.9,0
04-01-2024 13:45,21665.45,21670.4,21655.1,21660.6,0
04-01-2024 14:00,21659.7,21666.15,21648.9,21654.7,0
04-01-2024 14:15,21654.95,21660.1,21638.75,21649,0
04-01-2024 14:30,21648.8,21656.05,21642.1,21644.7,0
04-01-2024 14:45,21645.15,21653.5,21643.25,21650.3,0
04-01-2024 15:00,21651.35,21663.9,21643.5,21651.75,0
04-01-2024 15:15,21651.1,21685.65,21650,21669.6,0
05-01-2024 09:15,21705.75,21749.6,21698.2,21722.95,0
05-01-2024 09:30,21724.3,21743.35,21722.25,21727.6,0
05-01-2024 09:45,21728.55,21742.9,21719.6,21740.8,0
05-01-2024 10:00,21740.4,21744.05,21728.95,21728.95,0
05-01-2024 10:15,21730.35,21735.95,21720.75,21733.45,0
05-01-2024 10:30,21733.2,21742.85,21701.15,21705.4,0
