bar_index,time,open,high,low,close,candle_range,avg_range_lookback,range_std_dev,min_range_window,max_range_window,compression_ratio,compression_pct,atr,atr_pct_of_close,body_ratio,wick_ratio,candle_direction,zone_type,zone_score,is_progressive_squeeze,prior_trend,price_vs_sma20,resistance_level,support_level,range_above_support,range_below_resist,volume_ratio_vs_avg,candles_to_breakout,breakout_direction,breakout_magnitude,max_move_next_5,max_move_next_10
4874,07-03-2025 15:25,22540.95,22543.4,22530.35,22536.95,13.05,19.565,8.4974,10.05,41.55,0.667,66.7%,17.9601,0.08%,0.307,0.693,Bearish,Mild Contraction,19.4,False,Downtrend,Below SMA20,22607.65,22535.35,1.6,70.7,N/A,1,Downside Breakdown,36.7,89.05,139.8
4878,10-03-2025 09:30,22582.85,22600.75,22582.15,22597.3,18.6,28.225,21.6223,10.05,81.75,0.659,65.9%,26.7326,0.12%,0.777,0.223,Bullish,Moderate Contraction,35.2,True,Downtrend,Above SMA20,22607.65,22498.65,98.65,10.35,N/A,1,Upside Breakout,18.35,79.45,79.45
4881,10-03-2025 09:45,22654.15,22661.8,22643.35,22652.45,18.45,29.21,21.0493,10.05,81.75,0.6316,63.2%,27.2768,0.12%,0.092,0.908,Bearish,Mild Contraction,17.7,False,Uptrend,Above SMA20,22654.85,22498.65,153.8,2.4,N/A,1,Upside Breakout,16.4,27.65,48.65
4885,10-03-2025 10:05,22637.7,22648.15,22624.8,22645.5,23.35,34.135,18.2262,18.45,81.75,0.684,68.4%,27.4575,0.12%,0.334,0.666,Bullish,Mild Contraction,17.6,False,Uptrend,Above SMA20,22676.75,22498.65,146.85,31.25,N/A,,,,41.7,41.7
4888,10-03-2025 10:20,22629.4,22641.05,22627.6,22631.2,13.45,26.565,7.0189,18.45,38.6,0.5063,50.6%,24.9742,0.11%,0.134,0.866,Bullish,Moderate Contraction,40.4,False,Uptrend,Above SMA20,22676.75,22582.15,49.05,45.55,N/A,,,,27.4,27.4
4893,10-03-2025 10:45,22643.0,22650.5,22639.6,22642.7,10.9,22.56,6.0521,13.45,33.6,0.4832,48.3%,21.4055,0.09%,0.028,0.972,Bearish,Strong Contraction,62.0,True,Downtrend,Above SMA20,22676.75,22603.8,38.9,34.05,N/A,15,Downside Breakdown,12.7,32.85,36.15
4899,10-03-2025 11:15,22617.15,22625.95,22616.55,22624.95,9.4,16.445,5.3638,10.8,28.35,0.5716,57.2%,16.5723,0.07%,0.83,0.17,Bullish,Strong Contraction,53.9,True,Uptrend,Below SMA20,22650.5,22603.8,21.15,25.55,N/A,9,Downside Breakdown,12.7,20.4,34.0
4909,10-03-2025 12:05,22595.1,22600.55,22590.95,22590.95,9.6,14.53,5.2677,9.4,24.3,0.6607,66.1%,14.795,0.07%,0.432,0.568,Bearish,Mild Contraction,26.1,False,Downtrend,Below SMA20,22645.35,22591.1,-0.15,54.4,N/A,1,Downside Breakdown,8.75,27.6,27.6
4915,10-03-2025 12:35,22598.65,22600.85,22593.85,22595.5,7.0,15.43,5.4318,9.6,25.35,0.4537,45.4%,14.526,0.06%,0.45,0.55,Bearish,Moderate Contraction,41.8,False,Downtrend,Below SMA20,22638.35,22563.35,32.15,42.85,N/A,13,Downside Breakdown,0.4,17.75,23.8
4924,10-03-2025 13:20,22586.35,22595.1,22584.8,22590.95,10.3,14.815,3.5643,7.0,18.9,0.6952,69.5%,14.4046,0.06%,0.447,0.553,Bullish,Mild Contraction,18.2,False,Downtrend,Below SMA20,22619.3,22577.75,13.2,28.35,N/A,2,Downside Breakdown,0.5,58.05,58.05
4931,10-03-2025 13:55,22547.35,22555.3,22543.45,22550.8,11.85,17.0,5.8906,10.3,32.7,0.6971,69.7%,16.6517,0.07%,0.291,0.709,Bullish,Mild Contraction,19.9,False,Downtrend,Below SMA20,22619.3,22532.9,17.9,68.5,N/A,4,Downside Breakdown,23.45,70.05,121.75
4943,10-03-2025 14:55,22467.3,22467.3,22453.45,22457.45,13.85,26.595,9.1112,13.5,39.65,0.5208,52.1%,23.4082,0.1%,0.711,0.289,Bearish,Moderate Contraction,36.7,False,Downtrend,Below SMA20,22560.25,22429.05,28.4,102.8,N/A,7,Downside Breakdown,114.35,21.9,142.75
4946,10-03-2025 15:10,22477.0,22479.35,22469.65,22469.65,9.7,24.965,7.7609,13.85,35.85,0.3885,38.9%,20.5514,0.09%,0.758,0.242,Bearish,Moderate Contraction,47.6,False,Downtrend,Below SMA20,22512.7,22429.05,40.6,43.05,N/A,4,Downside Breakdown,114.35,154.95,154.95
4961,11-03-2025 10:10,22409.5,22426.35,22403.15,22422.55,23.2,42.505,10.0835,29.65,56.5,0.5458,54.6%,36.5407,0.16%,0.563,0.437,Bullish,Moderate Contraction,38.4,False,Uptrend,Above SMA20,22420.65,22323.95,98.6,-1.9,N/A,1,Upside Breakout,11.6,25.3,60.9
4964,11-03-2025 10:25,22428.65,22437.95,22422.45,22428.55,15.5,34.45,9.8247,23.2,54.8,0.4499,45.0%,31.4273,0.14%,0.006,0.994,Bearish,Moderate Contraction,43.9,False,Uptrend,Above SMA20,22433.55,22349.05,79.5,5.0,N/A,3,Upside Breakout,15.8,31.3,57.3
4968,11-03-2025 10:45,22440.75,22440.75,22421.25,22429.0,19.5,28.315,7.2208,15.5,41.95,0.6887,68.9%,29.0166,0.13%,0.603,0.397,Bearish,Mild Contraction,20.5,False,Uptrend,Above SMA20,22449.35,22369.05,59.95,20.35,N/A,2,Upside Breakout,19.6,56.85,56.85
4975,11-03-2025 11:20,22432.15,22439.0,22421.45,22427.95,17.55,28.15,5.5767,19.5,36.6,0.6234,62.3%,27.4433,0.12%,0.239,0.761,Bearish,Moderate Contraction,33.9,False,Uptrend,Above SMA20,22485.85,22397.25,30.7,57.9,N/A,,,,16.85,20.05
4979,11-03-2025 11:40,22436.1,22437.55,22423.1,22432.2,14.45,25.15,6.831,16.95,36.6,0.5746,57.5%,23.2481,0.1%,0.27,0.73,Bearish,Moderate Contraction,35.0,False,Downtrend,Below SMA20,22485.85,22415.55,16.65,53.65,N/A,,,,15.8,26.6
4982,11-03-2025 11:55,22444.15,22448.0,22436.05,22443.0,11.95,19.595,6.4467,11.3,31.3,0.6098,61.0%,19.4822,0.09%,0.096,0.904,Bearish,Mild Contraction,29.5,False,Downtrend,Above SMA20,22485.85,22415.55,27.45,42.85,N/A,,,,21.55,23.4
4991,11-03-2025 12:40,22460.95,22466.4,22457.2,22463.9,9.2,14.64,2.7931,11.8,20.3,0.6284,62.8%,15.0498,0.07%,0.321,0.679,Bullish,Moderate Contraction,33.8,False,Uptrend,Above SMA20,22461.05,22421.45,42.45,-2.85,N/A,1,Upside Breakout,4.85,28.7,28.7
5008,11-03-2025 14:05,22489.55,22496.15,22484.7,22490.9,11.45,16.465,3.7411,12.6,22.9,0.6954,69.5%,15.3369,0.07%,0.118,0.882,Bullish,Mild Contraction,27.0,False,Uptrend,Above SMA20,22503.15,22437.65,53.25,12.25,N/A,1,Upside Breakout,6.95,25.1,25.1
5014,11-03-2025 14:35,22500.75,22505.35,22493.9,22494.75,11.45,16.615,4.3615,10.95,22.9,0.6891,68.9%,15.9904,0.07%,0.524,0.476,Bearish,Mild Contraction,24.8,False,Uptrend,Above SMA20,22516.0,22471.55,23.2,21.25,N/A,7,Downside Breakdown,2.2,17.8,27.35
5022,11-03-2025 15:15,22499.85,22503.7,22493.25,22502.0,10.45,19.95,5.5275,11.45,30.25,0.5238,52.4%,18.6098,0.08%,0.206,0.794,Bullish,Moderate Contraction,38.7,False,Uptrend,Above SMA20,22516.0,22469.35,32.65,14.0,N/A,2,Upside Breakout,6.1,75.4,75.4
5032,12-03-2025 09:50,22502.0,22514.1,22493.65,22495.0,20.45,36.025,18.6206,10.45,64.85,0.5677,56.8%,33.692,0.15%,0.342,0.658,Bearish,Mild Contraction,23.9,False,Downtrend,Below SMA20,22577.4,22447.2,47.8,82.4,N/A,2,Downside Breakdown,21.25,84.85,84.85
5035,12-03-2025 10:05,22430.4,22442.9,22425.0,22430.75,17.9,40.76,15.5226,20.45,64.85,0.4392,43.9%,33.0168,0.15%,0.02,0.98,Bullish,Moderate Contraction,42.3,False,Downtrend,Below SMA20,22577.4,22425.95,4.8,146.65,N/A,1,Downside Breakdown,8.4,20.6,33.0
5038,12-03-2025 10:20,22428.7,22442.7,22424.75,22424.85,17.95,32.575,14.6439,17.9,61.75,0.551,55.1%,29.1866,0.13%,0.214,0.786,Bearish,Moderate Contraction,33.4,False,Downtrend,Below SMA20,22514.1,22410.15,14.7,89.25,N/A,6,Downside Breakdown,12.4,36.0,36.0
5045,12-03-2025 10:55,22406.35,22414.65,22400.5,22408.65,14.15,23.7,6.2238,13.65,34.5,0.597,59.7%,25.7823,0.12%,0.163,0.837,Bullish,Moderate Contraction,32.6,False,Downtrend,Below SMA20,22460.85,22397.75,10.9,52.2,N/A,1,Downside Breakdown,2.1,13.7,67.95
5048,12-03-2025 11:10,22416.05,22422.05,22407.9,22416.45,14.15,23.005,6.71,13.65,34.5,0.6151,61.5%,23.6485,0.11%,0.028,0.972,Bullish,Moderate Contraction,30.4,False,Downtrend,Below SMA20,22460.85,22394.95,21.5,44.4,N/A,3,Downside Breakdown,18.5,65.7,82.95
5052,12-03-2025 11:30,22385.05,22390.95,22377.75,22379.8,13.2,21.97,8.23,13.65,34.5,0.6008,60.1%,21.6001,0.1%,0.398,0.602,Bearish,Moderate Contraction,31.0,False,Downtrend,Below SMA20,22454.55,22376.45,3.35,74.75,N/A,1,Downside Breakdown,25.7,46.3,50.25
5058,12-03-2025 12:00,22342.15,22349.15,22335.4,22338.95,13.75,20.745,8.5224,13.2,33.85,0.6628,66.3%,21.4288,0.1%,0.233,0.767,Bearish,Mild Contraction,24.8,False,Downtrend,Below SMA20,22422.05,22333.5,5.45,83.1,N/A,1,Downside Breakdown,3.95,34.45,45.85
5071,12-03-2025 13:05,22384.2,22392.8,22379.0,22389.75,13.8,22.395,6.3933,15.15,37.8,0.6162,61.6%,22.0848,0.1%,0.402,0.598,Bullish,Moderate Contraction,31.5,False,Uptrend,Above SMA20,22385.95,22331.75,58.0,-3.8,N/A,1,Upside Breakout,19.9,55.55,55.55
5075,12-03-2025 13:25,22439.65,22441.05,22426.4,22430.1,14.65,25.45,7.0268,13.8,37.8,0.5756,57.6%,23.4282,0.1%,0.652,0.348,Bearish,Moderate Contraction,33.3,False,Uptrend,Above SMA20,22445.3,22331.75,98.35,15.2,N/A,10,Upside Breakout,14.6,38.05,38.05
5083,12-03-2025 14:05,22425.5,22435.8,22421.3,22432.7,14.5,21.16,4.9168,14.65,28.6,0.6853,68.5%,20.5073,0.09%,0.497,0.503,Bullish,Moderate Contraction,47.6,True,Uptrend,Above SMA20,22445.3,22392.05,40.65,12.6,N/A,2,Upside Breakout,14.6,42.45,52.2
5089,12-03-2025 14:35,22467.85,22470.25,22457.1,22462.45,13.15,20.125,4.4893,13.05,27.3,0.6534,65.3%,19.7379,0.09%,0.411,0.589,Bearish,Strong Contraction,50.1,True,Uptrend,Above SMA20,22475.15,22392.05,70.4,12.7,N/A,4,Upside Breakout,9.75,22.45,31.65
5092,12-03-2025 14:50,22463.7,22474.35,22462.65,22465.2,11.7,20.375,5.7244,13.05,28.7,0.5742,57.4%,20.1371,0.09%,0.128,0.872,Bullish,Moderate Contraction,34.8,False,Uptrend,Above SMA20,22475.15,22412.3,52.9,9.95,N/A,1,Upside Breakout,9.75,28.9,90.8
5098,12-03-2025 15:20,22460.35,22463.35,22455.75,22462.0,7.6,20.07,5.5405,11.7,28.7,0.3787,37.9%,18.8002,0.08%,0.217,0.783,Bullish,Moderate Contraction,49.6,False,Downtrend,Above SMA20,22494.1,22440.7,21.3,32.1,N/A,2,Upside Breakout,61.9,94.0,94.0
5109,13-03-2025 10:00,22529.2,22547.0,22525.55,22539.9,21.45,34.515,17.1599,19.95,80.4,0.6215,62.1%,28.6357,0.13%,0.499,0.501,Bullish,Mild Contraction,26.2,False,Uptrend,Above SMA20,22556.0,22452.75,87.15,16.1,N/A,4,Upside Breakout,2.05,18.15,54.05
5112,13-03-2025 10:15,22545.1,22555.95,22544.25,22555.6,11.7,26.79,8.2072,13.65,39.95,0.4367,43.7%,23.59,0.1%,0.897,0.103,Bullish,Moderate Contraction,44.2,False,Uptrend,Above SMA20,22547.45,22460.4,95.2,-8.15,N/A,1,Upside Breakout,10.6,40.35,77.3
5115,13-03-2025 10:30,22539.05,22547.2,22536.05,22537.55,11.15,22.59,7.5802,11.7,36.0,0.4936,49.4%,21.4794,0.1%,0.135,0.865,Bearish,Moderate Contraction,39.3,False,Uptrend,Above SMA20,22558.05,22473.4,64.15,20.5,N/A,11,Downside Breakdown,8.7,51.7,59.25
5118,13-03-2025 10:45,22523.75,22524.7,22512.2,22517.0,12.5,19.325,7.6993,11.15,36.0,0.6468,64.7%,19.6992,0.09%,0.54,0.46,Bearish,Mild Contraction,24.2,False,Downtrend,Above SMA20,22558.05,22504.6,12.4,41.05,N/A,1,Downside Breakdown,18.75,38.7,87.25
5136,13-03-2025 12:15,22442.75,22451.6,22437.95,22444.2,13.65,26.33,10.4198,18.4,51.1,0.5184,51.8%,21.9961,0.1%,0.106,0.894,Bullish,Moderate Contraction,36.5,False,Downtrend,Below SMA20,22499.7,22403.15,41.05,55.5,N/A,,,,18.45,18.45
5147,13-03-2025 13:10,22428.95,22435.75,22425.95,22429.8,9.8,15.925,3.0745,11.65,21.2,0.6154,61.5%,16.7722,0.07%,0.087,0.913,Bullish,Moderate Contraction,34.8,False,Downtrend,Below SMA20,22462.05,22425.75,4.05,32.25,N/A,1,Downside Breakdown,5.3,21.85,23.7
5153,13-03-2025 13:40,22443.75,22448.75,22438.25,22442.75,10.5,17.085,5.9152,9.8,26.4,0.6146,61.5%,16.9001,0.08%,0.095,0.905,Bearish,Moderate Contraction,48.5,True,Downtrend,Above SMA20,22462.05,22419.75,23.0,19.3,N/A,7,Downside Breakdown,9.2,15.9,46.35
5164,13-03-2025 14:35,22398.75,22404.4,22394.65,22402.4,9.75,16.18,4.3168,10.45,24.35,0.6026,60.3%,15.5721,0.07%,0.374,0.626,Bullish,Moderate Contraction,33.0,False,Downtrend,Below SMA20,22453.5,22396.4,6.0,51.1,N/A,2,Downside Breakdown,7.95,25.05,25.05
5176,17-03-2025 09:20,22504.2,22519.3,22499.55,22515.7,19.75,31.645,41.9517,13.3,150.35,0.6241,62.4%,33.4022,0.15%,0.582,0.418,Bullish,Mild Contraction,18.7,False,Uptrend,Above SMA20,22503.5,22353.15,162.55,-12.2,N/A,1,Upside Breakout,46.0,61.3,61.3
5180,17-03-2025 09:40,22555.0,22558.3,22541.95,22553.2,16.35,36.675,40.7417,13.5,150.35,0.4458,44.6%,30.9654,0.14%,0.11,0.89,Bearish,Moderate Contraction,34.6,False,Uptrend,Above SMA20,22577.0,22353.15,200.05,23.8,N/A,,,,33.4,82.15
5183,17-03-2025 09:55,22529.75,22547.7,22522.95,22546.1,24.75,37.61,40.3275,13.5,150.35,0.6581,65.8%,28.6034,0.13%,0.661,0.339,Bullish,Mild Contraction,14.7,False,Uptrend,Above SMA20,22577.0,22353.15,192.95,30.9,N/A,,,,59.2,90.7
5188,17-03-2025 10:20,22500.35,22503.6,22486.9,22502.7,16.7,25.48,7.6228,13.0,37.9,0.6554,65.5%,25.6248,0.11%,0.141,0.859,Bullish,Mild Contraction,22.4,False,Downtrend,Above SMA20,22577.0,22490.9,11.8,74.3,N/A,1,Downside Breakdown,12.1,47.3,47.3
5191,17-03-2025 10:35,22471.5,22473.95,22459.85,22460.9,14.1,23.48,6.2673,13.0,34.75,0.6005,60.1%,23.3359,0.1%,0.752,0.248,Bearish,Moderate Contraction,31.1,False,Downtrend,Below SMA20,22560.4,22471.05,-10.15,99.5,N/A,1,Downside Breakdown,15.65,44.9,44.9
5194,17-03-2025 10:50,22481.45,22485.65,22474.7,22478.75,10.95,20.705,7.5295,12.5,34.75,0.5289,52.9%,19.97,0.09%,0.247,0.753,Bearish,Moderate Contraction,36.3,False,Downtrend,Below SMA20,22554.55,22455.4,23.35,75.8,N/A,19,Downside Breakdown,0.6,27.05,51.95
5202,17-03-2025 11:30,22497.5,22500.35,22493.75,22499.0,6.6,15.145,3.5602,10.95,22.25,0.4358,43.6%,15.6411,0.07%,0.227,0.773,Bullish,Moderate Contraction,47.1,False,Uptrend,Above SMA20,22505.8,22455.4,43.6,6.8,N/A,1,Upside Breakout,23.3,31.7,31.7
5205,17-03-2025 11:45,22517.4,22519.85,22510.35,22510.95,9.5,16.3,6.6339,6.6,31.15,0.5828,58.3%,16.3534,0.07%,0.679,0.321,Bearish,Mild Contraction,25.8,False,Uptrend,Above SMA20,22530.7,22470.85,40.1,19.75,N/A,8,Downside Breakdown,16.05,27.65,68.95
5209,17-03-2025 12:05,22508.1,22514.25,22507.15,22512.5,7.1,16.31,6.8577,6.6,31.15,0.4353,43.5%,15.9255,0.07%,0.62,0.38,Bullish,Moderate Contraction,40.8,False,Uptrend,Above SMA20,22530.7,22470.85,41.65,18.2,N/A,4,Downside Breakdown,16.05,59.05,70.5
5218,17-03-2025 12:50,22451.35,22457.15,22445.2,22456.35,11.95,17.75,7.3524,7.1,29.55,0.6732,67.3%,17.4786,0.08%,0.418,0.582,Bullish,Mild Contraction,16.4,False,Downtrend,Below SMA20,22522.15,22442.0,14.35,65.8,N/A,15,Upside Breakout,5.1,20.8,43.1
5223,17-03-2025 13:15,22467.7,22477.15,22466.45,22474.7,10.7,18.49,6.746,7.5,29.55,0.5787,57.9%,16.2044,0.07%,0.654,0.346,Bullish,Mild Contraction,26.9,False,Downtrend,Below SMA20,22483.15,22442.0,32.7,8.45,N/A,1,Upside Breakout,1.9,24.75,52.55
5232,17-03-2025 14:00,22510.8,22512.9,22502.4,22504.3,10.5,16.94,6.1726,10.7,31.15,0.6198,62.0%,16.9247,0.08%,0.619,0.381,Bearish,Mild Contraction,29.8,False,Uptrend,Above SMA20,22516.6,22450.85,53.45,12.3,N/A,1,Upside Breakout,10.65,24.3,24.3
5235,17-03-2025 14:15,22520.85,22526.95,22515.0,22526.1,11.95,17.705,8.2403,9.85,32.05,0.675,67.5%,16.9587,0.08%,0.439,0.561,Bullish,Mild Contraction,19.6,False,Uptrend,Above SMA20,22528.6,22473.8,52.3,2.5,N/A,15,Upside Breakout,141.55,44.35,44.35
5245,17-03-2025 15:05,22509.45,22516.7,22506.2,22516.5,10.5,16.055,4.1716,10.35,22.45,0.654,65.4%,15.5581,0.07%,0.671,0.329,Bullish,Mild Contraction,28.8,False,Downtrend,Above SMA20,22527.85,22481.75,34.75,11.35,N/A,5,Upside Breakout,142.3,153.65,186.9
5248,17-03-2025 15:20,22510.05,22513.0,22506.25,22513.0,6.75,14.55,4.8923,6.85,22.45,0.4639,46.4%,12.8458,0.06%,0.437,0.563,Bullish,Strong Contraction,61.5,True,Uptrend,Above SMA20,22522.7,22481.75,31.25,9.7,N/A,2,Upside Breakout,147.45,175.65,190.4
5258,18-03-2025 09:55,22680.4,22688.35,22671.35,22683.4,17.0,31.765,19.4122,6.75,70.95,0.5352,53.5%,29.184,0.13%,0.176,0.824,Bullish,Mild Contraction,25.0,False,Uptrend,Above SMA20,22703.4,22506.25,177.15,20.0,N/A,1,Upside Breakout,38.4,69.05,91.25
5263,18-03-2025 10:20,22748.05,22750.45,22734.25,22738.65,16.2,29.74,14.0452,17.0,60.35,0.5447,54.5%,27.7497,0.12%,0.58,0.42,Bearish,Moderate Contraction,33.7,False,Uptrend,Above SMA20,22752.45,22639.2,99.45,13.8,N/A,1,Upside Breakout,11.4,36.0,36.0
5266,18-03-2025 10:35,22762.05,22764.65,22752.55,22762.65,12.1,26.03,13.3052,15.25,60.35,0.4648,46.5%,24.5942,0.11%,0.05,0.95,Bullish,Moderate Contraction,38.7,False,Uptrend,Above SMA20,22768.7,22665.55,97.1,6.05,N/A,1,Upside Breakout,5.95,23.0,23.0
5269,18-03-2025 10:50,22758.65,22772.4,22756.45,22760.35,15.95,23.645,14.0113,12.1,60.35,0.6746,67.5%,21.8032,0.1%,0.107,0.893,Bullish,Mild Contraction,17.5,False,Uptrend,Above SMA20,22774.65,22681.45,78.9,14.3,N/A,8,Upside Breakout,2.5,20.7,20.7
5274,18-03-2025 11:15,22757.2,22757.65,22747.25,22749.85,10.4,17.095,5.5706,12.1,31.5,0.6084,60.8%,17.7469,0.08%,0.707,0.293,Bearish,Strong Contraction,51.2,True,Downtrend,Above SMA20,22774.65,22732.35,17.5,24.8,N/A,3,Upside Breakout,2.5,30.8,31.55
5283,18-03-2025 12:00,22769.1,22777.0,22768.55,22776.4,8.45,14.155,3.81,10.4,23.9,0.597,59.7%,14.6278,0.06%,0.864,0.136,Bullish,Strong Contraction,53.4,True,Uptrend,Above SMA20,22781.4,22741.9,34.5,5.0,N/A,5,Downside Breakdown,12.75,47.25,78.65
5294,18-03-2025 12:55,22732.5,22736.3,22725.15,22736.3,11.15,21.39,8.8553,10.05,33.9,0.5213,52.1%,19.797,0.09%,0.341,0.659,Bullish,Moderate Contraction,34.1,False,Downtrend,Below SMA20,22776.75,22697.75,38.55,40.45,N/A,4,Upside Breakout,6.75,48.05,50.85
5297,18-03-2025 13:10,22755.3,22762.85,22751.0,22761.2,11.85,21.34,8.8535,11.15,33.9,0.5553,55.5%,17.5605,0.08%,0.498,0.502,Bullish,Moderate Contraction,32.3,False,Uptrend,Above SMA20,22764.9,22697.75,63.45,3.7,N/A,1,Upside Breakout,18.6,24.5,37.1
5303,18-03-2025 13:40,22782.75,22787.15,22780.9,22783.3,6.25,16.085,7.0468,8.7,31.35,0.3886,38.9%,15.1372,0.07%,0.088,0.912,Bullish,Moderate Contraction,44.8,False,Uptrend,Above SMA20,22785.7,22699.4,83.9,2.4,N/A,1,Upside Breakout,1.1,15.0,15.0
5314,18-03-2025 14:35,22791.2,22793.9,22787.0,22790.8,6.9,12.205,2.0245,9.0,15.35,0.5653,56.5%,12.108,0.05%,0.058,0.942,Bearish,Moderate Contraction,40.8,False,Uptrend,Above SMA20,22798.3,22770.35,20.45,7.5,N/A,2,Upside Breakout,4.65,29.5,67.0
5323,18-03-2025 15:20,22848.65,22857.25,22848.05,22855.8,9.2,13.45,5.7009,6.9,25.2,0.684,68.4%,13.8586,0.06%,0.777,0.223,Bullish,Mild Contraction,17.6,False,Uptrend,Above SMA20,22849.7,22786.1,69.7,-6.1,N/A,1,Upside Breakout,8.1,47.85,47.85
5332,19-03-2025 09:50,22873.05,22877.8,22859.9,22867.55,17.9,33.67,19.1632,9.2,65.95,0.5316,53.2%,28.4947,0.12%,0.307,0.693,Bearish,Mild Contraction,26.6,False,Uptrend,Above SMA20,22888.3,22807.95,59.6,20.75,N/A,5,Upside Breakout,12.5,33.25,43.0
5340,19-03-2025 10:30,22897.25,22901.7,22888.45,22895.25,13.25,24.54,8.8774,15.55,42.05,0.5399,54.0%,23.6414,0.1%,0.151,0.849,Bearish,Strong Contraction,55.5,True,Uptrend,Above SMA20,22910.55,22816.5,78.75,15.3,N/A,3,Upside Breakout,1.3,29.95,29.95
5346,19-03-2025 11:00,22900.9,22914.45,22900.9,22908.1,13.55,21.84,8.4577,8.75,36.75,0.6204,62.0%,21.3541,0.09%,0.531,0.469,Bullish,Mild Contraction,22.1,False,Uptrend,Above SMA20,22911.85,22840.45,67.65,3.75,N/A,17,Upside Breakout,2.35,26.65,32.65
5351,19-03-2025 11:25,22888.85,22892.45,22881.45,22891.0,11.0,17.48,7.2575,7.95,31.65,0.6293,62.9%,17.5934,0.08%,0.195,0.805,Bullish,Mild Contraction,22.1,False,Downtrend,Above SMA20,22914.45,22865.3,25.7,23.45,N/A,14,Upside Breakout,0.8,15.55,16.15
5357,19-03-2025 11:55,22899.3,22907.15,22898.8,22904.45,8.35,13.87,4.1921,7.35,20.15,0.602,60.2%,14.6937,0.06%,0.617,0.383,Bullish,Moderate Contraction,49.1,True,Uptrend,Above SMA20,22909.45,22875.45,29.0,5.0,N/A,5,Upside Breakout,1.8,23.1,28.9
5364,19-03-2025 12:30,22900.6,22908.55,22899.05,22906.9,9.5,13.875,4.684,6.9,21.4,0.6847,68.5%,13.6828,0.06%,0.663,0.337,Bullish,Mild Contraction,18.1,False,Uptrend,Above SMA20,22914.2,22875.45,31.45,7.3,N/A,1,Upside Breakout,1.05,30.35,33.8
5374,19-03-2025 13:20,22925.7,22927.8,22919.15,22925.0,8.65,18.61,8.1152,9.45,29.1,0.4648,46.5%,17.9314,0.08%,0.081,0.919,Bearish,Moderate Contraction,39.6,False,Uptrend,Above SMA20,22940.7,22882.8,42.2,15.7,N/A,,,,21.5,25.65
5380,19-03-2025 13:50,22905.7,22909.95,22899.35,22906.75,10.6,18.355,7.024,8.65,29.1,0.5775,57.7%,15.3702,0.07%,0.099,0.901,Bullish,Mild Contraction,28.5,False,Downtrend,Below SMA20,22940.7,22882.8,23.95,33.95,N/A,20,Upside Breakout,101.5,16.95,30.65
5383,19-03-2025 14:05,22922.85,22923.7,22916.4,22916.4,7.3,14.285,5.2764,8.65,27.25,0.511,51.1%,13.6801,0.06%,0.884,0.116,Bearish,Moderate Contraction,37.4,False,Downtrend,Above SMA20,22928.15,22898.55,17.85,11.75,N/A,4,Upside Breakout,0.9,12.8,21.3
5403,20-03-2025 09:30,23064.65,23070.25,23055.55,23065.65,14.7,22.07,15.2173,8.7,48.45,0.6661,66.6%,29.0655,0.13%,0.068,0.932,Bullish,Mild Contraction,15.4,False,Uptrend,Above SMA20,23065.45,22895.9,169.75,-0.2,N/A,1,Upside Breakout,5.65,60.0,91.7
