direction,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,exit_reason,holding_mins,opt_dS,opt_delta_entry,opt_delta_exit,opt_gamma,opt_theta_daily,opt_vega,opt_delta_effect,opt_gamma_pnl,opt_theta_effect,opt_vega_effect,opt_change,opt_pnl_per_lot,opt_gross_pnl,opt_slippage,opt_total_pnl,opt_breakeven_dS,opt_lot_size
short,2025-07-28 09:45:00+05:30,2025-07-28 10:10:00+05:30,24812.75,24838.10888166041,24838.10888166041,24838.10888166041,False,-25.36,17.95,31.5,STOP_LOSS,25,25.3589,-0.45,-0.432249,0.0007,-10.53,5.0,-11.2089,14.6299,-0.702,0.0,-11.9109,-11.9109,-774.21,50.0,-824.21,-1.5581,65
long,2025-07-30 09:55:00+05:30,2025-07-30 10:35:00+05:30,24839.35,24804.693713567547,24804.693713567547,24804.693713567547,False,-34.66,19.4,36.75,STOP_LOSS,40,-34.6563,0.45,0.425741,0.0007,-10.53,5.0,-15.217,27.3241,-1.1232,0.0,-16.3402,-16.3402,-1062.11,50.0,-1112.11,2.4912,65
short,2025-07-31 10:20:00+05:30,2025-07-31 10:45:00+05:30,24686.25,24705.954164471965,24705.954164471965,24705.954164471965,False,-19.7,23.65,36.7,STOP_LOSS,25,19.7042,-0.45,-0.436207,0.0007,-10.53,5.0,-8.7446,8.8328,-0.702,0.0,-9.4466,-9.4466,-614.03,50.0,-664.03,-1.5581,65
short,2025-08-05 10:05:00+05:30,2025-08-05 12:10:00+05:30,24633.65,24651.066461993807,24651.066461993807,24651.066461993807,False,-17.42,36.8,35.05,STOP_LOSS,125,17.4165,-0.45,-0.437808,0.0007,-10.53,5.0,-7.7419,6.9008,-3.51,0.0,-11.2519,-11.2519,-731.37,50.0,-781.37,-7.7532,65
short,2025-08-08 10:25:00+05:30,2025-08-08 15:00:00+05:30,24467.6,24396.5,24484.991801734403,24484.991801734403,False,71.1,84.9,13.75,SOFT_EOD_EXIT,275,-71.1,-0.45,-0.49977,0.0007,-10.53,5.0,33.5874,115.006,-7.722,0.0,25.8654,25.8654,1681.25,50.0,1631.25,-16.9369,65
long,2025-08-12 10:10:00+05:30,2025-08-12 10:25:00+05:30,24662.35,24634.122578468116,24634.122578468116,24634.122578468116,False,-28.23,19.65,50.85,STOP_LOSS,15,-28.2274,0.45,0.430241,0.0007,-10.53,5.0,-12.4514,18.1269,-0.4212,0.0,-12.8726,-12.8726,-836.72,50.0,-886.72,0.9353,65
long,2025-08-13 10:10:00+05:30,2025-08-13 13:10:00+05:30,24580.5,24623.32263431748,24551.657465591958,24623.32263431748,True,42.82,57.55,41.6,TRAIL_SL,180,42.8226,0.45,0.479976,0.0007,-10.53,5.0,19.8478,41.7184,-5.0544,0.0,14.7934,14.7934,961.57,50.0,911.57,11.1356,65
long,2025-08-18 10:25:00+05:30,2025-08-18 11:30:00+05:30,24975.45,24947.904558483082,24947.904558483082,24947.904558483082,False,-27.55,21.1,35.45,STOP_LOSS,65,-27.5454,0.45,0.430718,0.0007,-10.53,5.0,-12.1564,17.2616,-1.8252,0.0,-13.9816,-13.9816,-908.81,50.0,-958.81,4.0433,65
short,2025-08-26 10:15:00+05:30,2025-08-26 11:25:00+05:30,24802.9,24820.6046519975,24820.6046519975,24820.6046519975,False,-17.7,37.75,30.55,STOP_LOSS,70,17.7047,-0.45,-0.437607,0.0007,-10.53,5.0,-7.8684,7.1311,-1.9656,0.0,-9.834,-9.834,-639.21,50.0,-689.21,-4.3533,65
short,2025-08-28 09:55:00+05:30,2025-08-28 10:45:00+05:30,24592.45,24618.099369208947,24618.099369208947,24618.099369208947,False,-25.65,37.65,53.45,STOP_LOSS,50,25.6494,-0.45,-0.432045,0.0007,-10.53,5.0,-11.335,14.967,-1.404,0.0,-12.739,-12.739,-828.03,50.0,-878.03,-3.1125,65
short,2025-08-29 10:15:00+05:30,2025-08-29 10:20:00+05:30,24494.2,24513.803478411202,24513.803478411202,24513.803478411202,False,-19.6,0.8,23.9,STOP_LOSS,5,19.6035,-0.45,-0.436278,0.0007,-10.53,5.0,-8.7005,8.7427,-0.1404,0.0,-8.8409,-8.8409,-574.66,50.0,-624.66,-0.3119,65
long,2025-09-02 10:20:00+05:30,2025-09-02 13:20:00+05:30,24720.25,24697.699291623518,24697.699291623518,24697.699291623518,False,-22.55,35.85,41.35,STOP_LOSS,180,-22.5507,0.45,0.434215,0.0007,-10.53,5.0,-9.9876,11.5692,-5.0544,0.0,-15.042,-15.042,-977.73,50.0,-1027.73,11.1356,65
short,2025-09-03 09:30:00+05:30,2025-09-03 10:05:00+05:30,24577.25,24603.461831061042,24603.461831061042,24603.461831061042,False,-26.21,28.85,36.7,STOP_LOSS,35,26.2118,-0.45,-0.431652,0.0007,-10.53,5.0,-11.5789,15.6306,-0.9828,0.0,-12.5617,-12.5617,-816.51,50.0,-866.51,-2.1803,65
long,2025-09-04 10:20:00+05:30,2025-09-04 10:35:00+05:30,24873.75,24836.53535244608,24836.53535244608,24836.53535244608,False,-37.21,1.15,44.8,STOP_LOSS,15,-37.2146,0.45,0.42395,0.0007,-10.53,5.0,-16.3103,31.5072,-0.4212,0.0,-16.7315,-16.7315,-1087.55,50.0,-1137.55,0.9353,65
short,2025-09-05 10:25:00+05:30,2025-09-05 12:25:00+05:30,24721.75,24656.750888557428,24751.139899965365,24656.750888557428,True,65.0,79.45,8.35,TRAIL_SL,120,-64.9991,-0.45,-0.495499,0.0007,-10.53,5.0,30.5804,96.1161,-3.3696,0.0,27.2108,27.2108,1768.7,50.0,1718.7,-7.4449,65
long,2025-09-08 09:55:00+05:30,2025-09-08 13:15:00+05:30,24809.8,24861.027761777907,24780.088374071955,24861.027761777907,True,51.23,61.1,44.85,TRAIL_SL,200,51.2278,0.45,0.485859,0.0007,-10.53,5.0,23.8791,59.7025,-5.616,0.0,18.2631,18.2631,1187.1,50.0,1137.1,12.3612,65
long,2025-09-17 10:10:00+05:30,2025-09-17 15:00:00+05:30,25314.15,25329.2,25293.297291377905,25293.297291377905,False,15.05,32.35,34.3,SOFT_EOD_EXIT,290,15.05,0.45,0.460535,0.0007,-10.53,5.0,6.8438,5.1529,-8.1432,0.0,-1.2994,-1.2994,-84.46,50.0,-134.46,17.8482,65
long,2025-09-18 10:10:00+05:30,2025-09-18 12:40:00+05:30,25408.0,25386.865765640203,25386.865765640203,25386.865765640203,False,-21.13,34.4,39.05,STOP_LOSS,150,-21.1342,0.45,0.435206,0.0007,-10.53,5.0,-9.3697,10.1614,-4.212,0.0,-13.5817,-13.5817,-882.81,50.0,-932.81,9.2928,65
short,2025-09-19 10:20:00+05:30,2025-09-19 13:25:00+05:30,25330.2,25344.179869328356,25344.179869328356,25344.179869328356,False,-13.98,43.9,17.3,STOP_LOSS,185,13.9799,-0.45,-0.440214,0.0007,-10.53,5.0,-6.2294,4.4462,-5.1948,0.0,-11.4242,-11.4242,-742.57,50.0,-792.57,-11.4422,65
short,2025-09-22 09:30:00+05:30,2025-09-22 14:50:00+05:30,25303.15,25190.5362260871,25326.042282639493,25190.5362260871,True,112.61,152.1,28.55,TRAIL_SL,320,-112.6138,-0.45,-0.52883,0.0007,-10.53,5.0,54.671,288.5124,-8.9856,0.0,45.6854,45.6854,2969.55,50.0,2919.55,-19.6672,65
short,2025-09-23 10:00:00+05:30,2025-09-23 12:30:00+05:30,25152.7,25171.854061287053,25171.854061287053,25171.854061287053,False,-19.15,68.05,35.95,STOP_LOSS,150,19.1541,-0.45,-0.436592,0.0007,-10.53,5.0,-8.5038,8.3465,-4.212,0.0,-12.7158,-12.7158,-826.52,50.0,-876.52,-9.2928,65
short,2025-09-24 09:55:00+05:30,2025-09-24 13:00:00+05:30,25091.95,25111.124572185996,25111.124572185996,25111.124572185996,False,-19.17,64.5,33.5,STOP_LOSS,185,19.1746,-0.45,-0.436578,0.0007,-10.53,5.0,-8.5127,8.3644,-5.1948,0.0,-13.7075,-13.7075,-890.99,50.0,-940.99,-11.4422,65
short,2025-09-25 10:20:00+05:30,2025-09-25 12:50:00+05:30,25042.3,24973.21580371762,25057.48402668205,24973.21580371762,True,69.08,82.75,11.5,TRAIL_SL,150,-69.0842,-0.45,-0.498359,0.0007,-10.53,5.0,32.5913,108.5772,-4.212,0.0,28.3793,28.3793,1844.65,50.0,1794.65,-9.2928,65
short,2025-09-26 09:45:00+05:30,2025-09-26 14:10:00+05:30,24813.9,24660.832818746036,24836.267316888658,24660.832818746036,True,153.07,175.5,12.3,TRAIL_SL,265,-153.0672,-0.45,-0.557147,0.0007,-10.53,5.0,76.2605,533.0225,-7.4412,0.0,68.8193,68.8193,4473.26,50.0,4423.26,-16.3286,65
long,2025-10-07 10:20:00+05:30,2025-10-07 11:15:00+05:30,25173.2,25148.539907451093,25148.539907451093,25148.539907451093,False,-24.66,22.75,32.95,STOP_LOSS,55,-24.6601,0.45,0.432738,0.0007,-10.53,5.0,-10.9055,13.8347,-1.5444,0.0,-12.4499,-12.4499,-809.24,50.0,-859.24,3.4229,65
long,2025-10-10 10:05:00+05:30,2025-10-10 11:20:00+05:30,25256.65,25297.613703278785,25229.399838374266,25297.613703278785,True,40.96,58.9,7.9,TRAIL_SL,75,40.9637,0.45,0.478675,0.0007,-10.53,5.0,18.9622,38.1751,-2.106,0.0,16.8562,16.8562,1095.66,50.0,1045.66,4.6631,65
short,2025-10-13 09:40:00+05:30,2025-10-13 14:25:00+05:30,25216.25,25239.276170700334,25239.276170700334,25239.276170700334,False,-23.03,54.15,51.05,STOP_LOSS,285,23.0262,-0.45,-0.433882,0.0007,-10.53,5.0,-10.1948,12.0622,-8.0028,0.0,-18.1976,-18.1976,-1182.84,50.0,-1232.84,-17.5446,65
short,2025-10-14 10:25:00+05:30,2025-10-14 11:35:00+05:30,25210.45,25146.0683107359,25229.437648604584,25146.0683107359,True,64.38,94.9,29.8,TRAIL_SL,70,-64.3817,-0.45,-0.495067,0.0007,-10.53,5.0,30.2774,94.2988,-1.9656,0.0,28.3118,28.3118,1840.27,50.0,1790.27,-4.3533,65
long,2025-10-16 10:10:00+05:30,2025-10-16 12:45:00+05:30,25423.45,25502.599270043305,25400.69400082845,25502.599270043305,True,79.15,93.25,5.9,TRAIL_SL,155,79.1493,0.45,0.505404,0.0007,-10.53,5.0,37.5905,142.5198,-4.3524,0.0,33.2381,33.2381,2160.48,50.0,2110.48,9.6003,65
long,2025-10-20 09:45:00+05:30,2025-10-20 11:15:00+05:30,25820.2,25866.07834409888,25764.320173241817,25866.07834409888,True,45.88,72.75,28.65,TRAIL_SL,90,45.8783,0.45,0.482115,0.0007,-10.53,5.0,21.3083,47.8847,-2.5272,0.0,18.7811,18.7811,1220.77,50.0,1170.77,5.5917,65
long,2025-10-23 10:25:00+05:30,2025-10-23 13:30:00+05:30,26073.4,26045.744331669088,26045.744331669088,26045.744331669088,False,-27.66,30.8,53.1,STOP_LOSS,185,-27.6557,0.45,0.430641,0.0007,-10.53,5.0,-12.2041,17.4,-5.1948,0.0,-17.3989,-17.3989,-1130.93,50.0,-1180.93,11.4422,65
short,2025-10-24 09:40:00+05:30,2025-10-24 11:10:00+05:30,25903.5,25824.221417501412,25931.96790472284,25824.221417501412,True,79.28,107.7,0.65,TRAIL_SL,90,-79.2786,-0.45,-0.505495,0.0007,-10.53,5.0,37.6552,142.9859,-2.5272,0.0,35.128,35.128,2283.32,50.0,2233.32,-5.5917,65
long,2025-10-29 09:35:00+05:30,2025-10-29 10:35:00+05:30,25965.2,26045.99653373647,25925.839432133133,26045.99653373647,True,80.8,99.35,4.9,TRAIL_SL,60,80.7965,0.45,0.506558,0.0007,-10.53,5.0,38.4148,148.5138,-1.6848,0.0,36.73,36.73,2387.45,50.0,2337.45,3.7332,65
short,2025-10-30 10:05:00+05:30,2025-10-30 11:20:00+05:30,25946.25,25966.634855356162,25966.634855356162,25966.634855356162,False,-20.38,34.3,28.75,STOP_LOSS,75,20.3849,-0.45,-0.435731,0.0007,-10.53,5.0,-9.0423,9.4536,-2.106,0.0,-11.1483,-11.1483,-724.64,50.0,-774.64,-4.6631,65
short,2025-11-04 10:00:00+05:30,2025-11-04 14:35:00+05:30,25716.65,25624.293628286687,25732.645722760175,25624.293628286687,True,92.36,124.0,3.9,TRAIL_SL,275,-92.3564,-0.45,-0.514649,0.0007,-10.53,5.0,44.2472,194.0507,-7.722,0.0,36.5252,36.5252,2374.14,50.0,2324.14,-16.9369,65
short,2025-11-07 09:45:00+05:30,2025-11-07 11:20:00+05:30,25389.6,25416.84606678175,25416.84606678175,25416.84606678175,False,-27.25,58.55,42.7,STOP_LOSS,95,27.2461,-0.45,-0.430928,0.0007,-10.53,5.0,-12.0269,16.8884,-2.6676,0.0,-14.6945,-14.6945,-955.14,50.0,-1005.14,-5.9009,65
short,2025-11-11 09:55:00+05:30,2025-11-11 12:00:00+05:30,25519.05,25537.944566610273,25537.944566610273,25537.944566610273,False,-18.89,69.8,22.05,STOP_LOSS,125,18.8946,-0.45,-0.436774,0.0007,-10.53,5.0,-8.3901,8.1219,-3.51,0.0,-11.9001,-11.9001,-773.51,50.0,-823.51,-7.7532,65
long,2025-11-12 10:15:00+05:30,2025-11-12 12:10:00+05:30,25836.95,25892.886569309943,25808.87823132364,25892.886569309943,True,55.94,70.9,7.0,TRAIL_SL,115,55.9366,0.45,0.489156,0.0007,-10.53,5.0,26.1571,71.1825,-3.2292,0.0,22.9279,22.9279,1490.31,50.0,1440.31,7.1364,65
short,2025-11-13 09:40:00+05:30,2025-11-13 09:45:00+05:30,25857.0,25876.86632313896,25876.86632313896,25876.86632313896,False,-19.87,1.45,25.95,STOP_LOSS,5,19.8663,-0.45,-0.436094,0.0007,-10.53,5.0,-8.8155,8.9788,-0.1404,0.0,-8.9559,-8.9559,-582.14,50.0,-632.14,-0.3119,65
short,2025-11-14 09:40:00+05:30,2025-11-14 10:15:00+05:30,25856.2,25797.20936545639,25883.030228118314,25797.20936545639,True,58.99,91.3,10.55,TRAIL_SL,35,-58.9906,-0.45,-0.491293,0.0007,-10.53,5.0,27.642,79.1676,-0.9828,0.0,26.6592,26.6592,1732.84,50.0,1682.84,-2.1803,65
short,2025-11-14 10:15:00+05:30,2025-11-14 10:50:00+05:30,25798.65,25823.453305891737,25823.453305891737,25823.453305891737,False,-24.8,46.95,39.15,STOP_LOSS,35,24.8033,-0.45,-0.432638,0.0007,-10.53,5.0,-10.9677,13.9959,-0.9828,0.0,-11.9505,-11.9505,-776.78,50.0,-826.78,-2.1803,65
long,2025-11-17 10:00:00+05:30,2025-11-17 14:15:00+05:30,25954.1,26010.136200974797,25926.49992300652,26010.136200974797,True,56.04,69.15,39.0,TRAIL_SL,255,56.0362,0.45,0.489225,0.0007,-10.53,5.0,26.2054,71.4363,-7.1604,0.0,19.045,19.045,1237.93,50.0,1187.93,15.7198,65
short,2025-11-19 09:40:00+05:30,2025-11-19 10:05:00+05:30,25909.3,25929.639870625997,25929.639870625997,25929.639870625997,False,-20.34,25.5,26.9,STOP_LOSS,25,20.3399,-0.45,-0.435762,0.0007,-10.53,5.0,-9.0226,9.4119,-0.702,0.0,-9.7246,-9.7246,-632.1,50.0,-682.1,-1.5581,65
long,2025-11-20 09:45:00+05:30,2025-11-20 11:45:00+05:30,26088.65,26140.426935926378,26060.632666206424,26140.426935926378,True,51.78,60.0,14.55,TRAIL_SL,120,51.7769,0.45,0.486244,0.0007,-10.53,5.0,24.1441,60.9894,-3.3696,0.0,20.7745,20.7745,1350.34,50.0,1300.34,7.4449,65
short,2025-11-25 09:35:00+05:30,2025-11-25 10:05:00+05:30,25969.5,25990.91347498232,25990.91347498232,25990.91347498232,False,-21.41,17.4,36.35,STOP_LOSS,30,21.4135,-0.45,-0.435011,0.0007,-10.53,5.0,-9.4916,10.4317,-0.8424,0.0,-10.334,-10.334,-671.71,50.0,-721.71,-1.8693,65
long,2025-11-27 09:35:00+05:30,2025-11-27 13:05:00+05:30,26249.55,26218.932631009207,26218.932631009207,26218.932631009207,False,-30.62,60.9,34.6,STOP_LOSS,210,-30.6174,0.45,0.428568,0.0007,-10.53,5.0,-13.4825,21.3264,-5.8968,0.0,-19.3793,-19.3793,-1259.66,50.0,-1309.66,12.9731,65
long,2025-12-01 09:50:00+05:30,2025-12-01 10:50:00+05:30,26273.55,26244.11071864126,26244.11071864126,26244.11071864126,False,-29.44,17.3,44.6,STOP_LOSS,60,-29.4393,0.45,0.429393,0.0007,-10.53,5.0,-12.9747,19.7168,-1.6848,0.0,-14.6595,-14.6595,-952.87,50.0,-1002.87,3.7332,65
short,2025-12-02 10:25:00+05:30,2025-12-02 10:55:00+05:30,26078.8,26092.2033622572,26092.2033622572,26092.2033622572,False,-13.4,9.15,20.8,STOP_LOSS,30,13.4034,-0.45,-0.440618,0.0007,-10.53,5.0,-5.9749,4.087,-0.8424,0.0,-6.8173,-6.8173,-443.13,50.0,-493.13,-1.8693,65
short,2025-12-08 10:20:00+05:30,2025-12-08 13:00:00+05:30,26101.65,26021.452209573887,26118.60852995268,26021.452209573887,True,80.2,97.15,2.25,TRAIL_SL,160,-80.1978,-0.45,-0.506138,0.0007,-10.53,5.0,38.115,146.3208,-4.4928,0.0,33.6222,33.6222,2185.44,50.0,2135.44,-9.9077,65
short,2025-12-09 10:05:00+05:30,2025-12-09 10:15:00+05:30,25778.1,25800.483384061426,25800.483384061426,25800.483384061426,False,-22.38,4.0,70.75,STOP_LOSS,10,22.3834,-0.45,-0.434332,0.0007,-10.53,5.0,-9.9147,11.3981,-0.2808,0.0,-10.1955,-10.1955,-662.71,50.0,-712.71,-0.6237,65
short,2025-12-11 10:00:00+05:30,2025-12-11 10:05:00+05:30,25739.0,25763.69919092409,25763.69919092409,25763.69919092409,False,-24.7,5.6,35.1,STOP_LOSS,5,24.6992,-0.45,-0.432711,0.0007,-10.53,5.0,-10.9225,13.8786,-0.1404,0.0,-11.0629,-11.0629,-719.09,50.0,-769.09,-0.3119,65
long,2025-12-12 10:00:00+05:30,2025-12-12 10:20:00+05:30,26001.65,25976.732819803972,25976.732819803972,25976.732819803972,False,-24.92,6.6,44.05,STOP_LOSS,20,-24.9172,0.45,0.432558,0.0007,-10.53,5.0,-11.0172,14.1247,-0.5616,0.0,-11.5788,-11.5788,-752.62,50.0,-802.62,1.2468,65
short,2025-12-15 09:55:00+05:30,2025-12-15 10:25:00+05:30,25951.6,25969.99088842257,25969.99088842257,25969.99088842257,False,-18.39,14.1,26.5,STOP_LOSS,30,18.3909,-0.45,-0.437126,0.0007,-10.53,5.0,-8.1694,7.6946,-0.8424,0.0,-9.0118,-9.0118,-585.76,50.0,-635.76,-1.8693,65
short,2025-12-16 09:50:00+05:30,2025-12-16 14:20:00+05:30,25942.0,25870.091603632973,25956.653986476136,25870.091603632973,True,71.91,93.6,0.85,TRAIL_SL,270,-71.9084,-0.45,-0.500336,0.0007,-10.53,5.0,33.9876,117.6361,-7.5816,0.0,26.406,26.406,1716.39,50.0,1666.39,-16.6328,65
long,2025-12-19 10:10:00+05:30,2025-12-19 14:25:00+05:30,25935.6,25980.858095897147,25909.546631407775,25980.858095897147,True,45.26,57.75,30.0,TRAIL_SL,255,45.2581,0.45,0.481681,0.0007,-10.53,5.0,21.0114,46.5987,-7.1604,0.0,13.851,13.851,900.31,50.0,850.31,15.7198,65
long,2025-12-22 10:25:00+05:30,2025-12-22 15:00:00+05:30,26124.85,26176.7,26105.705829869767,26105.705829869767,False,51.85,54.6,13.1,SOFT_EOD_EXIT,275,51.85,0.45,0.486295,0.0007,-10.53,5.0,24.1794,61.1616,-7.722,0.0,16.4574,16.4574,1069.73,50.0,1019.73,16.9369,65
short,2025-12-26 10:25:00+05:30,2025-12-26 14:50:00+05:30,26091.75,26018.212237401705,26102.91253154601,26018.212237401705,True,73.54,83.15,5.85,TRAIL_SL,265,-73.5378,-0.45,-0.501476,0.0007,-10.53,5.0,34.7955,123.0275,-7.4412,0.0,27.3543,27.3543,1778.03,50.0,1728.03,-16.3286,65
long,2026-01-02 10:25:00+05:30,2026-01-02 12:45:00+05:30,26247.1,26302.15787665512,26226.79093433461,26302.15787665512,True,55.06,65.3,12.05,TRAIL_SL,140,55.0579,0.45,0.488541,0.0007,-10.53,5.0,25.7309,68.9637,-3.9312,0.0,21.7997,21.7997,1416.98,50.0,1366.98,8.6774,65
short,2026-01-06 09:30:00+05:30,2026-01-06 09:55:00+05:30,26215.05,26237.1488137646,26237.1488137646,26237.1488137646,False,-22.1,24.4,44.3,STOP_LOSS,25,22.0988,-0.45,-0.434531,0.0007,-10.53,5.0,-9.7906,11.1101,-0.702,0.0,-10.4926,-10.4926,-682.02,50.0,-732.02,-1.5581,65
short,2026-01-09 09:50:00+05:30,2026-01-09 12:00:00+05:30,25877.3,25754.539409558874,25907.512554068468,25754.539409558874,True,122.76,142.15,24.65,TRAIL_SL,130,-122.7606,-0.45,-0.535932,0.0007,-10.53,5.0,59.9894,342.8462,-3.6504,0.0,56.339,56.339,3662.03,50.0,3612.03,-8.0615,65
short,2026-01-12 09:45:00+05:30,2026-01-12 11:45:00+05:30,25595.45,25488.32271267491,25623.67396415429,25488.32271267491,True,107.13,122.05,13.1,TRAIL_SL,120,-107.1273,-0.45,-0.524989,0.0007,-10.53,5.0,51.8223,261.0848,-3.3696,0.0,48.4527,48.4527,3149.43,50.0,3099.43,-7.4449,65
short,2026-01-19 10:20:00+05:30,2026-01-19 13:45:00+05:30,25540.65,25561.894790236798,25561.894790236798,25561.894790236798,False,-21.24,46.3,35.4,STOP_LOSS,205,21.2448,-0.45,-0.435129,0.0007,-10.53,5.0,-9.418,10.268,-5.7564,0.0,-15.1744,-15.1744,-986.33,50.0,-1036.33,-12.6672,65
short,2026-01-20 10:05:00+05:30,2026-01-20 14:00:00+05:30,25479.8,25375.129422361817,25502.260616765678,25375.129422361817,True,104.67,130.25,24.2,TRAIL_SL,235,-104.6706,-0.45,-0.523269,0.0007,-10.53,5.0,50.5529,249.2474,-6.5988,0.0,43.9541,43.9541,2857.02,50.0,2807.02,-14.5005,65
short,2026-01-21 09:30:00+05:30,2026-01-21 10:55:00+05:30,25242.85,24992.282343136743,25280.861767091057,24992.282343136743,True,250.57,323.05,8.45,TRAIL_SL,85,-250.5677,-0.45,-0.625397,0.0007,-10.53,5.0,132.5325,1428.3394,-2.3868,0.0,130.1457,130.1457,8459.47,50.0,8409.47,-5.2823,65
