direction,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,exit_reason,holding_mins,opt_dS,opt_delta_entry,opt_delta_exit,opt_gamma,opt_theta_daily,opt_vega,opt_delta_effect,opt_gamma_pnl,opt_theta_effect,opt_vega_effect,opt_change,opt_pnl_per_lot,opt_gross_pnl,opt_slippage,opt_total_pnl,opt_breakeven_dS,opt_lot_size
long,2025-06-26 10:15:00+05:30,2025-06-26 10:40:00+05:30,25380.5,25347.39187932628,25347.39187932628,25347.39187932628,False,-33.11,7.05,76.45,STOP_LOSS,25,-33.1081,0.45,0.426824,0.0007,-10.53,5.0,-14.5534,24.9374,-0.702,0.0,-15.2554,-15.2554,-991.6,50.0,-1041.6,1.5581,65
long,2025-06-27 09:35:00+05:30,2025-06-27 12:20:00+05:30,25560.35,25621.14325045918,25519.831703096726,25621.14325045918,True,60.79,72.15,31.9,TRAIL_SL,165,60.7933,0.45,0.492555,0.0007,-10.53,5.0,28.5211,84.0799,-4.6332,0.0,23.8879,23.8879,1552.72,50.0,1502.72,10.2148,65
short,2025-06-30 10:10:00+05:30,2025-06-30 13:30:00+05:30,25586.4,25510.939145577006,25604.92367592031,25510.939145577006,True,75.46,95.9,13.6,TRAIL_SL,200,-75.4609,-0.45,-0.502823,0.0007,-10.53,5.0,35.7511,129.5462,-5.616,0.0,30.1351,30.1351,1958.78,50.0,1908.78,-12.3612,65
long,2025-07-01 09:50:00+05:30,2025-07-01 10:10:00+05:30,25560.7,25534.122275729445,25534.122275729445,25534.122275729445,False,-26.58,12.05,30.2,STOP_LOSS,20,-26.5777,0.45,0.431396,0.0007,-10.53,5.0,-11.7375,16.07,-0.5616,0.0,-12.2991,-12.2991,-799.44,50.0,-849.44,1.2468,65
short,2025-07-04 09:30:00+05:30,2025-07-04 14:35:00+05:30,25406.75,25428.663481244686,25428.663481244686,25428.663481244686,False,-21.91,75.1,43.85,STOP_LOSS,305,21.9135,-0.45,-0.434661,0.0007,-10.53,5.0,-9.7098,10.9246,-8.5644,0.0,-18.2742,-18.2742,-1187.82,50.0,-1237.82,-18.7583,65
long,2025-07-09 10:25:00+05:30,2025-07-09 13:00:00+05:30,25518.7,25499.589743262113,25499.589743262113,25499.589743262113,False,-19.11,30.0,28.2,STOP_LOSS,155,-19.1103,0.45,0.436623,0.0007,-10.53,5.0,-8.4846,8.3083,-4.3524,0.0,-12.837,-12.837,-834.4,50.0,-884.4,9.6003,65
short,2025-07-10 09:45:00+05:30,2025-07-10 11:25:00+05:30,25453.5,25376.95517589624,25468.05099464131,25376.95517589624,True,76.54,89.8,0.6,TRAIL_SL,100,-76.5448,-0.45,-0.503581,0.0007,-10.53,5.0,36.2908,133.2948,-2.808,0.0,33.4828,33.4828,2176.38,50.0,2126.38,-6.21,65
short,2025-07-11 09:40:00+05:30,2025-07-11 10:50:00+05:30,25315.25,25203.528020866368,25335.344153884515,25203.528020866368,True,111.72,125.4,0.55,TRAIL_SL,70,-111.722,-0.45,-0.528205,0.0007,-10.53,5.0,54.2067,283.961,-1.9656,0.0,52.2411,52.2411,3395.67,50.0,3345.67,-4.3533,65
short,2025-07-14 09:40:00+05:30,2025-07-14 09:50:00+05:30,25090.0,25108.785958488283,25108.785958488283,25108.785958488283,False,-18.79,13.0,25.1,STOP_LOSS,10,18.786,-0.45,-0.43685,0.0007,-10.53,5.0,-8.3425,8.0288,-0.2808,0.0,-8.6233,-8.6233,-560.52,50.0,-610.52,-0.6237,65
short,2025-07-14 10:05:00+05:30,2025-07-14 13:15:00+05:30,25106.65,25031.008710647857,25124.29067497612,25031.008710647857,True,75.64,104.7,20.4,TRAIL_SL,190,-75.6413,-0.45,-0.502949,0.0007,-10.53,5.0,35.8409,130.1665,-5.3352,0.0,30.5057,30.5057,1982.87,50.0,1932.87,-11.7486,65
short,2025-07-16 10:20:00+05:30,2025-07-16 11:45:00+05:30,25148.3,25160.223095649515,25160.223095649515,25160.223095649515,False,-11.92,27.25,18.15,STOP_LOSS,85,11.9231,-0.45,-0.441654,0.0007,-10.53,5.0,-5.3206,3.2341,-2.3868,0.0,-7.7074,-7.7074,-500.98,50.0,-550.98,-5.2823,65
short,2025-07-21 09:40:00+05:30,2025-07-21 09:45:00+05:30,24938.7,24960.42505601363,24960.42505601363,24960.42505601363,False,-21.73,7.75,59.5,STOP_LOSS,5,21.7251,-0.45,-0.434792,0.0007,-10.53,5.0,-9.6276,10.7375,-0.1404,0.0,-9.768,-9.768,-634.92,50.0,-684.92,-0.3119,65
long,2025-07-22 09:35:00+05:30,2025-07-22 11:05:00+05:30,25108.1,25077.868663588022,25077.868663588022,25077.868663588022,False,-30.23,23.5,52.4,STOP_LOSS,90,-30.2313,0.45,0.428838,0.0007,-10.53,5.0,-13.3162,20.792,-2.5272,0.0,-15.8434,-15.8434,-1029.82,50.0,-1079.82,5.5917,65
