Date,Price,Open,High,Low,Vol.,Change %
04-06-2020,29.69,30.0425,30.265,28.45,,-1.17%
05-06-2020,28.68,29.69,29.69,25.92,,-3.40%
08-06-2020,29.6475,28.68,30.145,27.7975,,3.37%
09-06-2020,30.205,29.6475,30.34,27.24,,1.88%
10-06-2020,29.4375,30.205,30.205,28.7275,,-2.54%
11-06-2020,29.66,29.4375,30.42,28.39,,0.76%
12-06-2020,30.8225,29.66,32.875,29.66,,3.92%
15-06-2020,32.5775,30.8225,33.7775,29.915,,5.69%
16-06-2020,32.965,32.5775,35.3125,30.4075,,1.19%
17-06-2020,33.355,32.965,34.0175,29.05,,1.18%
18-06-2020,31.455,33.355,33.4225,31.2175,,-5.70%
19-06-2020,29.965,31.455,31.9125,29.6775,,-4.74%
22-06-2020,30.46,29.965,30.9825,29.965,,1.65%
23-06-2020,29.34,30.46,31.1475,29.2425,,-3.68%
24-06-2020,29.5775,29.34,30.53,27.79,,0.81%
25-06-2020,29.7275,29.5775,31.285,29.0575,,0.51%
26-06-2020,28.735,29.7275,30.065,28.315,,-3.34%
29-06-2020,28.91,28.735,30.45,27.98,,0.61%
30-06-2020,29.1175,28.91,29.6325,28.405,,0.72%
01-07-2020,28.1175,29.1175,29.1625,27.9375,,-3.43%
02-07-2020,26.5075,28.1175,28.1175,26.315,,-5.73%
03-07-2020,25.7675,26.5075,26.775,25.6275,,-2.79%
06-07-2020,25.1975,25.7675,26.175,24.5425,,-2.21%
07-07-2020,25.1025,25.1975,25.645,24.24,,-0.38%
08-07-2020,26.1,25.1025,26.355,25.03,,3.97%
09-07-2020,24.9125,26.1,27.6575,24.735,,-4.55%
10-07-2020,24.9425,24.9125,25.4775,23.485,,0.12%
13-07-2020,25.2525,24.9425,25.9075,22.805,,1.24%
14-07-2020,26.6375,25.2525,27.265,25.2525,,5.48%
15-07-2020,26.29,26.6375,26.6375,23.74,,-1.30%
16-07-2020,25.3625,26.29,26.5975,25.245,,-3.53%
17-07-2020,24.1575,25.3625,25.5025,23.77,,-4.75%
20-07-2020,24.7125,24.1575,25.12,24.1575,,2.30%
21-07-2020,24.4275,24.7125,24.7125,23.725,,-1.15%
22-07-2020,24.885,24.4275,25.8025,23.73,,1.87%
23-07-2020,24.64,24.885,24.935,24.0075,,-0.98%
24-07-2020,24.535,24.64,25.295,22.7375,,-0.43%
27-07-2020,25.0175,24.535,25.7175,23.29,,1.97%
28-07-2020,23.6425,25.0175,25.215,23.545,,-5.50%
29-07-2020,24.1125,23.6425,24.4975,23.6425,,1.99%
30-07-2020,24.7275,24.1125,25.1425,22.09,,2.55%
31-07-2020,24.1925,24.7275,25.3725,23.9675,,-2.16%
03-08-2020,25.185,24.1925,25.69,23.2625,,4.10%
04-08-2020,23.815,25.185,25.185,23.555,,-5.44%
05-08-2020,23.5675,23.815,23.9325,21.825,,-1.04%
06-08-2020,23.15,23.5675,23.705,22.525,,-1.77%
07-08-2020,22.5775,23.15,23.31,21.755,,-2.47%
10-08-2020,22.51,22.5775,23.015,21.4525,,-0.30%
11-08-2020,21.36,22.51,22.51,20.215,,-5.11%
12-08-2020,20.845,21.36,21.9225,16.85,,-2.41%
13-08-2020,20.5675,20.845,21.19,19.46,,-1.33%
14-08-2020,21.6725,20.5675,22.97,16.34,,5.37%
17-08-2020,21.3075,21.6725,22.8775,19.5575,,-1.68%
18-08-2020,20.43,21.3075,21.3075,18.2525,,-4.12%
19-08-2020,19.9575,20.43,20.43,17.835,,-2.31%
20-08-2020,20.6175,19.9575,21.08,17.6625,,3.31%
21-08-2020,19.9375,20.6175,20.6175,14.885,,-3.30%
24-08-2020,19.23,19.9375,20.0675,17.8875,,-3.55%
25-08-2020,19.315,19.23,19.805,15.4225,,0.44%
26-08-2020,19.3025,19.315,19.5925,17.2225,,-0.06%
27-08-2020,18.895,19.3025,19.47,17.4525,,-2.11%
28-08-2020,18.3475,18.895,18.895,16.655,,-2.90%
31-08-2020,22.835,18.3475,23.8725,16.4,,24.46%
01-09-2020,21.8,22.835,23.2425,21.11,,-4.53%
02-09-2020,21.105,21.8,22.495,19.8525,,-3.19%
03-09-2020,20.5025,21.105,21.105,18.16,,-2.85%
04-09-2020,22.1525,20.5025,22.6475,19.8575,,8.05%
07-09-2020,22.0075,22.1525,23.2475,17.245,,-0.65%
08-09-2020,22.7225,22.0075,23.0725,17.57,,3.25%
09-09-2020,22.23,22.7225,23.27,20.1975,,-2.17%
10-09-2020,21.2625,22.23,22.23,17.7,,-4.35%
11-09-2020,20.7125,21.2625,21.345,18.1725,,-2.59%
14-09-2020,21.19,20.7125,21.74,17.5325,,2.31%
15-09-2020,20.5975,21.19,21.19,18.8975,,-2.80%
16-09-2020,19.66,20.5975,20.5975,16.325,,-4.55%
17-09-2020,20.1,19.66,20.6825,17.5525,,2.24%
18-09-2020,20.045,20.1,20.77,17.5825,,-0.27%
21-09-2020,22.1875,20.045,22.9925,18.2675,,10.69%
22-09-2020,21.41,22.1875,23.275,15.755,,-3.50%
23-09-2020,20.99,21.41,22.4775,19.37,,-1.96%
24-09-2020,23.51,20.99,23.8175,20.925,,12.01%
25-09-2020,20.675,23.51,23.51,18.6675,,-12.06%
28-09-2020,19.5725,20.675,21.0975,19.35,,-5.33%
29-09-2020,19.775,19.5725,20.1975,18.4275,,1.03%
30-09-2020,19.53,19.775,20.215,17.675,,-1.24%
01-10-2020,18.35,19.53,19.53,17.375,,-6.04%
05-10-2020,19.705,18.35,20.025,18.35,,7.38%
06-10-2020,19.635,19.705,19.8925,18.36,,-0.36%
07-10-2020,20.06,19.635,20.3375,19.0675,,2.16%
08-10-2020,20.38,20.06,20.855,18.9775,,1.60%
09-10-2020,20.38,20.38,21.0075,17.51,,0.00%
12-10-2020,21.1275,20.38,22.1,19.39,,3.67%
13-10-2020,20.715,21.1275,21.65,20.525,,-1.95%
14-10-2020,20.21,20.715,20.9625,18.425,,-2.44%
15-10-2020,22.0575,20.21,22.275,19.0375,,9.14%
16-10-2020,21.645,22.0575,22.4175,20.485,,-1.87%
19-10-2020,21.8175,21.645,22.3175,15.465,,0.80%
20-10-2020,22.69,21.8175,22.7925,18.79,,4.00%
21-10-2020,22.915,22.69,23.545,18.3775,,0.99%
22-10-2020,22.635,22.915,23.515,17.44,,-1.22%
23-10-2020,21.8275,22.635,22.78,19.8325,,-3.57%
26-10-2020,22.8325,21.8275,23.405,21.32,,4.60%
27-10-2020,22.195,22.8325,23.1675,22.1225,,-2.79%
28-10-2020,23.28,22.195,23.465,20.08,,4.89%
29-10-2020,24.0225,23.28,24.36,22.2825,,3.19%
30-10-2020,24.7525,24.0225,26.3,21.725,,3.04%
02-11-2020,25.21,24.7525,25.9175,24.22,,1.85%
03-11-2020,24.24,25.21,25.3325,22.9175,,-3.85%
04-11-2020,23.2,24.24,24.24,20.6725,,-4.29%
05-11-2020,20.965,23.2,23.2,19.99,,-9.63%
06-11-2020,20.4975,20.965,20.965,19.2825,,-2.23%
09-11-2020,20.1125,20.4975,21.0475,17.58,,-1.88%
10-11-2020,21.5775,20.1125,21.845,19.895,,7.28%
11-11-2020,22.0325,21.5775,22.375,18.995,,2.11%
12-11-2020,20.62,22.0325,22.0325,19.7875,,-6.41%
13-11-2020,19.7025,20.62,29.525,19.5575,,-4.45%
17-11-2020,19.8025,19.13,20.405,18.4025,,0.51%
18-11-2020,19.12,19.8025,19.8025,15.72,,-3.45%
19-11-2020,19.57,19.12,19.9825,16.325,,2.35%
20-11-2020,19.6175,19.57,19.8075,16.9975,,0.24%
23-11-2020,20.7975,19.6175,20.8625,16.91,,6.02%
24-11-2020,21.0575,20.7975,22,20.025,,1.25%
25-11-2020,23.1275,21.0575,23.495,20.68,,9.83%
26-11-2020,20.0225,23.1275,23.1275,19.4375,,-13.43%
27-11-2020,19.8175,20.0225,21.28,17.625,,-1.02%
01-12-2020,20.1825,19.8175,21.235,19.245,,1.84%
02-12-2020,19.9075,20.1825,20.5525,17.9625,,-1.36%
03-12-2020,19,19.9075,19.9075,17.7225,,-4.56%
04-12-2020,18.0275,19,19.035,16.53,,-5.12%
07-12-2020,18.025,18.0275,18.315,16.95,,-0.01%
08-12-2020,18.6175,18.025,18.795,16.2675,,3.29%
09-12-2020,18.92,18.6175,19.63,16.22,,1.62%
10-12-2020,18.7125,18.92,19.385,17.4225,,-1.10%
11-12-2020,18.79,18.7125,19.285,17.3625,,0.41%
14-12-2020,19.4025,18.79,19.6425,15.3275,,3.26%
15-12-2020,19.345,19.4025,19.8275,15.6925,,-0.30%
16-12-2020,19.2,19.345,19.3975,18.6075,,-0.75%
17-12-2020,19.1575,19.2,21.6225,14.0525,,-0.22%
18-12-2020,18.6225,19.1575,19.4925,14.555,,-2.79%
21-12-2020,23.19,18.6225,23.68,18.6225,,24.53%
22-12-2020,21.985,23.19,24.48,16.5925,,-5.20%
23-12-2020,20.495,21.985,22.0825,19.395,,-6.78%
24-12-2020,19.9675,20.495,20.9525,15.645,,-2.57%
28-12-2020,20.4275,19.9675,21.0225,18.5975,,2.30%
29-12-2020,20.79,20.4275,21.2125,17.6275,,1.77%
30-12-2020,21.11,20.79,21.5875,20.79,,1.54%
31-12-2020,21.095,21.11,21.505,19.19,,-0.07%
01-01-2021,19.56,21.095,21.3325,19.2625,,-7.28%
04-01-2021,20.03,19.56,21.0275,19.335,,2.40%
05-01-2021,20.46,20.03,21.005,20.03,,2.15%
06-01-2021,20.995,20.46,21.63,20.425,,2.61%
07-01-2021,20.615,20.995,20.995,20.1375,,-1.81%
08-01-2021,20.64,20.615,20.85,17.38,,0.12%
11-01-2021,22.3825,20.64,22.745,20.64,,8.44%
12-01-2021,22.8475,22.3825,23.26,22.2925,,2.08%
13-01-2021,23.2925,22.8475,24.0475,22.37,,1.95%
14-01-2021,23.0275,23.2925,23.7025,22.8075,,-1.14%
15-01-2021,24.01,23.0275,24.6775,23.0275,,4.27%
18-01-2021,24.395,24.01,25.4125,23.5675,,1.60%
19-01-2021,22.8975,24.395,24.395,20.36,,-6.14%
20-01-2021,21.55,22.8975,23.185,19.33,,-5.88%
21-01-2021,22.18,21.55,22.7775,18.6175,,2.92%
22-01-2021,22.4225,22.18,23.04,18.73,,1.09%
25-01-2021,23.245,22.4225,23.81,20.3375,,3.67%
27-01-2021,24.3925,23.245,24.7475,20.83,,4.94%
28-01-2021,24.29,24.3925,25.295,23.435,,-0.42%
29-01-2021,25.3425,24.29,25.99,22.08,,4.33%
01-02-2021,23.3225,25.3425,25.925,22.6,,-7.97%
02-02-2021,23.345,23.3225,23.61,21.0025,,0.10%
03-02-2021,23.745,23.345,24.1975,20.9475,,1.71%
04-02-2021,23.1225,23.745,23.9325,22.09,,-2.62%
05-02-2021,23.415,23.1225,23.935,20.08,,1.27%
08-02-2021,23.9575,23.415,24.345,22.1775,,2.32%
09-02-2021,24.27,23.9575,24.4675,21.4325,,1.30%
10-02-2021,23.9525,24.27,24.955,20.9075,,-1.31%
11-02-2021,23.045,23.9525,24.2225,21.0175,,-3.79%
12-02-2021,22.0425,23.045,23.065,20.8925,,-4.35%
15-02-2021,21.475,22.0425,22.39,20.8225,,-2.57%
16-02-2021,21.78,21.475,22.115,20.535,,1.42%
17-02-2021,21.505,21.78,21.88,21.0975,,-1.26%
18-02-2021,21.5425,21.505,22.085,19.9625,,0.17%
19-02-2021,22.25,21.5425,22.8675,19.345,,3.28%
22-02-2021,25.47,22.25,25.82,20.0225,,14.47%
23-02-2021,25.2275,25.47,25.6425,23.8575,,-0.95%
24-02-2021,24.1675,25.2275,25.2275,23.4825,,-4.20%
25-02-2021,22.8925,24.1675,24.1675,22.6275,,-5.28%
26-02-2021,28.1425,22.8925,29.645,22.8925,,22.93%
01-03-2021,25.625,28.1425,28.1425,24.95,,-8.95%
02-03-2021,23.605,25.625,25.625,23.21,,-7.88%
03-03-2021,22.09,23.605,23.605,21.815,,-6.42%
04-03-2021,24.15,22.09,24.5775,22.09,,9.33%
05-03-2021,25.56,24.15,26.4075,22.8625,,5.84%
08-03-2021,24.675,25.56,25.6525,21.2025,,-3.46%
09-03-2021,22.495,24.675,24.675,21.4375,,-8.83%
10-03-2021,20.7475,22.495,22.495,19.315,,-7.77%
12-03-2021,21.7075,20.7475,22.67,18.5375,,4.63%
15-03-2021,21.2275,21.7075,22.9325,20.995,,-2.21%
16-03-2021,20.19,21.2275,21.2275,18.0625,,-4.89%
17-03-2021,20.1575,20.19,20.42,18.62,,-0.16%
18-03-2021,20.08,20.1575,20.9475,16.6825,,-0.38%
19-03-2021,19.9875,20.08,21.865,18.725,,-0.46%
22-03-2021,20.4925,19.9875,21.2325,18.97,,2.53%
23-03-2021,20.665,20.4925,22.135,20.4925,,0.84%
24-03-2021,22.455,20.665,22.6875,19.745,,8.66%
25-03-2021,22.6975,22.455,23.3125,21.12,,1.08%
26-03-2021,20.65,22.6975,22.9175,18.225,,-9.02%
30-03-2021,20.485,20.65,20.65,19.5675,,-0.80%
31-03-2021,20.645,20.485,20.83,19.995,,0.78%
01-04-2021,19.9875,20.645,20.675,19.73,,-3.18%
05-04-2021,21.215,19.9875,23.305,19.9875,,6.14%
06-04-2021,20.84,21.215,22.24,19.805,,-1.77%
07-04-2021,20.2475,20.84,21.2975,19.43,,-2.84%
08-04-2021,20.3125,20.2475,20.585,19.17,,0.32%
09-04-2021,19.785,20.3125,20.9675,19.6825,,-2.60%
12-04-2021,22.995,19.785,23.3025,19.785,,16.22%
13-04-2021,20.46,22.995,22.995,20.2975,,-11.02%
15-04-2021,20.89,20.46,21.545,18.245,,2.10%
16-04-2021,20.4025,20.89,21.09,19.4825,,-2.33%
19-04-2021,22.485,20.4025,23.1075,19.8075,,10.21%
20-04-2021,22.425,22.485,22.745,21.2375,,-0.27%
22-04-2021,23.025,22.425,23.6075,22.425,,2.68%
23-04-2021,22.69,23.025,23.0525,20.21,,-1.45%
26-04-2021,23.495,22.69,23.555,22.6175,,3.55%
27-04-2021,23.0825,23.495,23.625,22.32,,-1.76%
28-04-2021,22.58,23.0825,23.1125,20.9675,,-2.18%
29-04-2021,23.305,22.58,23.4225,22.1075,,3.21%
30-04-2021,23.0275,23.305,23.765,22.5975,,-1.19%
03-05-2021,23.6925,23.0275,24.54,21.84,,2.89%
04-05-2021,23.01,23.6925,23.6925,22.1775,,-2.88%
05-05-2021,21.9625,23.01,23.19,21.135,,-4.55%
06-05-2021,22.035,21.9625,22.6125,20.1225,,0.33%
07-05-2021,20.8225,22.035,22.035,20.31,,-5.50%
10-05-2021,20.225,20.8225,21.1475,20.135,,-2.87%
11-05-2021,19.83,20.225,21.1175,19.7225,,-1.95%
12-05-2021,20.08,19.83,20.905,18.36,,1.26%
14-05-2021,20.2675,20.08,21.1525,18.2275,,0.93%
17-05-2021,19.6075,20.2675,20.425,18.3625,,-3.26%
18-05-2021,19.24,19.6075,19.6075,18.305,,-1.87%
19-05-2021,19.3175,19.24,19.5675,17.23,,0.40%
20-05-2021,19.6525,19.3175,19.8375,18.0925,,1.73%
21-05-2021,19.08,19.6525,19.6525,17.13,,-2.91%
24-05-2021,19.13,19.08,19.885,18.72,,0.26%
25-05-2021,18.8425,19.13,21.05,17.6875,,-1.50%
26-05-2021,20.8725,18.8425,21.3025,17.23,,10.77%
27-05-2021,19.91,20.8725,21.3225,18.3525,,-4.61%
28-05-2021,17.4025,19.91,19.91,17.355,,-12.59%
31-05-2021,16.885,17.4025,17.99,16.4325,,-2.97%
01-06-2021,17.3875,16.885,17.9625,15.31,,2.98%
02-06-2021,17.21,17.3875,17.6475,15.1675,,-1.02%
03-06-2021,15.745,17.21,17.21,14.1475,,-8.51%
04-06-2021,15.94,15.745,16.3825,14.9425,,1.24%
07-06-2021,15.5675,15.94,15.94,14.7425,,-2.34%
08-06-2021,15.225,15.5675,15.6,13.5675,,-2.20%
09-06-2021,14.7525,15.225,15.7425,11.945,,-3.10%
10-06-2021,15.0025,14.7525,15.2,14.1775,,1.69%
11-06-2021,14.1025,15.0025,15.0025,13.9375,,-6.00%
14-06-2021,14.715,14.1025,15.3075,13.74,,4.34%
15-06-2021,14.605,14.715,15.1625,13.2775,,-0.75%
16-06-2021,14.865,14.605,15.3225,13.6175,,1.78%
17-06-2021,15.2875,14.865,16.05,14.5275,,2.84%
18-06-2021,14.7975,15.2875,16.62,10.6,,-3.21%
21-06-2021,15.06,14.7975,16.46,14.375,,1.77%
22-06-2021,14.7375,15.06,15.1125,14.425,,-2.14%
23-06-2021,15.365,14.7375,15.535,13.625,,4.26%
24-06-2021,15.0975,15.365,15.6375,14.925,,-1.74%
25-06-2021,13.3675,15.0975,15.2675,13.275,,-11.46%
28-06-2021,13.4025,13.3675,13.77,13.1175,,0.26%
29-06-2021,13.0025,13.4025,13.4025,12.9025,,-2.98%
30-06-2021,13.045,13.0025,13.14,12.6,,0.33%
01-07-2021,12.84,13.045,13.2825,12.33,,-1.57%
02-07-2021,12.09,12.84,13.02,12.0225,,-5.84%
05-07-2021,12.0675,12.09,12.6225,11.9875,,-0.19%
06-07-2021,12.275,12.0675,12.36,11.29,,1.72%
07-07-2021,12.2125,12.275,12.585,11.1475,,-0.51%
08-07-2021,13.56,12.2125,14.0075,12.055,,11.03%
09-07-2021,12.9425,13.56,14.0025,12.175,,-4.55%
12-07-2021,12.9925,12.9425,13.6075,11.81,,0.39%
13-07-2021,12.6225,12.9925,12.9925,10.6725,,-2.85%
14-07-2021,12.59,12.6225,12.96,10.485,,-0.26%
15-07-2021,12.27,12.59,12.945,11.0825,,-2.54%
16-07-2021,11.705,12.27,12.37,11.625,,-4.60%
19-07-2021,12.68,11.705,13.1975,11.705,,8.33%
20-07-2021,13.205,12.68,14.0925,11.7875,,4.14%
22-07-2021,11.885,13.205,13.205,11.7175,,-10.00%
23-07-2021,11.7625,11.885,12.115,11.5675,,-1.03%
26-07-2021,12.45,11.7625,12.54,10.395,,5.84%
27-07-2021,13.2325,12.45,13.525,12.1025,,6.29%
28-07-2021,13.6925,13.2325,15.98,11.355,,3.48%
29-07-2021,12.945,13.6925,13.6925,12.435,,-5.46%
30-07-2021,12.8025,12.945,13.32,12.175,,-1.10%
02-08-2021,12.805,12.8025,13.09,11.5175,,0.02%
03-08-2021,13.7475,12.805,13.905,11.9625,,7.36%
04-08-2021,13.2125,13.7475,14.0575,12.65,,-3.89%
05-08-2021,12.8725,13.2125,13.4175,11.2025,,-2.57%
06-08-2021,12.6075,12.8725,13.1625,11.64,,-2.06%
09-08-2021,12.605,12.6075,13.11,12.03,,-0.02%
10-08-2021,12.705,12.605,13.0675,9.9825,,0.79%
11-08-2021,12.7125,12.705,13.3275,10.4725,,0.06%
12-08-2021,12.3725,12.7125,12.8175,11.3625,,-2.67%
13-08-2021,12.99,12.3725,13.1625,11.395,,4.99%
16-08-2021,13.4575,12.99,13.6575,11.375,,3.60%
17-08-2021,13.4125,13.4575,13.61,12.0275,,-0.33%
18-08-2021,12.905,13.4125,13.4125,11.12,,-3.78%
20-08-2021,14.015,12.905,14.14,12.3475,,8.60%
23-08-2021,13.685,14.015,14.44,12.725,,-2.35%
24-08-2021,13.1875,13.685,14.5075,13.0975,,-3.64%
25-08-2021,13.4975,13.1875,13.9725,12.265,,2.35%
26-08-2021,13.5375,13.4975,14.195,12.1125,,0.30%
27-08-2021,13.405,13.5375,13.76,12.94,,-0.98%
30-08-2021,13.3175,13.405,13.685,12.4025,,-0.65%
31-08-2021,14.52,13.3175,14.765,12.635,,9.03%
01-09-2021,14.185,14.52,15.63,13.9,,-2.31%
02-09-2021,14.24,14.185,14.385,13.61,,0.39%
03-09-2021,14.5425,14.24,14.645,13.58,,2.12%
06-09-2021,15.105,14.5425,15.28,14.055,,3.87%
07-09-2021,14.895,15.105,15.23,14.585,,-1.39%
08-09-2021,14.41,14.895,15.0625,12.485,,-3.26%
09-09-2021,13.9425,14.41,14.41,13.6375,,-3.24%
13-09-2021,14.025,13.9425,14.7775,11.9175,,0.59%
14-09-2021,13.575,14.025,14.025,10.8725,,-3.21%
15-09-2021,13.73,13.575,13.875,12.37,,1.14%
16-09-2021,14.4125,13.73,14.525,9.025,,4.97%
17-09-2021,15.2325,14.4125,15.65,12.1375,,5.69%
20-09-2021,17.4925,15.2325,17.8075,10.2275,,14.84%
21-09-2021,16.52,17.4925,17.9975,13.0025,,-5.56%
22-09-2021,16.4925,16.52,16.86,13.2775,,-0.17%
23-09-2021,16.6025,16.4925,16.9375,10.3125,,0.67%
24-09-2021,16.9225,16.6025,17.33,12.7725,,1.93%
27-09-2021,18.0525,16.9225,18.1375,13.515,,6.68%
28-09-2021,18.535,18.0525,18.57,15.3725,,2.67%
29-09-2021,18.8375,18.535,19.435,16.7575,,1.63%
30-09-2021,18.4025,18.8375,19.1375,17.15,,-2.31%
01-10-2021,17.21,18.4025,19.075,16.9975,,-6.48%
04-10-2021,16.735,17.21,17.53,15.3175,,-2.76%
05-10-2021,16.3975,16.735,17.1325,16.295,,-2.02%
06-10-2021,17.3325,16.3975,17.59,16.1075,,5.70%
07-10-2021,16.155,17.3325,17.3325,14.4525,,-6.79%
08-10-2021,15.6525,16.155,16.4025,15.5325,,-3.11%
11-10-2021,16.085,15.6525,16.41,12.23,,2.76%
12-10-2021,15.8475,16.085,16.3975,13.9375,,-1.48%
13-10-2021,16.1,15.8475,16.22,13.38,,1.59%
14-10-2021,15.7675,16.1,16.285,12.6125,,-2.07%
18-10-2021,17.185,15.7675,17.315,14.155,,8.99%
19-10-2021,17.3825,17.185,17.5425,14.235,,1.15%
20-10-2021,18.3125,17.3825,18.865,15.2325,,5.35%
21-10-2021,18.035,18.3125,18.795,14.9075,,-1.52%
22-10-2021,17.545,18.035,18.035,14.355,,-2.72%
25-10-2021,17.61,17.545,18.7575,14.5075,,0.37%
26-10-2021,16.7525,17.61,17.725,16.645,,-4.87%
27-10-2021,16.8275,16.7525,17.0325,15.4025,,0.45%
28-10-2021,17.9125,16.8275,18.4325,16.8125,,6.45%
29-10-2021,17.425,17.9125,19.64,16.2825,,-2.72%
01-11-2021,17.235,17.425,18.095,15.3825,,-1.09%
02-11-2021,17.0625,17.235,17.7875,16.36,,-1.00%
03-11-2021,16.125,17.0625,17.0625,15.7,,-5.49%
04-11-2021,15.7475,16.125,16.4125,14.305,,-2.34%
08-11-2021,16.34,15.7475,16.925,13.99,,3.76%
09-11-2021,16.0025,16.34,16.615,14.6425,,-2.07%
10-11-2021,16.305,16.0025,16.685,15.14,,1.89%
11-11-2021,16.3525,16.305,17.285,14.645,,0.29%
12-11-2021,15.2175,16.3525,16.3525,14.645,,-6.94%
15-11-2021,15.465,15.2175,15.8425,13.4275,,1.63%
16-11-2021,15.195,15.465,15.6825,13.58,,-1.75%
17-11-2021,14.98,15.195,15.4125,13.915,,-1.41%
18-11-2021,14.8575,14.98,16.1475,12.08,,-0.82%
22-11-2021,17.52,14.8575,18.0825,13.5625,,17.92%
23-11-2021,18.015,17.52,20.025,16.7925,,2.83%
24-11-2021,17.095,18.015,18.015,15.5775,,-5.11%
25-11-2021,16.6625,17.095,18.0725,16.0025,,-2.53%
26-11-2021,20.8025,16.6625,21.3925,16.05,,24.85%
29-11-2021,20.83,20.8025,23.82,18.8925,,0.13%
30-11-2021,21.1675,20.83,21.965,18.8075,,1.62%
01-12-2021,19.4475,21.1675,21.1675,18.935,,-8.13%
02-12-2021,18.0875,19.4475,22.965,18.0025,,-6.99%
03-12-2021,18.455,18.0875,18.8325,17.21,,2.03%
06-12-2021,20.0775,18.455,20.4775,18.3,,8.79%
07-12-2021,18.46,20.0775,20.0775,18.2425,,-8.06%
08-12-2021,17.265,18.46,18.46,16.565,,-6.47%
09-12-2021,16.6025,17.265,17.435,15.54,,-3.84%
10-12-2021,16.06,16.6025,16.9325,15.21,,-3.27%
13-12-2021,16.57,16.06,16.86,14.675,,3.18%
14-12-2021,16.9525,16.57,17.33,13.9375,,2.31%
15-12-2021,17.2175,16.9525,17.7125,15.7675,,1.56%
16-12-2021,15.895,17.2175,17.2175,15.2625,,-7.68%
17-12-2021,16.3375,15.895,16.9075,13.76,,2.78%
20-12-2021,18.965,16.3375,20.135,16.3375,,16.08%
21-12-2021,17.5375,18.965,18.965,16.6275,,-7.53%
22-12-2021,16.58,17.5375,17.5375,15.69,,-5.46%
23-12-2021,15.825,16.58,16.58,15.68,,-4.55%
24-12-2021,16.1475,15.825,16.6525,15.3325,,2.04%
27-12-2021,17.1175,16.1475,17.2775,15.2625,,6.01%
28-12-2021,16.475,17.1175,17.1175,15.2075,,-3.75%
29-12-2021,16.2425,16.475,16.8625,15.8,,-1.41%
30-12-2021,16.565,16.2425,16.7875,15.2925,,1.99%
31-12-2021,16.2225,16.565,16.7675,15.4,,-2.07%
03-01-2022,16.4525,16.2225,16.81,15.4525,,1.42%
04-01-2022,16.12,16.4525,16.675,15.71,,-2.02%
05-01-2022,17.2275,16.12,17.38,15.0875,,6.87%
06-01-2022,17.9775,17.2275,18.4175,16.4,,4.35%
07-01-2022,17.6025,17.9775,18.09,16.86,,-2.09%
10-01-2022,17.6775,17.6025,18.39,15.8425,,0.43%
11-01-2022,17.7575,17.6775,18.2475,16.4375,,0.45%
12-01-2022,17.1825,17.7575,17.925,16.5475,,-3.24%
13-01-2022,16.705,17.1825,17.525,16.6075,,-2.78%
14-01-2022,16.555,16.705,17.1,15.3425,,-0.90%
17-01-2022,16.765,16.555,17.5475,16.2675,,1.27%
18-01-2022,17.78,16.765,17.875,16.765,,6.05%
19-01-2022,17.8175,17.78,18.4475,15.94,,0.21%
20-01-2022,17.79,17.8175,18.45,17.32,,-0.15%
21-01-2022,18.8875,17.79,19.605,16.9825,,6.17%
24-01-2022,22.825,18.8875,23.9,18.8875,,20.85%
25-01-2022,21.3575,22.825,24.1375,21.18,,-6.43%
27-01-2022,21.065,21.3575,23.8675,20.4425,,-1.37%
28-01-2022,20.695,21.065,21.32,20.2825,,-1.76%
31-01-2022,21.9525,20.695,22.11,20.695,,6.08%
01-02-2022,19.9775,21.9525,22.07,19.745,,-9.00%
02-02-2022,18.65,19.9775,19.9775,18.5475,,-6.64%
03-02-2022,19.16,18.65,19.595,17.4075,,2.73%
04-02-2022,18.8975,19.16,19.7775,18.595,,-1.37%
07-02-2022,20.4375,18.8975,21.0825,18.1825,,8.15%
08-02-2022,19.685,20.4375,20.9375,19.555,,-3.68%
09-02-2022,18.555,19.685,19.685,17.885,,-5.74%
10-02-2022,17.71,18.555,18.925,16.8,,-4.55%
11-02-2022,18.68,17.71,19.5325,16.855,,5.48%
14-02-2022,22.9775,18.68,23.535,18.68,,23.01%
15-02-2022,20.6125,22.9775,23.14,20.435,,-10.29%
16-02-2022,20.5925,20.6125,21.02,19.3525,,-0.10%
17-02-2022,22.005,20.5925,22.37,19.4625,,6.86%
18-02-2022,22.165,22.005,23.21,21.635,,0.73%
21-02-2022,22.9025,22.165,23.755,20.57,,3.33%
22-02-2022,26.6625,22.9025,27.815,22.9025,,16.42%
23-02-2022,24.5425,26.6625,26.6625,23.9075,,-7.95%
24-02-2022,31.9825,24.5425,33.9725,24.5425,,30.31%
25-02-2022,26.74,31.9825,31.9825,26.15,,-16.39%
28-02-2022,28.57,26.74,29.785,26.74,,6.84%
02-03-2022,29.2325,28.57,30.8425,28.57,,2.32%
03-03-2022,28.155,29.2325,29.2325,27.2225,,-3.69%
04-03-2022,27.9575,28.155,29.925,27.2225,,-0.70%
07-03-2022,29.33,27.9575,30.2775,27.9575,,4.91%
08-03-2022,28.5875,29.33,30.0575,27.1125,,-2.53%
09-03-2022,27.4675,28.5875,28.5875,27.305,,-3.92%
10-03-2022,25.5825,27.4675,27.4675,22.9625,,-6.86%
11-03-2022,25.345,25.5825,25.8725,24.58,,-0.93%
14-03-2022,25.6775,25.345,26.2125,25.09,,1.31%
