Datetime,Adj Close,Close,High,Low,Open,Volume
2026-06-11 03:45:00+00:00,23104.5,23104.5,23123.349609375,23084.150390625,23101.349609375,0
2026-06-11 03:46:00+00:00,23079.69921875,23079.69921875,23104.400390625,23078.650390625,23104.400390625,0
2026-06-11 03:47:00+00:00,23088.25,23088.25,23089.099609375,23072.400390625,23082.30078125,0
2026-06-11 03:48:00+00:00,23096.44921875,23096.44921875,23108.30078125,23089.150390625,23092.900390625,0
2026-06-11 03:49:00+00:00,23112.650390625,23112.650390625,23115.69921875,23097.05078125,23100.099609375,0
2026-06-11 03:50:00+00:00,23126.900390625,23126.900390625,23129.599609375,23107.05078125,23115.849609375,0
2026-06-11 03:51:00+00:00,23141.099609375,23141.099609375,23144.5,23125.849609375,23128.599609375,0
2026-06-11 03:52:00+00:00,23141.30078125,23141.30078125,23147.349609375,23132.30078125,23142.44921875,0
2026-06-11 03:53:00+00:00,23133.599609375,23133.599609375,23145.599609375,23131.75,23142.900390625,0
2026-06-11 03:54:00+00:00,23114.900390625,23114.900390625,23137.150390625,23112.75,23135.25,0
2026-06-11 03:55:00+00:00,23106.150390625,23106.150390625,23116.80078125,23106.0,23116.80078125,0
2026-06-11 03:56:00+00:00,23105.599609375,23105.599609375,23110.69921875,23101.30078125,23109.0,0
2026-06-11 03:57:00+00:00,23099.349609375,23099.349609375,23110.30078125,23092.80078125,23107.5,0
2026-06-11 03:58:00+00:00,23115.94921875,23115.94921875,23116.94921875,23100.099609375,23101.44921875,0
2026-06-11 03:59:00+00:00,23119.349609375,23119.349609375,23126.400390625,23111.75,23117.599609375,0
2026-06-11 04:00:00+00:00,23108.05078125,23108.05078125,23123.55078125,23106.75,23121.900390625,0
2026-06-11 04:01:00+00:00,23112.80078125,23112.80078125,23113.19921875,23100.94921875,23110.349609375,0
2026-06-11 04:02:00+00:00,23113.05078125,23113.05078125,23124.5,23113.05078125,23116.900390625,0
2026-06-11 04:03:00+00:00,23099.55078125,23099.55078125,23113.94921875,23099.05078125,23113.94921875,0
2026-06-11 04:04:00+00:00,23108.44921875,23108.44921875,23109.849609375,23098.650390625,23101.599609375,0
2026-06-11 04:05:00+00:00,23093.150390625,23093.150390625,23109.650390625,23093.150390625,23109.650390625,0
2026-06-11 04:06:00+00:00,23109.349609375,23109.349609375,23110.05078125,23094.05078125,23096.94921875,0
2026-06-11 04:07:00+00:00,23116.55078125,23116.55078125,23120.400390625,23109.30078125,23112.349609375,0
2026-06-11 04:08:00+00:00,23128.0,23128.0,23132.69921875,23115.150390625,23119.349609375,0
2026-06-11 04:09:00+00:00,23132.349609375,23132.349609375,23136.650390625,23127.349609375,23129.94921875,0
2026-06-11 04:10:00+00:00,23118.0,23118.0,23134.80078125,23118.0,23134.80078125,0
2026-06-11 04:11:00+00:00,23118.55078125,23118.55078125,23123.0,23114.75,23119.75,0
2026-06-11 04:12:00+00:00,23117.05078125,23117.05078125,23123.05078125,23113.400390625,23120.349609375,0
2026-06-11 04:13:00+00:00,23139.900390625,23139.900390625,23141.55078125,23117.5,23120.0,0
2026-06-11 04:14:00+00:00,23143.599609375,23143.599609375,23147.80078125,23139.69921875,23141.30078125,0
2026-06-11 04:15:00+00:00,23144.30078125,23144.30078125,23148.599609375,23136.55078125,23144.25,0
2026-06-11 04:16:00+00:00,23152.5,23152.5,23152.900390625,23141.94921875,23145.650390625,0
2026-06-11 04:17:00+00:00,23147.69921875,23147.69921875,23155.05078125,23146.900390625,23154.44921875,0
2026-06-11 04:18:00+00:00,23139.69921875,23139.69921875,23150.099609375,23139.69921875,23149.69921875,0
2026-06-11 04:19:00+00:00,23151.75,23151.75,23153.5,23140.30078125,23141.5,0
2026-06-11 04:20:00+00:00,23163.0,23163.0,23164.05078125,23142.25,23153.30078125,0
2026-06-11 04:21:00+00:00,23165.69921875,23165.69921875,23168.05078125,23158.349609375,23162.900390625,0
2026-06-11 04:22:00+00:00,23168.599609375,23168.599609375,23171.400390625,23161.599609375,23167.5,0
2026-06-11 04:23:00+00:00,23170.099609375,23170.099609375,23172.55078125,23165.55078125,23170.80078125,0
2026-06-11 04:24:00+00:00,23150.650390625,23150.650390625,23172.849609375,23149.099609375,23172.30078125,0
2026-06-11 04:25:00+00:00,23139.30078125,23139.30078125,23153.30078125,23137.25,23152.349609375,0
2026-06-11 04:26:00+00:00,23138.400390625,23138.400390625,23149.55078125,23137.650390625,23141.849609375,0
2026-06-11 04:27:00+00:00,23128.44921875,23128.44921875,23140.5,23127.69921875,23140.5,0
2026-06-11 04:28:00+00:00,23114.69921875,23114.69921875,23131.150390625,23113.69921875,23131.150390625,0
2026-06-11 04:29:00+00:00,23115.69921875,23115.69921875,23123.150390625,23112.599609375,23115.94921875,0
2026-06-11 04:30:00+00:00,23128.25,23128.25,23130.849609375,23114.94921875,23117.599609375,0
2026-06-11 04:31:00+00:00,23130.5,23130.5,23136.0,23129.25,23130.19921875,0
2026-06-11 04:32:00+00:00,23122.900390625,23122.900390625,23132.5,23121.349609375,23132.5,0
2026-06-11 04:33:00+00:00,23119.25,23119.25,23130.80078125,23115.849609375,23126.05078125,0
2026-06-11 04:34:00+00:00,23108.55078125,23108.55078125,23121.099609375,23108.44921875,23120.849609375,0
2026-06-11 04:35:00+00:00,23110.0,23110.0,23112.25,23102.849609375,23111.19921875,0
2026-06-11 04:36:00+00:00,23135.599609375,23135.599609375,23138.80078125,23110.099609375,23112.05078125,0
2026-06-11 04:37:00+00:00,23146.599609375,23146.599609375,23147.05078125,23132.150390625,23137.30078125,0
2026-06-11 04:38:00+00:00,23153.94921875,23153.94921875,23156.19921875,23144.19921875,23147.80078125,0
2026-06-11 04:39:00+00:00,23155.0,23155.0,23159.400390625,23153.5,23156.900390625,0
2026-06-11 04:40:00+00:00,23155.80078125,23155.80078125,23159.900390625,23151.94921875,23156.94921875,0
2026-06-11 04:41:00+00:00,23161.44921875,23161.44921875,23164.5,23154.94921875,23158.30078125,0
2026-06-11 04:42:00+00:00,23154.69921875,23154.69921875,23163.0,23153.80078125,23163.0,0
2026-06-11 04:43:00+00:00,23157.55078125,23157.55078125,23160.30078125,23153.5,23156.650390625,0
2026-06-11 04:44:00+00:00,23145.5,23145.5,23161.25,23144.150390625,23159.75,0
2026-06-11 04:45:00+00:00,23156.44921875,23156.44921875,23158.099609375,23144.69921875,23147.5,0
2026-06-11 04:46:00+00:00,23162.349609375,23162.349609375,23165.80078125,23156.69921875,23157.900390625,0
2026-06-11 04:47:00+00:00,23167.349609375,23167.349609375,23167.900390625,23160.900390625,23164.94921875,0
2026-06-11 04:48:00+00:00,23170.80078125,23170.80078125,23172.599609375,23162.55078125,23169.150390625,0
2026-06-11 04:49:00+00:00,23180.69921875,23180.69921875,23181.25,23171.44921875,23173.0,0
2026-06-11 04:50:00+00:00,23190.25,23190.25,23191.0,23181.05078125,23183.150390625,0
2026-06-11 04:51:00+00:00,23181.05078125,23181.05078125,23191.5,23179.94921875,23191.5,0
2026-06-11 04:52:00+00:00,23176.80078125,23176.80078125,23184.19921875,23176.400390625,23182.150390625,0
2026-06-11 04:53:00+00:00,23178.849609375,23178.849609375,23184.30078125,23177.599609375,23179.900390625,0
2026-06-11 04:54:00+00:00,23176.900390625,23176.900390625,23182.5,23174.69921875,23181.55078125,0
2026-06-11 04:55:00+00:00,23177.349609375,23177.349609375,23179.75,23175.0,23179.75,0
2026-06-11 04:56:00+00:00,23191.650390625,23191.650390625,23191.94921875,23177.44921875,23179.349609375,0
2026-06-11 04:57:00+00:00,23204.94921875,23204.94921875,23206.5,23190.349609375,23193.150390625,0
